trajectory
C0 -> C2
C0 -> C1
C2 -> C2
C2 -> C1
C1 -> C1 -> C1 -> C1
C1 -> C0
C1 -> C1
C2 -> C1 -> C1
C1 -> C2
C1 -> C0 -> C2
C3 -> C2
C0 -> C1 -> C0
C1 -> C2 -> C2
C1 -> C0 -> C3
C1 -> C1 -> C0
