num,arabic_name,english_name,latin_binomial,header_full,is_hot,is_cold,is_wet,is_dry,degree,temperament_text,nature_text,sections_present
36,lfarmal,,Syrian rue,lfarmal Syrian rue Peganum harmala Linn,False,False,False,False,,,"Syrian rue is well known. Properties"" It is erosive and attenuant.",Food|Substitute|Eye|Excretion|Joints|Nature|Head
37,lfazii' Dill,,Anethum graveolens Linn.,lfazii' Dill Anethum graveolens Linn.,False,False,False,False,,,Dill is the ziifra (goldy-locks) which is also called Diniirwaih.. We have already dealt with it elsewhere.,Nature
38,lfaziiz al-sakhr,,Stone flower,lfaziiz al-sakhr Stone flower Permelea perlata Ach.,False,True,False,False,,,Galen said that stone flower is similar to duck weed and it grows on the surface of the rock. It is desiccant for two reasons because it has the power of detergence and cooling. Its properties of detergence and desiccation come from the rock and its cooling effect,Properties|Nature
39,Hasak Caltrops,,Tribulus terrestris Linn.,Hasak Caltrops Tribulus terrestris Linn.,True,True,True,True,first degree,According to Dioscorides these two kinds of hasak are cold anddry but other physicians believe it to be hot in the beginning of the first degree and dry in the first degree. The latter description applies well to the basak found in our country.,"Hasak is of two kinds (a) the wild one is more earthy and (b) cultivated one is more watery. In short, the moist variety is not much cold and the dry variety is not less cold.",Chest|Eye|Properties|Excretion|Ulcers|Temperament|Nature|Swellings|Poisons
40,,,Hashishab al-zujdj,Hashishab al-zujdj Common pellitory Parietaria officinalis Linn,False,False,False,False,,,Common pellitory is a herb which is used to clean glasses.,Chest|Excretion|Properties|Joints|Nature|Head|Swellings
41,lfu4atj,,Ophthalmic barberry,lfu4atj Ophthalmic barberry Berberris aristata Dc.,True,True,False,True,second degree,lfu<Jo<J is moderately hot and cold but dry in the second degree.,"Most probably the Indian variety of ophthalmic berberry is the extract of filzahraj. It is adultrated tactfully by <lj:cocting it with the extract of zarishk (barberries) in water till it is condensed. Its potency now becomes similar to that of fiery, tenuous and earthy cold substances. Makki is a manufactured variety. According Dioscorides it is a thorny plant having branches of about three arms ",Food|Chest|Cosmetics|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
42,lfulbah Fenugreek,,Trigonella faenum graeceum Linn,"lfulbah Fenugreek Trigonella faenum graeceum Linn,",True,False,False,True,first degree,It is hot in the last phase of the first degree and dry in the first degree but not free from foreign humours.,lfulbah is a well known (vegetable).,Food|Chest|Cosmetics|Eye|Properties|Excretion|Ulcers|Temperament|Nature|Head|Swellings
43,!falbib An,,Indian drug like hermodactyle,!falbib An Indian drug like hermodactyle,True,False,False,True,second degree,It is hot and dry in the second degree.,Halbib is an Indian drug resemblingwhite hermodactyle.,Excretion|Temperament|Nature|Joints
44,!filtit Assafoetida,,Ferula assofoetida Linn.,!filtit Assafoetida Ferula assofoetida Linn.,True,False,False,True,fourth degree,"It is hot in the beginning of fourth degree and dry in the second degree,","Dioscorides states in his book that it is the gum of assafoetida plant which exudes on scarifying the root and stalk. Tasting of assafoetida, procured from the town Qurniii creates vesicles on the whole tongue. Its odour is not offensive and, therefore, the",Food|Chest|Cosmetics|Fevers|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
45,lfalziin Snail,,Turbinella rapa,lfalziin Snail Turbinella rapa,False,False,False,False,,,Snail is a kind of shells.,Eye|Properties|Nature
46,lfimtir Ass,,Equs assinus,lfimtir Ass Equs assinus,False,False,False,False,,,,Cosmetics|Excretion|Ulcers|Joints|Head|Swellings
47,Hummiid,,Sour dock,Hummiid Sour dock Rumex crispus Linn.,False,True,False,True,second degree,Hummdd is cold and dry in the second degree and its seeds are cold in the first degree and dry in the second degree.,"Dioscordides states that there are many varieties of this plant. Some of them are the following: (i) A variety which grows in grassy land has long leaves with sharp ends. It also grows in gardens and, when cooked, becomes tasty. (ii) Another variety which grows",Food|Cosmetics|Excretion|Properties|Ulcers|Temperament|Nature|Head|Swellings|Poisons
48,l;lamiim Pigeon,,Calumba livia,l;lamiim Pigeon Calumba livia,True,False,False,False,,The young ones have hotness and superfluous humidity while the grown up birds are less in hotness and moistness. Their eggs are very hot.,The pigeon is a well known bird.,Food|Eye|Properties|Temperament|Nature|Head
49,Hamiimd Cardamom,,Amomum cardamomum Linn.,Hamiimd Cardamom Amomum cardamomum Linn.,True,False,False,True,second degree,It is hot and dry in the second degree.,l;lamiimii is a plant with a cluster of branches interlaced with each other. It bas small flowers resembling Cassia cinnamon in colour. Its leaves are like those of white bryoni having golden colour but its wood is ruby coloured and has a pleasant smell. There are,Food|Chest|Eye|Properties|Excretion|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
50,Himmas,,Chick pea,Himmas Chick pea Cieer arietinum Linn.,True,False,False,True,first degree,The white chick pea is hot and dry in the first degree. The black variety is considered more effective.,"Hlmmasis of various kinds: (a) white (b) red (c) black (d) pea-coloured (e) cultivated and (f)' wild. The wild variety is most pungent, bitter and hot. It has the effects like those of cultivated chick pea but the latter is more nutritious.",Food|Chest|Cosmetics|Excretion|Properties|Ulcers|Temperament|Joints|Nature|Head|Swellings
51,lJinnii' Henna,,Lawsonia alba Linn.,lJinnii' Henna Lawsonia alba Linn.,False,True,False,True,first degree,"Henna is cold in the first degree and dry in the second degree. Cosmetics: When henna is admixed with the water of struthion and applied, it reddens hair.","Henna is well known. Dioscorides stated that it is a plant with branches bearing leaves resembling the olive leaves but the former are wider, softer and dark green. Its flowers are odorous like those of rockmoss and its seeds resemble the seeds of a plant called",Chest|Cosmetics|Excretion|Properties|Ulcers|Temperament|Joints|Nature|Head|Swellings
52,Handaquqa,,Blue melilote,Handaquqa Blue melilote Trigonefla corniculata Linn.,True,False,False,True,second degree,Ibn Juraij described it to be hot and dry in the last stage of the second degree. According to Ibn Maswaih it is hot in the middle stage of the second degree but the cultivated variety is likely to be hot in the last stage of the first degree.,Handaqaqa is a plant which is of three varieties: (a) wild (b) cultivated and (c) Egyptian. Bread is made from the flour of its seeds.,Food|Chest|Cosmetics|Fevers|Eye|Properties|Excretion|Ulcers|Temperament|Joints|Nature|Head|Poisons
53,Hintah Wheat,,Triticum sativum Lam.,Hintah Wheat Triticum sativum Lam.,True,False,False,False,first degree,Wheat is hot in the first degree and moderate in moistness and dryness. Roasted flour has a little dryness.,,Food|Cosmetics|Excretion|Properties|Choice|Temperament
54,Hanzal Colocyntb,,Citrullus colocynthis,Hanzal Colocyntb Citrullus colocynthis Schrad.,True,True,True,True,second degree,Hanzel is hot and dry in the second degree. According to Al-Kindi it is cold and moist but this is far from truth.,"Hanzel is of two kinds (a) male and (b) female. The male hanzal is fibrous and female is flabby, white and soft.",Food|Chest|Cosmetics|Excretion|Properties|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
55,lfiir,,White dammer,lfiir White dammer Vateria indica Linn.,False,False,False,True,,White dammer is moderate but slightly dry.,White dammer is a common plant. It is said that the gum of the Roman kind of white dammer is called kiihrabii (yellow amber). We have assignedespecially a separate heading for kiihrabii.,Eye|Properties|Excretion|Temperament|Joints|Nature|Head
56,lfiir i-riimi,,Roman white dammer,lfiir i-riimi Roman white dammer,False,False,False,False,third degree,It is highly warming in the third degree and desiccantin the first degree. Its flower and gum are also highly warming.,Roman white dammer is also called ukriifas.,Head|Temperament|Nature
57,,,Hayy al,Hayy al 'iilam House leek Sempervivum tactoriumLinn.,False,False,False,False,,,It issaqii{iinwhich we willdiscuss under the letter Sin.,Nature
58,lfayyah,,,lfayyah,False,False,False,False,,The flesh of a serpent is desiccant but its warmth is not so intense. The slough is also very desiccant.,"The serpent is used after it is boiled with water, salt and dill. Sometimes olive oil is also added to it. The salt and slough of the serpent possess properties similar to its flesh. We shall discuss various kinds of serpents in Book IV.",Cosmetics|Eye|Properties|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
2,Khdmdldiin (obyo{l),Pine Thistle,Atractylis gummifera,Khdmdldiin (obyo{l) Pine Thistle Atractylis gummifera,False,False,False,False,,,,Food|Cosmetics|Excretion|Properties|Ulcers|Poisons
3,,,Khiiniq ol-dhi,Khiiniq ol-dhi'b Wolf bane Aconitum napellus Linn,False,False,False,False,,,,Properties
5,,,Khaniq al-namir,Khaniq al-namir,False,False,True,False,,,"According to Dioscorides khiiniq al-namir is a herb having thin, long and unbreakable branches. It has leaves similar to those of lablab except that they are finer, more sharp edged, strong in odour and full of viscous yellow moist contents. Panther's bane",Properties|Nature|Poisons
6,Khubbiizi,,Jews mallow,Khubbiizi Jews mallow Malva rotundifolia Linn.,True,True,True,True,first degree,"It is cold and moist in the first degree but the garden mallow is said to be hot and dry. Paulos was the physician, who stated this, and it is likely that he might have referred to baqla yahiidia which also bears the name 'Jews mallow'.",Jews mallow is a kind of muliikhid. It is said tbat the wild variety is the Jews mallow and garden variety is muliikhia. There is another kind of Jews mallow called muliskhia al-shajarah which is nothing but khatmi i.e. marsh mallow. It is also described as,Food|Chest|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Nature|Head|Swellings|Poisons
7,Khabth Dross,Scoria,,Khabth Dross Scoria,False,False,False,True,third degree,Iron and copper drosses are dry in the third degree and all other drosses are less in hotness.,,Food|Cosmetics|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Swellings|Poisons
9,Khariittn Earthworm,Lumbricus Sps.,,Khariittn Earthworm Lumbricus Sps.,True,False,False,False,,In my opinion earthworms are hot.,,Food|Excretion|Ulcers|Temperament|Head
10,,,Kharbaq abyad,Kharbaq abyad White hellebore Veratrum viride Aiton.,True,False,False,True,third degree,White hellebore is hot and dry in the middle stage of the third degree. .,"The barks of white hellebore are small, brittle like a cracked and decayed substance, white in colour and light in weight. It resembles the roots of marsh mallow and is more bitter than black hellebore. Its plant is like the great plantain or beet but smaller than",Food|Cosmetics|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
12,Khardal Black,Mustard,Brassica juncea,Khardal Black Mustard Brassica juncea (Linn.),True,False,False,True,fourth degree,It is hot and dry in the fourth degree.,Mustard is a well known herb.,Food|Cosmetics|Fevers|Eye|Properties|Excretion|Ulcers|Temperament|Joints|Nature|Head|Swellings
13,Kharniib,,Nabatean carob,Kharniib Nabatean carob Ceratonia siliqua Linn.,False,False,False,True,,"The Syrian kharniib is desiccant and astringent. The fruits are also similar to it in temperament but are sweeter in taste. Beside these qualities, it causes constipation also. The Nabatean kharniib is intensely desiccant and drying and causes no irritation. It is taken fresh and the humour produced by it is heavy and inferior in quality.",,Food|Cosmetics|Excretion|Choice|Temperament|Head
14,Khur' Excrement,Faeces,,Khur' Excrement Faeces,False,False,False,False,,,"Excrements are discussed in the chapter of zibl (dung, faeces).",Properties|Nature
15,Khazaf,,,Khazaf,False,False,False,False,,,,Cosmetics|Eye|Properties|Ulcers|Joints|Swellings
16,Khas Lettuce,,Lactuca scariola Linn.,Khas Lettuce Lactuca scariola Linn.,False,False,False,True,,"According to Galen garden lettuce is not more than but similar to that of the ponds water in coldness. Its moisture is thicker than that of silq i.e. beet. It is more attenuant than the moisture of country mallow. It is said that in respect of its moistening and drying properties, it stands in between cabbage, goose foot and blite. However in my opinion to describe lettuce as less malnutritious be",The wild variety of lettuce resembles black poppy in properties.,Food|Chest|Eye|Properties|Excretion|Temperament|Joints|Nature|Head|Swellings|Poisons
17,,,Khas al-himdr,Khas al-himdr Dyer's bugloss Onosma echioides Linn.,True,False,False,True,second degree,It is hot and dry in the beginning stage of the second degree.,"Khas al-himiir resembles the downy, blackish, numerous and thin leaves of lettuce. Its leaves emerge very close to the root and are seen standing on both of its sides. The colour of the root is reddish. Contact with it makes the hand and the earth red.",Food|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings
18,,,Khisrii diir,Khisrii diir Galingale Alpina galanga Willd.,True,False,False,True,,Galingale is hot and dry.,According to Ibn Masarjawaih it is khiilanjiin (Alpine galanga).,Properties|Excretion|Temperament|Nature
19,Khashkhiish,,Poppy seed,Khashkhiish Poppy seed Papaver somniferum Linn.,False,True,False,True,second degree,The garden poppy is cold and dry in the second degree. The black poppy is cold and dry in the third degree. It is said to have similar properties in the fourth degree.,"There are various kinds of poppy seeds, (a) garden poppy (b) wild poppy (glayukion), (c) hlack poppy and (d) horned poppy. The latter is also called al-bhahrihaving curved seeds. Another kind is spolled poppy which is also called hiraqlt.",Food|Chest|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings
20,,,Khusa al-tha,Khusa al-tha'lab Fox testes Orchis rubra,True,False,True,False,first degree,It is hot in the first degree and moist (in temperament) and possesses some superfluous moisture also.,Fox testes is a hard and sweetish drug.,Excretion|Properties|Ulcers|Temperament|Joints|Nature|Head|Swellings
22,Khusiah Testicles,Testes,,Khusiah Testicles Testes,False,False,False,False,,,Testicles are a kind of soft lIesh of the animal organs.,Food|Choice|Properties|Nature
23,Khauiif Swallow,,Hirundu urbica,Khauiif Swallow Hirundu urbica,False,False,False,False,,,Swallow is a well known bird.,Head|Chest|Eye|Nature
24,Khitmi,,Marsh mallow,Khitmi Marsh mallow Althae officinalis Linn.,True,False,False,False,,Marsh mallow is moderately hot.,"Some varieties of marsh mallow bear white flowers while some other varieties bear red flowers. Red flowers are most detergent. The name of the drug is derived from a Greek word which means ""rich in benefits"".",Food|Chest|Cosmetics|Eye|Properties|Excretion|Temperament|Joints|Nature|Head|Swellings|Poisons
25,Khuffiish Bat,Maga Cheiroptera Sps.,,Khuffiish Bat Maga Cheiroptera Sps.,True,False,False,False,,"Shirzaq i.e. bat's milk, is very hot and detergent. Cosmetics: The oil of bat is said to control the mammary enlargement in virgin girls and prevents the growth of hair, but it is not correct.",It is said that shirzaq is milk of bat. On the other hand some believe it to be bat's urine.,Eye|Temperament|Nature|Cosmetics
26,Khal Vinegar,Acetum Vinegar,,Khal Vinegar Acetum Vinegar,True,True,True,False,,"Vinegar is made of hot and cold substances. Both components arc tennuous but the coldness is dominant. The vinegar which is pungent is hot while that which is not so pungent, is moist and cold. The coldness of the vinegar is reduced by boiling.",,Food|Chest|Cosmetics|Eye|Properties|Excretion|Ulcers|Joints|Temperament|Head|Poisons
27,Khilaj Willow,,Salix caprea Linn.,Khilaj Willow Salix caprea Linn.,False,False,False,False,,,"The leavesof willow,when plucked, yield a kind of gum.",Food|Cosmetics|Eye|Properties|Excretion|Ulcers|Nature|Head
28,Khamiifitiis Tecrium,,Teucrium chamaephytis,Khamiifitiis Tecrium Teucrium chamaephytis,False,False,False,False,,,"Khamdfitiis is also pronounced as Kamiifitus. It has been discussed under the letter ""kdf"".",Nature
29,,,Khamsah auriiq,Khamsah auriiq Five-leaf-grass Patentilla reptans Linn.,False,False,False,False,,,Khamsah auriiq is also called bantiifiliin that has already been described.,Nature
30,Khamir Yeast,,Saccharomyces cerevisiae,"Khamir Yeast Saccharomyces cerevisiae Meyen,",True,False,False,True,,,Yeast is hot and dry. Its moistness depends on the abundance or lack of its salt and borax content.,Properties|Nature|Joints
31,Khaniifis,,,Khaniifis,False,False,False,False,,,,Head
32,Khuntha Asphodel,,Asphodelus tenuifolius,Khuntha Asphodel Asphodelus tenuifolius Cav.,True,True,True,True,,Asphodel is hot and dry. Some other physicians consider it to be cold and moist but this is not correct.,The leaf of asphodel is similar to that of Syrian leek. Its stem is smooth and bears flowers. The roots are round like oak and have a pungent taste.,Food|Chest|Cosmetics|Eye|Properties|Excretion|Ulcers|Temperament|Joints|Nature|Head|Swellings|Poisons
33,Khandariis,,Roman wheat,Khandariis Roman wheat Triticum dicocum Schrank.,False,False,False,False,,"The nourishment, gained from it, is not much. It is colder in temperament than that of (common) wheat. It is however, very good, strengthening and rich in quality.",Khandarus is a variety of Roman wheat.,Temperament|Nature
34,Khiikh Peach,,Prunus persica,Khiikh Peach Prunus persica Batch.,False,True,True,False,second degree,"Peach is cold in the last phase of the second degree, moist in the first degree but not in the last degree.",,Food|Cosmetics|Excretion|Properties|Temperament|Head
35,Khiilanjdn Galingale,A/pina galanga Willd.,,Khiilanjdn Galingale A/pina galanga Willd.,True,False,False,True,second degree,It is hot and dry in the second degree.,"Galingale is composed of pieces of root intertwined with each other, reddish black in colour, pungent in taste, pleasant in smell and light in weight. It is obtained from China. According to Masarjawaih it is nothing but khisrii ddru.",Food|Cosmetics|Substitute|Excretion|Properties|Temperament|Nature
36,,,Khiiir shambar,Khiiir shambar Purging cassia Cassia fistula Linn.,False,False,True,False,,I! is moderate in hotness and coldness but it is also moist.,There are two kinds of purging cassia. One is kdbuli and the other is misri (Egyptian).,Food|Substitute|Excretion|Properties|Choice|Temperament|Joints|Nature|Swellings
37,,,Khair buwwd,Khair buwwd Lesser cardamom Eletaria cardomomum,True,False,False,True,third degree,I! is hot and dry in the third degree.,Lesser cardamom is a small grain-like qiiqla which is procured from the lower part of India (i.e. South India).,Properties|Food|Temperament|Nature
1,Diidhi,,,Diidhi,True,True,False,True,second degree,According to Ibn Maswaih it is cold but it would be more correct to describe it as hot and dry in the second degree.,"Dddhi is a seed resembling barley but its flower is larger, thinner, blackish or dark-coloured and bitter in taste.",Substitute|Excretion|Properties|Temperament|Nature|Head|Swellings|Poisons
2,,,Diir shisha,Diir shisha'iin Box myrtle Myrica nagi Thumb.,True,True,False,True,first degree,It is hot in the first degree and dry from the last phase of the second upto the third degree. Some (people) think that box myrtle is compartively dry than other (myrtles). It is dry in the first degree while others believe it to be cold.,"Box myrtle is a thick and thorny plant used by some druggists to dye the oils. It is heterogeneous in composition. Its bark is pungent, flower is of intense smell while the wood is acrid and somewhat cold. Thus it is a substance that possesses various",Food|Chest|Substitute|Excretion|Properties|Ulcers|Choice|Temperament|Joints|Nature|Head
3,,,Ddr sini,Ddr sini Cinnamon Cinnamomum zeylanicum Blume,True,False,False,True,third degree,It is hot and dry in the third degree.,"Cinnamon is a well known drug. It is of various kinds bearing different names at different places. Some of them are: (a) the variety which is blackish, mountainous, thick and small is considered better; (b) another variety is white, soft inflated and has roots without rind; (c) the black and smooth variety, bears a few knots; and",Food|Chest|Cosmetics|Substitute|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Nature|Head|Poisons
4,Diirfilfil,,Long pepper,Diirfilfil Long pepper Piper longum Linn.,True,False,False,True,third degree,It is hot in the third degree and dry in the the second degree.,"Long peppers are quite small like fingertips in size and resembling the sheding flowers of willow in shape. They are, however, relatively smaller. The drug is hard and dense with a pungent taste like that of (common) pepper. It is the first fruit of pepper plant",Food|Eye|Properties|Excretion|Choice|Temperament|Nature
5,,,Dar kisah,Dar kisah Macer Abies webbians Lindl,False,False,False,False,,,Macer is an Indian bark which is very astringent.,Excretion|Properties|Nature
6,Dibq Mistletoe,,Viscum album Linn.,Dibq Mistletoe Viscum album Linn.,True,False,False,True,third degree,Immediately it does not produce warmth but after a long interval it may do so like the wild rue but it is weaker than the latter. It has superfluous and unripe moisture which is hot and dry in the third degree.,"Mistletoe is a well known drug. Its fruit is like the fruit of black gram. It is somewhat round and, if folded and broken, it clings to the hand. The plant is found on oak, apple or pear trees. It possesses intense aqueous and airy actions.",Food|Cosmetics|Properties|Ulcers|Temperament|Joints|Nature|Head|Swellings
7,Dajiij-wa-duyiik Poultry,,,Dajiij-wa-duyiik Poultry,False,False,True,False,,The fat of chicken is hotter (in temperament) as compared to the meat of an adult hen.,The hen and cock are both well known. Broth prepared from (the meat of) aged cocks has various properties which we shall discuss later. The method according to Galen is that the birds should be suspended for some time after the slaughter. The cocks should be made to run till they become wet with perspiration and fall,Food|Chest|Fevers|Excretion|Properties|Choice|Temperament|Joints|Nature|Head|Poisons
8,Dukhiin Smoke,,,Dukhiin Smoke,False,False,False,False,,,Smoke is an earthy and thin substance. According to its nature it is of various kinds and all the kinds are desiccant due to their earthy substance. Moreover they have some fieriness.,Choice|Eye|Properties|Nature
9,Durriij Francolin,,Francolinus perdicinae,Durriij Francolin Francolinus perdicinae,False,False,False,False,,,Francolin is a well known bird.,Head|Choice|Excretion|Nature
10,Dirdiir Elm,(tree),Ulmus compesteris Linn.,Dirdiir Elm (tree) Ulmus compesteris Linn.,True,False,False,False,,It is strongly hot and desiccant. Cosmetics: It causes thinning and removal of hair because of its bitter and putrefactive nature.,"Dioscorides stated that elm is a plant resembling willow called by the people of Syria as dirdiir. Iraqi people have given it the name of Shajarah al-baq. It has some inflated pericarps like that of pomegranate which contain some fluid. The latter turns,",Food|Chest|Cosmetics|Excretion|Properties|Ulcers|Choice|Joints|Temperament|Nature|Swellings
13,Dariinaj Doronic,,Doruniam hookeri,Dariinaj Doronic Doruniam hookeri Clarke,True,False,False,True,third degree,"It is hot and dry in the third degree,","Doronic is a woody and rooty piece with length equivalent to a finger digit or smaller, Its inner side is white, while the outer side is hard, heavy and dusty.",Chest|Substitute|Excretion|Properties|Ulcers|Temperament|Joints|Nature|Head|Poisons
15,Dulb,,Oriental plane tree,Dulb Oriental plane tree Platanus orientalis Linn.,False,True,False,False,first degree,"The bark and the nut of oriental plane tree is highly desiccant and is cold in the first degree. Both the bark and unripe fruits are highly detergent and desiccant as well as subsiding agents for diphtheria,",,Chest|Cosmetics|Eye|Properties|Ulcers|Temperament|Joints|Head|Swellings|Poisons
16,Dam Blood,Sanguine,,Dam Blood Sanguine,False,False,False,False,,,The blood of human beings and that of a swine is similar in all respects to each other. The flesh of both (men and swine) also resembles to a great extent. Once a man is said to have been selling the human flesh as swine meat and this was detected by the,Cosmetics|Eye|Properties|Excretion|Choice|Joints|Nature|Head|Swellings|Poisons
17,,,Dam al-akhawain,Dam al-akhawain Dragon's blood Calamus draco Willd.,True,True,False,False,second degree,It is not exclussively hot. Some physicians consider it to be cold with dryness in the second degree.,Dragon's blood is a well known red substance.,Food|Substitute|Excretion|Properties|Ulcers|Temperament|Nature
18,Dimiigh Brain,Cerebrum,,Dimiigh Brain Cerebrum,False,True,True,False,,It is cold and moist.,,Food|Excretion|Properties|Choice|Temperament|Head|Poisons
19,Dand Croton,,Croton tiglium Linn.,Dand Croton Croton tiglium Linn.,True,False,False,False,,"It is very hot. Cosmetics: Evacuation induced by taking croton and with some softening drugs, keeps the hair black.","Chinese croton is similar to pistachio nut. The croton of Sijistan is like the red castor seed having blackish spots. Indian croton is smaller than the Chinese variety and bigger than that from Sijjistan, The pulp of croton is muddy-yellow in colour. One of",Cosmetics|Excretion|Choice|Temperament|Nature
20,Dud Worm,,,Dud Worm,False,True,False,False,,The fresh kermes insect is cooling and contains considerable dryness.,Worms are also termed as kermes insect and dud al-sabbdghin. The potency of this drug is similar to that of white lead but the former is more tenuous and settling. Some physicians state that these worms are picked up from various sources including the,Food|Chest|Excretion|Properties|Temperament|Nature|Head|Poisons
21,Dausar,,,Dausar,True,False,False,True,second degree,It is hot in the first and dry in the second degree.,Aegilops is a herb having leaves similar to those of wheat. The only difference is that the former are finer in shape. It has fruits having two or three septums. Its surface bears some hair like structures. Its extract is obtained and preserved. The fruit of,Cosmetics|Eye|Properties|Temperament|Nature|Swellings
22,Diiqii Doucus,,Peucedanum grande,Diiqii Doucus Peucedanum grande C.B. Clarke,True,False,False,True,first degree,It is hot in the third and dry in the first degree.,Doucus is a seed of wild carrot which has been dealt with in details under the chapter on wild carrot.,Properties|Excretion|Temperament|Nature
23,Dahmusht,,Bay tree,Dahmusht Bay tree Laurus nobilis Linn.,True,False,False,True,second degree,It is hot in the third and dry in the second degree.,"Dahmusht is bay tree, the leaf and seed of which are used in medicine. Its seeds are stronger as compared to other parts of the plant. Next in order of potency is its bark. Now we will describe some properties of its bark and the rest would be dealt",Excretion|Temperament|Joints|Nature|Head
24,Duhn Oil,Oleum,,Duhn Oil Oleum,True,False,True,True,second degree,"It is hot and dry in the second degree. Blue lily oil and jasmine oil are both hot and dry in the third degree. Nettle oil and carthum seed oil are hot in the first and moist in the second degree. Narcissus oil is hot in the second and moist in the first degree. Oils of yellow gilli flower and persian lilac are hot and moist in the third degree. Oils of bitter almond, vine twigs, rose,",Balsam oil has already been discussed. Castor oil and radish oil are identical. Both are dissolving but castor oil is stronger. On warming the radish oil resembles the old olive oil in potency.,Cosmetics|Substitute|Fevers|Excretion|Properties|Ulcers|Temperament|Joints|Nature|Head|Swellings
25,Dlnal'waih,,,Dlnal'waih,False,False,False,False,,,"Dill is the same drug as bozo and mira. They will be discussed in the chapter under the letter ""Za"".",Nature
26,Diodiir Deodar,,Cedrus deodara,Diodiir Deodar Cedrus deodara Loud.,True,False,False,False,third degree,The dryness of dioddr is in the third degree which is more than its hotness.,"Dioddr is a kind of juniper tree. It is also called Sanobar al-hindi. Its wood is similar to that of long zedcary. It has some bitterness. The latex of deodar is hot, pungent and dipsetic.",Food|Cosmetics|Excretion|Properties|Eye|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
2,Dharirah Chiratta,,Swertica chirata,Dharirah Chiratta Swertica chirata Ham,False,False,False,False,,,Chiratta has been dealt with under the chapter qasab al-dharira but here we would like to discuss another aspect of its actions.,Ulcers|Food|Nature
3,,,Dhanab al-Khail,Dhanab al-Khail Horse tail Equisetum arvense Linn.,False,True,False,True,first degree,It is cold in the first degree and dry in the second degree.,"'Horse-tail' is a plant that grows in pits and ditches. It consists of two hollow, woody, hard, rough and knotty branches",Food|Properties|Ulcers|Temperament|Joints|Nature
4,Dhahah Gold,Aurum,,Dhahah Gold Aurum,False,False,False,False,,It is moderate and tenuous.,Gold is a fine substance.,Chest|Cosmetics|Eye|Properties|Temperament|Nature
1,Riitinaj,,Pine resin,Riitinaj Pine resin Colophong,True,False,False,True,first degree,It is hot in the third and dry in the first degree.,Pine resin is a kind of gum obtained from pine tree.,Ulcers|Temperament|Nature
2,Riizydna] Fennel,,Feoniculum vulgare Mill.,Riizydna] Fennel Feoniculum vulgare Mill.,True,False,False,True,third degree,The wild fennel is very hot and dry in the third degree while the garden fennel is hot in the second degree.,Fennel resembles the seeds of celery. The larger seeds (of celery) are identical to the wild fennel but are weaker in potency. The smaller variety is stronger thau the large wild fennel.,Food|Chest|Fevers|Eye|Properties|Excretion|Temperament|Nature|Poisons
3,Rdsin Elecampane,,Enula helenium Linn.,Rdsin Elecampane Enula helenium Linn.,True,False,False,True,third degree,"It is hot and dry in the third degree. As it contains superfluous matter, its application does not warm up the body.",It is a kind of garden elecampane. There is also another variety having branches of one span up to a yard long. It spreads over the earth like wild thyme and the leaf of lentil. Its root is the most useful part.,Excretion|Properties|Temperament|Joints|Nature|Head|Poisons
4,Riimak,,Extract of galnut,Riimak Extract of galnut,False,True,False,True,,It is cold and dry.,Riimak is an extract of galnut.,Food|Excretion|Properties|Temperament|Nature
5,Rt'ah Lungs,Pu/mones,,Rt'ah Lungs Pu/mones,False,False,False,False,,,,Food|Chest|Excretion|Properties|Ulcers
6,"Rabitd""",,,"Rabitd""",False,True,True,False,second degree,It is cold and moist in the second degree.,Rabitd' is a stone like crab.,Properties|Eye|Temperament|Nature
7,Rabithd Sardine,,,Rabithd Sardine,False,False,False,False,,Ibne Maswaih states that it is warmer than the sand lizard.,,Food|Excretion|Temperament
8,Rittah,,Soap nut,Rittah Soap nut Sapindus trifoliatus Linn.,False,False,False,False,,,Rittah is an Indian soap nut. Its fruit resembles that of hazel nut in size. A clattering sound is produced when two fruits are rubbed together. The kernel comes out after breaking the pericarp like a coconut.,Fevers|Eye|Excretion|Ulcers|Nature|Head|Swellings|Poisons
9,,,Rijl al-jariid,Rijl al-jariid Yew Taxus baccata Linn.,False,False,False,False,,,Yew is a substitute of bliton. Respiration: Its oral intake proves to be useful in consumption.,Fevers|Nature
10,,,Rijl al-ghuriib,Rijl al-ghuriib Crow foot Ammi majus Linn.,True,False,False,True,second degree,"According to Ibn Maswaih, rakhbin is hot and dry in the second degree. It produces bad humour but is considered to be good for hot (irritable) stomach. Excretory organs: Its suppository relaxes the bowels.",,Excretion|Temperament
