num,arabic_name,english_name,latin_binomial,header_full,is_hot,is_cold,is_wet,is_dry,degree,temperament_text,nature_text,sections_present
10,Kathirii,,Gum tragacanth,Kathirii Gum tragacanth Astragulus gummifer Lab.,False,True,False,True,,It is cold and dry.,"Gum tragacanth is the same drug which is called qatiid. According to Dioscorides, it is the gum obtained from a plant called iarghiifithii. The latter has been discussed earlier.",Food|Eye|Properties|Excretion|Ulcers|Temperament|Nature|Head|Swellings|Poisons
12,"Kur,,< Trotters",,,"Kur,,< Trotters",False,False,False,False,,,,Food|Chest|Excretion|Properties
13,Kariiwid Caraway,,Carum carvi Linn.,Kariiwid Caraway Carum carvi Linn.,True,False,False,True,second degree,It is hot and dry in the second degree.,According to Dioscorides caraway is the seed of a wellknown plant. Its 'dusky' branches and leaves resemble purslane. Its potency is almost similar to that of anise.,Food|Chest|Eye|Properties|Excretion|Temperament|Nature
14,Karsannah Peas,,Pisum sativum Linn.,Karsannah Peas Pisum sativum Linn.,True,False,False,True,second degree,It is hot from the first to the second degree and dry in the third degree.,"According to some experts peas are a kind of seeds. They are smaller than mulk (another kind of peas) in size, lenticular unflattened, multifaceted, greyish yellow in colour. Their taste is similar to that of black gram and the lentil which is used as fodder for cows. According to Khiizi its seeds resemble the seeds of quince but in my",Chest|Cosmetics|Excretion|Properties|Ulcers|Temperament|Nature|Swellings|Poisons
15,Kirsh,,Stomach of,Kirsh Stomach of a ruminant animal Rumen,False,False,False,False,,,,Food|Properties
16,Karats Celery,,Apium graveolens Linn.,Karats Celery Apium graveolens Linn.,True,False,True,True,,Initially it is hot but later becomes dry. According to Rhupos the garden variety is basically moist but there is a general agreement about the dryness of its roots.,,Food|Chest|Cosmetics|Fevers|Eye|Properties|Excretion|Choice|Temperament|Joints|Head|Swellings
17,Karkohan Pellitory,,Anacylus pyrethrum,Karkohan Pellitory Anacylus pyrethrum D.C.,True,False,False,True,second degree,Karkohan is hot and dry in the second degree.,,Temperament
18,Karm Grapevine,,Vitis vinifera Linn.,Karm Grapevine Vitis vinifera Linn.,False,False,False,False,,,Dioscorides states that all vaneties of vine including wild and hilly grape-vines have long stems. Its leaves resemble those of garden-night-shade but are comparatively wider. Its flowers are hairy and fruits are glomerulous. The ripe fruits acquire a red colour.,Food|Chest|Cosmetics|Eye|Properties|Excretion|Ulcers|Joints|Nature|Head|Poisons
19,,,Karam ddnah,Karam ddnah Kermes Coccus cacti,False,False,False,False,,,It is a kind of seed valued by the physicians for its medicinal actions.,Excretion|Nature
20,Kurunb Cabbage,,Brassica oleracea capitola Linn.,Kurunb Cabbage Brassica oleracea capitola Linn.,True,False,False,True,second degree,"Cabbage roots are whiter and moister than its leaves. Wild cabbage is comparatively more warm and dry than the garden variety. As a whole, it is hot in the first and dry in the second degree. There are several varieties of cabbage: (a) garden cabbage, (b) seacabbage, (c) wild cabbage and (d) water cabbage, The wild cabbage is bitter, pungent and not suitable to be used as food. The decoction of it",Cabbage is a well known leguminous plant.,Food|Eye|Properties|Excretion|Wounds|Temperament|Joints|Nature|Head|Swellings|Poisons
21,Kuzbara Coriander,,Coriandrum sativum Linn.,Kuzbara Coriander Coriandrum sativum Linn.,False,True,True,True,first degree,"Coriander is cold from the last phase of the first degree upto the second degree. It is dry in the second degree but according to Ibne Juraih, it is so in the third degree. In my opinion the dryness slightly inclines towards warmth. Galen also stated that",Coriander is of two kinds (a) moist coriander and (b) dry coriander. According to Galen its potency is compound and mostly the earthiness is dominant in it. Sometimes tepid moistness also becomes dominant. It is mildly pungent alongwith some astringency.,Food|Chest|Eye|Properties|Excretion|Temperament|Nature|Head|Swellings|Poisons
22,Kazmdzak Tamarix,,Tamarix articulata,Kazmdzak Tamarix Tamarix articulata Yah],False,True,False,True,second degree,It is cold in the first and dry in the second degree.,"Kazmiizak is the fruit of tarfd. It has already been described under [arfd,",Temperament|Nature
23,Kasiki A,kind of cinnamon,,Kasiki A kind of cinnamon,True,False,True,False,first degree,It is hot and moist approximately in the first degree.,Kasila is a kind of wood resembling maddar and it is predominantly black in colour.,Properties|Temperament|Nature|Cosmetics
24,,,Kasht bar,Kasht bar Kasht Screw tree Helicteres isora Linn.,True,False,False,True,second degree,It is hot and dry in the second degree.,It resembles a bunch of threads twisted with one another. Generally these are five in number found wrapped around a single root. They are blackish-yellow in colour and are almost tasteless. According to some people it is the same thing which is called badiishkiin,Properties|Temperament|Nature
25,Kashnaj A,kind of mushroom,,Kashnaj A kind of mushroom,False,True,False,True,,"It is cold but to a lesser degree when compared to other mushrooms and fungi. Inspite of being a dry substance, it is not free from foreign humours.","Kashnaj is a kind of mushroom. It is compact, colourful and as large as a kidney in size. It bears very deep notches. It grows in sandy places in a manner similar to that of fungi and mushrooms. Kashnaj is very delicious. It is found abundantly in our country and",Properties|Temperament|Nature
26,Kashinh Dodder,,Cuscuta reflexa Roxb,"Kashinh Dodder Cuscuta reflexa Roxb,",True,False,False,True,first degree,"Itis slightly hot in the beginning of the first degree and dry in the last phase of the third degree. It is, however, composed of constituents with contradictory potencies.",Dodder is seen encircling the thorns and trees and it resembles the plant lif al-makki. It has no leaves. Its flowers are small and white. It is bitter and pungent in taste but the bitterness is dominant.,Food|Fevers|Excretion|Properties|Temperament|Nature
27,Kalb Dog,,Canis familiaris,Kalb Dog Canis familiaris,False,False,False,False,,,,Poisons|Excretion|Cosmetics
28,Kaln,,,Kaln,False,False,False,False,,,It is an Indian wood that is brought in large quantity to our country. It is most likely to be identified as mughiitb al-hindi.,Joints|Nature
29,Kuliali Kidney,Ren,,Kuliali Kidney Ren,False,False,False,True,,It is moderately dry.,Kidney is a well known organ.,Food|Properties|Choice|Temperament|Nature
30,Kamiit Truffle,,Tuber cibarium,Kamiit Truffle Tuber cibarium,False,False,False,False,,,"According to Dioscorides Kamdt is a kind of round root having no stem and shoots. It is grey :n colour like cotton and found underground in the spring season. Truffle, that is taken as a food by the people in cooked or uncooked form, has comparatively",Food|Eye|Properties|Excretion|Choice|Joints|Nature|Head
31,Kamiidrtiis Germander,,Teucrium chamaedrys Linn.,Kamiidrtiis Germander Teucrium chamaedrys Linn.,True,False,False,True,third degree,"According to Galen it is hot and dry in the third degree. Its warming potency is stronger than its desiccating potency. Properties.' Germander is deobstruent. erosive, attenuant and warming.","Germander consists fragile stalks and leaves. These are greenish like thick and sweet basil. The plant is known amongst Greeks as bullu; al-ard due to the resemblance of its small leaves to those of bulliu, Its root is somewhat reddish in colour.",Food|Chest|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Nature|Swellings|Poisons
34,Kamiiliyun,,Pine thistle,Kamiiliyun Pine thistle Atractylis gummifera,False,False,False,False,,,Pine thistle is a kind of laurels purge which is fatal and known as khamaliyim. We have dealt it under the letter'KM'.,Nature
35,Kummatharii Pear,,Pyrus communis Linn.,Kummatharii Pear Pyrus communis Linn.,False,True,True,True,second degree,The variety known as chinese pear. is cold in the first and dry in the second degree while the shah amriid variety is moderate and moist.,"Pear contains earthiness and wateriness, Another variety of it found in our country is called shiih' amriid. This variety is very fleshy and round. It is thin-skinned and has a beautiful colour which is almost transparent and resembles coagulated and thickened",Food|Excretion|Properties|Ulcers|Temperament|Nature|Poisons
36,Kammiin Cumin,,Cuminum cyminum Linn.,Kammiin Cumin Cuminum cyminum Linn.,True,False,False,True,third degree,Cumin is hot in the second and dry in the third degree.,"Cumin is of various kinds: (a) Kirmani cumin, (b) Persian cumin (c) Syrian cumin and (d) Nabatian cumin. Cumin of Kinnan is black in colour and Persian variety is yellow. The Persian variety is stronger than Syrian one. Nabatian cumin is found everywhere. The above varieties have been divided into two sub varieties:",Chest|Cosmetics|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Nature|Head|Swellings|Poisons
37,Kundur Frankincense,,Boswellia glabra,Kundur Frankincense Boswellia glabra,True,False,False,False,second degree,The scrappings of frankincense are desiccant in the second degree but are slightly colder in comparison to frankincense itself. Frankincense is hot in the second and desiccant in the first degree. Its peel is desiccant approximately in the third degree.,Frankincense is a well known drug. It is adulterated with different kinds of gums and pine resin. Frankincense is inflammable on contact withfirewhile the pine resin gives only smoke. Hence all the adulterated varieties of frankincense do not catch fire. The Indian frankincense is greenish in colour. Another variety of,Food|Chest|Cosmetics|Fevers|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Nature|Head|Swellings|Poisons
38,Kundus Struthion,"Soponaria Sps,",,"Kundus Struthion Soponaria Sps,",True,False,False,True,fourth degree,It is hot and dry between the third and fourth degrees.,Mostly the root of struthion is used which is a well known drug.,Food|Cosmetics|Eye|Properties|Excretion|Temperament|Nature|Head|Swellings
39,Kankarzad,,Artichoke gum,Kankarzad Artichoke gum Cynara scolymus Linn.,False,False,False,False,,,Artichoke gum is the gum of hurshuf which has already been discussed.,Nature
40,,,Kur kundum,Kur kundum,True,True,True,False,first degree,"It is hot and moist in the first degree. Though it is said to be mildly cooling, but it can not be proved.","Kur kundum is a light substance like ushnan tini (a kind of rockmoss), In Riqqa (a town of Turkey) the people call it Khur"" al-[tamam (pigeon's excrement) and in Baghdad it is called jauzjundum.",Food|Cosmetics|Excretion|Properties|Eye|Choice|Temperament|Nature|Head|Swellings
42,,,Kail daru,Kail daru Male fern Dryopteris felixmas Linn.,True,True,False,True,first degree,"Ladanum is hot in the last phase of the first degree and dry in the second degree. The variety, found in southern towns, is hotter. Khiizi described it to be cold and astringent but (in my opinion) it is not correct.","It is the sarkhas that has already been dealt with under the letter 'Sin ', Letter Lam I. Lddhan Ladanum Cistus creticus",Chest|Cosmetics|Excretion|Properties|Ulcers|Choice|Temperament|Nature|Head
2,Ldzward Lazuli,,Lapis lazuli,Ldzward Lazuli Lapis lazuli,True,False,False,True,third degree,It is hot in the second and dry in the third degree.,"The potency of lazuli is similar to that of chrysocolla, but it is slightly weaker in action.",Chest|Cosmetics|Eye|Properties|Excretion|Temperament|Nature
3,Ld'iyali Euphorbium,,Euphorbia officinarum,Ld'iyali Euphorbium Euphorbia officinarum,True,False,False,True,second degree,It is hot and dry in the second degree. It is also said that it may be hot and dry upto the fourth degree.,Ld'iyah. is a plant which grows at the foot of mountains. Its flowers are mildly fragrant. Bees feed upon it. That is why it appears like the plants called fardwah and biisan} al-tiryiiq but I am not quite sure about it. Its potency is similar to that of black horehound but it is comparatively weaker. It comes under the category,Food|Excretion|Properties|Temperament|Nature
5,Labliib,,,Labliib,True,True,False,True,,Lablab is moderate but somewhat hot. dry and softening drug. According to Khiizi it is cold.,,Food|Chest|Cosmetics|Excretion|Properties|Ulcers|Temperament|Head
6,Laban Milk,Galacto,,Laban Milk Galacto,True,True,False,True,,The whey is hot while the milk fat is moderate in temperament inclining towards hotness. Sour milk is cold and dry.,The milk contains three substances (a) water (b) cheese and (c) fat. Cow milk is very rich in fat while the camel milk contains less fat and cheese. It is comparatively very dilute. Ass milk is also less fatty and dilute but goat milk is of moderate consistency. Milk,Food|Chest|Cosmetics|Fevers|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
7,Lubna,,Liquid storax,Lubna Liquid storax Styrax officinalis Linn.,True,False,False,True,second degree,It is hot in the first and dry in the second degree.,"Liquid storax is the same drug which is called mai'ah, Its exudate is called 'asl-al-lubna astarak and it comes from a tree resembling the quince tree. We have discussed it earlier under the title 'anarak' but we are discussing it here again though it is a mere",Food|Chest|Excretion|Properties|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings
8,Lahm Meat,,,Lahm Meat,True,False,False,True,,"The meat of the birds, in general, is drier than that of quadrupeds. Meat of a cow is comparatively dry than that of a goat. Similarly goat-meat is described as dry but more difficult to digest when compared to that of sheep. Meat of slaughtered (camels or sheeps) animals is heavy in nutrition and highly warming. Meat of rabbit is hot and dry. Similarly the meat of big birds,",,Food|Chest|Cosmetics|Fevers|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Head|Swellings|Poisons
9,,,Lahya al-tais,Lahya al-tais Salsify Tragopogon porrifolius Linn.,True,True,False,False,first degree,"Salsify is mildly hot. Because of its tepid nature, it does not appear to be very cold. It is cold upto the last phase of the first degree. Its dryness is stronger i.e. upto the third degree.",,Food|Chest|Excretion|Properties|Ulcers|Temperament|Head
10,,,Lizdq al-dhahab,Lizdq al-dhahab Chrysocolla Hydrous copper silicate,True,False,False,True,,It is bitter and hot.,"The name i.e, liziiq al-dhahab is given to gum ammoniae which we have already discussed. This name is also applied to a substance obtained from a child's urine after triturating it in a copper mortar and keeping in the sun till it is dry. Its mineral variety is",Food|Properties|Choice|Temperament|Nature
11,Lisdn Tongue,,,Lisdn Tongue,False,False,True,False,,,Tongue is composed of soft muscular tissues through which veins and nerves pass. Its humour is moist.,Nature
12,,,Lisan al-thaur,Lisan al-thaur Borage Borago officinalis Linn.,False,True,True,False,first degree,"It is moderate in temperament slightly inclining towards hotness. Its moistness is in the last phase of the first degree. The dried form contains less moisture. According to Khuzi, it is cold and moist in the last phase of the second degree but (in my opinion) it is far from the truth.",Borage is a plant having wide leaves which are rough in touch and resemble Egyptian origan. The wood of its branches is like rijl al-jariid (yew) and its colour is yellowish green.,Chest|Excretion|Choice|Temperament|Nature|Head
13,,,Lisdn at-hamal,Lisdn at-hamal Great plantain Plantago major Linn.,False,True,False,True,second degree,Its root is quite dry and contains less moisture. Its cold effects are not sufficient to produce a benumbing action. Its dryness is not so intense as to cause irritation. This makes it an ideal drug for ulcers. It becomes rarefying specially when it is dried. According to Galen it is cold and dry in the second degree.,"Great plantain is of two kinds (a) large and (b) small. According to Dioscorides, it is sometimes described as 'multi angled' or 'seven angled'. The leaves of the large variety are larger in size as compared to those of the small variety. It is composed of 'watery'",Food|Chest|Fevers|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
14,,,Lisiin al,Lisiin al'aiiifir Conesse bark Holarrhena antidysenterica Wall.,True,False,True,False,first degree,Conesse bark is hot in the second and moist in the first degree.,,Chest|Substitute|Excretion|Properties|Ulcers|Temperament|Joints
15,Lu'ab Saliva,Ptysma (G),,Lu'ab Saliva Ptysma (G),False,False,False,False,,,,Cosmetics|Properties|Ulcers|Head|Poisons
16,Lu'bat barbariah,A drug similar to hermodactyle,,Lu'bat barbariah A drug similar to hermodactyle,True,False,False,False,third degree,It is hot in the third degree.,It is a substance resembling hermodactyle. It is procured from African countries. It is commonly adultrated with silranjiin (hermodactyle).,Excretion|Temperament|Nature
17,Luffii/:l fruit,of belladona,Atropa belladonna Linn.,Luffii/:l fruit of belladona Atropa belladonna Linn.,False,True,True,False,third degree,In my opinion it is cold upto the third degree and also moist in temperament.,Fruit of Belladona is a well known drug which we have dealt with under the heading yabruj.,Temperament|Nature
18,Luk Lac,Coccus Laeca,,Luk Lac Coccus Laeca,False,False,False,False,,,"According to some experts speciallyPaulos, it is a fragrant gum of a herb resembling myrrh. It must be used with caution. Some people have mistakenly described it as yellow amber. Some others state that yellow amber is nothing but lac. As a matter of fact lac is",Food|Nature|Cosmetics
19,Liibiii,,Kidney beans,Liibiii Kidney beans Vigna sineusis Linn.,True,True,True,True,,"The red variety of kidney beans is very hot. Both Ibn i-Maswaih and Archigenis state that it is cold and dry but in my opininn, it is dry, superfluously moist and inclines towards hotness. The red variety is more warming.","Almond is a well known drug. Though its oil content is less than that of walnut, it is rich in oils which make it rapidly rancid. Walnut is quicker than almonds in digestionand also is readilyconverted into bile. Some people believethat the gum of sweet almonds is similar",Food|Chest|Cosmetics|Excretion|Properties|Eye|Ulcers|Temperament|Nature|Head|Swellings|Poisons
21,Lf{/,,Dragon wort,Lf{/ Dragon wort Arum daracunculus Linn.,True,False,False,False,first degree,"Long variety of dragon wort is hot and desiccant in last phase of the first degree while cuckoo-pint is hot in the last phase of the second degree. The seeds of dragon wort are stronger than its other parts. Its root is considered more useful than the other parts. Properties.' It is deobstruent, moderate diluent of thick and",There are two varieties of dragon wort: (a) Long dragon wort (Arum gratum Schott.) (b) Cuckoo-pint (Arum maculatum Linn.). The latter variety is comparatively more warming. Long dragon wort is rich in earthy contents. Hence its power of detergence is less,Food|Eye|Excretion|Ulcers|Temperament|Joints|Nature|Head|Poisons
22,Lisqfardis,,Egyptian stone,Lisqfardis Egyptian stone Lapis aegyptiaca,False,False,False,False,,,It is an Egyptian stone used by washermen for whitening the clothes. It is soft and readily soluble in water.,Chest|Eye|Properties|Excretion|Ulcers|Nature
23,"Limiiniiin, Lemon",,Citrus limonum,"Limiiniiin, Lemon Citrus limonum",False,False,False,False,,,,Excretion|Properties
1,Ma' Water,Aqua,,Ma' Water Aqua,False,False,False,False,,Sea-water is pungent and bitter in taste. Alkaline water is warming and desiccant. Copper and iron containing water is useful for the viscera.,,Food|Chest|Cosmetics|Fevers|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Head|Swellings|Poisons
2,Miidhrium Mazerion,,Cliboria ternatea Linn.,Miidhrium Mazerion Cliboria ternatea Linn.,True,False,False,True,fourth degree,Mazerion is hot and dry in the fourth degree.,Mazerion is a plant rich in poisonous latex content. It is of two varieties: (i) having large and thin leaves and (ii) bearing small and thick leaves. The second variety is considered inferior. The variety which is black in colour may be fatal.,Food|Cosmetics|Excretion|Properties|Ulcers|Choice|Temperament|Nature|Head|Poisons
3,Miish,,Black gram,Miish Black gram Phaseolus mungo Linn,False,False,True,True,,It is moderately moist and dry. Peeled miish is moderate while the unpeeled form inclines towards dryness because its peel is pungent.,Black gram is closer to broad bean. The appropriate time to its use is summer season.,Food|Excretion|Properties|Temperament|Joints|Nature
4,Miimithii,,,Miimithii,False,True,False,True,first degree,It is cold and dry in the first degree.,"Horned poppy is similar to oak. It is yellow in colour but inclining towards blackness, easy to break, bitter and having watery and earthy substances. The degree of coldness of its substance is not severe but is similar to that of pond water. It is a herb found",Eye|Properties|Temperament|Nature|Swellings
5,Mdmlrdn,,Golden thread root,Mdmlrdn Golden thread root Coptis tecta Wall.,True,False,False,True,second degree,It is hot and dry in the last phase of the second degree.,"Golden thread root is a kind of knotty wood which is somewhat black in colour. It is slightly curved in shape and its taste is sharper than that of turmeric,",Food|Cosmetics|Eye|Properties|Excretion|Temperament|Nature|Head
6,Mtihuddnah Croton,,Croton tiglium Linn.,Mtihuddnah Croton Croton tiglium Linn.,True,False,False,True,third degree,"It is hot and dry in the third degree. faints: It is useful in arthralgia, gout and sciatica because of its purgative action.","Croton is also called hab-al-muluk, Its plant is known as al-sisbdn in our (Avicenna's) country. It leaves resemble small fishes and measure about the length of a finger. Its fruits are found in bunches of three pieces as in the case of large hazel nul. Smaller",Food|Excretion|Temperament|Nature
7,M dhizahraj,,Great mullien,M dhizahraj Great mullien Verbascum thapsus Linn.,True,False,False,True,,It is hot and dry in the tbird degree.,Miihizahraj is a plant similar to spurge but it is comparatively longer. It is dusty yellow in colour. Some people consider it to be a latex yielding plant.,Excretion|Properties|Temperament|Joints|Nature
8,Ma/lruth,,Root of asafoetida plant,Ma/lruth Root of asafoetida plant,False,False,False,False,,,Mahriith. is the root of anjudhiin. It is less potent than asafoetida. Whatever we have said under the caption anjudhiin is also applicable to the root of asafoetida.,Food|Properties|Nature
9,Mihlab,,Wild cherry,Mihlab Wild cherry Prunus virginiana Linn.,False,False,False,True,first degree,It is bot in the first degree and mildly dry in temperament.,,Excretion|Properties|Choice|Temperament|Joints
10,Mukh,,Brain bone marrow,Mukh Brain bone marrow Marrow mucloi,False,True,False,False,,"All varieties of ink stone, except the Indian variety, are desiccant. Paulos and the Indian physicians (like Charak) consider it to be a cooling drug.",,Food|Excretion|Properties|Ulcers|Choice|Temperament|Swellings|Poisons
12,Murr Myrrh,,Balsamodendrom myrrha,Murr Myrrh Balsamodendrom myrrha T. Nees.,True,False,False,True,second degree,It is hot and dry in the second degree.,Myrrh is a gum of two varieties: (a) pure and (b) adulterated.,Food|Chest|Cosmetics|Fevers|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
13,Mararah Gall-bladder,,Vesica fellea,Mararah Gall-bladder Vesica fellea,True,False,False,True,fourth degree,All types of gall bladders are hot and dry in the fourth degree.,,Chest|Cosmetics|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Head|Swellings|Poisons
14,Murriin,,Dog wood,Murriin Dog wood Comus muscula Linn.,False,False,False,False,,,It is the fruit of a tree which is used orally only after it hecomes intensely pungent.,Ulcers|Properties|Nature|Poisons
15,Murddsanj Litharge,,Plumbi oxidum,Murddsanj Litharge Plumbi oxidum,False,True,False,False,,"According to Galen its temperament inclines towards desiccation but is weak in warming and cooling actions. Someother people, however, consider it to be inclining towards coldness. The litharge, which is treated with water, is, undoubtedly cold.","Litharge is a burnt form of lead. Sometimes it is made of other materials also. Measures used to improve its quality include: (a) boiling in vinegar or wine, (b) burning once or twice on live-coal and collecting the supernatant, (c) boiling with wheat or barley in",Cosmetics|Eye|Properties|Excretion|Ulcers|Temperament|Nature|Poisons
16,Marzanjosh,,Sweet marjoram,Marzanjosh Sweet marjoram Origanum majorana Linn.,True,False,False,True,third degree,Sweet marjoram is hot and dry in the third degree.,,Food|Cosmetics|Excretion|Properties|Joints|Temperament|Head|Swellings|Poisons
17,Marqashithii',,,Marqashithii',True,False,False,True,third degree,It is hot in the second and dry in the third degree.,"Pyrite is a stone of several varieties: (a) golden pyrite (b) silver pyrite (c) copper pyrite and (d) iron pyrite. Each variety is similarly of the colour of the substance associated with its name. Persians call it ink stone, It is also called Hajar al-niir, because of its",Cosmetics|Eye|Properties|Ulcers|Temperament|Joints|Nature|Head|Swellings
18,Marmdkhiir,,Egyptian origan,Marmdkhiir Egyptian origan Origanum marru Linn.,True,False,False,True,second degree,According to Damishqi Egyptian origan is warmer and stronger than sweet marjoram. It is hot in the third and dry in the second degree.,Marmdkhiir is a well known drug. Its flower is dustcoloured with a greenish tinge. It is an aromatic and fragrant drug.,Food|Excretion|Properties|Temperament|Nature|Head
19,M armdrdd,,,M armdrdd,False,False,False,False,,,The wood of marmiirdd is white and downy. It is similar to germander but rather wholly downy in structure. Its odour is similar to that of myrtle but is relatively sharp and fragrant.,Nature
20,Marw,,,Marw,True,False,False,True,second degree,"It is hot and dry in the second degree. Its different varieties, however, differ in temperaments.",Indians describe its different vanenes. One of its fragrant varieties is called Egyptian origan. It is very hot and dry. Second variety called samosii is less odorous. It is hot and soft. Third variety called Marw al-abyad is moderate and has an exhilarant,Food|Excretion|Properties|Temperament|Nature|Head
21,Murri Garum,(a kind of fish sauce),,Murri Garum (a kind of fish sauce),True,False,False,True,third degree,Garum is hot and dry in the third degree. According to Ibn-i-Maswaih the garum prepared from fish is less hot and dry than that from barley but I do not agree with this view.,,Food|Cosmetics|Eye|Properties|Excretion|Ulcers|Joints|Temperament|Poisons
22,,,Mizmdr al-rii,Mizmdr al-rii'i Water plantain Alisma plantago,False,False,False,False,,,,Food|Excretion|Swellings|Properties
23,Misk Musk,(,From deer,Misk Musk (From deer) Moschus moschiperus,True,False,False,True,second degree,It is hot and dry in the second degree. According to some physicians it inclines towards dryness.,"Musk is obtained from the umbilical region of animals e.g. a kind of deer having two canine teeth. The latter are white, crooked internally and resemble the horns.",Cosmetics|Eye|Properties|Choice|Temperament|Nature|Head|Poisons
24,"Mushkiariimashi"" Dittany",,Dictamnus albus Linn.,"Mushkiariimashi"" Dittany Dictamnus albus Linn.",True,False,False,True,third degree,It is hot and dry upto the third degree.,The branches of dittany resemble sweet basil. The dry drug appears to have no appreciable taste or smell initially,Food|Chest|Excretion|Temperament|Nature
25,Mishmish Apricot,,Prunus armeniaca Linn.,Mishmish Apricot Prunus armeniaca Linn.,True,True,True,True,second degree,It is cold and moist in the second degree. The oil of its kernels is hot and dry in the second degree.,,Food|Fevers|Excretion|Properties|Choice|Temperament
26,MClftaki Mastic,,Pistacia lentiscus Linn.,MClftaki Mastic Pistacia lentiscus Linn.,True,True,False,True,second degree,It is hot and dry in the second degree. It is comparatively less warming and desiccant than olibanum. The plant has neither cooling nor highly warming properties. Mastic is more warming than the plant as such.,Mastic is of two varieties: (a) Roman white mastic and (b) a slightly black variety called qibti. Its plant contains some moisture but is rich in earthy substances. It is more rarefying and useful than olibanum.,Food|Chest|Cosmetics|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Nature|Head|Swellings
27,Ma# Whey,,Orros galactos,Ma# Whey Orros galactos,False,False,False,False,,,,Food|Excretion|Properties
28,Mughiith Ervalenta,,Litsea sebifera,Mughiith Ervalenta Litsea sebifera Pers.,True,False,True,False,third degree,It is hot upto the second and moist upto the third degree.,"According to some physicians mughdth. is the name given to small roots of wild pomegranate. The alleged claims that its seeds are useful for improving the sexual desire and also highly stimulent, do not appear to be true.",Chest|Cosmetics|Excretion|Properties|Joints|Temperament|Nature
29,Maghra,,Red ochre,Maghra Red ochre Bolus armenusrubra,False,True,False,True,second degree,It is cold in the first and dry in the second degree.,,Food|Excretion|Properties|Choice|Temperament
30,Maghnii!ts Magnet,Magneticum,,Maghnii!ts Magnet Magneticum,False,False,False,False,,,Magnet is a stone which attracts iron. When burnt it turns into blood stone and acquires the same potency.,Choice|Excretion|Properties|Nature
32,,,Muqul al-yahiid wa al-muqul al-makki,Muqul al-yahiid wa al-muqul al-makki,True,True,False,True,first degree,Meccan variety is cold and dry while Slavonian variety is hot in the last phase of the first degree. It is also softening. Slavonian and Arabian varieties of bedellium become dry with the passage of time.,Maghnisla is identical to pyrites in every respect. It is rather better in quality. Jewish and Meecan bedellium Balsamoden,Chest|Excretion|Properties|Ulcers|Choice|Temperament|Joints|Nature|Swellings|Poisons
33,Mill.z Salt,,Sodium chloride,Mill.z Salt Sodium chloride,True,False,False,True,second degree,Salt is hot and dry in the second degree. The varieties which are more bitter are hotter in temperament.,"Salt is a well known substance. It has bitter and astringent properties. Its bitterness resembles to that of borax. It is of several kinds: (a) brittle salt (h) the salt obtained from mines (c) Dardni salt resembling a crystal, (d) Nifti salt which is black in colour due to its",Properties|Temperament|Nature|Poisons
34,Muliikh,,Garden orach,Muliikh Garden orach Atriplex hortensis Linn.,False,False,False,False,,,Muliikh is a well known Syrian drug. It is a kind of wood having some black coloured knots.,Joints|Nature
35,Muliikhiii,,Country mallow,Muliikhiii Country mallow Malva rotundifolia Linn.,False,True,True,False,second degree,It is cold in the first and moist in the second degree.,Mulukhid is nothing but the country mallow which has already been discussed under the name of Khabbiiu.,Food|Temperament|Nature
36,Malil' A,saltish drug,,Malil' A saltish drug,False,False,False,False,,,Malth' resembles the desert-thorn. Its leaves are similar to that of olive but are comparatively wider in shape. It is edible like the beans.,Chest|Excretion|Properties|Nature
37,Man Manna,,Fraxinus ornus Linn.,Man Manna Fraxinus ornus Linn.,False,False,False,True,,,"Manna is a kind of dew found fallen on stones or trees. It gets congealed like honey and becomes sweet and dry like the gum turanjbtn (Hedysarus alhaii, Linn.), shtr khisht (Fraxinus-ornus) and a variety of honey obtained from the mountain of Qasran in Ray.",Nature
38,Mil,,,Mil,True,False,False,True,third degree,It is hot and dry in the third degree. It contains immature and flatulent foreign humour.,Mil consists of wood pieces of different shapes having a colour similar to white agaric. Its powder is somewhat astringent and bitter. It possesses fragrance and causes irritation to the tongue. In fact it is the root of a plant of which only the root is generally used.,Food|Chest|Excretion|Properties|Choice|Temperament|Joints|Nature|Head
41,Mum Bees',wax,Cera aiba,Mum Bees' wax Cera aiba,False,False,False,False,,Wax is moderate in temperament.,"Pure wax is obtained from honey comb where the bees lay and hatch eggs, and store honey. The black wax contains waste products of hives.",Chest|Excretion|Properties|Temperament|Joints|Nature|Head|Swellings|Poisons
