folio,section,pattern
f100r,pharm-herbal,C1->C0->C1
f100r,pharm-herbal,C0->C1->C0
f100r,pharm-herbal,C0->C1->C0
f100r,pharm-herbal,C0->C0->C0
f100r,pharm-herbal,C0->C0->C0
f100r,pharm-herbal,C0->C0->C0
f100r,pharm-herbal,C0->C0->C0
f100r,pharm-herbal,C0->C1->C0
f100r,pharm-herbal,C0->C3->C0
f100r,pharm-herbal,C0->C0->C0
f100r,pharm-herbal,C0->C0->C0
f100r,pharm-herbal,C0->C0->C0
f100r,pharm-herbal,C0->C3->C0
f100r,pharm-herbal,C0->C0->C0
f100v,pharm-herbal,C0->C0->C0
f100v,pharm-herbal,C0->C3->C0
f100v,pharm-herbal,C0->C4->C0
f100v,pharm-herbal,C0->C3->C0
f100v,pharm-herbal,C0->C0->C0
f100v,pharm-herbal,C0->C0->C0
f100v,pharm-herbal,C0->C0->C0
f100v,pharm-herbal,C0->C0->C0
f100v,pharm-herbal,C0->C0->C0
f100v,pharm-herbal,C0->C0->C0
f100v,pharm-herbal,C0->C1->C0
f100v,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C1->C0
f101r,pharm-herbal,C0->C2->C0
f101r,pharm-herbal,C3->C4->C3
f101r,pharm-herbal,C4->C3->C4
f101r,pharm-herbal,C0->C3->C0
f101r,pharm-herbal,C1->C2->C1
f101r,pharm-herbal,C1->C0->C1
f101r,pharm-herbal,C0->C1->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C1->C1->C1
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C1->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C3->C4->C3
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C1->C0
f101r,pharm-herbal,C0->C3->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C4->C0
f101r,pharm-herbal,C3->C0->C3
f101r,pharm-herbal,C0->C3->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C0->C0->C0
f101r,pharm-herbal,C1->C1->C1
f101r,pharm-herbal,C0->C1->C0
f101r,pharm-herbal,C0->C0->C0
f101v,pharm-herbal,C0->C0->C0
f101v,pharm-herbal,C0->C4->C0
f101v,pharm-herbal,C1->C0->C1
f101v,pharm-herbal,C0->C1->C0
f101v,pharm-herbal,C1->C0->C1
f101v,pharm-herbal,C0->C1->C0
f101v,pharm-herbal,C0->C0->C0
f101v,pharm-herbal,C0->C0->C0
f101v,pharm-herbal,C1->C0->C1
f101v,pharm-herbal,C0->C1->C0
f101v,pharm-herbal,C0->C0->C0
f101v,pharm-herbal,C0->C0->C0
f102r1,pharm-herbal,C0->C0->C0
f102r1,pharm-herbal,C0->C1->C0
f102r1,pharm-herbal,C0->C1->C0
f102r2,pharm-herbal,C1->C0->C1
f102r2,pharm-herbal,C1->C1->C1
f102r2,pharm-herbal,C1->C1->C1
f102r2,pharm-herbal,C3->C3->C3
f102r2,pharm-herbal,C0->C4->C0
f102r2,pharm-herbal,C1->C0->C1
f102v1,pharm-herbal,C1->C1->C1
f102v1,pharm-herbal,C0->C0->C0
f102v1,pharm-herbal,C0->C4->C0
f102v1,pharm-herbal,C0->C1->C0
f102v1,pharm-herbal,C0->C0->C0
f102v1,pharm-herbal,C0->C1->C0
f102v1,pharm-herbal,C0->C0->C0
f102v1,pharm-herbal,C0->C1->C0
f102v2,pharm-herbal,C0->C1->C0
f102v2,pharm-herbal,C1->C0->C1
f102v2,pharm-herbal,C0->C0->C0
f102v2,pharm-herbal,C0->C1->C0
f102v2,pharm-herbal,C3->C0->C3
f102v2,pharm-herbal,C3->C4->C3
f102v2,pharm-herbal,C1->C1->C1
f102v2,pharm-herbal,C1->C1->C1
f102v2,pharm-herbal,C0->C0->C0
f102v2,pharm-herbal,C0->C0->C0
f102v2,pharm-herbal,C0->C0->C0
f102v2,pharm-herbal,C0->C0->C0
f102v2,pharm-herbal,C0->C0->C0
f102v2,pharm-herbal,C1->C1->C1
f102v2,pharm-herbal,C1->C1->C1
f102v2,pharm-herbal,C1->C1->C1
f102v2,pharm-herbal,C0->C1->C0
f103r,stars,C1->C3->C1
f103r,stars,C1->C2->C1
f103r,stars,C2->C1->C2
f103r,stars,C1->C2->C1
f103r,stars,C4->C1->C4
f103r,stars,C1->C1->C1
f103r,stars,C1->C3->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C0->C1
f103r,stars,C1->C4->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C4->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C2->C1
f103r,stars,C2->C1->C2
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C3->C1
f103r,stars,C1->C2->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C2->C3->C2
f103r,stars,C1->C2->C1
f103r,stars,C1->C0->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C4->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C2->C1
f103r,stars,C1->C0->C1
f103r,stars,C1->C2->C1
f103r,stars,C1->C0->C1
f103r,stars,C2->C2->C2
f103r,stars,C2->C2->C2
f103r,stars,C2->C2->C2
f103r,stars,C1->C2->C1
f103r,stars,C2->C1->C2
f103r,stars,C2->C3->C2
f103r,stars,C1->C1->C1
f103r,stars,C2->C2->C2
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C3->C1
f103r,stars,C1->C0->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C0->C4->C0
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C3->C1
f103r,stars,C1->C2->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C3->C1
f103r,stars,C1->C0->C1
f103r,stars,C1->C1->C1
f103r,stars,C2->C1->C2
f103r,stars,C1->C2->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C0->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C0->C1->C0
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C0->C1
f103r,stars,C1->C1->C1
f103r,stars,C3->C1->C3
f103r,stars,C1->C3->C1
f103r,stars,C1->C2->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C4->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C1->C1
f103r,stars,C1->C2->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C3->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C0->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C3->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C3->C1
f103v,stars,C2->C1->C2
f103v,stars,C2->C2->C2
f103v,stars,C2->C1->C2
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C2->C2->C2
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C3->C1->C3
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C4->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C4->C1
f103v,stars,C1->C4->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C3->C1
f103v,stars,C1->C1->C1
f103v,stars,C2->C1->C2
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C2->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C4->C1
f103v,stars,C2->C2->C2
f103v,stars,C1->C3->C1
f103v,stars,C1->C0->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C1->C1
f103v,stars,C1->C3->C1
f104r,stars,C1->C2->C1
f104r,stars,C2->C1->C2
f104r,stars,C2->C0->C2
f104r,stars,C2->C1->C2
f104r,stars,C1->C1->C1
f104r,stars,C1->C1->C1
f104r,stars,C0->C2->C0
f104r,stars,C2->C0->C2
f104r,stars,C2->C2->C2
f104r,stars,C0->C0->C0
f104r,stars,C1->C1->C1
f104r,stars,C1->C1->C1
f104r,stars,C2->C1->C2
f104r,stars,C1->C2->C1
f104r,stars,C1->C0->C1
f104r,stars,C0->C1->C0
f104r,stars,C0->C3->C0
f104r,stars,C0->C0->C0
f104r,stars,C2->C3->C2
f104r,stars,C2->C2->C2
f104r,stars,C2->C3->C2
f104r,stars,C0->C3->C0
f104r,stars,C1->C2->C1
f104r,stars,C3->C1->C3
f104r,stars,C0->C0->C0
f104r,stars,C1->C2->C1
f104r,stars,C2->C1->C2
f104r,stars,C1->C1->C1
f104r,stars,C1->C1->C1
f104r,stars,C0->C1->C0
f104r,stars,C0->C1->C0
f104r,stars,C1->C0->C1
f104r,stars,C2->C0->C2
f104r,stars,C1->C2->C1
f104r,stars,C1->C1->C1
f104r,stars,C1->C3->C1
f104r,stars,C3->C1->C3
f104r,stars,C1->C0->C1
f104r,stars,C2->C1->C2
f104r,stars,C1->C3->C1
f104r,stars,C1->C1->C1
f104r,stars,C1->C3->C1
f104v,stars,C1->C1->C1
f104v,stars,C1->C2->C1
f104v,stars,C0->C0->C0
f104v,stars,C3->C0->C3
f104v,stars,C0->C3->C0
f104v,stars,C3->C0->C3
f104v,stars,C3->C3->C3
f104v,stars,C3->C3->C3
f104v,stars,C0->C0->C0
f104v,stars,C2->C2->C2
f104v,stars,C0->C2->C0
f104v,stars,C2->C0->C2
f104v,stars,C0->C2->C0
f104v,stars,C0->C1->C0
f104v,stars,C0->C2->C0
f104v,stars,C0->C1->C0
f104v,stars,C0->C3->C0
f104v,stars,C3->C0->C3
f104v,stars,C2->C1->C2
f104v,stars,C1->C1->C1
f104v,stars,C1->C1->C1
f104v,stars,C0->C0->C0
f104v,stars,C1->C0->C1
f104v,stars,C0->C1->C0
f104v,stars,C1->C0->C1
f104v,stars,C3->C0->C3
f104v,stars,C0->C3->C0
f104v,stars,C0->C0->C0
f104v,stars,C0->C0->C0
f104v,stars,C2->C0->C2
f104v,stars,C0->C0->C0
f104v,stars,C0->C1->C0
f104v,stars,C0->C0->C0
f104v,stars,C2->C0->C2
f104v,stars,C0->C2->C0
f104v,stars,C1->C3->C1
f104v,stars,C1->C0->C1
f104v,stars,C0->C1->C0
f104v,stars,C1->C0->C1
f104v,stars,C1->C0->C1
f104v,stars,C0->C3->C0
f104v,stars,C1->C1->C1
f104v,stars,C1->C1->C1
f104v,stars,C1->C2->C1
f104v,stars,C1->C1->C1
f104v,stars,C1->C3->C1
f104v,stars,C4->C1->C4
f104v,stars,C1->C1->C1
f104v,stars,C1->C1->C1
f104v,stars,C0->C0->C0
f104v,stars,C1->C1->C1
f104v,stars,C1->C1->C1
f104v,stars,C1->C1->C1
f104v,stars,C1->C1->C1
f104v,stars,C1->C1->C1
f104v,stars,C1->C1->C1
f105r,stars,C1->C1->C1
f105r,stars,C1->C1->C1
f105r,stars,C1->C1->C1
f105r,stars,C1->C0->C1
f105r,stars,C1->C0->C1
f105r,stars,C0->C1->C0
f105r,stars,C0->C1->C0
f105r,stars,C1->C0->C1
f105r,stars,C1->C2->C1
f105r,stars,C1->C0->C1
f105r,stars,C3->C4->C3
f105r,stars,C1->C1->C1
f105r,stars,C1->C1->C1
f105r,stars,C0->C0->C0
f105r,stars,C1->C2->C1
f105r,stars,C2->C1->C2
f105r,stars,C1->C2->C1
f105r,stars,C2->C1->C2
f105r,stars,C2->C3->C2
f105r,stars,C2->C3->C2
f105r,stars,C2->C1->C2
f105r,stars,C1->C1->C1
f105r,stars,C1->C4->C1
f105r,stars,C1->C1->C1
f105v,stars,C2->C2->C2
f105v,stars,C2->C1->C2
f105v,stars,C2->C2->C2
f105v,stars,C2->C2->C2
f105v,stars,C2->C0->C2
f105v,stars,C2->C2->C2
f105v,stars,C2->C2->C2
f105v,stars,C2->C3->C2
f105v,stars,C1->C1->C1
f105v,stars,C2->C2->C2
f105v,stars,C2->C2->C2
f105v,stars,C1->C2->C1
f105v,stars,C2->C1->C2
f105v,stars,C1->C0->C1
f105v,stars,C2->C2->C2
f105v,stars,C0->C2->C0
f105v,stars,C2->C0->C2
f105v,stars,C2->C1->C2
f105v,stars,C3->C1->C3
f106r,stars,C1->C1->C1
f106r,stars,C1->C1->C1
f106r,stars,C1->C1->C1
f106r,stars,C1->C0->C1
f106r,stars,C1->C1->C1
f106r,stars,C0->C0->C0
f106r,stars,C0->C0->C0
f106r,stars,C1->C1->C1
f106r,stars,C2->C2->C2
f106r,stars,C0->C1->C0
f106r,stars,C1->C0->C1
f106r,stars,C0->C1->C0
f106r,stars,C1->C0->C1
f106r,stars,C0->C1->C0
f106r,stars,C0->C0->C0
f106r,stars,C1->C0->C1
f106r,stars,C1->C3->C1
f106r,stars,C1->C3->C1
f106r,stars,C1->C0->C1
f106r,stars,C1->C0->C1
f106r,stars,C1->C0->C1
f106r,stars,C1->C2->C1
f106r,stars,C0->C1->C0
f106r,stars,C2->C2->C2
f106r,stars,C2->C2->C2
f106r,stars,C2->C1->C2
f106r,stars,C0->C0->C0
f106r,stars,C0->C0->C0
f106r,stars,C1->C2->C1
f106r,stars,C0->C0->C0
f106r,stars,C2->C0->C2
f106r,stars,C1->C2->C1
f106r,stars,C2->C1->C2
f106r,stars,C1->C2->C1
f106r,stars,C0->C0->C0
f106r,stars,C1->C1->C1
f106r,stars,C1->C1->C1
f106r,stars,C0->C0->C0
f106r,stars,C0->C1->C0
f106r,stars,C2->C2->C2
f106r,stars,C2->C2->C2
f106r,stars,C2->C2->C2
f106r,stars,C2->C2->C2
f106r,stars,C2->C2->C2
f106r,stars,C1->C1->C1
f106r,stars,C1->C1->C1
f106r,stars,C1->C1->C1
f106r,stars,C2->C1->C2
f106r,stars,C1->C0->C1
f106r,stars,C1->C0->C1
f106r,stars,C0->C1->C0
f106r,stars,C1->C0->C1
f106v,stars,C1->C2->C1
f106v,stars,C2->C1->C2
f106v,stars,C1->C0->C1
f106v,stars,C0->C2->C0
f106v,stars,C1->C0->C1
f106v,stars,C1->C1->C1
f106v,stars,C2->C1->C2
f106v,stars,C2->C2->C2
f106v,stars,C2->C1->C2
f106v,stars,C1->C2->C1
f106v,stars,C0->C0->C0
f106v,stars,C0->C0->C0
f106v,stars,C0->C1->C0
f106v,stars,C1->C0->C1
f106v,stars,C1->C1->C1
f106v,stars,C1->C1->C1
f106v,stars,C2->C0->C2
f106v,stars,C1->C1->C1
f106v,stars,C1->C1->C1
f106v,stars,C2->C0->C2
f106v,stars,C2->C2->C2
f106v,stars,C0->C2->C0
f106v,stars,C2->C0->C2
f106v,stars,C2->C2->C2
f106v,stars,C0->C0->C0
f106v,stars,C2->C1->C2
f106v,stars,C1->C0->C1
f106v,stars,C0->C1->C0
f106v,stars,C1->C2->C1
f106v,stars,C0->C1->C0
f106v,stars,C1->C0->C1
f106v,stars,C1->C1->C1
f106v,stars,C1->C1->C1
f106v,stars,C1->C4->C1
f106v,stars,C2->C2->C2
f106v,stars,C2->C2->C2
f106v,stars,C2->C2->C2
f106v,stars,C0->C3->C0
f106v,stars,C1->C4->C1
f106v,stars,C1->C1->C1
f106v,stars,C1->C1->C1
f106v,stars,C1->C1->C1
f106v,stars,C1->C1->C1
f106v,stars,C1->C1->C1
f106v,stars,C4->C2->C4
f106v,stars,C3->C2->C3
f106v,stars,C0->C1->C0
f106v,stars,C1->C0->C1
f106v,stars,C0->C1->C0
f106v,stars,C1->C0->C1
f106v,stars,C0->C0->C0
f106v,stars,C0->C1->C0
f107r,stars,C0->C0->C0
f107r,stars,C1->C0->C1
f107r,stars,C2->C2->C2
f107r,stars,C2->C2->C2
f107r,stars,C1->C1->C1
f107r,stars,C1->C2->C1
f107r,stars,C2->C1->C2
f107r,stars,C1->C2->C1
f107r,stars,C2->C1->C2
f107r,stars,C1->C0->C1
f107r,stars,C2->C2->C2
f107r,stars,C0->C2->C0
f107r,stars,C2->C1->C2
f107r,stars,C2->C2->C2
f107r,stars,C1->C1->C1
f107r,stars,C1->C2->C1
f107r,stars,C0->C2->C0
f107r,stars,C2->C2->C2
f107r,stars,C2->C0->C2
f107r,stars,C2->C2->C2
f107r,stars,C1->C0->C1
f107r,stars,C4->C1->C4
f107r,stars,C2->C2->C2
f107r,stars,C2->C2->C2
f107r,stars,C2->C2->C2
f107r,stars,C2->C2->C2
f107r,stars,C1->C1->C1
f107r,stars,C2->C1->C2
f107r,stars,C2->C1->C2
f107r,stars,C2->C2->C2
f107r,stars,C2->C2->C2
f107r,stars,C2->C2->C2
f107r,stars,C1->C1->C1
f107r,stars,C1->C1->C1
f107r,stars,C1->C1->C1
f107r,stars,C1->C0->C1
f107r,stars,C1->C3->C1
f107r,stars,C1->C1->C1
f107r,stars,C1->C1->C1
f107r,stars,C1->C0->C1
f107r,stars,C1->C1->C1
f107v,stars,C1->C1->C1
f107v,stars,C1->C0->C1
f107v,stars,C1->C2->C1
f107v,stars,C1->C0->C1
f107v,stars,C1->C0->C1
f107v,stars,C1->C0->C1
f107v,stars,C1->C2->C1
f107v,stars,C2->C1->C2
f107v,stars,C1->C2->C1
f107v,stars,C1->C1->C1
f107v,stars,C1->C0->C1
f107v,stars,C2->C2->C2
f107v,stars,C2->C2->C2
f107v,stars,C2->C2->C2
f107v,stars,C1->C0->C1
f107v,stars,C2->C0->C2
f107v,stars,C2->C2->C2
f107v,stars,C2->C1->C2
f107v,stars,C1->C2->C1
f107v,stars,C0->C1->C0
f107v,stars,C2->C2->C2
f107v,stars,C2->C2->C2
f107v,stars,C0->C1->C0
f107v,stars,C1->C0->C1
f107v,stars,C0->C0->C0
f107v,stars,C0->C0->C0
f107v,stars,C1->C1->C1
f107v,stars,C1->C0->C1
f107v,stars,C2->C2->C2
f107v,stars,C1->C4->C1
f107v,stars,C1->C1->C1
f107v,stars,C1->C1->C1
f107v,stars,C1->C1->C1
f107v,stars,C1->C1->C1
f107v,stars,C0->C3->C0
f107v,stars,C3->C1->C3
f107v,stars,C1->C3->C1
f107v,stars,C1->C3->C1
f107v,stars,C1->C1->C1
f107v,stars,C1->C1->C1
f107v,stars,C1->C1->C1
f107v,stars,C4->C1->C4
f107v,stars,C1->C1->C1
f107v,stars,C1->C1->C1
f107v,stars,C1->C1->C1
f107v,stars,C1->C1->C1
f108r,stars,C3->C1->C3
f108r,stars,C1->C4->C1
f108r,stars,C2->C2->C2
f108r,stars,C1->C1->C1
f108r,stars,C1->C0->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C0->C1
f108r,stars,C1->C2->C1
f108r,stars,C2->C1->C2
f108r,stars,C0->C0->C0
f108r,stars,C1->C0->C1
f108r,stars,C1->C2->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C2->C2->C2
f108r,stars,C1->C0->C1
f108r,stars,C1->C3->C1
f108r,stars,C2->C3->C2
f108r,stars,C1->C2->C1
f108r,stars,C1->C3->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C2->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C2->C1->C2
f108r,stars,C1->C1->C1
f108r,stars,C1->C3->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C0->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C2->C1
f108r,stars,C1->C3->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C3->C1
f108r,stars,C2->C2->C2
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C0->C1
f108r,stars,C3->C1->C3
f108r,stars,C1->C3->C1
f108r,stars,C1->C2->C1
f108r,stars,C2->C2->C2
f108r,stars,C1->C1->C1
f108r,stars,C1->C0->C1
f108r,stars,C1->C1->C1
f108r,stars,C1->C1->C1
f108r,stars,C2->C2->C2
f108r,stars,C2->C2->C2
f108r,stars,C2->C2->C2
f108r,stars,C2->C2->C2
f108r,stars,C0->C0->C0
f108r,stars,C0->C1->C0
f108r,stars,C1->C0->C1
f108r,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C0->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C2->C1
f108v,stars,C1->C4->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C0->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C0->C1
f108v,stars,C1->C3->C1
f108v,stars,C3->C1->C3
f108v,stars,C2->C1->C2
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C2->C2->C2
f108v,stars,C2->C2->C2
f108v,stars,C1->C2->C1
f108v,stars,C3->C1->C3
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C3->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C3->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C3->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C0->C1
f108v,stars,C0->C1->C0
f108v,stars,C1->C0->C1
f108v,stars,C1->C0->C1
f108v,stars,C1->C4->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C2->C1->C2
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C4->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C3->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C3->C1
f108v,stars,C3->C1->C3
f108v,stars,C1->C3->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C0->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C2->C4->C2
f108v,stars,C1->C3->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C4->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C2->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C2->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C3->C1->C3
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C1->C1->C1
f108v,stars,C2->C1->C2
f10r,herbal-A,C0->C0->C0
f10r,herbal-A,C2->C0->C2
f10r,herbal-A,C0->C0->C0
f10r,herbal-A,C0->C0->C0
f10r,herbal-A,C0->C0->C0
f10r,herbal-A,C0->C0->C0
f10r,herbal-A,C0->C0->C0
f10r,herbal-A,C0->C0->C0
f10r,herbal-A,C0->C0->C0
f10r,herbal-A,C0->C0->C0
f10r,herbal-A,C0->C0->C0
f10v,herbal-A,C0->C0->C0
f10v,herbal-A,C0->C0->C0
f10v,herbal-A,C0->C0->C0
f10v,herbal-A,C0->C0->C0
f10v,herbal-A,C0->C0->C0
f10v,herbal-A,C0->C1->C0
f10v,herbal-A,C0->C0->C0
f10v,herbal-A,C0->C0->C0
f10v,herbal-A,C0->C0->C0
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C3->C1
f111r,stars,C3->C1->C3
f111r,stars,C1->C3->C1
f111r,stars,C1->C3->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C3->C1
f111r,stars,C3->C1->C3
f111r,stars,C1->C3->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C3->C1
f111r,stars,C1->C4->C1
f111r,stars,C3->C1->C3
f111r,stars,C1->C3->C1
f111r,stars,C3->C1->C3
f111r,stars,C1->C3->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C3->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C0->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C2->C1
f111r,stars,C1->C3->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C3->C1
f111r,stars,C3->C1->C3
f111r,stars,C1->C3->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C0->C1->C0
