folio,section,locus,length,trajectory,cell_path,token_path
f103r,stars,"27,+P0",9,C1 -> C1 -> C1 -> C1 -> C1 -> C4 -> C1 -> C1 -> C1,qok|e|other -> ok|e|e_grade -> qok|e|e_grade -> sh|e|e_grade -> qok|e|e_grade -> ch|e|e_grade -> qok|e|e_grade -> ok|e|e_grade -> qok|bare|other,qokechy okeey qokeey sheey qokeey tchey qokeey okeey qokaly
f103r,stars,"28,+P0",6,C1 -> C2 -> C1 -> C1 -> C2 -> C4,qok|e|aspect -> ok|bare|paradigm -> ch|e|aspect -> qok|e|e_grade -> ot|bare|paradigm -> ch|e|e_grade,qokeeey okaiin chedy qokeey otain cheey
f103r,stars,"29,+P0",5,C1 -> C0 -> C1 -> C2 -> C1,qok|e|other -> sh|o|other -> qok|e|e_grade -> ch|bare|clitic -> ch|e|aspect,qokeeechy shokeey qokeey chal chedy
f103r,stars,"3,+P0",8,C1 -> C0 -> C1 -> C2 -> C2 -> C2 -> C2 -> C2,sh|e|other -> ch|eo|other -> ch|e|aspect -> ch|bare|other -> ok|bare|paradigm -> ot|bare|e_grade -> ot|bare|clitic -> ch|bare|clitic,sheek cheoty chedy chckhy okaiin ot otar chal
f103r,stars,"30,+P0",7,C1 -> C1 -> C2 -> C1 -> C2 -> C3 -> C2,sh|e|other -> qok|e|e_grade -> ok|bare|paradigm -> sh|e|aspect -> ch|bare|other -> ot|e|other -> ch|bare|other,sheckhy qokey okaiin shedy chpchy oteeykshy chdaly
f103r,stars,"31,+P0",9,C0 -> C2 -> C2 -> C1 -> C1 -> C1 -> C2 -> C2 -> C2,ch|o|o_grade -> ch|bare|clitic -> ok|bare|paradigm -> sh|bare|other -> qok|bare|clitic -> sh|bare|other -> ch|bare|aspect -> ok|bare|paradigm -> ch|bare|other,chol chal okaiin shckhy qokal shdar shchdy okaiin chty
f103r,stars,"32,+P0",7,C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C1,ok|e|e_grade -> sh|e|aspect -> qok|e|aspect -> qok|bare|clitic -> sh|e|other -> ot|e|aspect -> sh|bare|other,okeey shedy qokedy qokal shety otedy shcthy
f103r,stars,"33,+P0",9,C1 -> C3 -> C1 -> C1 -> C0 -> C1 -> C1 -> C1 -> C1,qok|e|e_grade -> ch|e|other -> qok|e|e_grade -> sh|bare|other -> ch|o|other -> qok|bare|clitic -> sh|e|aspect -> qot|bare|other -> sh|e|aspect,qokeey chechy qokey shckhy choldy qokal shedy qotail shedy
f103r,stars,"34,+P0",2,C0 -> C3,sh|eo|other -> ch|e|other,sheod cheedalaiin
f103r,stars,"35,+P0",5,C0 -> C4 -> C0 -> C1 -> C1,ch|bare|paradigm -> ch|e|e_grade -> sh|eo|o_grade -> sh|e|other -> qok|e|aspect,chain chey sheol shedain qokeedy
f103r,stars,"36,+P0",8,C0 -> C1 -> C1 -> C1 -> C1 -> C1 -> C3 -> C1,ok|o|o_grade -> ch|e|aspect -> ok|e|aspect -> qok|e|aspect -> qok|e|e_grade -> sh|bare|aspect -> ot|e|e_grade -> qok|e|e_grade,okool chedy okeedy qokeedy qokeey shdy otey qokeey
f103r,stars,"37,+P0",7,C1 -> C0 -> C0 -> C1 -> C2 -> C2 -> C1,qok|e|e_grade -> qok|eo|other -> sh|bare|e_grade -> qok|e|aspect -> ch|bare|aspect -> ch|bare|other -> sh|bare|other,qokeey qokeodair qokshy qokeedy qokchdy chsky shalky
f103r,stars,"38,+P0",7,C3 -> C1 -> C1 -> C2 -> C3 -> C1 -> C1,ot|e|other -> qok|bare|paradigm -> sh|bare|other -> ch|bare|other -> ch|e|other -> sh|e|aspect -> ok|e|e_grade,otechedy qokain shcthy chckhy checkhy shedy okeey
f103r,stars,"39,+P0",4,C1 -> C2 -> C1 -> C3,qok|e|e_grade -> qot|bare|clitic -> sh|e|aspect -> ot|e|e_grade,qokeey qotal shedy oteey
f103r,stars,"4,+P0",6,C1 -> C1 -> C1 -> C1 -> C2 -> C3,qok|e|aspect -> ok|e|aspect -> qok|e|e_grade -> ok|e|e_grade -> ch|bare|other -> ch|e|other,qokedy okedy qokeey okey chdar chedaraly
f103r,stars,"40,+P0",8,C1 -> C1 -> C1 -> C0 -> C0 -> C1 -> C1 -> C2,qok|e|e_grade -> sh|e|other -> sh|bare|other -> sh|eo|o_grade -> sh|o|other -> ot|e|aspect -> qot|e|e_grade -> ot|bare|clitic,qokeey sheeol shckhy sheol shodyol otedy qoteey otam
f103r,stars,"41,+P0",10,C0 -> C1 -> C1 -> C3 -> C1 -> C1 -> C0 -> C1 -> C1 -> C1,ch|eo|o_grade -> sh|e|aspect -> qot|e|e_grade -> ot|e|other -> ot|e|aspect -> sh|e|other -> sh|o|e_grade -> sh|e|e_grade -> qok|e|aspect -> qok|bare|clitic,cheol sheeey qotey oteeal oteedy shet sho shey qokeedy qokal
f103r,stars,"42,+P0",4,C1 -> C0 -> C0 -> C2,sh|e|e_grade -> sh|eo|o_grade -> ch|eo|other -> ch|bare|other,tshey sheol cheolshy chalal
f103r,stars,"43,+P0",9,C2 -> C1 -> C2 -> C1 -> C1 -> C1 -> C3 -> C0 -> C1,ch|e|clitic -> sh|e|e_grade -> qot|bare|clitic -> sh|e|clitic -> qok|bare|clitic -> sh|e|aspect -> ok|e|other -> sh|o|other -> qok|bare|paradigm,cheal sheey qotal sheal qokal sheedy okeshedy shokey qokaiin
f103r,stars,"44,+P0",4,C1 -> C1 -> C1 -> C1,qok|e|e_grade -> sh|e|e_grade -> sh|e|clitic -> sh|e|aspect,qokeey shey sheal otshedy
f103r,stars,"45,+P0",7,C1 -> C1 -> C0 -> C1 -> C1 -> C1 -> C1,qok|e|aspect -> qok|e|aspect -> sh|o|o_grade -> sh|e|other -> ch|e|aspect -> qot|e|aspect -> ot|e|aspect,qokeedy qokeedy shol shedar chedy qoteedy oteedy
f103r,stars,"46,+P0",8,C0 -> C1 -> C0 -> C0 -> C1 -> C1 -> C1 -> C3,ch|o|o_grade -> qok|e|e_grade -> ch|eo|o_grade -> ch|o|other -> sh|e|aspect -> qok|e|e_grade -> qok|e|e_grade -> ch|e|other,chol qokeey cheol chorol shedy qokeey qokeey chedan
f103r,stars,"47,+P0",2,C3 -> C1,ok|e|other -> qok|bare|other,okeeo qokaly
f103r,stars,"48,+P0",5,C0 -> C1 -> C1 -> C1 -> C0,qot|o|other -> qok|e|e_grade -> qok|e|e_grade -> sh|bare|other -> ch|bare|e_grade,qotolaiin qokeey qokeey shkchy kchy
f103r,stars,"49,+P0",7,C1 -> C1 -> C1 -> C0 -> C1 -> C1 -> C1,ok|e|e_grade -> sh|e|other -> qok|e|e_grade -> sh|eo|o_grade -> qok|e|aspect -> sh|e|aspect -> qok|bare|e_grade,okeey sheed qokeey sheol qokeedy shedy qoky
f103r,stars,"5,+P0",8,C3 -> C1 -> C3 -> C1 -> C1 -> C2 -> C1 -> C1,ok|e|other -> sh|e|aspect -> ot|e|e_grade -> qok|e|e_grade -> sh|e|other -> ok|bare|other -> sh|e|aspect -> ok|bare|aspect,okedar shedy oteey qokey sheeky okalor shedy okdy
f103r,stars,"50,+P0",8,C1 -> C4 -> C4 -> C1 -> C1 -> C1 -> C4 -> C1,sh|e|e_grade -> ch|e|e_grade -> ch|e|e_grade -> qok|e|e_grade -> ok|e|e_grade -> qok|bare|paradigm -> ch|e|e_grade -> qot|bare|paradigm,shey cheey chey qokeey okeey qokain cheey qotain
f103r,stars,"51,+P0",3,C3 -> C1 -> C0,ch|e|other -> sh|e|e_grade -> ch|eo|other,cheteey shey cheosaiin
f103r,stars,"52,+P0",5,C3 -> C1 -> C0 -> C3 -> C2,ot|e|e_grade -> qok|e|e_grade -> qot|bare|e_grade -> ch|e|other -> ot|bare|other,oteey qokeey qoty chepchy otalsy
f103r,stars,"53,+P0",7,C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C1,qok|e|aspect -> qok|bare|paradigm -> sh|bare|aspect -> qok|e|e_grade -> ch|e|aspect -> qok|e|e_grade -> qok|e|e_grade,qokedy qokaiin shdy qokeey chedy qokeey qokeey
f103r,stars,"54,+P0",4,C1 -> C1 -> C1 -> C0,sh|e|e_grade -> qot|e|aspect -> qok|e|e_grade -> qot|bare|e_grade,dsheey qoteeey qokey qoty
f103r,stars,"6,+P0",8,C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C2,sh|e|other -> ok|e|aspect -> ok|e|e_grade -> sh|e|aspect -> qok|e|other -> sh|bare|other -> qot|e|aspect -> ot|bare|other,shek okeedy okey shedy qokealdy shcthy qotedy ota
f103r,stars,"7,+P0",5,C4 -> C1 -> C1 -> C1 -> C1,ch|e|e_grade -> sh|bare|other -> qok|e|e_grade -> ok|e|aspect -> sh|e|aspect,chey shs qokeey okeeody shedy
f103r,stars,"8,+P0",5,C1 -> C1 -> C1 -> C3 -> C2,ok|e|e_grade -> ch|e|aspect -> ok|e|e_grade -> ok|e|other -> qot|bare|clitic,okey chedy okey okechy qotar
f103r,stars,"9,+P0",9,C3 -> C2 -> C1 -> C1 -> C1 -> C2 -> C1 -> C3 -> C3,ot|e|other -> ch|e|clitic -> ok|e|e_grade -> sh|e|e_grade -> sh|e|e_grade -> ot|bare|paradigm -> sh|e|aspect -> ot|e|e_grade -> ok|e|other,oteeos cheal okeey shey shey otaiin shedy otey okeedaram
f103v,stars,"1,@P0",6,C1 -> C1 -> C1 -> C3 -> C1 -> C1,qok|bare|e_grade -> qok|e|e_grade -> qok|e|e_grade -> ok|e|other -> qot|e|other -> sh|e|aspect,qoky qokeey qokeey okeedaky qoteiir shedy
f103v,stars,"10,+P0",6,C4 -> C1 -> C1 -> C1 -> C0 -> C1,ch|e|e_grade -> qok|e|other -> ok|e|e_grade -> ot|e|aspect -> sh|eo|o_grade -> qot|bare|paradigm,cheey qokeeshy okeey otedy sheor qotain
f103v,stars,"11,+P0",4,C1 -> C1 -> C1 -> C1,qok|e|aspect -> qok|bare|e_grade -> qok|bare|clitic -> sh|e|other,qokeedy qoky qokal shed
f103v,stars,"12,+P0",6,C1 -> C1 -> C1 -> C1 -> C1 -> C1,sh|e|clitic -> sh|e|aspect -> ok|e|aspect -> qok|e|e_grade -> sh|e|aspect -> sh|e|aspect,sheal shedy okeedy qokeey shedy sheedy
f103v,stars,"13,+P0",4,C3 -> C1 -> C1 -> C2,ot|e|e_grade -> sh|bare|aspect -> ok|e|e_grade -> ok|bare|clitic,otey qotshdy okeey okan
f103v,stars,"14,+P0",9,C0 -> C0 -> C1 -> C1 -> C1 -> C1 -> C1 -> C2 -> C2,sh|eo|o_grade -> sh|o|e_grade -> qok|e|aspect -> sh|e|aspect -> qok|e|e_grade -> ot|e|aspect -> qok|bare|paradigm -> ot|bare|clitic -> ot|bare|clitic,sheol sho qokeedy shedy qokey oteedy qokain otar otam
f103v,stars,"15,+P0",5,C3 -> C1 -> C0 -> C2 -> C2,ch|e|other -> sh|e|e_grade -> ch|bare|e_grade -> ot|bare|paradigm -> ot|bare|paradigm,tchedal shey ch otain otain
f103v,stars,"16,+P0",4,C1 -> C3 -> C1 -> C2,sh|e|other -> ok|e|other -> sh|e|aspect -> ot|bare|paradigm,sheekchy okeeshy shedy otain
f103v,stars,"17,+P0",8,C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C2 -> C2,qok|e|aspect -> ch|e|aspect -> qot|e|e_grade -> ot|e|aspect -> sh|e|aspect -> qok|bare|clitic -> ch|bare|clitic -> ot|bare|clitic,qokeedy chedy qoteey oteedy shedy qokal char otal
f103v,stars,"18,+P0",4,C2 -> C1 -> C1 -> C1,ch|bare|other -> ch|e|aspect -> ot|e|aspect -> qok|e|other,chckhey chedy oteedy qokeedal
f103v,stars,"19,+P0",4,C4 -> C2 -> C1 -> C3,ch|e|e_grade -> ch|bare|other -> ch|e|aspect -> ch|e|other,chey chalkar cheeey chealainor
f103v,stars,"2,+P0",10,C1 -> C1 -> C1 -> C1 -> C3 -> C1 -> C0 -> C2 -> C1 -> C2,sh|e|e_grade -> qok|bare|clitic -> sh|e|aspect -> qok|e|aspect -> qot|eo|o_grade -> sh|e|e_grade -> qot|bare|e_grade -> ch|bare|other -> qot|bare|paradigm -> ch|bare|other,shey qokal shedy qokeedy qoteor shey qoty chckhy qotain chalr
f103v,stars,"20,+P0",8,C2 -> C2 -> C2 -> C1 -> C2 -> C2 -> C1 -> C1,ch|bare|clitic -> ot|bare|clitic -> ok|bare|paradigm -> ot|e|clitic -> ok|bare|paradigm -> qot|bare|clitic -> sh|e|aspect -> qok|e|e_grade,char otar okaiin oteal okain qotal shedy qokeey
f103v,stars,"21,+P0",5,C2 -> C1 -> C1 -> C0 -> C2,sh|bare|clitic -> qok|e|other -> ot|e|aspect -> sh|eo|other -> ot|bare|clitic,shal qokeed oteedy sheoky otam
f103v,stars,"22,+P0",5,C0 -> C1 -> C1 -> C1 -> C1,sh|bare|e_grade -> qot|bare|other -> qok|bare|paradigm -> sh|e|aspect -> qok|e|e_grade,qokshy qotalsheey qokain shedy qokey
f103v,stars,"23,+P0",5,C4 -> C3 -> C2 -> C1 -> C0,ch|e|e_grade -> ot|e|e_grade -> ot|bare|clitic -> ot|e|clitic -> qot|bare|e_grade,cheey oteey otal otear qoty
f103v,stars,"24,+P0",4,C1 -> C2 -> C2 -> C2,qok|e|e_grade -> ot|bare|clitic -> ot|bare|paradigm -> ot|bare|paradigm,qokeey otan otain otain
f103v,stars,"25,+P0",6,C1 -> C1 -> C1 -> C2 -> C2 -> C3,qok|bare|clitic -> ot|e|aspect -> qot|bare|paradigm -> ot|bare|clitic -> ot|bare|e_grade -> ot|e|other,qokan oteedy qotain otal oty oteeam
f103v,stars,"26,+P0",4,C1 -> C1 -> C3 -> C3,qok|e|e_grade -> sh|e|other -> ot|e|e_grade -> ot|e|paradigm,qokeey sheety oteey oteaiin
f103v,stars,"27,+P0",6,C1 -> C1 -> C1 -> C1 -> C2 -> C2,ok|e|e_grade -> ok|e|e_grade -> ot|e|clitic -> ot|e|aspect -> qot|bare|clitic -> ot|bare|other,okeey okeey oteal otedy qotar otaryly
f103v,stars,"28,+P0",6,C3 -> C1 -> C3 -> C2 -> C4 -> C1,ch|e|other -> sh|bare|other -> ot|e|other -> ok|bare|paradigm -> ch|e|e_grade -> ot|e|aspect,checkhy shckhy otealshey okain chey oteedy
f103v,stars,"29,+P0",4,C4 -> C0 -> C2 -> C1,ch|e|e_grade -> sh|o|e_grade -> ch|bare|other -> qok|e|e_grade,chey sho chcthy qokeey
f103v,stars,"3,+P0",10,C1 -> C1 -> C1 -> C2 -> C2 -> C0 -> C1 -> C1 -> C1 -> C1,qok|bare|e_grade -> ch|e|aspect -> qok|e|e_grade -> ch|bare|other -> ch|bare|clitic -> qot|bare|e_grade -> sh|bare|aspect -> ok|e|aspect -> qok|e|e_grade -> qok|bare|paradigm,qok chedy qokey chcthy char qoty shdy okeedy qokeey qokain
f103v,stars,"30,+P0",2,C2 -> C1,ok|bare|paradigm -> ot|e|aspect,okain otedy
f103v,stars,"31,+P0",6,C1 -> C4 -> C1 -> C1 -> C1 -> C2,ok|e|e_grade -> ch|e|e_grade -> qok|e|e_grade -> qok|e|e_grade -> ch|e|aspect -> ch|bare|other,okeey chey qokeey qokeey chedy chckhy
f103v,stars,"32,+P0",6,C1 -> C4 -> C1 -> C0 -> C2 -> C1,qok|e|aspect -> ch|e|e_grade -> qot|e|e_grade -> ch|o|other -> sh|bare|clitic -> ch|e|aspect,qokeeey chey qotey chokaiin shal chedy
f103v,stars,"33,+P0",6,C1 -> C1 -> C2 -> C0 -> C3 -> C1,qok|bare|paradigm -> ok|e|e_grade -> ok|bare|paradigm -> ch|eo|aspect -> ot|e|e_grade -> sh|bare|other,qokain okey okaiin cheody otey shdpchy
f103v,stars,"34,+P0",7,C1 -> C4 -> C1 -> C1 -> C1 -> C3 -> C1,sh|e|e_grade -> ch|e|e_grade -> qok|bare|e_grade -> sh|e|e_grade -> qok|bare|paradigm -> ch|e|other -> ot|e|aspect,sheey chey qok shey qokaiin checkhy otedy
f103v,stars,"35,+P0",7,C1 -> C1 -> C1 -> C2 -> C2 -> C1 -> C2,sh|e|e_grade -> ok|e|e_grade -> sh|e|other -> ch|bare|other -> ot|bare|e_grade -> ok|e|aspect -> ot|bare|other,shey okeey sheckhy chtain oty okedy otaly
f103v,stars,"36,+P0",2,C1 -> C1,sh|e|e_grade -> qok|e|e_grade,shey qokeey
f103v,stars,"37,+P0",5,C1 -> C1 -> C1 -> C1 -> C3,qok|bare|paradigm -> sh|e|e_grade -> qok|e|other -> sh|bare|aspect -> ch|e|other,qokain shey qokeshe shdy chetydar
f103v,stars,"38,+P0",5,C3 -> C3 -> C4 -> C4 -> C0,ot|e|e_grade -> ch|e|other -> ch|e|e_grade -> ch|e|e_grade -> ch|o|o_grade,oteey chees chey chey chol
f103v,stars,"39,+P0",5,C1 -> C0 -> C3 -> C1 -> C2,ok|e|e_grade -> sh|o|o_grade -> ok|e|other -> sh|e|other -> ot|bare|e_grade,okey shol okeedar shes oty
f103v,stars,"4,+P0",4,C4 -> C1 -> C1 -> C1,ch|e|e_grade -> qok|e|e_grade -> ok|e|e_grade -> qot|e|aspect,cheey qokeey okeey qoteedy
f103v,stars,"40,+P0",4,C1 -> C1 -> C1 -> C1,sh|e|clitic -> sh|e|e_grade -> qok|bare|paradigm -> sh|bare|other,sheal shey qokaiin shckhy
f103v,stars,"41,+P0",5,C1 -> C1 -> C1 -> C2 -> C1,sh|e|e_grade -> sh|e|e_grade -> sh|bare|other -> ot|bare|clitic -> sh|e|aspect,shey shey shas otar shedy
f103v,stars,"42,+P0",3,C1 -> C4 -> C2,sh|e|other -> ch|e|e_grade -> ch|bare|other,sheykain chey chsaly
f103v,stars,"43,+P0",5,C2 -> C1 -> C1 -> C1 -> C2,ch|bare|other -> qok|bare|paradigm -> sh|bare|other -> sh|bare|other -> ch|bare|aspect,chckhey qokaiin shckhy shtal chdy
f103v,stars,"44,+P0",5,C1 -> C2 -> C2 -> C1 -> C0,sh|e|e_grade -> ok|bare|e_grade -> ch|bare|other -> sh|e|aspect -> qok|eo|other,shey oky chckhy shedy qokeory
f103v,stars,"45,+P0",5,C1 -> C4 -> C1 -> C1 -> C2,ok|e|e_grade -> ch|e|e_grade -> sh|bare|other -> sh|e|other -> ot|bare|clitic,okey cheey shckhy sheckhy otar
f103v,stars,"46,+P0",5,C0 -> C1 -> C2 -> C2 -> C2,sh|o|o_grade -> qok|bare|paradigm -> ch|bare|other -> ch|bare|aspect -> ch|bare|other,shol qokain chckhy chdy chary
f103v,stars,"5,+P0",6,C3 -> C1 -> C1 -> C3 -> C1 -> C1,ch|e|other -> sh|bare|aspect -> qok|bare|paradigm -> ok|e|other -> qot|e|aspect -> qok|bare|paradigm,cheky qokshdy qokaiin okechdy qotedy qokaiin
f103v,stars,"6,+P0",8,C1 -> C1 -> C0 -> C1 -> C1 -> C1 -> C1 -> C1,sh|e|e_grade -> qok|e|aspect -> ch|eo|o_grade -> qok|bare|e_grade -> sh|e|aspect -> qok|bare|paradigm -> ch|e|aspect -> qok|bare|clitic,shey qokeedy cheol qoky shedy qokaiin chedy qokam
f103v,stars,"7,+P0",9,C1 -> C0 -> C4 -> C3 -> C2 -> C1 -> C1 -> C1 -> C3,sh|e|e_grade -> ch|o|o_grade -> ch|e|e_grade -> ot|e|e_grade -> ok|bare|paradigm -> sh|e|aspect -> sh|e|aspect -> qok|bare|paradigm -> ch|e|other,shey chol chey oteey okaiin shedy shedy qokaiin chedydy
f103v,stars,"8,+P0",3,C1 -> C3 -> C1,sh|e|e_grade -> ch|e|other -> ok|e|e_grade,shey chekoal okeey
f103v,stars,"9,+P0",7,C2 -> C0 -> C0 -> C2 -> C1 -> C1 -> C2,sh|bare|clitic -> sh|o|other -> ok|eo|o_grade -> ok|bare|paradigm -> sh|e|aspect -> ch|e|aspect -> qot|bare|clitic,shal shorchdy okeor okaiin shedy qotchedy qotar
f104r,stars,"1,@P0",4,C1 -> C2 -> C1 -> C3,ch|e|aspect -> ch|bare|clitic -> sh|e|other -> ot|e|other,chedy char shedaiin oteeochey
f104r,stars,"10,+P0",6,C3 -> C2 -> C1 -> C2 -> C0 -> C2,ch|e|other -> ot|bare|other -> sh|bare|aspect -> ch|bare|other -> ch|o|other -> ot|bare|other,chedal otyd shdy qokchd cholfor otalr
f104r,stars,"11,+P0",6,C2 -> C1 -> C2 -> C0 -> C4 -> C2,ot|o|other -> qok|bare|paradigm -> ot|o|other -> sh|o|other -> ch|e|e_grade -> ok|bare|clitic,otodchy qokair otoly shodar cheey okar
f104r,stars,"12,+P0",6,C1 -> C1 -> C1 -> C1 -> C0 -> C2,sh|bare|other -> ch|e|aspect -> qok|o|aspect -> qot|eo|other -> qot|o|o_grade -> qot|bare|clitic,tshdol qotchedy qokoeey qoteode qotor qotam
f104r,stars,"13,+P0",6,C0 -> C0 -> C2 -> C0 -> C1 -> C2,ch|o|other -> ch|o|e_grade -> ok|bare|clitic -> ch|eo|aspect -> ok|e|aspect -> ch|bare|aspect,chokar okcho okar cheody okeeody chdy
f104r,stars,"14,+P0",5,C3 -> C1 -> C2 -> C0 -> C2,ch|o|paradigm -> qok|e|other -> qot|bare|clitic -> ch|eo|other -> ot|bare|clitic,choaiin qokechy qotal cheolor otal
f104r,stars,"15,+P0",6,C0 -> C0 -> C2 -> C2 -> C2 -> C0,ch|o|other -> ch|o|aspect -> ok|bare|clitic -> ot|o|other -> ok|bare|clitic -> ch|eo|other,chodaiin chody okar otolkeechdy okal cheodaiin
f104r,stars,"16,+P0",3,C0 -> C0 -> C0,qot|bare|e_grade -> sh|bare|e_grade -> sh|o|aspect,qoty sh shody
f104r,stars,"17,+P0",7,C1 -> C1 -> C1 -> C1 -> C3 -> C2 -> C2,qot|e|e_grade -> qok|bare|clitic -> ch|e|aspect -> qok|e|aspect -> ot|e|other -> ch|bare|other -> ok|bare|clitic,qotey qokar chedy qokedy oteechy chyteody okar
f104r,stars,"18,+P0",4,C3 -> C1 -> C0 -> C2,ch|e|other -> qok|bare|paradigm -> ch|o|other -> ot|bare|other,dcheeokeody qokain chockhar otalkshedy
f104r,stars,"19,+P0",6,C2 -> C2 -> C1 -> C2 -> C0 -> C0,ch|bare|other -> ot|bare|clitic -> sh|bare|other -> qot|bare|clitic -> ch|eo|other -> ot|o|o_grade,chdar otar shd qotar cheokeey otor
f104r,stars,"2,+P0",4,C3 -> C0 -> C4 -> C2,ch|e|other -> ch|eo|other -> ch|e|e_grade -> ch|bare|other,cheedaiin cheodar chey chcthedy
f104r,stars,"20,+P0",6,C0 -> C2 -> C1 -> C0 -> C0 -> C3,sh|eo|e_grade -> ch|bare|aspect -> qok|bare|paradigm -> ch|o|o_grade -> ch|eo|aspect -> ch|e|other,dsheoy qokchdy qokaiin chol cheody cheeekan
f104r,stars,"21,+P0",4,C1 -> C1 -> C2 -> C2,sh|e|aspect -> qok|bare|paradigm -> ch|e|clitic -> ch|bare|other,dsheedy qokaiin chear charaiin
f104r,stars,"22,+P0",8,C1 -> C2 -> C1 -> C1 -> C0 -> C1 -> C0 -> C2,sh|e|other -> ch|bare|other -> sh|e|other -> ch|e|aspect -> ch|o|other -> ch|e|aspect -> ch|eo|o_grade -> ch|bare|other,tshedar chllo shed kchedy chokor cheedy cheor chckhey
f104r,stars,"23,+P0",6,C0 -> C0 -> C3 -> C0 -> C0 -> C0,sh|eo|other -> ch|o|o_grade -> ok|e|other -> ch|o|o_grade -> ch|o|o_grade -> ch|o|o_grade,sheockhey chol okeedal chol otchor chol
f104r,stars,"24,+P0",5,C2 -> C2 -> C3 -> C2 -> C1,ch|bare|clitic -> qot|bare|clitic -> ok|e|other -> ch|bare|clitic -> qok|bare|clitic,char qotal okechol chal qokam
f104r,stars,"25,+P0",5,C2 -> C2 -> C2 -> C3 -> C2,ok|bare|paradigm -> ch|bare|other -> ch|bare|other -> ch|e|other -> ot|bare|paradigm,okair chckhey chckhy checkhd otain
f104r,stars,"26,+P0",3,C2 -> C1 -> C0,sh|bare|clitic -> sh|e|e_grade -> sh|eo|aspect,shar sheey sheody
f104r,stars,"27,+P0",3,C1 -> C1 -> C0,qok|bare|paradigm -> qot|bare|paradigm -> ch|eo|other,qokaiin qotaiin cheodl
f104r,stars,"28,+P0",4,C3 -> C1 -> C2 -> C3,ch|e|other -> sh|e|e_grade -> ch|bare|clitic -> ch|e|other,chedar sheey char cheeo
f104r,stars,"29,+P0",3,C0 -> C3 -> C0,sh|o|aspect -> ch|e|other -> ch|eo|other,shody cheedar cheoltar
f104r,stars,"3,+P0",6,C3 -> C1 -> C2 -> C1 -> C1 -> C2,ot|e|other -> ot|e|aspect -> ot|o|aspect -> qot|e|other -> ot|e|aspect -> ok|bare|clitic,otech otedy otody qoteeor oteedy okal
f104r,stars,"30,+P0",4,C3 -> C1 -> C1 -> C3,ok|e|other -> qok|e|other -> ok|eo|aspect -> ot|e|other,okeeo qokeeo okeody otechdy
f104r,stars,"31,+P0",6,C1 -> C0 -> C3 -> C1 -> C3 -> C0,qok|e|other -> ok|o|other -> ot|e|e_grade -> qok|bare|paradigm -> ch|e|other -> ch|o|other,qokeeo okolchey oteey qokaiin chedar cholcham
f104r,stars,"32,+P0",6,C1 -> C3 -> C0 -> C0 -> C0 -> C1,sh|e|e_grade -> ot|e|other -> ch|eo|o_grade -> sh|o|other -> ch|eo|other -> qok|bare|clitic,okshey otechshy cheol shoda cheodain qokar
f104r,stars,"33,+P0",6,C3 -> C1 -> C2 -> C1 -> C2 -> C4,ch|e|other -> ch|e|aspect -> ch|bare|other -> qok|bare|clitic -> ch|bare|clitic -> ch|e|e_grade,okchechy qokcheedy okchdal qokal char chey
f104r,stars,"34,+P0",9,C0 -> C1 -> C1 -> C1 -> C1 -> C2 -> C0 -> C1 -> C0,sh|eo|aspect -> qok|e|other -> qok|bare|clitic -> ch|e|aspect -> qok|bare|paradigm -> ot|bare|paradigm -> ch|eo|aspect -> qok|bare|clitic -> ch|o|other,ksheody qokeshedy qokal chedy qokaiin otaiin cheody qokal cholxy
f104r,stars,"35,+P0",4,C3 -> C4 -> C0 -> C0,ch|e|other -> ch|e|e_grade -> ch|o|o_grade -> ch|eo|o_grade,chedaiin chey chol cheol
f104r,stars,"36,+P0",6,C2 -> C0 -> C1 -> C0 -> C1 -> C2,qot|bare|clitic -> ch|o|other -> qot|bare|other -> sh|eo|other -> qot|e|other -> ok|bare|clitic,qotar chopar qotaly qotsheod qotechy okar
f104r,stars,"37,+P0",8,C2 -> C0 -> C2 -> C2 -> C3 -> C1 -> C2 -> C1,ok|bare|paradigm -> ch|eo|other -> ok|bare|clitic -> ok|bare|clitic -> ot|eo|aspect -> qok|bare|paradigm -> ok|bare|clitic -> qot|bare|other,okaiin cheodal okar okar oteody qokaiin okal qotir
f104r,stars,"38,+P0",4,C2 -> C0 -> C0 -> C2,ok|bare|paradigm -> ch|o|o_grade -> ch|eo|aspect -> ch|bare|aspect,okaiin qokchol kcheody qotchdy
f104r,stars,"39,+P0",3,C2 -> C0 -> C1,qot|bare|clitic -> ch|o|o_grade -> qot|bare|paradigm,qotal chol qotair
f104r,stars,"4,+P0",4,C1 -> C1 -> C3 -> C2,sh|e|aspect -> qok|e|aspect -> ch|e|other -> ch|bare|other,sheedy qokeedy chedal chry
f104r,stars,"40,+P0",2,C2 -> C1,ch|bare|other -> qot|bare|other,chcthy qotaiiin
f104r,stars,"41,+P0",5,C1 -> C0 -> C0 -> C1 -> C1,qot|e|e_grade -> qok|eo|o_grade -> qot|bare|e_grade -> qok|bare|o_grade -> qok|bare|paradigm,qoteey qokeor qoty qokl qokain
