from_cell,to_cell,count
qok|bare|clitic,ok|bare|other,3
ok|bare|paradigm,sh|e|e_grade,10
sh|e|e_grade,ch|eo|o_grade,9
ot|bare|other,ot|o|aspect,1
ot|o|aspect,qok|bare|paradigm,1
ch|e|e_grade,ch|o|aspect,7
ch|o|aspect,ot|bare|clitic,2
ot|bare|clitic,ch|e|e_grade,4
sh|e|aspect,ch|e|e_grade,11
qok|e|e_grade,qot|bare|paradigm,5
ot|o|o_grade,qot|e|aspect,1
qok|e|e_grade,ch|o|o_grade,8
ch|o|o_grade,sh|e|aspect,6
sh|e|aspect,qok|bare|other,9
qok|bare|other,ch|o|other,5
sh|bare|paradigm,ok|bare|paradigm,3
ok|bare|paradigm,qok|bare|clitic,4
qok|bare|clitic,ch|eo|aspect,1
ch|eo|aspect,qok|bare|paradigm,5
qok|bare|paradigm,ch|bare|aspect,7
qok|bare|clitic,ok|e|e_grade,4
ok|bare|clitic,ot|e|aspect,2
ot|e|aspect,qok|eo|aspect,1
ok|bare|clitic,qok|bare|other,2
qok|bare|other,ch|eo|o_grade,5
ch|o|o_grade,ot|bare|paradigm,9
qok|e|aspect,ot|bare|clitic,6
ch|e|aspect,ot|eo|other,5
ch|bare|other,ch|eo|aspect,4
qok|o|o_grade,ok|bare|clitic,3
ot|bare|clitic,ot|bare|other,4
ok|eo|o_grade,qok|eo|o_grade,2
qok|eo|o_grade,ot|bare|e_grade,1
sh|eo|o_grade,qok|bare|paradigm,7
qok|bare|paradigm,ch|eo|aspect,1
ch|e|e_grade,sh|bare|e_grade,4
sh|bare|e_grade,ok|o|o_grade,2
ok|o|o_grade,sh|o|e_grade,2
sh|o|e_grade,qok|o|o_grade,1
ch|e|e_grade,qok|bare|clitic,9
ok|eo|o_grade,ch|eo|aspect,2
qok|bare|paradigm,sh|o|o_grade,3
sh|o|o_grade,qok|bare|clitic,3
ot|bare|paradigm,ch|o|o_grade,3
ch|e|aspect,ok|eo|aspect,2
ok|eo|aspect,qok|e|aspect,2
qok|bare|paradigm,ot|e|aspect,5
ot|e|aspect,qok|bare|clitic,5
qok|o|o_grade,ok|bare|paradigm,1
qok|bare|paradigm,qok|o|o_grade,2
qok|o|o_grade,ot|e|e_grade,2
ch|e|other,ok|o|other,4
ok|o|other,ok|bare|paradigm,1
ok|e|other,qok|bare|paradigm,4
sh|o|other,ot|bare|paradigm,2
qok|e|e_grade,qok|bare|other,3
ok|bare|paradigm,ok|e|other,1
qot|e|e_grade,ot|e|e_grade,3
ok|eo|other,qok|e|e_grade,1
ot|e|aspect,qok|e|e_grade,8
qok|e|aspect,ch|o|aspect,3
ch|o|aspect,ch|e|e_grade,4
qok|bare|e_grade,ot|e|e_grade,1
sh|eo|other,qot|o|o_grade,1
qot|o|o_grade,ch|bare|other,2
ok|bare|paradigm,qok|bare|other,1
qok|bare|other,qok|e|e_grade,1
qot|bare|paradigm,ok|bare|e_grade,1
ok|bare|e_grade,ot|bare|paradigm,1
ch|eo|other,ch|bare|paradigm,2
ch|bare|paradigm,qok|bare|paradigm,4
qok|bare|paradigm,ok|eo|o_grade,1
ok|eo|o_grade,qok|o|o_grade,1
qok|o|o_grade,qok|bare|paradigm,3
qot|e|aspect,ot|e|other,2
qok|bare|paradigm,qok|e|aspect,4
qok|bare|paradigm,qok|bare|e_grade,2
sh|bare|other,qot|e|e_grade,3
ch|e|other,qok|e|other,9
qok|e|other,ok|e|other,6
ot|e|aspect,ok|bare|paradigm,2
qok|bare|clitic,sh|o|o_grade,4
qok|bare|paradigm,ot|bare|other,4
qok|e|other,ok|bare|paradigm,2
ok|bare|paradigm,ch|bare|aspect,3
ok|e|aspect,qok|o|o_grade,1
qok|e|aspect,ok|bare|other,3
ok|bare|other,ch|e|other,5
ch|e|aspect,ok|e|other,7
ok|e|other,ch|bare|e_grade,2
ch|bare|e_grade,ok|o|o_grade,5
ok|o|o_grade,ok|e|aspect,2
ok|e|aspect,ch|bare|clitic,1
ch|bare|clitic,ot|e|aspect,2
ot|e|aspect,ch|bare|other,10
qok|eo|o_grade,sh|e|aspect,4
sh|e|aspect,ot|bare|clitic,7
ch|o|other,ok|e|aspect,4
sh|o|other,qot|e|aspect,2
qot|e|aspect,ot|bare|clitic,5
qok|bare|clitic,qot|e|aspect,2
qot|e|aspect,qok|e|other,4
qok|e|other,qot|e|aspect,2
qot|e|aspect,ok|bare|clitic,1
ok|bare|clitic,ch|bare|other,16
ok|e|e_grade,ch|eo|o_grade,3
qok|e|aspect,ot|eo|o_grade,1
ot|eo|o_grade,qok|e|aspect,1
qok|e|aspect,ot|bare|paradigm,2
ot|bare|paradigm,ot|e|other,3
qok|e|aspect,ok|e|other,7
ok|e|other,ch|bare|aspect,3
ok|e|aspect,ok|eo|other,1
ok|eo|other,qot|bare|paradigm,2
qot|bare|paradigm,ot|e|aspect,5
ot|e|aspect,ok|e|aspect,11
ok|e|aspect,ot|e|other,2
ch|eo|other,ok|e|aspect,2
ok|e|aspect,ot|e|clitic,2
ot|e|clitic,ok|e|aspect,1
ok|e|aspect,ot|e|aspect,12
ot|e|aspect,ok|e|other,3
ch|o|other,qok|e|aspect,5
qok|e|aspect,qok|o|e_grade,1
qok|o|e_grade,ot|e|aspect,1
ot|e|aspect,ot|bare|clitic,5
ot|bare|clitic,sh|o|o_grade,1
ok|e|aspect,ok|eo|o_grade,1
ok|eo|o_grade,ch|bare|aspect,1
ch|bare|aspect,ok|bare|clitic,4
ok|bare|clitic,ok|e|aspect,7
ok|e|aspect,ok|e|aspect,9
ch|e|aspect,qok|bare|other,2
ok|e|other,ok|eo|o_grade,4
ok|eo|o_grade,ok|e|aspect,4
ok|e|aspect,ch|e|other,15
ok|e|aspect,qot|bare|clitic,4
qot|bare|clitic,ch|bare|aspect,4
ch|eo|other,qok|e|e_grade,3
ot|bare|other,sh|o|e_grade,1
sh|o|e_grade,qot|e|aspect,1
ch|bare|aspect,ot|e|aspect,5
ot|e|aspect,ch|e|other,9
ch|o|other,qot|eo|aspect,2
ch|e|other,ch|e|clitic,6
ot|bare|clitic,ch|eo|aspect,2
sh|e|other,ok|e|e_grade,5
ch|o|other,sh|eo|o_grade,8
sh|eo|o_grade,ok|e|aspect,3
qok|eo|e_grade,ok|eo|o_grade,1
ok|eo|o_grade,ot|e|aspect,1
qok|e|aspect,qok|eo|e_grade,2
qok|eo|e_grade,qok|e|e_grade,2
ch|o|other,ch|e|e_grade,16
ok|e|e_grade,ch|eo|e_grade,2
ch|eo|e_grade,qot|e|aspect,1
qot|e|aspect,ot|o|o_grade,2
ch|bare|aspect,qok|e|e_grade,3
ok|e|aspect,ok|bare|other,5
ok|bare|other,ch|bare|other,2
qok|e|aspect,sh|eo|other,2
qot|e|e_grade,ch|e|e_grade,3
ok|e|aspect,ch|e|aspect,12
qok|e|aspect,ok|bare|clitic,8
ok|bare|clitic,ch|bare|clitic,1
qok|bare|clitic,ch|bare|e_grade,7
ch|bare|e_grade,ok|e|e_grade,1
ok|e|e_grade,ok|e|aspect,4
ok|e|aspect,qok|bare|clitic,3
qok|e|aspect,ot|eo|e_grade,1
ot|eo|e_grade,ot|e|other,3
sh|bare|other,ok|e|clitic,1
ok|e|clitic,ok|bare|clitic,1
ok|bare|clitic,sh|e|other,4
qok|e|aspect,ch|o|e_grade,1
ch|o|e_grade,ot|e|other,1
ot|e|other,sh|e|aspect,2
qok|e|aspect,sh|o|other,1
sh|o|other,ok|e|e_grade,1
ch|bare|other,ok|e|e_grade,4
ok|e|clitic,sh|e|e_grade,1
qok|e|other,ok|eo|o_grade,1
qot|bare|clitic,sh|o|other,1
qok|e|other,sh|eo|o_grade,2
sh|eo|o_grade,qok|e|other,3
qok|e|other,ot|bare|clitic,2
ok|e|e_grade,ok|e|clitic,1
ok|e|clitic,ok|e|e_grade,1
ok|e|e_grade,ch|e|other,13
sh|bare|clitic,qok|e|aspect,2
qok|e|other,ok|bare|clitic,2
sh|o|o_grade,ch|e|other,6
ch|e|e_grade,qot|e|aspect,7
ot|e|aspect,ot|e|other,3
ot|e|other,ch|eo|aspect,1
sh|e|e_grade,sh|e|other,14
ch|bare|clitic,ok|e|other,1
ok|e|paradigm,ch|eo|o_grade,1
qok|e|aspect,ch|bare|clitic,2
ch|bare|clitic,ok|bare|clitic,2
ok|bare|clitic,ch|e|clitic,3
ch|e|clitic,ok|bare|paradigm,2
ok|bare|paradigm,ok|bare|other,6
ot|bare|paradigm,sh|e|e_grade,2
qok|e|other,ot|e|other,1
ot|e|other,ot|e|e_grade,3
qok|eo|e_grade,ch|o|other,1
ch|o|other,qot|e|aspect,4
qot|e|aspect,qot|e|aspect,10
qot|e|aspect,sh|e|aspect,3
sh|e|aspect,qot|bare|paradigm,8
ch|e|other,qot|e|aspect,4
sh|e|other,qok|e|other,9
qok|e|other,qok|e|aspect,5
ot|e|e_grade,qok|e|aspect,5
qok|e|e_grade,qot|e|aspect,7
ch|bare|clitic,ch|bare|clitic,10
ch|e|aspect,ot|bare|other,5
ch|e|e_grade,ch|e|clitic,2
ch|e|clitic,ch|e|other,4
ch|e|other,ot|e|e_grade,11
ot|e|e_grade,ch|e|aspect,8
qok|e|aspect,qot|e|e_grade,4
qot|e|e_grade,qok|e|e_grade,2
sh|e|other,sh|e|clitic,3
sh|e|clitic,ch|bare|e_grade,2
qok|e|aspect,qot|e|aspect,15
sh|o|other,ch|e|clitic,1
ch|e|clitic,sh|e|aspect,4
ch|eo|other,ch|eo|o_grade,5
sh|e|e_grade,qok|e|clitic,2
qok|e|clitic,sh|e|e_grade,1
ot|e|e_grade,sh|e|e_grade,2
sh|eo|o_grade,sh|e|aspect,5
ch|e|other,sh|e|clitic,1
sh|e|clitic,qok|e|aspect,2
ch|bare|other,sh|e|e_grade,14
ch|e|clitic,ch|eo|o_grade,2
ch|eo|o_grade,qok|e|aspect,4
ok|e|other,ok|bare|clitic,4
sh|e|e_grade,ot|e|e_grade,4
ot|e|e_grade,ch|eo|o_grade,2
ch|eo|o_grade,ok|e|aspect,3
sh|e|aspect,ch|bare|clitic,2
qok|e|e_grade,ch|e|clitic,2
qok|e|e_grade,qok|bare|clitic,9
qok|bare|clitic,ok|e|aspect,5
ot|e|other,ok|e|other,6
ok|e|e_grade,qot|eo|o_grade,2
qot|eo|o_grade,ot|e|e_grade,1
ok|bare|clitic,qot|e|other,1
qot|e|other,ot|bare|e_grade,1
ok|bare|other,sh|e|other,1
sh|o|o_grade,ch|o|other,15
qot|bare|e_grade,qot|o|o_grade,2
ch|bare|e_grade,qot|o|o_grade,3
ch|bare|other,ch|bare|paradigm,3
ch|bare|paradigm,ot|bare|other,1
ot|bare|other,ok|bare|e_grade,1
qot|o|o_grade,ch|bare|e_grade,2
ch|o|other,ch|bare|e_grade,30
ch|bare|e_grade,ch|o|o_grade,33
ch|bare|paradigm,ch|bare|other,3
ch|o|o_grade,sh|bare|e_grade,12
ch|o|o_grade,ch|bare|paradigm,12
ch|o|o_grade,ot|o|o_grade,3
ot|o|o_grade,ch|o|o_grade,9
sh|eo|e_grade,qot|bare|e_grade,1
qot|bare|e_grade,ot|bare|other,2
ch|o|other,qot|bare|e_grade,5
qot|bare|e_grade,ch|o|other,4
sh|o|e_grade,ch|o|o_grade,11
ch|bare|other,sh|o|other,7
sh|o|e_grade,ch|bare|e_grade,6
qot|o|o_grade,ch|o|o_grade,5
ch|o|o_grade,sh|bare|other,8
sh|bare|other,qot|bare|e_grade,4
qot|bare|e_grade,qot|o|other,1
qot|o|other,qok|o|o_grade,1
qok|o|o_grade,ch|bare|e_grade,2
sh|bare|clitic,ch|e|other,3
sh|e|other,sh|e|aspect,15
sh|e|aspect,qok|e|clitic,1
qok|e|clitic,qok|e|e_grade,1
sh|e|e_grade,ch|e|aspect,11
ch|e|aspect,ot|e|other,5
sh|e|aspect,sh|bare|other,7
qok|e|aspect,ot|eo|other,1
ot|eo|other,sh|e|other,1
sh|e|other,ch|e|clitic,3
ch|bare|o_grade,sh|e|e_grade,1
ot|e|e_grade,sh|e|clitic,1
sh|e|clitic,ot|e|aspect,1
sh|e|e_grade,ot|eo|aspect,1
ot|eo|aspect,ot|e|aspect,2
ot|eo|o_grade,ot|e|other,2
qok|e|aspect,ok|eo|other,1
ok|eo|other,sh|e|other,3
sh|e|other,ot|e|clitic,1
ot|e|clitic,sh|e|aspect,1
ot|e|other,qot|e|aspect,1
sh|e|other,ot|eo|aspect,3
ot|eo|aspect,qok|e|e_grade,1
ok|e|other,qok|e|aspect,5
ch|e|other,qot|e|other,1
ok|e|e_grade,ot|e|e_grade,2
ot|e|e_grade,sh|e|aspect,3
ok|e|e_grade,ch|o|e_grade,1
ok|bare|clitic,ot|e|e_grade,1
ch|eo|e_grade,sh|e|other,1
ch|e|aspect,qok|eo|o_grade,1
ch|eo|other,ok|e|e_grade,5
ok|e|e_grade,ot|eo|other,3
ot|eo|other,ch|bare|clitic,2
ch|e|other,ch|o|aspect,6
sh|e|other,ot|eo|other,1
ot|eo|other,ch|e|aspect,1
ot|e|other,sh|e|other,6
qok|e|aspect,qot|e|other,3
sh|eo|other,qok|e|e_grade,1
qok|eo|aspect,ot|e|e_grade,1
ot|e|e_grade,ch|bare|o_grade,1
ch|bare|o_grade,ch|e|other,2
qok|eo|other,ch|eo|other,1
ch|eo|other,sh|eo|other,1
sh|e|other,qot|e|other,1
qot|e|other,ch|e|aspect,3
ok|e|other,ch|bare|o_grade,3
ch|bare|o_grade,qok|e|aspect,2
qok|e|e_grade,qok|e|clitic,1
qok|e|clitic,ch|bare|clitic,1
ch|bare|clitic,qok|e|other,1
qok|e|other,ch|eo|other,2
qok|e|other,ch|e|e_grade,6
qok|e|other,qot|e|e_grade,2
qot|e|e_grade,qot|bare|paradigm,5
qot|bare|paradigm,ch|o|e_grade,1
ch|o|e_grade,qok|e|other,1
ch|bare|other,ch|o|aspect,4
ch|o|aspect,qok|e|aspect,2
qok|bare|paradigm,qok|e|other,2
qok|e|e_grade,ok|e|clitic,1
ok|e|clitic,ch|bare|other,1
ok|bare|paradigm,ot|e|paradigm,1
ot|e|paradigm,sh|o|other,1
sh|o|other,qok|e|other,2
ot|e|aspect,qok|eo|other,1
qok|eo|other,qok|e|aspect,1
ch|eo|aspect,qok|e|other,3
ok|e|aspect,qok|e|other,6
qok|e|other,ot|bare|other,2
qok|eo|o_grade,qok|bare|clitic,1
qok|bare|clitic,qok|e|other,1
qok|e|other,ch|o|e_grade,1
ot|e|other,ok|e|clitic,2
ok|e|clitic,sh|eo|e_grade,1
sh|eo|e_grade,sh|bare|clitic,1
sh|bare|clitic,ch|e|clitic,1
ch|e|clitic,ot|bare|e_grade,1
ok|e|other,qok|bare|e_grade,1
qot|e|aspect,ch|e|aspect,7
ch|bare|other,ch|e|clitic,6
ch|e|clitic,qok|bare|paradigm,3
ch|eo|other,ch|bare|o_grade,2
ch|bare|o_grade,ch|bare|clitic,1
qok|bare|paradigm,sh|e|clitic,2
sh|e|clitic,qok|e|paradigm,1
qok|e|paradigm,sh|bare|other,1
sh|bare|aspect,sh|bare|other,4
sh|bare|other,ch|bare|paradigm,2
qok|bare|clitic,ot|bare|paradigm,3
ch|e|aspect,qok|bare|e_grade,7
qok|bare|e_grade,sh|e|other,2
ot|e|aspect,ch|o|o_grade,1
ch|o|o_grade,sh|e|other,7
sh|e|other,qok|eo|aspect,1
qok|eo|aspect,ot|e|aspect,1
ok|e|other,qok|e|e_grade,2
qok|bare|clitic,ch|bare|other,24
ch|bare|other,sh|eo|other,2
sh|eo|other,ch|eo|other,4
ch|eo|other,ok|e|clitic,1
sh|eo|e_grade,ch|eo|e_grade,1
ch|e|clitic,qot|eo|o_grade,1
qot|eo|o_grade,sh|bare|other,1
sh|e|clitic,sh|e|other,1
sh|e|e_grade,ok|e|aspect,5
sh|e|paradigm,ok|bare|paradigm,2
sh|bare|other,ch|eo|o_grade,1
ok|bare|paradigm,sh|bare|clitic,3
qot|bare|paradigm,qok|e|other,1
ot|bare|paradigm,qok|bare|paradigm,2
ch|e|aspect,ot|bare|clitic,9
qok|bare|paradigm,sh|eo|o_grade,6
ok|bare|clitic,qot|bare|clitic,3
sh|e|e_grade,ok|bare|paradigm,5
ch|bare|clitic,sh|bare|other,3
sh|bare|other,qok|bare|e_grade,4
qok|bare|e_grade,ch|bare|e_grade,3
qok|bare|paradigm,sh|e|other,17
sh|e|other,qok|eo|o_grade,1
sh|bare|paradigm,qok|bare|clitic,1
qok|bare|clitic,sh|bare|clitic,2
sh|bare|clitic,qot|e|clitic,1
qot|e|clitic,qot|bare|paradigm,1
ch|eo|other,sh|eo|e_grade,2
sh|eo|e_grade,qok|bare|paradigm,2
ch|bare|clitic,ok|bare|other,3
sh|e|other,qok|bare|clitic,15
sh|bare|other,qok|bare|o_grade,1
qok|bare|o_grade,ch|e|aspect,1
sh|bare|e_grade,qok|bare|o_grade,1
ch|e|e_grade,qok|bare|other,4
ok|bare|paradigm,ch|e|clitic,4
ot|bare|clitic,qot|bare|paradigm,2
sh|o|other,ok|eo|other,2
ot|e|paradigm,ch|e|other,1
ch|e|clitic,ch|e|e_grade,2
sh|e|other,ok|bare|clitic,6
ok|bare|clitic,sh|e|paradigm,1
sh|e|paradigm,qok|bare|clitic,1
ch|bare|clitic,ch|e|clitic,3
ch|e|clitic,ch|bare|clitic,3
qok|bare|paradigm,qot|bare|clitic,3
qot|bare|clitic,ot|bare|clitic,4
ch|bare|other,qot|bare|clitic,6
ot|bare|paradigm,qot|bare|o_grade,1
qot|bare|o_grade,ch|e|clitic,1
ch|e|clitic,ch|e|aspect,3
ch|e|aspect,sh|e|e_grade,7
ch|e|clitic,qok|e|paradigm,1
qok|e|paradigm,ok|e|other,1
ot|bare|paradigm,ch|e|clitic,1
ch|e|other,qot|bare|other,1
ch|e|other,ch|bare|clitic,4
qok|e|aspect,qok|eo|o_grade,1
sh|e|aspect,qot|e|other,4
ch|o|o_grade,ot|e|aspect,4
ot|e|aspect,ch|e|clitic,1
ch|e|clitic,qok|e|e_grade,2
ch|o|o_grade,ot|e|other,4
qok|e|other,qok|bare|paradigm,3
qok|bare|paradigm,ot|e|paradigm,1
ot|e|paradigm,ok|e|e_grade,1
ok|e|e_grade,ot|bare|clitic,3
sh|o|e_grade,ch|e|e_grade,9
sh|e|other,ok|e|clitic,1
ok|e|clitic,ch|eo|other,1
qok|e|e_grade,ot|e|other,2
ok|e|e_grade,ot|bare|paradigm,2
ch|bare|other,ot|e|e_grade,7
qok|e|other,ot|bare|paradigm,1
ok|bare|clitic,ch|o|aspect,3
ch|o|aspect,ch|e|aspect,3
ot|bare|other,ch|o|o_grade,2
ch|o|o_grade,ot|bare|clitic,7
ok|e|aspect,qot|e|aspect,6
ch|bare|aspect,ot|eo|o_grade,3
ot|eo|o_grade,ot|bare|other,1
ch|bare|other,ch|o|o_grade,18
ch|o|other,sh|bare|other,5
ot|e|aspect,ot|bare|paradigm,3
ch|eo|other,ok|eo|aspect,1
ok|eo|aspect,ch|o|o_grade,2
qok|e|aspect,ch|eo|other,7
ot|bare|paradigm,ot|e|e_grade,2
ok|e|other,ot|eo|o_grade,1
sh|bare|other,ok|e|other,2
ch|e|aspect,sh|bare|other,10
ok|e|other,qok|bare|clitic,2
qot|e|aspect,ch|bare|aspect,4
qok|bare|e_grade,ok|e|clitic,1
ok|e|clitic,ch|e|aspect,1
ok|bare|paradigm,ok|e|aspect,3
ot|e|clitic,sh|bare|other,1
ok|eo|aspect,ot|e|aspect,1
qok|e|e_grade,ok|bare|clitic,4
ot|e|aspect,ok|bare|other,1
ok|bare|other,sh|eo|aspect,1
ch|bare|e_grade,ch|bare|paradigm,4
ch|bare|paradigm,ok|e|e_grade,1
qok|bare|paradigm,ok|e|aspect,6
qot|bare|clitic,ch|o|aspect,1
ch|o|aspect,ot|eo|aspect,1
ok|bare|clitic,sh|eo|o_grade,2
sh|eo|o_grade,ot|e|other,1
qok|o|other,ok|e|aspect,1
ot|e|other,ok|e|e_grade,1
ok|e|e_grade,ok|bare|other,1
ot|bare|paradigm,ot|o|aspect,1
ot|o|aspect,ot|bare|clitic,2
ot|bare|clitic,ok|e|aspect,3
ok|e|aspect,ot|bare|clitic,3
qot|eo|e_grade,qok|e|e_grade,1
ch|bare|e_grade,qok|bare|clitic,3
ch|o|o_grade,ot|bare|other,5
ot|bare|other,ot|e|e_grade,2
ot|e|e_grade,sh|e|other,4
ot|e|e_grade,qot|bare|e_grade,1
qot|eo|e_grade,ch|bare|other,1
qok|bare|clitic,ok|eo|o_grade,1
ok|eo|o_grade,ot|bare|e_grade,1
sh|e|aspect,qok|eo|o_grade,4
qok|e|aspect,qot|eo|other,1
qot|eo|other,ch|o|other,1
qok|e|aspect,qok|bare|other,6
ch|e|other,sh|eo|aspect,2
qok|e|other,sh|e|e_grade,2
ok|e|other,ot|eo|aspect,2
ot|e|other,ch|e|other,6
sh|e|other,ch|bare|aspect,12
ch|o|o_grade,qok|bare|clitic,2
ok|bare|paradigm,ch|bare|paradigm,1
ch|bare|paradigm,ot|bare|clitic,3
ot|bare|clitic,ot|e|aspect,7
sh|o|aspect,ot|e|e_grade,1
ch|eo|other,ch|bare|e_grade,6
ch|bare|e_grade,ch|eo|other,3
sh|e|e_grade,ch|bare|aspect,4
ch|bare|aspect,ch|o|other,4
ch|o|other,ot|e|other,10
ot|e|other,ch|bare|aspect,1
ch|bare|aspect,ot|bare|other,5
ot|bare|other,sh|bare|paradigm,1
ch|o|o_grade,ch|bare|o_grade,2
ch|bare|o_grade,ch|bare|other,4
ch|bare|clitic,qok|e|e_grade,2
qok|e|e_grade,ot|o|o_grade,2
ot|o|o_grade,ok|bare|clitic,1
ok|bare|clitic,ot|e|other,2
ok|bare|other,ch|bare|aspect,4
ot|eo|o_grade,ch|bare|other,3
ch|bare|paradigm,ch|e|other,1
ch|o|other,ch|bare|clitic,9
ot|bare|clitic,ch|e|clitic,2
ch|e|clitic,ok|e|aspect,2
qot|e|aspect,ot|eo|o_grade,1
ok|bare|clitic,ot|bare|paradigm,3
ot|bare|e_grade,ch|o|other,5
qok|eo|aspect,ch|eo|clitic,1
ch|eo|clitic,ch|bare|e_grade,1
sh|eo|aspect,sh|eo|other,1
sh|eo|other,qot|eo|clitic,1
qot|eo|clitic,ot|bare|clitic,1
ok|e|other,ch|o|other,5
ch|o|other,sh|eo|e_grade,4
sh|eo|e_grade,sh|o|other,4
sh|o|paradigm,sh|o|o_grade,1
ch|o|other,ot|bare|clitic,6
ch|eo|aspect,qot|e|aspect,4
ch|o|o_grade,sh|eo|e_grade,3
sh|eo|e_grade,ch|eo|aspect,1
ch|eo|aspect,ch|e|aspect,4
qok|e|aspect,sh|bare|aspect,2
sh|bare|clitic,sh|o|o_grade,2
qok|bare|e_grade,ch|o|o_grade,7
ch|e|other,qok|bare|e_grade,5
qok|bare|e_grade,ch|o|other,5
ch|eo|paradigm,ch|bare|clitic,1
ch|e|other,ok|eo|other,3
ok|eo|other,ch|e|other,3
sh|o|other,qok|bare|clitic,8
ch|bare|aspect,sh|o|other,2
sh|bare|other,ok|eo|aspect,1
ch|o|clitic,sh|e|other,1
sh|o|other,ch|bare|other,8
ch|bare|clitic,ot|e|other,2
sh|o|o_grade,ch|e|e_grade,7
sh|eo|o_grade,ch|eo|aspect,1
ch|eo|aspect,ch|e|e_grade,3
ch|e|e_grade,sh|eo|other,2
sh|eo|other,qok|bare|clitic,2
ch|o|o_grade,ch|eo|other,9
ch|eo|aspect,ok|bare|paradigm,4
ot|eo|o_grade,sh|e|other,2
ch|e|clitic,sh|bare|clitic,3
sh|bare|clitic,sh|bare|other,3
sh|bare|other,ok|bare|paradigm,3
ch|o|other,qok|bare|e_grade,3
sh|bare|other,sh|o|other,5
sh|bare|e_grade,sh|e|other,3
ot|bare|clitic,ok|bare|clitic,2
ch|e|e_grade,sh|eo|aspect,2
sh|eo|aspect,sh|e|other,4
sh|e|other,sh|eo|other,5
sh|eo|other,ch|bare|aspect,2
sh|eo|o_grade,qot|e|e_grade,2
qot|e|e_grade,ch|e|aspect,4
ch|e|aspect,sh|eo|other,1
ch|e|other,sh|o|paradigm,1
sh|o|paradigm,ch|e|aspect,1
qok|e|aspect,qot|bare|other,2
sh|eo|e_grade,ok|bare|paradigm,1
sh|e|aspect,qot|o|o_grade,4
qot|o|o_grade,sh|eo|o_grade,3
sh|eo|o_grade,qot|o|aspect,1
sh|eo|o_grade,ch|o|other,3
ch|o|e_grade,qok|bare|paradigm,1
sh|e|e_grade,sh|eo|other,2
sh|eo|other,qok|eo|o_grade,1
qok|eo|o_grade,ch|e|other,3
ch|eo|clitic,qok|bare|paradigm,1
ot|bare|clitic,sh|o|other,2
ok|e|e_grade,ch|bare|clitic,1
sh|e|e_grade,ch|bare|other,9
qok|bare|paradigm,ch|o|e_grade,2
ch|o|e_grade,ok|bare|paradigm,1
ch|eo|other,ch|o|aspect,7
ch|o|aspect,ch|o|other,5
ch|e|e_grade,qot|bare|clitic,5
qot|bare|clitic,ot|bare|paradigm,4
ot|e|other,qok|e|aspect,3
ch|e|e_grade,ot|o|o_grade,2
ot|e|other,ch|e|e_grade,3
ot|bare|clitic,qot|bare|clitic,2
qot|bare|clitic,ok|bare|clitic,2
ok|bare|clitic,ok|o|e_grade,1
ot|bare|clitic,ok|o|o_grade,2
ok|o|o_grade,sh|e|aspect,4
sh|e|e_grade,qot|bare|paradigm,5
qot|bare|paradigm,ch|o|o_grade,4
ch|e|other,ch|bare|aspect,6
ch|bare|aspect,ch|eo|o_grade,1
ok|bare|other,qok|bare|clitic,4
ch|e|other,qok|o|aspect,1
ot|eo|o_grade,ok|bare|clitic,2
ch|o|aspect,ch|bare|clitic,1
ch|bare|clitic,ot|bare|other,3
ch|eo|aspect,qok|o|o_grade,3
qok|o|o_grade,ot|bare|clitic,1
ot|e|e_grade,qot|bare|clitic,1
ok|bare|other,qot|e|other,1
qot|e|other,ot|bare|clitic,2
ot|bare|paradigm,ot|o|o_grade,2
ot|o|o_grade,qot|o|aspect,1
ot|e|e_grade,ok|bare|other,4
ok|bare|other,qot|o|o_grade,1
qot|o|o_grade,ok|bare|e_grade,1
ok|bare|other,sh|o|aspect,1
sh|o|aspect,ch|bare|clitic,1
ot|eo|e_grade,qok|e|aspect,1
ch|e|paradigm,ch|e|e_grade,1
qok|bare|paradigm,ot|e|other,1
ch|e|aspect,sh|o|e_grade,1
ok|e|aspect,ch|o|other,4
ot|e|e_grade,ot|o|other,1
ot|o|other,qot|e|clitic,1
ch|eo|o_grade,ot|e|aspect,1
qok|e|other,ch|e|o_grade,1
ch|e|o_grade,ot|eo|aspect,1
ot|bare|paradigm,ot|bare|o_grade,1
ch|e|clitic,ot|bare|paradigm,1
sh|e|clitic,ok|e|other,1
qot|bare|paradigm,sh|e|e_grade,1
ot|bare|paradigm,ch|eo|other,2
ot|e|aspect,ot|o|other,2
ot|o|other,qok|e|e_grade,1
ot|e|other,ot|bare|e_grade,1
ot|e|aspect,sh|o|other,1
qok|e|other,ch|o|other,8
ch|e|aspect,ot|o|o_grade,1
ot|o|o_grade,ot|bare|clitic,2
ch|e|other,ot|o|aspect,1
ot|o|aspect,ot|e|other,2
ot|e|other,ok|bare|other,3
sh|eo|other,ch|o|aspect,2
ch|o|aspect,ch|e|other,3
ot|bare|clitic,ok|o|other,1
ok|o|other,ch|o|other,2
ch|o|other,qok|o|other,4
qok|o|other,qok|bare|paradigm,2
ch|eo|clitic,sh|e|other,1
ot|bare|clitic,ch|eo|e_grade,1
ot|o|o_grade,ch|e|aspect,9
ch|o|other,ot|bare|e_grade,7
qot|e|other,ok|o|aspect,1
ok|o|aspect,ch|e|other,1
ch|e|other,sh|o|other,9
ch|eo|e_grade,qok|e|other,3
ch|e|aspect,qok|o|other,2
