from_cell,to_cell,count
ch|bare|other,qok|bare|paradigm,18
sh|e|e_grade,ok|bare|e_grade,3
ok|bare|e_grade,ch|bare|other,2
ch|bare|other,sh|e|aspect,19
sh|e|aspect,qok|eo|other,2
sh|bare|other,sh|e|other,6
sh|e|other,ot|bare|clitic,5
sh|o|o_grade,qok|bare|paradigm,9
ch|bare|other,ch|bare|aspect,22
ch|e|other,sh|bare|aspect,2
sh|bare|aspect,qok|bare|paradigm,4
qok|bare|paradigm,ok|e|other,3
ok|e|other,qot|e|aspect,3
qot|e|aspect,qok|bare|paradigm,7
ch|eo|o_grade,qok|bare|e_grade,2
qok|bare|e_grade,sh|e|aspect,5
sh|e|aspect,qok|bare|paradigm,44
ch|e|aspect,qok|bare|clitic,35
ot|e|e_grade,ok|bare|paradigm,6
sh|e|e_grade,ch|e|other,13
ch|e|other,ok|e|e_grade,11
sh|bare|clitic,sh|o|other,3
sh|o|other,ok|eo|o_grade,2
ok|eo|o_grade,ok|bare|paradigm,3
sh|e|aspect,ch|e|aspect,30
ch|e|aspect,qot|bare|clitic,11
ch|e|aspect,ch|bare|clitic,3
ch|bare|clitic,sh|e|other,4
sh|e|other,ot|e|other,3
ot|bare|other,sh|bare|aspect,1
sh|bare|aspect,ch|bare|other,3
ch|o|other,ot|bare|other,10
ot|o|other,qok|bare|paradigm,1
qok|bare|paradigm,ot|o|other,1
ot|o|other,sh|o|other,1
sh|o|other,ch|e|e_grade,7
ch|e|e_grade,ok|bare|clitic,10
sh|bare|other,ch|e|aspect,9
ch|e|aspect,qok|o|aspect,2
qok|o|aspect,qot|eo|other,1
qot|eo|other,qot|o|o_grade,1
qot|o|o_grade,qot|bare|clitic,1
ch|o|other,ch|o|e_grade,16
ok|bare|clitic,ch|eo|aspect,3
ch|eo|aspect,ok|e|aspect,1
ok|e|aspect,ch|bare|aspect,6
ch|o|paradigm,qok|e|other,1
qok|e|other,qot|bare|clitic,2
qot|bare|clitic,ch|eo|other,3
ch|eo|other,ot|bare|clitic,2
ch|o|other,ch|o|aspect,6
ch|o|aspect,ok|bare|clitic,1
ok|bare|clitic,ot|o|other,1
ot|o|other,ok|bare|clitic,1
ok|bare|clitic,ch|eo|other,4
qot|bare|e_grade,sh|bare|e_grade,2
sh|bare|e_grade,sh|o|aspect,1
qot|e|e_grade,qok|bare|clitic,3
qok|bare|clitic,ch|e|aspect,19
ch|e|aspect,qok|e|aspect,55
qok|e|aspect,ot|e|other,4
ch|bare|other,ok|bare|clitic,26
qok|bare|paradigm,ch|o|other,15
ch|bare|other,ot|bare|clitic,19
ot|bare|clitic,sh|bare|other,5
sh|bare|other,qot|bare|clitic,5
ch|eo|other,ot|o|o_grade,2
ch|eo|other,ch|e|e_grade,10
sh|eo|e_grade,ch|bare|aspect,1
ch|bare|aspect,qok|bare|paradigm,9
qok|bare|paradigm,ch|o|o_grade,6
ch|o|o_grade,ch|eo|aspect,3
ch|eo|aspect,ch|e|other,4
qok|bare|paradigm,ch|e|clitic,5
ch|e|clitic,ch|bare|other,2
ch|bare|other,sh|e|other,20
ch|e|aspect,ch|o|other,17
ch|o|other,ch|e|aspect,17
ch|e|aspect,ch|eo|o_grade,3
sh|eo|other,ch|o|o_grade,3
ok|e|other,ch|o|o_grade,4
ch|bare|clitic,qot|bare|clitic,2
qot|bare|clitic,ok|e|other,1
ok|e|other,ch|bare|clitic,1
ch|bare|clitic,qok|bare|clitic,3
ch|bare|other,ch|bare|other,74
ch|e|other,ot|bare|paradigm,16
sh|bare|clitic,sh|e|e_grade,3
sh|e|e_grade,sh|eo|aspect,4
qok|bare|paradigm,qot|bare|paradigm,2
qot|bare|paradigm,ch|eo|other,3
sh|e|e_grade,ch|bare|clitic,3
ch|bare|clitic,ch|e|other,8
sh|o|aspect,ch|e|other,1
ot|e|aspect,ot|o|aspect,1
ot|o|aspect,qot|e|other,1
qot|e|other,ot|e|aspect,3
ot|e|aspect,ok|bare|clitic,2
ok|e|other,qok|e|other,4
qok|e|other,ok|eo|aspect,1
ok|eo|aspect,ot|e|other,1
qok|e|other,ok|o|other,1
ok|o|other,ot|e|e_grade,1
ot|e|e_grade,qok|bare|paradigm,6
sh|e|e_grade,ot|e|other,4
ot|e|other,ch|eo|o_grade,3
ch|eo|o_grade,sh|o|other,3
sh|o|other,ch|eo|other,5
ch|eo|other,qok|bare|clitic,3
ch|e|other,ch|e|aspect,39
ch|bare|clitic,ch|e|e_grade,2
sh|eo|aspect,qok|e|other,3
qok|e|other,qok|bare|clitic,3
qok|bare|paradigm,ot|bare|paradigm,12
ot|bare|paradigm,ch|eo|aspect,3
ch|eo|aspect,qok|bare|clitic,2
qok|bare|clitic,ch|o|other,6
qot|bare|clitic,ch|o|other,2
ch|o|other,qot|bare|other,2
qot|bare|other,sh|eo|other,1
sh|eo|other,qot|e|other,1
qot|e|other,ok|bare|clitic,1
ok|bare|paradigm,ch|eo|other,5
ch|eo|other,ok|bare|clitic,5
ok|bare|clitic,ok|bare|clitic,11
ok|bare|clitic,ot|eo|aspect,1
ot|eo|aspect,qok|bare|paradigm,1
qok|bare|paradigm,ok|bare|clitic,18
ok|bare|clitic,qot|bare|other,1
ok|bare|paradigm,ch|o|o_grade,7
ch|eo|aspect,ch|bare|aspect,3
qot|bare|clitic,ch|o|o_grade,2
ch|o|o_grade,qot|bare|paradigm,5
qok|e|aspect,ch|e|other,28
ch|e|other,ch|bare|other,52
ch|bare|other,qot|bare|other,3
qot|e|e_grade,qok|eo|o_grade,1
qok|eo|o_grade,qot|bare|e_grade,1
qot|bare|e_grade,qok|bare|o_grade,1
qok|bare|o_grade,qok|bare|paradigm,1
sh|eo|other,qok|bare|paradigm,4
qok|e|aspect,ot|e|e_grade,4
qok|bare|paradigm,ot|eo|e_grade,1
ch|eo|o_grade,qok|bare|paradigm,3
ot|bare|paradigm,ok|bare|clitic,11
ot|bare|paradigm,ch|e|aspect,7
qot|bare|paradigm,ch|bare|o_grade,1
ch|e|other,qok|e|aspect,20
qok|e|aspect,qot|bare|paradigm,8
qot|bare|paradigm,ch|bare|aspect,4
ch|bare|aspect,ot|bare|paradigm,3
ot|bare|paradigm,ch|e|other,16
ch|o|other,sh|eo|other,5
sh|eo|other,ch|e|aspect,1
ch|e|aspect,sh|e|aspect,19
ch|e|aspect,ok|bare|clitic,9
ok|bare|clitic,ok|bare|other,5
ch|e|other,qok|bare|clitic,12
qok|bare|clitic,qok|bare|clitic,10
qok|bare|clitic,ok|bare|clitic,12
ok|bare|clitic,ot|bare|clitic,10
qok|e|other,qok|o|o_grade,1
qok|o|o_grade,ch|e|other,5
sh|o|o_grade,ch|e|aspect,7
qok|bare|paradigm,qot|e|aspect,2
qot|e|aspect,ot|bare|paradigm,2
ot|bare|paradigm,ot|e|aspect,6
ot|e|aspect,qot|e|other,3
qot|e|other,ok|bare|paradigm,1
ch|bare|other,qot|o|o_grade,4
qot|o|o_grade,qok|o|o_grade,1
qok|o|o_grade,qok|o|o_grade,3
ot|eo|e_grade,ch|o|other,2
ot|e|aspect,ot|e|aspect,8
ot|e|aspect,qot|bare|e_grade,5
ch|eo|aspect,qok|eo|o_grade,1
qok|eo|o_grade,qot|bare|paradigm,1
qot|bare|paradigm,ch|e|other,11
ch|e|other,ch|eo|e_grade,8
ch|e|other,ch|e|other,70
qok|e|other,ch|e|other,14
qok|eo|other,ch|bare|e_grade,1
ch|bare|e_grade,ch|eo|e_grade,2
ch|eo|e_grade,ch|eo|e_grade,2
ch|eo|e_grade,ch|e|aspect,5
ch|e|aspect,ch|bare|aspect,19
ch|bare|aspect,ch|bare|aspect,20
ch|bare|aspect,ch|e|aspect,11
ch|e|e_grade,ch|eo|other,12
ch|eo|other,ot|bare|other,4
ot|bare|other,ch|o|other,3
ch|o|other,ch|bare|aspect,11
ch|bare|aspect,qot|o|o_grade,6
qot|o|o_grade,sh|e|aspect,5
sh|e|aspect,ch|eo|o_grade,2
ch|e|other,qok|bare|other,2
qok|bare|other,qok|bare|paradigm,6
qok|bare|paradigm,ch|eo|other,5
ch|o|other,qot|o|o_grade,2
sh|e|aspect,ch|bare|e_grade,4
ch|bare|e_grade,ch|e|other,12
ch|e|other,sh|o|e_grade,4
qot|e|other,ch|o|other,3
ch|o|other,ot|bare|paradigm,10
ot|bare|paradigm,qok|bare|other,2
qok|bare|other,ot|bare|other,3
ot|bare|other,ot|bare|paradigm,3
ch|e|aspect,ch|e|aspect,40
ch|e|aspect,qok|o|o_grade,5
qok|o|o_grade,ch|o|o_grade,12
qok|bare|paradigm,sh|o|other,3
ch|e|aspect,ch|bare|e_grade,7
ch|bare|other,sh|eo|o_grade,6
ch|e|aspect,ch|eo|e_grade,4
ch|eo|e_grade,ch|o|other,5
ch|e|other,ot|o|o_grade,5
ot|o|o_grade,qok|bare|clitic,1
qok|e|other,ch|bare|other,9
ch|e|e_grade,ch|e|aspect,26
sh|o|o_grade,sh|eo|o_grade,7
sh|eo|o_grade,ch|e|aspect,5
ch|bare|other,sh|o|e_grade,4
qok|e|other,ch|bare|e_grade,4
ch|bare|e_grade,ch|o|aspect,7
ch|o|aspect,ch|eo|aspect,1
ch|e|e_grade,sh|o|other,6
ch|eo|other,ch|bare|aspect,5
sh|o|other,ch|e|aspect,5
ch|e|aspect,qot|bare|paradigm,20
qot|bare|paradigm,ok|eo|o_grade,2
ch|eo|aspect,sh|bare|paradigm,1
sh|bare|paradigm,ot|bare|paradigm,1
ch|eo|other,ch|o|o_grade,6
sh|eo|aspect,qok|bare|paradigm,1
ch|e|aspect,ch|eo|other,5
qot|bare|paradigm,ok|bare|paradigm,1
ok|bare|paradigm,ch|o|other,12
ch|o|other,ok|bare|paradigm,9
ok|bare|paradigm,ch|eo|o_grade,2
sh|e|aspect,ch|e|other,18
qot|bare|paradigm,sh|eo|aspect,1
sh|eo|aspect,qok|e|aspect,3
sh|eo|other,ok|e|aspect,2
ok|e|aspect,ch|eo|other,3
ch|e|aspect,sh|o|other,3
ok|e|other,ch|e|aspect,8
ch|bare|e_grade,qot|bare|paradigm,2
qot|bare|paradigm,qok|bare|paradigm,4
ch|e|e_grade,ch|eo|e_grade,4
ch|e|other,ok|bare|clitic,11
ch|bare|clitic,sh|e|e_grade,4
qot|e|aspect,ch|e|other,11
qot|o|o_grade,ch|e|other,4
qok|e|e_grade,qok|bare|e_grade,8
ch|e|aspect,qot|e|other,7
qot|e|other,ch|e|other,3
ch|e|other,qot|bare|e_grade,2
qot|bare|e_grade,ch|e|aspect,2
ch|bare|aspect,qot|bare|paradigm,1
ot|e|other,ch|e|aspect,2
qot|e|e_grade,sh|e|e_grade,1
ch|e|other,qot|bare|paradigm,3
qot|bare|paradigm,ch|e|aspect,11
ch|e|e_grade,ok|bare|paradigm,16
ch|e|e_grade,ok|e|aspect,8
qok|e|aspect,ok|e|e_grade,9
sh|eo|o_grade,ch|bare|e_grade,3
ch|bare|e_grade,qok|bare|other,4
qok|bare|other,ch|e|aspect,6
ch|e|aspect,qot|bare|other,5
ot|bare|paradigm,qok|e|aspect,1
qok|bare|paradigm,ch|eo|o_grade,10
ch|e|other,qot|bare|clitic,8
qot|bare|clitic,ch|e|aspect,10
ch|e|aspect,qot|bare|e_grade,7
sh|e|aspect,ch|eo|other,2
ch|bare|aspect,ch|e|e_grade,3
qok|bare|aspect,ch|e|aspect,1
qok|e|other,sh|e|aspect,4
sh|e|aspect,qot|eo|aspect,1
qot|eo|aspect,ch|e|aspect,3
ch|e|aspect,ot|bare|e_grade,4
sh|bare|other,ch|eo|aspect,2
ch|eo|aspect,qok|e|aspect,1
qok|e|aspect,sh|eo|e_grade,2
ok|e|aspect,ok|e|other,5
ok|e|other,ot|e|other,3
ot|e|other,ok|e|aspect,3
sh|eo|other,qok|e|aspect,2
sh|eo|e_grade,ch|e|aspect,1
ok|e|aspect,ch|bare|other,12
ch|bare|other,ot|e|aspect,8
ot|e|aspect,ch|eo|other,6
ch|eo|other,ot|e|aspect,4
ot|e|aspect,ot|e|e_grade,8
ot|e|e_grade,ch|bare|aspect,3
ot|eo|o_grade,ch|e|aspect,1
ch|e|e_grade,ch|bare|aspect,5
ch|bare|aspect,ch|e|other,12
ch|e|e_grade,ok|e|other,8
ok|e|other,ch|eo|aspect,4
qok|e|aspect,qok|e|other,13
qok|e|other,ot|o|o_grade,1
ot|o|o_grade,sh|o|aspect,1
sh|o|aspect,ch|e|aspect,3
ch|e|aspect,ok|bare|paradigm,8
ch|bare|other,sh|eo|e_grade,1
ch|o|e_grade,ch|e|other,6
sh|e|other,qot|e|aspect,11
qot|e|aspect,qok|e|aspect,14
ch|o|o_grade,ok|bare|paradigm,11
ot|e|aspect,qok|e|aspect,20
ch|eo|aspect,qok|o|other,1
qok|o|other,ch|eo|other,2
sh|bare|other,ok|bare|clitic,7
ok|bare|clitic,ch|e|aspect,14
ok|e|other,ot|e|e_grade,5
ot|e|e_grade,ot|bare|e_grade,4
ot|bare|e_grade,ok|bare|clitic,2
ok|bare|clitic,qok|bare|paradigm,4
ot|e|other,ot|bare|clitic,5
ot|bare|clitic,ch|e|aspect,15
qot|bare|clitic,ot|eo|other,1
ot|eo|other,ot|bare|clitic,3
ot|o|other,ch|e|other,2
ot|bare|paradigm,ot|bare|other,5
ok|bare|clitic,qok|e|aspect,2
qok|e|aspect,qot|bare|clitic,8
ch|bare|aspect,ot|e|e_grade,1
sh|e|other,qot|eo|aspect,2
qot|eo|aspect,qok|o|o_grade,1
ch|e|e_grade,qok|e|aspect,21
qok|e|aspect,ot|e|aspect,20
ok|e|other,ok|e|e_grade,5
ch|e|e_grade,ok|bare|other,3
ok|bare|other,ch|e|aspect,6
ch|bare|other,qot|e|aspect,2
ok|eo|o_grade,ot|bare|clitic,1
ot|bare|paradigm,ot|bare|clitic,17
ch|bare|aspect,ot|bare|clitic,9
ot|bare|clitic,ok|e|other,2
ot|bare|paradigm,ot|bare|e_grade,3
ot|bare|e_grade,ch|bare|other,8
ch|e|e_grade,ch|bare|o_grade,5
ch|bare|o_grade,ok|bare|paradigm,2
ok|bare|paradigm,ok|bare|clitic,19
ok|bare|clitic,ch|o|other,8
ch|e|other,ok|bare|paradigm,17
ot|bare|other,ch|e|other,6
ch|e|other,ok|e|other,17
ot|eo|other,ch|bare|other,2
ch|bare|other,ot|bare|paradigm,13
ot|bare|paradigm,ch|bare|other,13
ch|bare|other,ch|bare|e_grade,19
ch|bare|e_grade,ot|o|o_grade,4
ot|bare|paradigm,ch|o|other,7
ch|o|other,ch|eo|e_grade,4
sh|e|other,ch|o|other,16
ok|bare|paradigm,ot|bare|clitic,5
ot|bare|clitic,ot|o|e_grade,1
sh|e|other,ot|bare|paradigm,4
ot|bare|clitic,ch|e|other,10
sh|eo|other,ot|e|aspect,4
ot|e|aspect,ot|bare|other,2
ok|o|other,sh|o|e_grade,3
sh|e|aspect,ok|bare|paradigm,10
ok|bare|paradigm,qot|o|o_grade,1
qot|o|o_grade,ok|o|other,1
ok|o|other,qok|e|aspect,1
ch|e|e_grade,qok|o|o_grade,7
qok|o|o_grade,ot|bare|paradigm,1
ot|bare|paradigm,ok|e|aspect,6
qok|bare|paradigm,qot|e|other,2
ot|e|e_grade,ot|e|other,6
ot|e|other,ot|bare|paradigm,4
ot|bare|paradigm,ok|e|e_grade,2
ok|bare|paradigm,ot|bare|paradigm,15
ch|e|aspect,ch|o|o_grade,7
ch|e|aspect,ot|bare|paradigm,9
ok|e|aspect,ot|bare|paradigm,3
sh|eo|e_grade,ch|bare|other,3
ch|bare|other,ok|o|o_grade,2
ok|o|o_grade,ch|bare|aspect,2
ch|bare|aspect,sh|e|aspect,7
ch|eo|aspect,sh|e|e_grade,2
qok|e|aspect,ch|bare|other,16
ch|e|aspect,ok|bare|other,3
ch|eo|e_grade,ot|e|aspect,3
ot|e|aspect,ot|eo|aspect,1
ot|bare|paradigm,ok|bare|other,4
sh|o|other,sh|bare|clitic,1
sh|bare|clitic,sh|e|other,2
ch|e|aspect,sh|e|other,11
qot|e|aspect,qot|e|other,2
ch|eo|other,qok|e|aspect,4
ot|e|aspect,qot|o|other,2
ch|o|other,ok|e|other,6
qok|e|other,ch|e|aspect,8
sh|eo|other,ot|e|e_grade,1
ot|e|e_grade,qok|e|other,2
qok|e|other,sh|eo|e_grade,2
ch|e|aspect,ok|eo|o_grade,1
ot|e|other,sh|o|o_grade,1
ch|e|other,ok|o|o_grade,1
ok|o|o_grade,ot|bare|clitic,1
ot|bare|clitic,ch|bare|other,19
sh|e|other,sh|eo|o_grade,6
qok|e|aspect,ot|o|o_grade,1
ot|o|o_grade,ok|e|aspect,1
ok|e|aspect,sh|eo|other,4
sh|eo|other,qot|o|other,1
qot|o|other,qot|bare|e_grade,1
qot|bare|e_grade,ch|bare|aspect,2
qok|e|e_grade,sh|o|other,2
qok|bare|paradigm,ok|bare|paradigm,22
sh|e|other,ch|o|e_grade,3
ch|o|e_grade,ch|bare|aspect,5
ch|bare|aspect,qok|e|aspect,7
ch|e|e_grade,qok|bare|paradigm,30
qok|bare|paradigm,sh|bare|paradigm,1
sh|bare|paradigm,qok|e|aspect,2
ch|eo|other,qok|bare|paradigm,4
sh|o|other,qok|e|aspect,3
qok|e|aspect,sh|e|other,13
ch|bare|e_grade,ot|e|aspect,2
ok|bare|paradigm,sh|e|clitic,2
sh|e|clitic,qok|bare|paradigm,2
qok|bare|paradigm,ch|bare|e_grade,6
ch|bare|e_grade,ch|bare|other,33
ch|o|other,ch|e|clitic,1
ch|bare|clitic,ch|bare|other,11
ok|bare|clitic,ok|bare|paradigm,9
ok|bare|paradigm,ch|bare|clitic,5
ch|o|e_grade,sh|eo|e_grade,1
sh|eo|e_grade,sh|o|o_grade,1
sh|o|o_grade,sh|eo|e_grade,2
ch|bare|other,ch|eo|o_grade,11
sh|o|e_grade,qok|bare|paradigm,1
ch|bare|other,qot|e|other,3
ch|o|other,sh|eo|aspect,3
ch|o|aspect,qok|bare|paradigm,4
qok|bare|paradigm,ok|bare|other,5
sh|eo|other,qot|e|aspect,2
qot|e|other,ok|bare|other,1
ok|bare|other,sh|bare|aspect,1
sh|bare|aspect,ot|bare|paradigm,1
sh|bare|e_grade,sh|o|other,5
sh|o|other,sh|o|other,8
ch|e|aspect,ch|eo|aspect,3
ch|e|e_grade,ch|bare|clitic,9
sh|o|other,ch|e|other,4
sh|bare|paradigm,sh|e|e_grade,1
sh|e|e_grade,sh|e|aspect,11
sh|e|aspect,ch|o|other,9
qot|e|e_grade,sh|o|other,1
sh|o|other,qot|bare|e_grade,2
qot|bare|e_grade,sh|e|aspect,5
sh|eo|o_grade,ot|e|aspect,1
ok|bare|clitic,ch|eo|o_grade,2
qot|e|e_grade,ot|bare|paradigm,1
ot|bare|paradigm,ch|bare|e_grade,3
ot|bare|e_grade,ot|bare|paradigm,3
sh|e|other,ok|bare|paradigm,6
ok|bare|paradigm,ok|bare|paradigm,13
qok|bare|paradigm,qok|bare|paradigm,11
qok|bare|paradigm,ch|bare|clitic,8
ch|bare|clitic,ok|bare|e_grade,2
ok|bare|e_grade,ch|eo|other,3
ok|bare|paradigm,qok|e|other,2
ch|e|other,qok|eo|other,1
qok|eo|other,qok|eo|e_grade,2
sh|eo|o_grade,ot|bare|paradigm,2
ot|bare|paradigm,qok|e|other,2
qok|e|other,qok|e|other,3
qok|e|other,qok|eo|o_grade,1
qok|eo|o_grade,qok|bare|e_grade,1
qok|bare|clitic,sh|eo|o_grade,3
ot|e|aspect,qot|o|o_grade,2
qot|o|o_grade,qot|e|other,2
qot|e|other,qot|e|aspect,2
qot|e|aspect,ch|bare|other,8
ch|o|o_grade,qok|bare|paradigm,6
ot|eo|other,ch|o|other,8
ch|eo|o_grade,ot|e|e_grade,4
sh|e|aspect,ch|bare|aspect,11
ch|bare|aspect,qot|bare|clitic,4
sh|e|aspect,qot|e|aspect,14
qot|e|aspect,sh|bare|clitic,1
ot|bare|other,qok|bare|paradigm,1
ch|o|aspect,qok|bare|clitic,2
qok|bare|clitic,ot|bare|clitic,12
sh|bare|other,sh|bare|e_grade,7
ch|eo|other,sh|e|aspect,2
ch|bare|aspect,sh|bare|aspect,2
sh|bare|aspect,ch|bare|aspect,5
ok|e|clitic,ch|o|other,1
ch|o|other,sh|o|aspect,3
sh|o|aspect,ch|bare|aspect,1
sh|eo|other,ok|bare|paradigm,1
sh|bare|aspect,sh|bare|e_grade,1
sh|bare|e_grade,sh|bare|other,2
sh|bare|other,qot|bare|other,1
ot|bare|clitic,sh|e|other,3
sh|e|other,sh|eo|e_grade,4
sh|o|other,ch|o|other,23
ch|o|other,sh|o|o_grade,9
sh|o|o_grade,qok|o|o_grade,4
qok|o|o_grade,sh|e|other,5
ch|eo|e_grade,ok|bare|clitic,1
ok|bare|clitic,sh|e|aspect,8
sh|o|other,ch|bare|e_grade,8
ch|bare|e_grade,qok|bare|paradigm,5
qok|bare|paradigm,sh|bare|e_grade,2
sh|bare|e_grade,qok|bare|clitic,6
sh|e|aspect,sh|e|e_grade,16
sh|bare|clitic,ch|o|o_grade,4
ok|bare|clitic,ch|bare|aspect,8
ch|bare|aspect,ch|o|o_grade,7
qot|bare|paradigm,ok|e|aspect,3
ok|e|aspect,qok|bare|paradigm,5
ch|bare|aspect,qok|o|o_grade,3
qok|o|o_grade,ch|bare|other,6
ch|o|o_grade,sh|bare|clitic,3
ch|o|o_grade,ok|bare|other,5
ch|bare|aspect,sh|bare|clitic,1
sh|bare|clitic,ch|o|other,4
sh|eo|other,sh|o|o_grade,2
sh|o|o_grade,qok|e|e_grade,4
qok|o|o_grade,sh|eo|other,2
sh|eo|other,ch|o|other,7
ch|o|other,qot|bare|paradigm,1
qot|bare|paradigm,ot|eo|aspect,1
ot|eo|aspect,ot|bare|paradigm,2
ot|bare|paradigm,qok|bare|clitic,3
qok|bare|clitic,ot|bare|other,2
ch|eo|other,ot|bare|paradigm,4
ch|o|other,ch|eo|other,13
sh|bare|other,ch|eo|other,1
ch|eo|other,ch|o|e_grade,2
ch|o|e_grade,ot|bare|clitic,1
ot|bare|clitic,ch|bare|aspect,8
ot|bare|paradigm,ok|o|other,1
ok|o|other,ok|e|e_grade,2
ot|e|aspect,sh|eo|aspect,1
qok|e|aspect,qot|o|other,1
sh|e|other,sh|o|aspect,1
sh|o|aspect,ch|o|other,4
ch|o|paradigm,qot|bare|clitic,1
qot|bare|clitic,ch|e|e_grade,5
sh|bare|other,ot|o|other,1
ot|o|other,qot|bare|paradigm,1
qot|bare|paradigm,ot|o|o_grade,2
sh|o|aspect,sh|o|other,2
qok|e|e_grade,ch|o|e_grade,1
ch|o|e_grade,ch|e|aspect,4
sh|bare|aspect,ch|e|aspect,1
ch|eo|e_grade,ch|eo|other,2
ch|eo|other,sh|bare|other,5
sh|bare|other,sh|e|aspect,6
sh|e|aspect,ot|e|other,6
ch|eo|aspect,qok|e|e_grade,2
qok|e|e_grade,qok|e|other,6
ch|e|e_grade,ot|eo|o_grade,2
sh|eo|aspect,ch|e|other,4
ot|e|e_grade,qot|e|aspect,1
qot|e|aspect,ch|o|other,3
ch|bare|clitic,sh|e|aspect,1
ok|e|other,ot|e|aspect,2
ot|e|aspect,ch|bare|aspect,2
ch|bare|aspect,ch|bare|e_grade,3
ok|e|e_grade,qok|e|aspect,7
ok|bare|clitic,ch|e|e_grade,7
ok|e|other,ot|bare|paradigm,4
ot|e|aspect,ot|o|o_grade,3
ot|o|o_grade,ot|bare|e_grade,5
ok|e|e_grade,ch|eo|other,2
ch|bare|clitic,ot|bare|e_grade,1
ot|bare|e_grade,ot|e|e_grade,1
ch|bare|other,ok|bare|e_grade,11
ok|bare|e_grade,ch|eo|clitic,1
ch|eo|clitic,ch|o|other,2
ch|eo|paradigm,sh|bare|other,1
sh|o|clitic,qok|bare|paradigm,1
sh|bare|other,ot|bare|paradigm,1
ch|e|aspect,sh|eo|aspect,1
sh|eo|aspect,sh|bare|other,2
sh|bare|other,ch|o|aspect,1
sh|e|other,ch|bare|paradigm,2
ch|bare|paradigm,sh|o|o_grade,2
sh|o|other,qot|bare|paradigm,4
qot|bare|paradigm,ch|o|other,4
ch|eo|e_grade,ot|bare|paradigm,3
sh|bare|other,sh|e|clitic,1
sh|eo|other,ch|bare|e_grade,2
ot|o|o_grade,ok|e|other,1
qok|e|aspect,ok|eo|o_grade,1
ok|eo|o_grade,qok|bare|clitic,2
qok|bare|clitic,sh|e|clitic,1
sh|e|clitic,ch|e|other,2
ok|bare|paradigm,ot|bare|other,5
sh|e|other,qok|bare|paradigm,19
sh|e|aspect,ot|o|other,2
ot|o|other,sh|e|aspect,2
sh|e|aspect,ot|bare|other,3
ch|bare|other,ot|bare|other,6
ot|bare|other,ch|e|e_grade,1
ch|e|e_grade,ot|bare|other,3
ot|bare|other,sh|e|other,2
qot|bare|paradigm,ot|bare|other,2
ot|bare|other,sh|e|e_grade,5
sh|e|e_grade,ot|bare|other,2
ch|e|e_grade,qot|eo|other,1
qot|eo|other,sh|e|aspect,2
ot|e|other,ch|eo|other,2
ch|eo|other,qot|bare|paradigm,3
qot|bare|paradigm,ch|e|e_grade,2
qot|bare|clitic,sh|bare|paradigm,1
sh|bare|paradigm,qok|eo|o_grade,1
ok|bare|other,qot|bare|other,1
qot|bare|other,qok|bare|clitic,1
qok|bare|clitic,ok|bare|paradigm,4
ok|bare|other,ch|eo|o_grade,1
ch|eo|o_grade,qok|e|other,1
qok|bare|paradigm,ch|o|aspect,1
ch|o|aspect,ch|bare|aspect,3
ch|bare|aspect,qok|bare|clitic,7
ch|e|e_grade,ot|bare|paradigm,8
ot|bare|other,ch|bare|other,4
ch|bare|o_grade,ch|o|other,4
ch|o|other,sh|e|other,4
ch|e|e_grade,ch|bare|e_grade,17
qot|bare|paradigm,ok|e|e_grade,1
sh|bare|other,ok|bare|other,2
ok|bare|other,qok|bare|paradigm,2
sh|eo|o_grade,ch|bare|aspect,3
sh|e|other,sh|bare|e_grade,1
sh|bare|e_grade,ch|bare|aspect,2
ch|bare|aspect,ch|bare|paradigm,1
sh|bare|e_grade,qok|bare|paradigm,3
ok|bare|clitic,ok|bare|o_grade,1
ok|bare|o_grade,ot|bare|clitic,1
ch|eo|e_grade,ch|e|e_grade,7
ch|eo|other,ok|bare|paradigm,3
sh|bare|o_grade,qok|o|o_grade,1
qok|o|o_grade,ch|e|aspect,9
ch|eo|e_grade,ch|bare|paradigm,1
ch|e|e_grade,qok|bare|o_grade,1
qok|bare|o_grade,ch|e|e_grade,3
ch|bare|other,ch|o|e_grade,4
qot|e|aspect,qot|bare|paradigm,2
ch|e|other,ch|o|e_grade,4
ch|o|e_grade,ch|e|e_grade,6
ch|e|other,qot|e|e_grade,4
ot|o|other,qok|e|other,1
qok|bare|paradigm,qok|bare|clitic,7
ot|e|e_grade,ok|e|e_grade,3
ok|e|other,sh|eo|aspect,1
sh|eo|aspect,ch|bare|other,3
ot|bare|clitic,ch|o|other,10
qok|e|aspect,qok|o|other,1
qok|o|other,ch|e|other,3
ch|eo|o_grade,ot|bare|clitic,6
ot|bare|clitic,qok|bare|paradigm,4
ot|bare|paradigm,qot|bare|paradigm,1
qot|bare|paradigm,ot|bare|e_grade,2
ot|e|aspect,ch|e|aspect,9
qok|e|other,qok|e|clitic,1
qok|e|clitic,ch|e|aspect,3
ch|o|other,qok|bare|paradigm,6
ch|bare|paradigm,ch|o|o_grade,7
ch|e|e_grade,ot|bare|clitic,10
ot|bare|clitic,ch|bare|e_grade,4
ch|bare|e_grade,qok|bare|e_grade,5
qok|bare|e_grade,ot|bare|other,1
qok|e|aspect,ch|o|other,10
ch|o|other,ot|e|e_grade,4
ch|bare|other,ok|e|aspect,10
ok|e|aspect,ch|e|e_grade,5
ot|e|other,qok|e|e_grade,1
qok|e|e_grade,qok|e|aspect,27
