section,base,grade,axis,specific_suffix,count
pharm-herbal,sh,o,other,lkol,1
pharm-herbal,sh,o,other,cthyqokor,1
pharm-herbal,sh,o,other,keeey,1
pharm-herbal,sh,o,other,kolykey,1
pharm-herbal,sh,o,other,lkcheol,1
pharm-herbal,sh,o,other,keesy,1
pharm-herbal,sh,o,other,tey,1
pharm-herbal,sh,o,other,k,1
pharm-herbal,sh,o,other,ytolaiin,1
pharm-herbal,sh,o,other,cthy,1
pharm-herbal,sh,o,other,ldaiin,1
pharm-herbal,sh,o,other,ckhsy,1
pharm-herbal,sh,o,e_grade,,11
pharm-herbal,sh,o,e_grade,y,1
pharm-herbal,sh,o,o_grade,l,17
pharm-herbal,sh,o,o_grade,r,12
pharm-herbal,sh,o,aspect,dy,14
pharm-herbal,sh,o,aspect,eey,1
pharm-herbal,sh,o,clitic,ar,1
pharm-herbal,sh,eo,e_grade,,11
pharm-herbal,sh,eo,e_grade,y,1
pharm-herbal,sh,eo,o_grade,l,33
pharm-herbal,sh,eo,o_grade,r,15
pharm-herbal,sh,eo,o_grade,or,1
pharm-herbal,sh,eo,other,m,3
pharm-herbal,sh,eo,other,ldg,1
pharm-herbal,sh,eo,other,ky,2
pharm-herbal,sh,eo,other,dal,3
pharm-herbal,sh,eo,other,tain,1
pharm-herbal,sh,eo,other,s,3
pharm-herbal,sh,eo,other,ees,1
pharm-herbal,sh,eo,other,dom,1
pharm-herbal,sh,eo,other,cthy,2
pharm-herbal,sh,eo,other,ckhy,1
pharm-herbal,sh,eo,other,dol,1
pharm-herbal,sh,eo,other,d,1
pharm-herbal,sh,eo,other,cphy,1
pharm-herbal,sh,eo,other,ckhey,2
pharm-herbal,sh,eo,other,keey,1
pharm-herbal,sh,eo,aspect,dy,13
pharm-herbal,qok,bare,e_grade,,3
pharm-herbal,qok,bare,e_grade,y,12
pharm-herbal,qok,bare,paradigm,ain,3
pharm-herbal,qok,bare,paradigm,air,2
pharm-herbal,qok,bare,paradigm,aiin,9
pharm-herbal,qok,bare,clitic,ar,11
pharm-herbal,qok,bare,clitic,al,7
pharm-herbal,qok,bare,clitic,an,1
pharm-herbal,qok,bare,other,yosain,1
pharm-herbal,qok,bare,other,yolaldy,1
pharm-herbal,qok,e,e_grade,ey,26
pharm-herbal,qok,e,e_grade,y,11
pharm-herbal,qok,e,other,chy,1
pharm-herbal,qok,e,other,eol,4
pharm-herbal,qok,e,other,eyl,1
pharm-herbal,qok,e,other,ed,1
pharm-herbal,qok,e,other,easal,1
pharm-herbal,qok,e,other,ys,1
pharm-herbal,qok,e,other,shsyteody,1
pharm-herbal,qok,e,other,eoky,1
pharm-herbal,qok,e,other,eam,1
pharm-herbal,qok,e,other,alchorchor,1
pharm-herbal,qok,e,other,es,1
pharm-herbal,qok,e,other,eod,1
pharm-herbal,qok,e,other,eor,2
pharm-herbal,qok,e,other,eo,4
pharm-herbal,qok,e,other,echom,1
pharm-herbal,qok,e,other,eoy,1
pharm-herbal,qok,e,other,eeor,1
pharm-herbal,qok,e,aspect,dy,2
pharm-herbal,qok,e,aspect,eody,3
pharm-herbal,qok,e,aspect,edy,1
pharm-herbal,qok,e,aspect,eey,3
pharm-herbal,qok,o,o_grade,r,5
pharm-herbal,qok,o,o_grade,l,26
pharm-herbal,qok,o,aspect,dy,1
pharm-herbal,qok,o,other,d,2
pharm-herbal,qok,o,other,rar,1
pharm-herbal,qok,o,other,s,1
pharm-herbal,qok,o,other,iiin,1
pharm-herbal,qok,o,other,lchey,1
pharm-herbal,qok,o,other,ly,1
pharm-herbal,qok,o,other,ld,1
pharm-herbal,qok,o,other,lolalokeol,1
pharm-herbal,qok,o,other,mo,1
pharm-herbal,qok,o,e_grade,,2
pharm-herbal,qok,eo,other,g,1
pharm-herbal,qok,eo,other,m,1
pharm-herbal,qok,eo,other,efy,1
pharm-herbal,qok,eo,other,s,4
pharm-herbal,qok,eo,other,d,3
pharm-herbal,qok,eo,other,lo,1
pharm-herbal,qok,eo,other,loteeody,1
pharm-herbal,qok,eo,other,dol,1
pharm-herbal,qok,eo,aspect,dy,17
pharm-herbal,qok,eo,o_grade,l,27
pharm-herbal,qok,eo,o_grade,r,9
pharm-herbal,qok,eo,e_grade,,5
pharm-herbal,qot,bare,e_grade,y,2
pharm-herbal,qot,bare,clitic,am,1
pharm-herbal,qot,bare,clitic,ar,3
pharm-herbal,qot,bare,other,arain,1
pharm-herbal,qot,bare,paradigm,aiin,3
pharm-herbal,qot,e,other,choep,1
pharm-herbal,qot,e,other,cheor,1
pharm-herbal,qot,e,other,eo,2
pharm-herbal,qot,e,other,daiin,1
pharm-herbal,qot,e,other,es,1
pharm-herbal,qot,e,e_grade,y,1
pharm-herbal,qot,e,e_grade,ey,1
pharm-herbal,qot,o,aspect,dy,3
pharm-herbal,qot,o,o_grade,l,3
pharm-herbal,qot,o,other,dain,1
pharm-herbal,qot,o,other,cthey,1
pharm-herbal,qot,o,other,iir,1
pharm-herbal,qot,eo,aspect,dy,3
pharm-herbal,qot,eo,e_grade,,1
pharm-herbal,qot,eo,o_grade,l,4
pharm-herbal,qot,eo,o_grade,r,1
pharm-herbal,qot,eo,other,ld,1
pharm-herbal,ok,bare,e_grade,y,12
pharm-herbal,ok,bare,paradigm,aiin,11
pharm-herbal,ok,bare,paradigm,ain,5
pharm-herbal,ok,bare,paradigm,aiir,1
pharm-herbal,ok,bare,paradigm,air,1
pharm-herbal,ok,bare,other,alyd,1
pharm-herbal,ok,bare,other,aldy,1
pharm-herbal,ok,bare,other,achey,1
pharm-herbal,ok,bare,other,alsaiin,1
pharm-herbal,ok,bare,other,araiin,2
pharm-herbal,ok,bare,other,ady,1
pharm-herbal,ok,bare,other,alody,1
pharm-herbal,ok,bare,other,arar,1
pharm-herbal,ok,bare,other,aradag,1
pharm-herbal,ok,bare,other,ary,1
pharm-herbal,ok,bare,other,aramy,1
pharm-herbal,ok,bare,other,aldaly,1
pharm-herbal,ok,bare,other,alchol,1
pharm-herbal,ok,bare,clitic,ar,13
pharm-herbal,ok,bare,clitic,am,3
pharm-herbal,ok,bare,clitic,al,10
pharm-herbal,ok,e,other,eo,2
pharm-herbal,ok,e,other,archeol,1
pharm-herbal,ok,e,other,eol,6
pharm-herbal,ok,e,other,eom,1
pharm-herbal,ok,e,other,eodaiin,1
pharm-herbal,ok,e,other,chodoeey,1
pharm-herbal,ok,e,other,dyted,1
pharm-herbal,ok,e,other,sy,1
pharm-herbal,ok,e,other,chy,1
pharm-herbal,ok,e,other,edyokolol,1
pharm-herbal,ok,e,other,eos,2
pharm-herbal,ok,e,other,eor,4
pharm-herbal,ok,e,other,eeol,1
pharm-herbal,ok,e,other,eoy,1
pharm-herbal,ok,e,other,ady,1
pharm-herbal,ok,e,other,eoraiin,1
pharm-herbal,ok,e,e_grade,y,13
pharm-herbal,ok,e,e_grade,ey,24
pharm-herbal,ok,e,aspect,eey,7
pharm-herbal,ok,e,aspect,edy,3
pharm-herbal,ok,e,aspect,dy,2
pharm-herbal,ok,e,aspect,eody,1
pharm-herbal,ok,e,clitic,am,1
pharm-herbal,ok,e,clitic,al,1
pharm-herbal,ok,e,clitic,ar,1
pharm-herbal,ok,o,o_grade,l,24
pharm-herbal,ok,o,o_grade,r,10
pharm-herbal,ok,o,other,iin,4
pharm-herbal,ok,o,other,ls,2
pharm-herbal,ok,o,other,raldy,1
pharm-herbal,ok,o,other,lo,1
pharm-herbal,ok,o,other,ly,1
pharm-herbal,ok,o,other,ldy,1
pharm-herbal,ok,o,other,s,1
pharm-herbal,ok,o,other,raiin,1
pharm-herbal,ok,o,other,ldody,1
pharm-herbal,ok,o,other,laiin,2
pharm-herbal,ok,o,other,daiin,1
pharm-herbal,ok,o,other,laly,1
pharm-herbal,ok,o,other,roeey,1
pharm-herbal,ok,o,other,lky,1
pharm-herbal,ok,o,other,ckhy,1
pharm-herbal,ok,o,paradigm,aiin,1
pharm-herbal,ok,o,e_grade,,1
pharm-herbal,ok,o,aspect,dy,4
pharm-herbal,ok,eo,o_grade,l,32
pharm-herbal,ok,eo,o_grade,r,6
pharm-herbal,ok,eo,other,m,2
pharm-herbal,ok,eo,other,s,2
pharm-herbal,ok,eo,other,schso,1
pharm-herbal,ok,eo,other,ly,3
pharm-herbal,ok,eo,other,ldy,1
pharm-herbal,ok,eo,other,dal,1
pharm-herbal,ok,eo,other,dor,1
pharm-herbal,ok,eo,other,d,1
pharm-herbal,ok,eo,other,roly,1
pharm-herbal,ok,eo,e_grade,,4
pharm-herbal,ok,eo,e_grade,y,2
pharm-herbal,ok,eo,aspect,dy,7
pharm-herbal,ot,bare,other,aly,3
pharm-herbal,ot,bare,other,aldy,3
pharm-herbal,ot,bare,other,yda,1
pharm-herbal,ot,bare,other,ydary,1
pharm-herbal,ot,bare,other,dordy,1
pharm-herbal,ot,bare,other,alsy,1
pharm-herbal,ot,bare,other,aram,1
pharm-herbal,ot,bare,other,arokar,1
pharm-herbal,ot,bare,other,ydaiinotaldair,1
pharm-herbal,ot,bare,other,alaiin,1
pharm-herbal,ot,bare,other,alainokaiin,1
pharm-herbal,ot,bare,other,ardy,1
pharm-herbal,ot,bare,other,alam,1
pharm-herbal,ot,bare,other,arar,1
pharm-herbal,ot,bare,clitic,am,2
pharm-herbal,ot,bare,clitic,ar,7
pharm-herbal,ot,bare,clitic,al,7
pharm-herbal,ot,bare,paradigm,aiin,5
pharm-herbal,ot,bare,paradigm,air,1
pharm-herbal,ot,bare,paradigm,ain,6
pharm-herbal,ot,bare,e_grade,y,6
pharm-herbal,ot,e,aspect,edy,2
pharm-herbal,ot,e,aspect,eody,1
pharm-herbal,ot,e,aspect,dy,2
pharm-herbal,ot,e,other,es,1
pharm-herbal,ot,e,other,eol,1
pharm-herbal,ot,e,other,edan,1
pharm-herbal,ot,e,other,eor,2
pharm-herbal,ot,e,other,eod,1
pharm-herbal,ot,e,other,chy,1
pharm-herbal,ot,e,other,eos,1
pharm-herbal,ot,e,e_grade,ey,11
pharm-herbal,ot,e,e_grade,y,1
pharm-herbal,ot,e,clitic,ar,1
pharm-herbal,ot,o,o_grade,l,8
pharm-herbal,ot,o,o_grade,r,3
pharm-herbal,ot,o,other,rchety,1
pharm-herbal,ot,o,other,ky,2
pharm-herbal,ot,o,other,kol,1
pharm-herbal,ot,o,other,ram,1
pharm-herbal,ot,o,other,ra,1
pharm-herbal,ot,o,other,ldy,3
pharm-herbal,ot,o,other,rain,1
pharm-herbal,ot,o,other,lpchy,1
pharm-herbal,ot,o,other,larol,1
pharm-herbal,ot,o,other,ry,2
pharm-herbal,ot,o,other,rshos,1
pharm-herbal,ot,o,other,lsheeos,1
pharm-herbal,ot,o,other,darchodain,1
pharm-herbal,ot,o,other,rchy,1
pharm-herbal,ot,o,other,lsar,1
pharm-herbal,ot,o,other,raiin,1
pharm-herbal,ot,o,other,lchey,1
pharm-herbal,ot,o,other,ly,1
pharm-herbal,ot,o,other,deeodor,1
pharm-herbal,ot,o,aspect,dy,2
pharm-herbal,ot,eo,other,dal,2
pharm-herbal,ot,eo,other,s,2
pharm-herbal,ot,eo,other,dsho,1
pharm-herbal,ot,eo,other,efol,1
pharm-herbal,ot,eo,other,d,1
pharm-herbal,ot,eo,aspect,dy,5
pharm-herbal,ot,eo,o_grade,r,1
pharm-herbal,ot,eo,o_grade,l,8
pharm-herbal,ot,eo,e_grade,,1
rosettes,ch,bare,aspect,dy,37
rosettes,ch,bare,other,ckhdy,2
rosettes,ch,bare,other,dar,4
rosettes,ch,bare,other,dal,6
rosettes,ch,bare,other,cthdy,2
rosettes,ch,bare,other,cphdy,1
rosettes,ch,bare,other,cthy,3
rosettes,ch,bare,other,cphdar,1
rosettes,ch,bare,other,ckhey,2
rosettes,ch,bare,other,d,1
rosettes,ch,bare,other,s,1
rosettes,ch,bare,other,zs,1
rosettes,ch,bare,other,ckhy,3
rosettes,ch,bare,other,dor,1
rosettes,ch,bare,other,dair,1
rosettes,ch,bare,other,deedy,1
rosettes,ch,bare,other,des,1
rosettes,ch,bare,other,daiin,1
rosettes,ch,bare,other,pchy,1
rosettes,ch,bare,other,cphar,1
rosettes,ch,bare,other,cfhy,1
rosettes,ch,bare,other,sey,1
rosettes,ch,bare,other,cthody,1
rosettes,ch,bare,other,sky,1
rosettes,ch,bare,other,alkar,1
rosettes,ch,bare,e_grade,y,11
rosettes,ch,bare,clitic,al,1
rosettes,ch,bare,paradigm,aiin,1
rosettes,ch,e,other,foey,1
rosettes,ch,e,other,kchy,1
rosettes,ch,e,other,cphey,1
rosettes,ch,e,other,eteey,1
rosettes,ch,e,other,s,3
rosettes,ch,e,other,dar,3
rosettes,ch,e,other,es,3
rosettes,ch,e,other,paiin,1
rosettes,ch,e,other,epchdy,1
rosettes,ch,e,other,efar,1
rosettes,ch,e,other,daiin,2
rosettes,ch,e,other,tdy,1
rosettes,ch,e,other,dees,1
rosettes,ch,e,other,eaiin,1
rosettes,ch,e,other,fchy,1
rosettes,ch,e,other,py,2
rosettes,ch,e,other,ytain,1
rosettes,ch,e,other,d,1
rosettes,ch,e,other,dos,1
rosettes,ch,e,other,ckhy,1
rosettes,ch,e,other,eor,1
rosettes,ch,e,other,edaiin,1
rosettes,ch,e,e_grade,ey,8
rosettes,ch,e,e_grade,y,23
rosettes,ch,e,aspect,dy,44
rosettes,ch,e,aspect,edy,2
rosettes,ch,e,clitic,ar,3
rosettes,ch,o,o_grade,r,6
rosettes,ch,o,o_grade,l,16
rosettes,ch,o,other,fchdy,1
rosettes,ch,o,other,taiin,2
rosettes,ch,o,other,d,2
rosettes,ch,o,other,tey,1
rosettes,ch,o,other,cthy,2
rosettes,ch,o,other,lfchy,1
rosettes,ch,o,other,lkaiin,1
rosettes,ch,o,other,lkar,1
rosettes,ch,o,other,ty,2
rosettes,ch,o,other,lkeog,1
rosettes,ch,o,other,tal,1
rosettes,ch,o,other,kain,1
rosettes,ch,o,other,rolk,1
rosettes,ch,o,other,kaiin,1
rosettes,ch,o,other,ky,1
rosettes,ch,o,other,kar,1
rosettes,ch,o,other,daiin,1
rosettes,ch,o,other,lkain,1
rosettes,ch,o,aspect,dy,6
rosettes,ch,o,e_grade,,1
rosettes,ch,o,paradigm,aiin,2
rosettes,ch,eo,o_grade,l,2
rosettes,ch,eo,o_grade,r,1
rosettes,ch,eo,other,d,2
rosettes,ch,eo,other,lkeedy,1
rosettes,ch,eo,other,kaiin,1
rosettes,ch,eo,other,cthey,1
rosettes,ch,eo,other,ckhy,1
rosettes,ch,eo,other,ty,1
rosettes,ch,eo,other,ky,1
rosettes,ch,eo,other,s,1
rosettes,ch,eo,other,dain,1
rosettes,ch,eo,aspect,dy,7
rosettes,sh,bare,other,dol,1
rosettes,sh,bare,other,d,4
rosettes,sh,bare,other,dar,6
rosettes,sh,bare,other,dair,1
rosettes,sh,bare,other,tor,1
rosettes,sh,bare,other,daldy,1
rosettes,sh,bare,other,ty,1
rosettes,sh,bare,other,dal,1
rosettes,sh,bare,other,ckhor,1
rosettes,sh,bare,other,daiin,1
rosettes,sh,bare,other,cthdy,1
rosettes,sh,bare,other,dam,1
rosettes,sh,bare,other,ckhy,2
rosettes,sh,bare,other,s,1
rosettes,sh,bare,aspect,dy,7
rosettes,sh,bare,clitic,ar,3
rosettes,sh,bare,e_grade,y,5
rosettes,sh,bare,e_grade,,1
rosettes,sh,e,e_grade,y,22
rosettes,sh,e,e_grade,ey,10
rosettes,sh,e,aspect,dy,23
rosettes,sh,e,aspect,edy,4
rosettes,sh,e,aspect,eey,1
rosettes,sh,e,other,fchdy,1
rosettes,sh,e,other,ed,1
rosettes,sh,e,other,dar,1
rosettes,sh,e,other,fshoro,1
rosettes,sh,e,other,daiin,7
rosettes,sh,e,other,tam,1
rosettes,sh,e,other,ekeey,1
rosettes,sh,e,other,tshdy,1
rosettes,sh,e,other,dor,1
rosettes,sh,e,other,tchy,1
rosettes,sh,e,other,s,1
rosettes,sh,e,other,eor,1
rosettes,sh,e,other,eeb,1
rosettes,sh,e,other,kaiin,1
rosettes,sh,e,other,d,1
rosettes,sh,e,other,ty,1
rosettes,sh,e,other,a,1
rosettes,sh,e,other,kshol,1
rosettes,sh,e,other,dal,1
rosettes,sh,o,aspect,dy,5
rosettes,sh,o,other,iin,1
rosettes,sh,o,other,daiin,2
rosettes,sh,o,other,fshedy,1
rosettes,sh,o,other,ral,1
rosettes,sh,o,other,taiin,1
rosettes,sh,o,other,ky,1
rosettes,sh,o,other,d,1
rosettes,sh,o,other,dain,1
rosettes,sh,o,other,cfhy,1
rosettes,sh,o,other,lsheody,1
rosettes,sh,o,other,lor,1
rosettes,sh,o,o_grade,r,10
rosettes,sh,o,o_grade,l,3
rosettes,sh,o,e_grade,,1
rosettes,sh,o,clitic,ar,1
rosettes,sh,eo,o_grade,l,5
rosettes,sh,eo,other,key,1
rosettes,sh,eo,other,s,2
rosettes,sh,eo,other,ly,1
rosettes,sh,eo,other,pchey,1
rosettes,sh,eo,other,kaiin,1
rosettes,sh,eo,e_grade,,1
rosettes,sh,eo,aspect,dy,5
rosettes,qok,bare,clitic,ar,21
rosettes,qok,bare,clitic,al,9
rosettes,qok,bare,clitic,am,1
rosettes,qok,bare,paradigm,aiin,17
rosettes,qok,bare,paradigm,ain,6
rosettes,qok,bare,e_grade,y,4
rosettes,qok,bare,other,a,1
rosettes,qok,bare,other,ady,1
rosettes,qok,e,other,chy,2
rosettes,qok,e,other,shy,1
rosettes,qok,e,other,eodaiin,1
rosettes,qok,e,other,es,1
rosettes,qok,e,aspect,edy,4
rosettes,qok,e,aspect,dy,5
rosettes,qok,e,aspect,eey,2
rosettes,qok,e,e_grade,ey,6
rosettes,qok,e,e_grade,y,1
rosettes,qok,o,o_grade,r,1
rosettes,qok,o,o_grade,l,3
rosettes,qok,o,e_grade,,1
rosettes,qok,eo,aspect,dy,2
rosettes,qok,eo,o_grade,l,1
rosettes,qok,eo,o_grade,r,1
rosettes,qot,bare,clitic,al,5
rosettes,qot,bare,clitic,ar,9
rosettes,qot,bare,paradigm,aiin,10
rosettes,qot,bare,paradigm,ain,2
rosettes,qot,bare,e_grade,y,6
rosettes,qot,bare,other,ardam,1
rosettes,qot,bare,other,aiior,1
rosettes,qot,e,aspect,dy,3
rosettes,qot,e,aspect,edy,1
rosettes,qot,e,aspect,eody,1
rosettes,qot,e,other,daiin,2
rosettes,qot,e,other,dar,1
rosettes,qot,e,other,shy,1
rosettes,qot,e,other,eos,1
rosettes,qot,e,e_grade,y,1
rosettes,qot,e,e_grade,ey,3
rosettes,qot,o,o_grade,l,3
rosettes,qot,o,o_grade,r,1
rosettes,qot,o,aspect,dy,1
rosettes,qot,o,other,m,1
rosettes,qot,eo,o_grade,l,1
rosettes,qot,eo,aspect,dy,2
rosettes,ok,bare,paradigm,aiin,7
rosettes,ok,bare,paradigm,ain,1
rosettes,ok,bare,clitic,al,4
rosettes,ok,bare,clitic,ar,11
rosettes,ok,bare,clitic,am,2
rosettes,ok,bare,clitic,an,1
rosettes,ok,bare,e_grade,y,4
rosettes,ok,bare,other,ary,1
rosettes,ok,e,aspect,dy,4
rosettes,ok,e,aspect,eey,2
rosettes,ok,e,other,der,1
rosettes,ok,e,other,es,2
rosettes,ok,e,other,eeey,1
rosettes,ok,e,other,eeykeey,1
rosettes,ok,o,o_grade,l,2
rosettes,ok,eo,aspect,dy,1
rosettes,ok,eo,other,ckhey,1
rosettes,ot,bare,clitic,am,8
rosettes,ot,bare,clitic,ar,16
rosettes,ot,bare,clitic,al,13
rosettes,ot,bare,paradigm,aiin,13
rosettes,ot,bare,paradigm,ain,6
rosettes,ot,bare,paradigm,air,2
rosettes,ot,bare,other,alom,1
rosettes,ot,bare,other,arar,1
rosettes,ot,bare,other,yteeodaiin,1
rosettes,ot,bare,other,ytam,1
rosettes,ot,bare,other,alky,1
rosettes,ot,bare,e_grade,y,5
rosettes,ot,e,aspect,dy,15
rosettes,ot,e,aspect,edy,4
rosettes,ot,e,other,dam,1
rosettes,ot,e,other,chdy,1
rosettes,ot,e,other,es,3
rosettes,ot,e,other,dor,1
rosettes,ot,e,other,edo,1
rosettes,ot,e,other,daiin,1
rosettes,ot,e,other,edaraiin,1
rosettes,ot,e,other,ed,1
rosettes,ot,e,other,dos,1
rosettes,ot,e,other,dalol,1
rosettes,ot,e,other,eodail,1
rosettes,ot,e,other,eodam,1
rosettes,ot,e,e_grade,ey,7
rosettes,ot,e,e_grade,y,2
rosettes,ot,o,e_grade,,1
rosettes,ot,o,o_grade,r,3
rosettes,ot,o,o_grade,l,5
rosettes,ot,o,aspect,dy,2
rosettes,ot,o,other,dar,2
rosettes,ot,o,other,daiin,3
rosettes,ot,o,other,ldyl,1
rosettes,ot,o,other,lkshy,1
rosettes,ot,o,other,loty,1
rosettes,ot,eo,aspect,dy,2
rosettes,ot,eo,o_grade,r,1
stars,ch,bare,e_grade,y,44
stars,ch,bare,e_grade,,3
stars,ch,bare,other,ckhy,38
stars,ch,bare,other,dar,16
stars,ch,bare,other,cthy,23
stars,ch,bare,other,ckhey,13
stars,ch,bare,other,pchy,2
stars,ch,bare,other,daly,2
stars,ch,bare,other,ty,2
stars,ch,bare,other,sky,1
stars,ch,bare,other,alal,1
stars,ch,bare,other,alr,1
stars,ch,bare,other,alkar,1
stars,ch,bare,other,tain,3
stars,ch,bare,other,saly,1
stars,ch,bare,other,ary,1
stars,ch,bare,other,cthedy,2
stars,ch,bare,other,ry,1
stars,ch,bare,other,dal,10
stars,ch,bare,other,d,11
stars,ch,bare,other,yteody,1
stars,ch,bare,other,araiin,1
stars,ch,bare,other,llo,1
stars,ch,bare,other,deey,1
stars,ch,bare,other,dor,8
stars,ch,bare,other,pcheor,1
stars,ch,bare,other,ckhdy,2
stars,ch,bare,other,pchs,1
stars,ch,bare,other,aim,1
stars,ch,bare,other,cphy,5
stars,ch,bare,other,daiin,11
stars,ch,bare,other,paiikey,1
stars,ch,bare,other,dedy,2
stars,ch,bare,other,kar,5
stars,ch,bare,other,por,1
stars,ch,bare,other,ckhodu,1
stars,ch,bare,other,tchy,1
stars,ch,bare,other,daldy,2
stars,ch,bare,other,s,6
stars,ch,bare,other,sd,1
stars,ch,bare,other,daim,1
stars,ch,bare,other,dam,4
stars,ch,bare,other,kchedaram,1
stars,ch,bare,other,lar,2
stars,ch,bare,other,lal,2
stars,ch,bare,other,lchd,1
stars,ch,bare,other,dalkair,1
stars,ch,bare,other,aram,2
stars,ch,bare,other,dys,1
stars,ch,bare,other,arain,3
stars,ch,bare,other,keey,3
stars,ch,bare,other,kaiin,6
stars,ch,bare,other,ady,1
stars,ch,bare,other,dykchedy,1
stars,ch,bare,other,taiin,1
stars,ch,bare,other,dalal,1
stars,ch,bare,other,paiin,1
stars,ch,bare,other,ky,3
stars,ch,bare,other,ykaiin,1
stars,ch,bare,other,kal,8
stars,ch,bare,other,kain,6
stars,ch,bare,other,tl,2
stars,ch,bare,other,pal,1
stars,ch,bare,other,kaly,1
stars,ch,bare,other,dpchy,1
stars,ch,bare,other,ckhedy,4
stars,ch,bare,other,sy,1
stars,ch,bare,other,lam,1
stars,ch,bare,other,tal,4
stars,ch,bare,other,alkeedy,1
stars,ch,bare,other,ckhom,1
stars,ch,bare,other,tar,2
stars,ch,bare,other,ckhal,2
stars,ch,bare,other,cthydain,1
stars,ch,bare,other,ckhaiin,2
stars,ch,bare,other,ckheal,1
stars,ch,bare,other,cthar,1
stars,ch,bare,other,cthey,3
stars,ch,bare,other,alkain,1
stars,ch,bare,other,ctham,1
stars,ch,bare,other,cfhey,1
stars,ch,bare,other,aran,1
stars,ch,bare,other,key,1
stars,ch,bare,other,cfhy,1
stars,ch,bare,other,alor,1
stars,ch,bare,other,cthd,1
stars,ch,bare,other,ckhody,1
stars,ch,bare,other,do,1
stars,ch,bare,other,ykeor,1
stars,ch,bare,other,aiiin,1
stars,ch,bare,other,cfhor,1
stars,ch,bare,other,dain,4
stars,ch,bare,other,fchol,1
stars,ch,bare,other,pchshdy,1
stars,ch,bare,other,tchol,1
stars,ch,bare,other,cthal,1
stars,ch,bare,other,taiir,1
stars,ch,bare,other,som,1
stars,ch,bare,other,tol,1
stars,ch,bare,other,p,1
stars,ch,bare,other,akair,1
stars,ch,bare,other,dol,1
stars,ch,bare,other,dairod,1
stars,ch,bare,other,dodaiin,1
stars,ch,bare,other,cthdy,2
stars,ch,bare,other,dair,1
stars,ch,bare,other,ckhd,1
stars,ch,bare,other,pcheey,1
stars,ch,bare,other,cphey,1
stars,ch,bare,other,cthain,1
stars,ch,bare,other,cphedy,2
stars,ch,bare,other,cthed,1
stars,ch,bare,other,si,1
stars,ch,bare,other,pchar,1
stars,ch,bare,other,kshy,1
stars,ch,bare,other,kol,1
stars,ch,bare,other,kchol,1
stars,ch,bare,other,pcheod,1
stars,ch,bare,other,teey,1
stars,ch,bare,other,lor,1
stars,ch,bare,other,ddy,1
stars,ch,bare,other,kaidararal,1
stars,ch,bare,other,dpy,1
stars,ch,bare,other,cpham,1
stars,ch,bare,other,alkeey,1
stars,ch,bare,other,ckhol,1
stars,ch,bare,clitic,al,22
stars,ch,bare,clitic,ar,37
stars,ch,bare,clitic,an,2
stars,ch,bare,clitic,am,3
stars,ch,bare,aspect,dy,85
stars,ch,bare,paradigm,ain,7
stars,ch,bare,paradigm,aiin,8
stars,ch,bare,o_grade,l,16
stars,ch,bare,o_grade,r,2
stars,ch,e,other,p,3
stars,ch,e,other,daraly,1
stars,ch,e,other,ty,3
stars,ch,e,other,ckhy,16
stars,ch,e,other,cthy,8
stars,ch,e,other,py,1
stars,ch,e,other,dal,19
stars,ch,e,other,chy,3
stars,ch,e,other,edalaiin,1
stars,ch,e,other,dan,1
stars,ch,e,other,teey,1
stars,ch,e,other,pchy,1
stars,ch,e,other,ky,10
stars,ch,e,other,dydy,1
stars,ch,e,other,koal,1
stars,ch,e,other,alainor,1
stars,ch,e,other,tydar,1
stars,ch,e,other,es,10
stars,ch,e,other,edaiin,5
stars,ch,e,other,eo,20
stars,ch,e,other,dam,8
stars,ch,e,other,eokeody,1
stars,ch,e,other,eekan,1
stars,ch,e,other,ckhd,1
stars,ch,e,other,dar,26
stars,ch,e,other,edar,4
stars,ch,e,other,daiin,24
stars,ch,e,other,ekain,3
stars,ch,e,other,d,16
stars,ch,e,other,eool,1
stars,ch,e,other,eky,5
stars,ch,e,other,eta,1
stars,ch,e,other,etar,1
stars,ch,e,other,itaiin,1
stars,ch,e,other,eoy,1
stars,ch,e,other,kal,3
stars,ch,e,other,ed,4
stars,ch,e,other,eos,6
stars,ch,e,other,eod,1
stars,ch,e,other,dain,15
stars,ch,e,other,s,14
stars,ch,e,other,darchy,1
stars,ch,e,other,kaim,1
stars,ch,e,other,fchedy,1
stars,ch,e,other,esy,1
stars,ch,e,other,dor,4
stars,ch,e,other,ees,1
stars,ch,e,other,araiin,1
stars,ch,e,other,eorfor,1
stars,ch,e,other,kol,1
stars,ch,e,other,alol,1
stars,ch,e,other,par,1
stars,ch,e,other,eor,5
stars,ch,e,other,yky,1
stars,ch,e,other,eol,3
stars,ch,e,other,kain,5
stars,ch,e,other,ear,1
stars,ch,e,other,ary,1
stars,ch,e,other,kar,2
stars,ch,e,other,dl,3
stars,ch,e,other,ykeeed,1
stars,ch,e,other,dalkedy,1
stars,ch,e,other,ctham,1
stars,ch,e,other,ykedy,1
stars,ch,e,other,eegaiin,1
stars,ch,e,other,cthal,1
stars,ch,e,other,keek,1
stars,ch,e,other,deey,1
stars,ch,e,other,ckhed,2
stars,ch,e,other,ckhey,5
stars,ch,e,other,dytey,1
stars,ch,e,other,ekeey,1
stars,ch,e,other,ckhedy,1
stars,ch,e,other,pchedy,1
stars,ch,e,other,talshy,1
stars,ch,e,other,cthey,2
