section,community,relative_pos
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.25
cosmo/zodiac,C0,0.75
cosmo/zodiac,C3,1.0
cosmo/zodiac,C3,2.25
cosmo/zodiac,C4,0.0
cosmo/zodiac,C2,1.0
cosmo/zodiac,C2,0.0
cosmo/zodiac,C0,0.04
cosmo/zodiac,C0,0.12
cosmo/zodiac,C3,0.15
cosmo/zodiac,C2,0.19
cosmo/zodiac,C3,0.35
cosmo/zodiac,C3,0.42
cosmo/zodiac,C4,0.58
cosmo/zodiac,C3,0.65
cosmo/zodiac,C0,1.04
cosmo/zodiac,C0,1.08
cosmo/zodiac,C2,1.19
cosmo/zodiac,C1,1.27
cosmo/zodiac,C4,1.31
cosmo/zodiac,C4,1.35
cosmo/zodiac,C0,1.46
cosmo/zodiac,C1,1.5
cosmo/zodiac,C3,1.58
cosmo/zodiac,C3,1.62
cosmo/zodiac,C0,1.69
cosmo/zodiac,C0,1.81
cosmo/zodiac,C1,1.85
cosmo/zodiac,C0,1.88
cosmo/zodiac,C0,1.92
cosmo/zodiac,C2,1.96
cosmo/zodiac,C0,2.0
cosmo/zodiac,C2,2.04
cosmo/zodiac,C0,1.5
cosmo/zodiac,C1,2.0
cosmo/zodiac,C0,2.5
cosmo/zodiac,C2,2.0
cosmo/zodiac,C1,4.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.25
cosmo/zodiac,C2,1.25
cosmo/zodiac,C0,1.5
cosmo/zodiac,C0,1.75
cosmo/zodiac,C0,0.0
cosmo/zodiac,C1,0.33
cosmo/zodiac,C0,0.67
cosmo/zodiac,C0,1.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C1,0.17
cosmo/zodiac,C4,0.5
cosmo/zodiac,C1,0.67
cosmo/zodiac,C1,0.83
cosmo/zodiac,C2,1.17
cosmo/zodiac,C2,1.33
cosmo/zodiac,C0,0.0
cosmo/zodiac,C2,1.0
cosmo/zodiac,C1,0.17
cosmo/zodiac,C2,0.33
cosmo/zodiac,C1,0.5
cosmo/zodiac,C1,0.67
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,1.33
cosmo/zodiac,C2,1.5
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,1.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C0,0.5
cosmo/zodiac,C2,1.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C3,1.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.5
cosmo/zodiac,C2,0.75
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,1.75
cosmo/zodiac,C3,0.0
cosmo/zodiac,C2,1.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C2,2.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C1,1.0
cosmo/zodiac,C3,2.0
cosmo/zodiac,C1,3.0
cosmo/zodiac,C2,0.67
cosmo/zodiac,C0,1.0
cosmo/zodiac,C2,1.67
cosmo/zodiac,C0,2.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C2,0.75
cosmo/zodiac,C3,1.25
cosmo/zodiac,C0,1.5
cosmo/zodiac,C3,1.75
cosmo/zodiac,C3,0.0
cosmo/zodiac,C0,0.5
cosmo/zodiac,C2,1.0
cosmo/zodiac,C1,0.0
cosmo/zodiac,C4,1.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C2,1.0
cosmo/zodiac,C3,0.05
cosmo/zodiac,C2,0.09
cosmo/zodiac,C2,0.23
cosmo/zodiac,C0,0.27
cosmo/zodiac,C3,0.36
cosmo/zodiac,C3,0.41
cosmo/zodiac,C2,0.55
cosmo/zodiac,C1,0.59
cosmo/zodiac,C1,0.64
cosmo/zodiac,C4,0.77
cosmo/zodiac,C2,0.82
cosmo/zodiac,C1,0.91
cosmo/zodiac,C2,0.95
cosmo/zodiac,C3,1.0
cosmo/zodiac,C3,1.14
cosmo/zodiac,C2,1.18
cosmo/zodiac,C2,1.23
cosmo/zodiac,C0,1.27
cosmo/zodiac,C3,1.32
cosmo/zodiac,C2,1.45
cosmo/zodiac,C3,1.5
cosmo/zodiac,C0,1.68
cosmo/zodiac,C2,1.73
cosmo/zodiac,C0,0.0
cosmo/zodiac,C4,0.45
cosmo/zodiac,C0,0.55
cosmo/zodiac,C1,0.91
cosmo/zodiac,C0,1.27
cosmo/zodiac,C2,1.36
cosmo/zodiac,C2,1.55
cosmo/zodiac,C0,1.91
cosmo/zodiac,C0,2.18
cosmo/zodiac,C4,2.64
cosmo/zodiac,C0,3.0
cosmo/zodiac,C4,3.18
cosmo/zodiac,C2,0.06
cosmo/zodiac,C2,0.17
cosmo/zodiac,C2,0.22
cosmo/zodiac,C0,0.33
cosmo/zodiac,C3,0.39
cosmo/zodiac,C0,0.44
cosmo/zodiac,C1,0.5
cosmo/zodiac,C2,0.56
cosmo/zodiac,C3,0.61
cosmo/zodiac,C0,0.67
cosmo/zodiac,C3,0.83
cosmo/zodiac,C0,1.0
cosmo/zodiac,C2,1.06
cosmo/zodiac,C3,1.11
cosmo/zodiac,C3,1.17
cosmo/zodiac,C4,1.28
cosmo/zodiac,C3,1.33
cosmo/zodiac,C3,1.44
cosmo/zodiac,C3,1.5
herbal-A,C0,0.67
herbal-A,C0,1.0
herbal-A,C0,1.67
herbal-A,C2,2.0
herbal-A,C0,0.0
herbal-A,C0,0.67
herbal-A,C0,1.0
herbal-A,C1,1.67
herbal-A,C0,1.0
herbal-A,C0,3.0
herbal-A,C2,0.33
herbal-A,C0,0.67
herbal-A,C0,1.0
herbal-A,C0,2.0
herbal-A,C0,0.5
herbal-A,C0,1.0
herbal-A,C0,2.0
herbal-A,C0,0.33
herbal-A,C0,1.0
herbal-A,C2,1.33
herbal-A,C0,1.67
herbal-A,C0,1.0
herbal-A,C1,2.0
herbal-A,C0,1.0
herbal-A,C0,2.0
herbal-A,C2,2.5
herbal-A,C0,0.5
herbal-A,C2,1.5
herbal-A,C0,2.0
herbal-A,C3,0.4
herbal-A,C0,0.8
herbal-A,C2,1.0
herbal-A,C2,1.4
herbal-A,C2,1.6
herbal-A,C0,1.8
herbal-A,C0,0.0
herbal-A,C2,2.0
herbal-A,C2,1.0
herbal-A,C2,2.0
herbal-A,C0,1.0
herbal-A,C1,2.0
herbal-A,C0,0.0
herbal-A,C0,0.5
herbal-A,C2,1.5
herbal-A,C0,0.0
herbal-A,C0,3.0
herbal-A,C0,1.0
herbal-A,C0,2.0
herbal-A,C0,0.2
herbal-A,C2,0.4
herbal-A,C3,0.8
herbal-A,C4,1.2
herbal-A,C0,1.4
herbal-A,C0,1.6
herbal-A,C0,0.0
herbal-A,C0,0.5
herbal-A,C0,1.0
herbal-A,C0,1.0
herbal-A,C3,2.0
herbal-A,C0,3.0
herbal-A,C1,0.5
herbal-A,C0,3.5
herbal-A,C0,4.5
herbal-A,C0,0.5
herbal-A,C0,1.5
herbal-A,C2,2.0
herbal-A,C0,0.0
herbal-A,C0,1.0
herbal-A,C0,0.5
herbal-A,C4,1.0
herbal-A,C0,1.5
cosmo/zodiac,C1,0.0
cosmo/zodiac,C3,0.25
cosmo/zodiac,C3,0.38
cosmo/zodiac,C3,0.62
cosmo/zodiac,C0,0.75
cosmo/zodiac,C2,1.0
cosmo/zodiac,C3,1.38
cosmo/zodiac,C3,1.62
cosmo/zodiac,C3,1.88
cosmo/zodiac,C3,0.0
cosmo/zodiac,C0,0.05
cosmo/zodiac,C0,0.18
cosmo/zodiac,C1,0.23
cosmo/zodiac,C2,0.32
cosmo/zodiac,C0,0.36
cosmo/zodiac,C3,0.41
cosmo/zodiac,C3,0.45
cosmo/zodiac,C3,0.5
cosmo/zodiac,C0,0.59
cosmo/zodiac,C0,0.73
cosmo/zodiac,C0,0.77
cosmo/zodiac,C1,0.86
cosmo/zodiac,C0,0.91
cosmo/zodiac,C3,0.95
cosmo/zodiac,C0,1.05
cosmo/zodiac,C0,1.09
cosmo/zodiac,C0,1.14
cosmo/zodiac,C0,1.18
cosmo/zodiac,C1,1.23
cosmo/zodiac,C3,1.36
cosmo/zodiac,C3,1.41
cosmo/zodiac,C0,1.45
cosmo/zodiac,C3,0.0
cosmo/zodiac,C0,0.05
cosmo/zodiac,C3,0.11
cosmo/zodiac,C0,0.21
cosmo/zodiac,C0,0.37
cosmo/zodiac,C0,0.42
cosmo/zodiac,C1,0.58
cosmo/zodiac,C2,0.63
cosmo/zodiac,C1,0.74
cosmo/zodiac,C3,0.84
cosmo/zodiac,C2,0.89
cosmo/zodiac,C0,1.0
cosmo/zodiac,C3,1.11
cosmo/zodiac,C3,1.21
cosmo/zodiac,C3,1.26
cosmo/zodiac,C0,1.32
cosmo/zodiac,C2,1.37
cosmo/zodiac,C2,1.42
cosmo/zodiac,C3,1.53
cosmo/zodiac,C0,1.74
cosmo/zodiac,C4,0.0
cosmo/zodiac,C0,0.2
cosmo/zodiac,C2,0.4
cosmo/zodiac,C1,0.6
cosmo/zodiac,C2,1.4
cosmo/zodiac,C1,1.6
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.25
cosmo/zodiac,C0,0.5
cosmo/zodiac,C4,1.0
cosmo/zodiac,C2,1.25
cosmo/zodiac,C0,0.33
cosmo/zodiac,C1,0.67
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,1.33
cosmo/zodiac,C1,0.0
cosmo/zodiac,C1,0.25
cosmo/zodiac,C0,0.75
cosmo/zodiac,C1,1.0
cosmo/zodiac,C2,1.25
cosmo/zodiac,C2,0.0
cosmo/zodiac,C4,0.25
cosmo/zodiac,C3,1.0
cosmo/zodiac,C2,1.25
cosmo/zodiac,C2,1.5
cosmo/zodiac,C1,0.18
cosmo/zodiac,C0,0.24
cosmo/zodiac,C0,0.29
cosmo/zodiac,C0,0.35
cosmo/zodiac,C0,0.41
cosmo/zodiac,C3,0.53
cosmo/zodiac,C3,0.88
cosmo/zodiac,C3,0.94
cosmo/zodiac,C3,1.24
cosmo/zodiac,C3,1.29
cosmo/zodiac,C0,1.35
cosmo/zodiac,C0,1.47
cosmo/zodiac,C2,1.53
cosmo/zodiac,C3,1.65
cosmo/zodiac,C3,1.71
cosmo/zodiac,C3,1.76
cosmo/zodiac,C2,1.88
cosmo/zodiac,C2,1.94
cosmo/zodiac,C2,0.0
cosmo/zodiac,C3,0.12
cosmo/zodiac,C0,0.35
cosmo/zodiac,C0,0.53
cosmo/zodiac,C4,0.76
cosmo/zodiac,C3,0.88
cosmo/zodiac,C1,1.12
cosmo/zodiac,C0,1.18
cosmo/zodiac,C0,1.24
cosmo/zodiac,C0,1.29
cosmo/zodiac,C0,1.35
cosmo/zodiac,C0,1.41
cosmo/zodiac,C3,1.47
cosmo/zodiac,C0,1.53
cosmo/zodiac,C0,1.59
cosmo/zodiac,C1,1.65
cosmo/zodiac,C0,1.71
cosmo/zodiac,C3,1.76
cosmo/zodiac,C3,0.12
cosmo/zodiac,C1,0.24
cosmo/zodiac,C0,0.29
cosmo/zodiac,C3,0.47
cosmo/zodiac,C1,0.59
cosmo/zodiac,C1,0.65
cosmo/zodiac,C0,0.82
cosmo/zodiac,C0,0.88
cosmo/zodiac,C0,0.94
cosmo/zodiac,C3,1.12
cosmo/zodiac,C3,1.18
cosmo/zodiac,C2,1.29
cosmo/zodiac,C0,1.41
cosmo/zodiac,C1,1.47
cosmo/zodiac,C3,1.53
cosmo/zodiac,C0,1.59
cosmo/zodiac,C0,1.65
cosmo/zodiac,C0,1.71
cosmo/zodiac,C4,0.0
cosmo/zodiac,C0,0.19
cosmo/zodiac,C3,0.25
cosmo/zodiac,C2,0.38
cosmo/zodiac,C1,0.44
cosmo/zodiac,C3,0.5
cosmo/zodiac,C3,0.56
cosmo/zodiac,C3,0.62
cosmo/zodiac,C3,0.94
cosmo/zodiac,C3,1.0
cosmo/zodiac,C3,1.25
cosmo/zodiac,C4,1.31
cosmo/zodiac,C2,1.44
cosmo/zodiac,C1,1.56
cosmo/zodiac,C0,1.62
cosmo/zodiac,C0,1.75
cosmo/zodiac,C0,1.81
cosmo/zodiac,C3,0.0
cosmo/zodiac,C0,0.4
cosmo/zodiac,C3,0.6
cosmo/zodiac,C3,1.4
cosmo/zodiac,C0,1.6
cosmo/zodiac,C0,1.8
cosmo/zodiac,C4,0.33
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,1.33
cosmo/zodiac,C3,2.0
cosmo/zodiac,C1,1.33
cosmo/zodiac,C1,2.0
cosmo/zodiac,C1,2.33
cosmo/zodiac,C3,3.0
cosmo/zodiac,C1,0.33
cosmo/zodiac,C0,0.67
cosmo/zodiac,C2,1.0
cosmo/zodiac,C0,1.33
cosmo/zodiac,C3,0.33
cosmo/zodiac,C2,1.0
cosmo/zodiac,C2,1.33
cosmo/zodiac,C2,2.0
cosmo/zodiac,C1,2.0
cosmo/zodiac,C1,4.0
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,2.0
cosmo/zodiac,C3,0.05
cosmo/zodiac,C0,0.09
cosmo/zodiac,C0,0.14
cosmo/zodiac,C0,0.23
cosmo/zodiac,C0,0.41
cosmo/zodiac,C4,0.45
cosmo/zodiac,C3,0.5
cosmo/zodiac,C0,0.55
cosmo/zodiac,C2,0.64
cosmo/zodiac,C3,0.73
cosmo/zodiac,C3,0.82
cosmo/zodiac,C0,0.86
cosmo/zodiac,C1,0.95
cosmo/zodiac,C3,1.0
cosmo/zodiac,C0,1.09
cosmo/zodiac,C3,1.14
cosmo/zodiac,C0,1.23
cosmo/zodiac,C0,1.27
cosmo/zodiac,C1,1.32
cosmo/zodiac,C0,1.36
cosmo/zodiac,C2,1.41
cosmo/zodiac,C1,1.45
cosmo/zodiac,C1,1.68
cosmo/zodiac,C1,0.08
cosmo/zodiac,C2,0.15
cosmo/zodiac,C0,0.23
cosmo/zodiac,C3,0.31
cosmo/zodiac,C0,0.38
cosmo/zodiac,C0,0.62
cosmo/zodiac,C1,0.69
cosmo/zodiac,C2,0.77
cosmo/zodiac,C3,0.85
cosmo/zodiac,C3,0.92
cosmo/zodiac,C3,1.0
cosmo/zodiac,C3,1.08
cosmo/zodiac,C3,1.15
cosmo/zodiac,C3,1.54
cosmo/zodiac,C3,0.0
cosmo/zodiac,C2,0.5
cosmo/zodiac,C3,1.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C3,0.08
cosmo/zodiac,C0,0.16
cosmo/zodiac,C0,0.2
cosmo/zodiac,C3,0.24
cosmo/zodiac,C1,0.28
cosmo/zodiac,C1,0.32
cosmo/zodiac,C0,0.52
cosmo/zodiac,C0,0.56
cosmo/zodiac,C3,0.6
cosmo/zodiac,C0,0.72
cosmo/zodiac,C0,0.8
cosmo/zodiac,C0,0.84
cosmo/zodiac,C3,0.88
cosmo/zodiac,C0,0.92
cosmo/zodiac,C3,0.96
cosmo/zodiac,C1,1.04
cosmo/zodiac,C1,1.08
cosmo/zodiac,C0,1.12
cosmo/zodiac,C3,1.2
cosmo/zodiac,C0,1.24
cosmo/zodiac,C0,1.36
cosmo/zodiac,C1,1.4
cosmo/zodiac,C0,1.52
cosmo/zodiac,C2,1.56
cosmo/zodiac,C3,1.6
cosmo/zodiac,C2,0.0
cosmo/zodiac,C2,0.19
cosmo/zodiac,C3,0.25
cosmo/zodiac,C3,0.31
cosmo/zodiac,C4,0.44
cosmo/zodiac,C2,0.56
cosmo/zodiac,C3,0.62
cosmo/zodiac,C0,0.69
cosmo/zodiac,C1,0.75
cosmo/zodiac,C3,0.81
cosmo/zodiac,C3,0.88
cosmo/zodiac,C3,1.12
cosmo/zodiac,C3,1.19
cosmo/zodiac,C0,1.38
cosmo/zodiac,C1,1.44
cosmo/zodiac,C1,1.5
cosmo/zodiac,C1,1.62
cosmo/zodiac,C2,0.0
cosmo/zodiac,C2,0.22
cosmo/zodiac,C2,0.56
cosmo/zodiac,C3,0.78
cosmo/zodiac,C2,0.89
cosmo/zodiac,C1,1.11
cosmo/zodiac,C2,1.44
cosmo/zodiac,C3,1.78
cosmo/zodiac,C3,2.0
cosmo/zodiac,C3,2.11
cosmo/zodiac,C3,0.05
cosmo/zodiac,C1,0.09
cosmo/zodiac,C2,0.14
cosmo/zodiac,C0,0.18
cosmo/zodiac,C3,0.23
cosmo/zodiac,C3,0.27
cosmo/zodiac,C3,0.32
cosmo/zodiac,C4,0.36
cosmo/zodiac,C0,0.41
cosmo/zodiac,C3,0.45
cosmo/zodiac,C3,0.68
cosmo/zodiac,C3,0.82
cosmo/zodiac,C0,0.86
cosmo/zodiac,C2,1.0
cosmo/zodiac,C0,1.18
cosmo/zodiac,C1,1.27
cosmo/zodiac,C3,1.32
cosmo/zodiac,C3,1.36
cosmo/zodiac,C0,1.41
cosmo/zodiac,C0,1.5
cosmo/zodiac,C3,1.59
cosmo/zodiac,C0,1.64
cosmo/zodiac,C0,1.68
cosmo/zodiac,C3,0.0
cosmo/zodiac,C3,0.07
cosmo/zodiac,C3,0.13
cosmo/zodiac,C2,0.27
cosmo/zodiac,C1,0.33
cosmo/zodiac,C1,0.4
cosmo/zodiac,C3,0.47
cosmo/zodiac,C3,0.53
cosmo/zodiac,C3,0.6
cosmo/zodiac,C3,0.67
cosmo/zodiac,C3,0.8
cosmo/zodiac,C3,1.07
cosmo/zodiac,C1,1.27
cosmo/zodiac,C3,1.33
cosmo/zodiac,C3,1.4
cosmo/zodiac,C1,1.47
cosmo/zodiac,C3,0.0
cosmo/zodiac,C2,0.12
cosmo/zodiac,C2,0.25
cosmo/zodiac,C2,0.38
cosmo/zodiac,C3,0.5
cosmo/zodiac,C0,0.62
cosmo/zodiac,C1,0.75
cosmo/zodiac,C3,0.88
cosmo/zodiac,C0,1.0
cosmo/zodiac,C3,0.11
cosmo/zodiac,C1,0.17
cosmo/zodiac,C3,0.33
cosmo/zodiac,C3,0.5
cosmo/zodiac,C0,0.67
cosmo/zodiac,C1,0.78
cosmo/zodiac,C0,0.89
cosmo/zodiac,C1,0.94
cosmo/zodiac,C0,1.0
cosmo/zodiac,C2,1.06
cosmo/zodiac,C2,1.11
cosmo/zodiac,C3,1.17
cosmo/zodiac,C2,1.22
cosmo/zodiac,C3,1.39
cosmo/zodiac,C3,1.44
cosmo/zodiac,C3,1.5
cosmo/zodiac,C3,1.61
cosmo/zodiac,C0,1.83
cosmo/zodiac,C2,1.89
cosmo/zodiac,C2,0.0
cosmo/zodiac,C3,0.05
cosmo/zodiac,C1,0.14
cosmo/zodiac,C2,0.19
cosmo/zodiac,C3,0.29
cosmo/zodiac,C2,0.38
cosmo/zodiac,C4,0.43
cosmo/zodiac,C4,0.52
cosmo/zodiac,C2,0.62
cosmo/zodiac,C2,0.67
cosmo/zodiac,C0,0.71
cosmo/zodiac,C1,0.76
cosmo/zodiac,C0,0.81
cosmo/zodiac,C0,0.86
cosmo/zodiac,C0,0.9
cosmo/zodiac,C3,1.05
cosmo/zodiac,C4,1.1
cosmo/zodiac,C2,1.14
cosmo/zodiac,C1,1.24
cosmo/zodiac,C2,1.29
cosmo/zodiac,C0,1.33
cosmo/zodiac,C1,1.38
cosmo/zodiac,C2,0.0
cosmo/zodiac,C2,1.0
cosmo/zodiac,C1,0.0
cosmo/zodiac,C3,0.12
cosmo/zodiac,C2,0.25
cosmo/zodiac,C2,0.38
cosmo/zodiac,C2,0.5
cosmo/zodiac,C3,0.62
cosmo/zodiac,C2,0.75
cosmo/zodiac,C0,0.88
cosmo/zodiac,C3,1.12
cosmo/zodiac,C3,0.0
cosmo/zodiac,C2,0.08
cosmo/zodiac,C0,0.12
cosmo/zodiac,C3,0.23
cosmo/zodiac,C3,0.27
cosmo/zodiac,C1,0.31
cosmo/zodiac,C3,0.35
cosmo/zodiac,C0,0.38
cosmo/zodiac,C0,0.42
cosmo/zodiac,C2,0.46
cosmo/zodiac,C1,0.5
cosmo/zodiac,C0,0.54
cosmo/zodiac,C0,0.58
cosmo/zodiac,C0,0.69
cosmo/zodiac,C0,0.73
cosmo/zodiac,C2,0.77
cosmo/zodiac,C0,0.81
cosmo/zodiac,C2,0.85
cosmo/zodiac,C3,0.88
cosmo/zodiac,C2,0.96
cosmo/zodiac,C2,1.08
cosmo/zodiac,C2,1.12
cosmo/zodiac,C0,1.15
cosmo/zodiac,C3,1.23
cosmo/zodiac,C3,1.42
cosmo/zodiac,C3,1.5
cosmo/zodiac,C2,1.54
cosmo/zodiac,C3,0.0
cosmo/zodiac,C3,0.11
cosmo/zodiac,C1,0.16
cosmo/zodiac,C0,0.21
cosmo/zodiac,C2,0.26
cosmo/zodiac,C2,0.32
cosmo/zodiac,C0,0.37
cosmo/zodiac,C2,0.42
cosmo/zodiac,C3,0.47
cosmo/zodiac,C0,0.53
cosmo/zodiac,C3,0.58
cosmo/zodiac,C2,0.68
cosmo/zodiac,C0,0.74
cosmo/zodiac,C2,0.79
cosmo/zodiac,C1,0.95
cosmo/zodiac,C1,1.0
cosmo/zodiac,C3,1.11
cosmo/zodiac,C0,1.16
cosmo/zodiac,C2,1.21
cosmo/zodiac,C1,1.37
cosmo/zodiac,C3,0.0
cosmo/zodiac,C3,0.29
cosmo/zodiac,C0,0.57
cosmo/zodiac,C0,0.71
cosmo/zodiac,C3,1.0
cosmo/zodiac,C2,1.29
cosmo/zodiac,C2,1.43
cosmo/zodiac,C2,1.71
cosmo/zodiac,C2,0.0
cosmo/zodiac,C2,1.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C0,0.2
cosmo/zodiac,C0,0.33
cosmo/zodiac,C3,0.53
cosmo/zodiac,C0,0.67
cosmo/zodiac,C3,0.73
cosmo/zodiac,C2,0.8
cosmo/zodiac,C2,0.87
cosmo/zodiac,C2,1.0
cosmo/zodiac,C2,1.13
cosmo/zodiac,C1,1.2
cosmo/zodiac,C1,1.27
cosmo/zodiac,C1,1.33
cosmo/zodiac,C0,1.4
cosmo/zodiac,C2,1.47
cosmo/zodiac,C2,1.53
cosmo/zodiac,C2,0.0
cosmo/zodiac,C2,0.5
cosmo/zodiac,C3,0.67
cosmo/zodiac,C2,0.83
cosmo/zodiac,C2,1.0
cosmo/zodiac,C4,1.83
cosmo/zodiac,C2,2.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C3,0.1
cosmo/zodiac,C1,0.2
cosmo/zodiac,C3,0.25
cosmo/zodiac,C0,0.35
cosmo/zodiac,C0,0.4
cosmo/zodiac,C3,0.45
cosmo/zodiac,C2,0.55
cosmo/zodiac,C2,0.6
cosmo/zodiac,C4,0.65
cosmo/zodiac,C2,0.9
cosmo/zodiac,C0,1.0
cosmo/zodiac,C4,1.05
cosmo/zodiac,C3,1.25
cosmo/zodiac,C2,1.3
cosmo/zodiac,C0,1.35
cosmo/zodiac,C3,1.65
cosmo/zodiac,C3,1.7
cosmo/zodiac,C0,1.75
cosmo/zodiac,C2,1.85
cosmo/zodiac,C3,1.9
cosmo/zodiac,C1,0.0
cosmo/zodiac,C3,0.03
cosmo/zodiac,C3,0.06
cosmo/zodiac,C3,0.12
cosmo/zodiac,C3,0.16
cosmo/zodiac,C3,0.19
cosmo/zodiac,C0,0.22
cosmo/zodiac,C3,0.28
cosmo/zodiac,C1,0.31
cosmo/zodiac,C3,0.34
cosmo/zodiac,C3,0.38
cosmo/zodiac,C2,0.41
cosmo/zodiac,C0,0.44
cosmo/zodiac,C3,0.53
cosmo/zodiac,C0,0.59
cosmo/zodiac,C3,0.69
cosmo/zodiac,C3,0.81
cosmo/zodiac,C0,0.84
cosmo/zodiac,C1,0.88
cosmo/zodiac,C3,0.91
cosmo/zodiac,C2,0.94
cosmo/zodiac,C0,0.97
cosmo/zodiac,C3,1.0
cosmo/zodiac,C1,1.09
cosmo/zodiac,C4,1.12
cosmo/zodiac,C3,1.16
cosmo/zodiac,C1,1.19
cosmo/zodiac,C3,1.22
cosmo/zodiac,C0,1.25
cosmo/zodiac,C0,1.28
cosmo/zodiac,C0,1.31
cosmo/zodiac,C1,1.34
cosmo/zodiac,C0,1.38
cosmo/zodiac,C2,0.0
cosmo/zodiac,C3,0.05
cosmo/zodiac,C1,0.18
cosmo/zodiac,C3,0.23
cosmo/zodiac,C3,0.41
cosmo/zodiac,C3,0.45
cosmo/zodiac,C2,0.64
cosmo/zodiac,C1,0.68
cosmo/zodiac,C0,0.91
cosmo/zodiac,C3,0.95
cosmo/zodiac,C3,1.0
cosmo/zodiac,C2,1.05
cosmo/zodiac,C3,1.18
cosmo/zodiac,C0,1.23
cosmo/zodiac,C3,1.27
cosmo/zodiac,C1,1.32
cosmo/zodiac,C1,1.36
cosmo/zodiac,C1,1.41
cosmo/zodiac,C0,1.45
cosmo/zodiac,C0,1.5
cosmo/zodiac,C3,1.59
cosmo/zodiac,C0,1.64
cosmo/zodiac,C3,1.68
cosmo/zodiac,C3,0.0
cosmo/zodiac,C3,0.31
cosmo/zodiac,C1,0.46
cosmo/zodiac,C2,0.54
cosmo/zodiac,C3,0.62
cosmo/zodiac,C3,0.92
cosmo/zodiac,C0,1.08
cosmo/zodiac,C3,1.15
cosmo/zodiac,C1,1.23
cosmo/zodiac,C1,1.31
cosmo/zodiac,C1,1.38
cosmo/zodiac,C1,1.54
cosmo/zodiac,C0,1.69
cosmo/zodiac,C0,1.77
cosmo/zodiac,C3,0.0
cosmo/zodiac,C1,2.5
cosmo/zodiac,C3,3.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C2,0.09
cosmo/zodiac,C2,0.18
cosmo/zodiac,C3,0.23
cosmo/zodiac,C3,0.27
cosmo/zodiac,C1,0.32
cosmo/zodiac,C3,0.45
cosmo/zodiac,C0,0.73
cosmo/zodiac,C4,0.86
cosmo/zodiac,C0,0.91
cosmo/zodiac,C3,0.95
cosmo/zodiac,C3,1.0
cosmo/zodiac,C2,1.05
cosmo/zodiac,C1,1.23
cosmo/zodiac,C2,1.27
cosmo/zodiac,C1,1.32
cosmo/zodiac,C0,1.45
cosmo/zodiac,C2,1.5
cosmo/zodiac,C1,1.55
cosmo/zodiac,C2,1.59
cosmo/zodiac,C3,1.64
cosmo/zodiac,C0,1.68
cosmo/zodiac,C3,1.77
cosmo/zodiac,C2,0.0
cosmo/zodiac,C0,0.22
cosmo/zodiac,C3,0.44
cosmo/zodiac,C1,0.67
cosmo/zodiac,C2,1.0
cosmo/zodiac,C2,1.22
cosmo/zodiac,C2,1.67
cosmo/zodiac,C1,1.78
cosmo/zodiac,C3,1.89
cosmo/zodiac,C3,2.0
cosmo/zodiac,C2,0.0
cosmo/zodiac,C3,1.0
cosmo/zodiac,C3,2.33
cosmo/zodiac,C3,3.0
cosmo/zodiac,C2,0.0
cosmo/zodiac,C2,0.04
cosmo/zodiac,C2,0.08
cosmo/zodiac,C3,0.12
cosmo/zodiac,C2,0.17
cosmo/zodiac,C0,0.21
cosmo/zodiac,C0,0.25
cosmo/zodiac,C0,0.29
cosmo/zodiac,C2,0.33
cosmo/zodiac,C1,0.46
cosmo/zodiac,C0,0.5
cosmo/zodiac,C0,0.58
cosmo/zodiac,C3,0.62
cosmo/zodiac,C1,0.71
cosmo/zodiac,C0,0.75
cosmo/zodiac,C3,0.79
cosmo/zodiac,C1,0.83
cosmo/zodiac,C0,0.88
cosmo/zodiac,C3,0.92
cosmo/zodiac,C4,0.96
cosmo/zodiac,C1,1.0
cosmo/zodiac,C1,1.08
cosmo/zodiac,C3,1.12
cosmo/zodiac,C1,1.17
cosmo/zodiac,C0,1.38
cosmo/zodiac,C3,0.0
cosmo/zodiac,C3,0.06
cosmo/zodiac,C3,0.11
cosmo/zodiac,C0,0.17
cosmo/zodiac,C2,0.28
