section,community,relative_pos
cosmo/zodiac,C2,1.4
cosmo/zodiac,C2,1.6
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.2
cosmo/zodiac,C1,0.6
cosmo/zodiac,C2,1.6
cosmo/zodiac,C0,1.8
cosmo/zodiac,C2,2.0
cosmo/zodiac,C3,0.33
cosmo/zodiac,C2,0.67
cosmo/zodiac,C1,1.0
cosmo/zodiac,C3,1.33
cosmo/zodiac,C0,1.5
cosmo/zodiac,C2,2.5
cosmo/zodiac,C2,3.0
cosmo/zodiac,C2,0.0
cosmo/zodiac,C0,0.75
cosmo/zodiac,C0,1.25
cosmo/zodiac,C2,1.5
cosmo/zodiac,C0,1.75
cosmo/zodiac,C0,0.0
cosmo/zodiac,C2,0.67
cosmo/zodiac,C2,2.67
cosmo/zodiac,C0,3.0
cosmo/zodiac,C1,0.25
cosmo/zodiac,C2,0.5
cosmo/zodiac,C1,0.75
cosmo/zodiac,C2,1.0
cosmo/zodiac,C0,1.25
cosmo/zodiac,C1,0.5
cosmo/zodiac,C2,0.67
cosmo/zodiac,C0,0.83
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,1.17
cosmo/zodiac,C0,1.33
cosmo/zodiac,C3,1.5
cosmo/zodiac,C2,0.5
cosmo/zodiac,C1,1.0
cosmo/zodiac,C1,3.5
cosmo/zodiac,C2,0.0
cosmo/zodiac,C0,0.17
cosmo/zodiac,C0,0.33
cosmo/zodiac,C0,0.5
cosmo/zodiac,C0,0.83
cosmo/zodiac,C0,1.17
cosmo/zodiac,C2,1.33
cosmo/zodiac,C1,2.0
cosmo/zodiac,C1,3.5
cosmo/zodiac,C1,4.0
cosmo/zodiac,C1,0.75
cosmo/zodiac,C2,1.0
cosmo/zodiac,C0,1.25
cosmo/zodiac,C2,1.5
cosmo/zodiac,C2,2.0
cosmo/zodiac,C2,2.0
cosmo/zodiac,C1,2.5
cosmo/zodiac,C2,3.5
cosmo/zodiac,C2,0.0
cosmo/zodiac,C1,0.5
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,0.25
cosmo/zodiac,C0,0.5
cosmo/zodiac,C0,0.75
cosmo/zodiac,C1,1.0
cosmo/zodiac,C1,1.5
cosmo/zodiac,C1,0.0
cosmo/zodiac,C1,0.4
cosmo/zodiac,C2,0.6
cosmo/zodiac,C1,0.8
cosmo/zodiac,C0,1.0
cosmo/zodiac,C2,2.0
cosmo/zodiac,C1,0.0
cosmo/zodiac,C0,0.17
cosmo/zodiac,C1,0.33
cosmo/zodiac,C0,0.5
cosmo/zodiac,C3,0.67
cosmo/zodiac,C1,0.83
cosmo/zodiac,C1,1.0
cosmo/zodiac,C1,0.2
cosmo/zodiac,C0,0.8
cosmo/zodiac,C2,1.0
cosmo/zodiac,C0,1.4
cosmo/zodiac,C1,1.8
cosmo/zodiac,C1,2.0
cosmo/zodiac,C1,0.0
cosmo/zodiac,C1,1.67
cosmo/zodiac,C1,2.67
cosmo/zodiac,C2,3.0
cosmo/zodiac,C1,0.2
cosmo/zodiac,C2,0.4
cosmo/zodiac,C2,0.6
cosmo/zodiac,C2,0.8
cosmo/zodiac,C0,1.0
cosmo/zodiac,C1,1.2
cosmo/zodiac,C1,0.33
cosmo/zodiac,C0,0.67
cosmo/zodiac,C1,1.0
cosmo/zodiac,C1,1.33
cosmo/zodiac,C1,0.5
cosmo/zodiac,C1,0.75
cosmo/zodiac,C1,1.0
cosmo/zodiac,C2,1.25
cosmo/zodiac,C2,1.5
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.17
cosmo/zodiac,C2,0.5
cosmo/zodiac,C1,0.67
cosmo/zodiac,C1,0.83
cosmo/zodiac,C0,1.0
cosmo/zodiac,C1,1.17
cosmo/zodiac,C0,0.25
cosmo/zodiac,C1,0.5
cosmo/zodiac,C1,0.75
cosmo/zodiac,C2,1.5
cosmo/zodiac,C2,1.75
cosmo/zodiac,C0,1.0
cosmo/zodiac,C4,3.0
cosmo/zodiac,C0,0.5
cosmo/zodiac,C0,3.5
cosmo/zodiac,C2,4.0
cosmo/zodiac,C2,0.2
cosmo/zodiac,C2,0.4
cosmo/zodiac,C4,0.6
cosmo/zodiac,C1,0.8
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,1.4
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.2
cosmo/zodiac,C1,0.6
cosmo/zodiac,C2,0.8
cosmo/zodiac,C0,1.0
cosmo/zodiac,C1,1.2
cosmo/zodiac,C2,0.2
cosmo/zodiac,C0,0.6
cosmo/zodiac,C2,0.8
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,1.2
cosmo/zodiac,C3,1.4
cosmo/zodiac,C1,0.2
cosmo/zodiac,C1,0.4
cosmo/zodiac,C0,0.8
cosmo/zodiac,C2,1.0
cosmo/zodiac,C0,1.2
cosmo/zodiac,C3,1.4
cosmo/zodiac,C1,0.33
cosmo/zodiac,C2,0.67
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,1.33
cosmo/zodiac,C2,0.4
cosmo/zodiac,C1,1.2
cosmo/zodiac,C1,1.4
cosmo/zodiac,C1,1.6
cosmo/zodiac,C2,1.8
cosmo/zodiac,C2,2.2
cosmo/zodiac,C1,0.6
cosmo/zodiac,C0,0.8
cosmo/zodiac,C1,1.0
cosmo/zodiac,C2,1.4
cosmo/zodiac,C1,1.6
cosmo/zodiac,C2,1.8
cosmo/zodiac,C1,0.0
cosmo/zodiac,C0,0.75
cosmo/zodiac,C0,1.25
cosmo/zodiac,C2,2.5
cosmo/zodiac,C2,2.75
cosmo/zodiac,C1,0.4
cosmo/zodiac,C1,0.6
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,1.2
cosmo/zodiac,C3,1.4
cosmo/zodiac,C3,1.8
cosmo/zodiac,C1,3.0
cosmo/zodiac,C2,7.0
cosmo/zodiac,C0,0.67
cosmo/zodiac,C0,1.0
cosmo/zodiac,C1,1.33
cosmo/zodiac,C1,1.67
herbal-A,C0,0.0
herbal-A,C2,1.0
herbal-A,C0,3.0
herbal-A,C1,0.25
herbal-A,C1,0.5
herbal-A,C0,0.75
herbal-A,C4,1.5
herbal-A,C0,1.75
herbal-A,C2,0.2
herbal-A,C0,0.4
herbal-A,C3,0.8
herbal-A,C0,1.0
herbal-A,C0,1.2
herbal-A,C0,1.4
herbal-A,C2,0.0
herbal-A,C0,0.25
herbal-A,C2,0.5
herbal-A,C0,1.0
herbal-A,C0,1.25
herbal-A,C0,0.0
herbal-A,C0,0.2
herbal-A,C0,0.6
herbal-A,C0,0.8
herbal-A,C3,1.0
herbal-A,C0,1.4
herbal-A,C0,0.0
herbal-A,C0,0.33
herbal-A,C4,0.67
herbal-A,C0,2.33
herbal-A,C0,0.0
herbal-A,C3,0.67
herbal-A,C0,1.0
herbal-A,C0,1.33
herbal-A,C0,0.67
herbal-A,C0,1.0
herbal-A,C0,2.0
herbal-A,C0,2.33
herbal-A,C0,0.0
herbal-A,C0,0.33
herbal-A,C2,0.67
herbal-A,C0,1.67
herbal-A,C0,0.0
herbal-A,C0,4.0
herbal-A,C0,0.0
herbal-A,C1,0.25
herbal-A,C0,0.5
herbal-A,C0,1.0
herbal-A,C0,1.75
herbal-A,C0,0.0
herbal-A,C0,0.2
herbal-A,C0,0.4
herbal-A,C0,0.6
herbal-A,C0,1.2
herbal-A,C0,1.4
herbal-A,C0,0.0
herbal-A,C0,1.0
cosmo/zodiac,C1,3.0
cosmo/zodiac,C2,6.0
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,6.0
cosmo/zodiac,C0,0.5
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,2.0
cosmo/zodiac,C2,0.33
cosmo/zodiac,C1,0.67
cosmo/zodiac,C0,1.0
cosmo/zodiac,C1,1.33
cosmo/zodiac,C1,0.0
cosmo/zodiac,C1,0.2
cosmo/zodiac,C1,0.4
cosmo/zodiac,C0,0.6
cosmo/zodiac,C0,0.8
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,1.0
cosmo/zodiac,C1,1.5
cosmo/zodiac,C1,2.0
cosmo/zodiac,C1,0.2
cosmo/zodiac,C2,0.6
cosmo/zodiac,C3,0.8
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,1.4
cosmo/zodiac,C3,1.6
cosmo/zodiac,C1,0.14
cosmo/zodiac,C1,0.29
cosmo/zodiac,C2,0.43
cosmo/zodiac,C1,0.57
cosmo/zodiac,C1,0.71
cosmo/zodiac,C1,0.86
cosmo/zodiac,C1,1.0
cosmo/zodiac,C1,1.14
cosmo/zodiac,C2,0.17
cosmo/zodiac,C1,0.5
cosmo/zodiac,C3,0.67
cosmo/zodiac,C0,0.83
cosmo/zodiac,C3,1.17
cosmo/zodiac,C1,1.33
cosmo/zodiac,C2,1.5
cosmo/zodiac,C1,0.0
cosmo/zodiac,C1,0.17
cosmo/zodiac,C2,0.33
cosmo/zodiac,C1,0.5
cosmo/zodiac,C1,0.67
cosmo/zodiac,C2,0.83
cosmo/zodiac,C1,1.33
cosmo/zodiac,C1,0.0
cosmo/zodiac,C0,0.17
cosmo/zodiac,C0,0.33
cosmo/zodiac,C1,0.5
cosmo/zodiac,C1,0.67
cosmo/zodiac,C1,0.83
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,0.25
cosmo/zodiac,C1,0.5
cosmo/zodiac,C3,0.75
cosmo/zodiac,C1,1.0
cosmo/zodiac,C2,1.5
cosmo/zodiac,C0,0.0
cosmo/zodiac,C2,0.5
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,0.67
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,1.33
cosmo/zodiac,C2,2.33
cosmo/zodiac,C0,0.0
cosmo/zodiac,C1,0.33
cosmo/zodiac,C1,0.5
cosmo/zodiac,C1,0.67
cosmo/zodiac,C0,0.83
cosmo/zodiac,C1,1.17
cosmo/zodiac,C1,1.33
cosmo/zodiac,C3,0.25
cosmo/zodiac,C1,0.5
cosmo/zodiac,C3,1.0
cosmo/zodiac,C0,1.5
cosmo/zodiac,C0,1.75
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.17
cosmo/zodiac,C0,0.33
cosmo/zodiac,C1,0.5
cosmo/zodiac,C0,0.83
cosmo/zodiac,C3,1.0
cosmo/zodiac,C3,1.17
cosmo/zodiac,C4,0.0
cosmo/zodiac,C1,0.2
cosmo/zodiac,C3,0.4
cosmo/zodiac,C1,1.2
cosmo/zodiac,C1,1.4
cosmo/zodiac,C1,2.0
cosmo/zodiac,C3,1.0
cosmo/zodiac,C2,3.0
cosmo/zodiac,C0,0.33
cosmo/zodiac,C2,0.67
cosmo/zodiac,C2,1.0
cosmo/zodiac,C1,1.67
cosmo/zodiac,C0,0.25
cosmo/zodiac,C3,0.75
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,2.0
cosmo/zodiac,C2,2.25
cosmo/zodiac,C1,0.2
cosmo/zodiac,C2,0.4
cosmo/zodiac,C1,0.6
cosmo/zodiac,C0,0.8
cosmo/zodiac,C2,1.0
cosmo/zodiac,C0,1.6
cosmo/zodiac,C0,0.0
cosmo/zodiac,C1,0.25
cosmo/zodiac,C1,0.75
cosmo/zodiac,C0,1.0
cosmo/zodiac,C1,1.5
cosmo/zodiac,C0,0.5
cosmo/zodiac,C1,0.75
cosmo/zodiac,C1,1.0
cosmo/zodiac,C1,1.5
cosmo/zodiac,C1,1.75
cosmo/zodiac,C1,0.25
cosmo/zodiac,C2,0.5
cosmo/zodiac,C3,1.0
cosmo/zodiac,C1,1.25
cosmo/zodiac,C3,1.75
cosmo/zodiac,C2,0.4
cosmo/zodiac,C1,0.8
cosmo/zodiac,C1,1.0
cosmo/zodiac,C2,1.2
cosmo/zodiac,C0,1.4
cosmo/zodiac,C0,1.6
cosmo/zodiac,C0,0.2
cosmo/zodiac,C0,0.6
cosmo/zodiac,C2,0.8
cosmo/zodiac,C0,1.2
cosmo/zodiac,C0,1.4
cosmo/zodiac,C0,1.6
cosmo/zodiac,C1,0.25
cosmo/zodiac,C0,0.75
cosmo/zodiac,C0,1.75
cosmo/zodiac,C3,2.0
cosmo/zodiac,C4,2.25
cosmo/zodiac,C1,0.14
cosmo/zodiac,C0,0.29
cosmo/zodiac,C1,0.43
cosmo/zodiac,C2,0.57
cosmo/zodiac,C1,0.71
cosmo/zodiac,C0,0.86
cosmo/zodiac,C3,1.0
cosmo/zodiac,C3,1.14
cosmo/zodiac,C1,0.25
cosmo/zodiac,C1,0.5
cosmo/zodiac,C3,0.75
cosmo/zodiac,C1,1.5
cosmo/zodiac,C2,2.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C0,0.25
cosmo/zodiac,C3,0.5
cosmo/zodiac,C3,1.75
cosmo/zodiac,C1,2.25
cosmo/zodiac,C0,0.2
cosmo/zodiac,C1,0.6
cosmo/zodiac,C1,1.0
cosmo/zodiac,C1,1.2
cosmo/zodiac,C2,1.4
cosmo/zodiac,C2,1.6
cosmo/zodiac,C1,0.0
cosmo/zodiac,C1,0.6
cosmo/zodiac,C0,0.8
cosmo/zodiac,C0,1.2
cosmo/zodiac,C0,1.4
cosmo/zodiac,C1,1.6
cosmo/zodiac,C1,1.0
cosmo/zodiac,C1,2.5
cosmo/zodiac,C1,3.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C3,0.33
cosmo/zodiac,C2,1.0
cosmo/zodiac,C1,2.0
cosmo/zodiac,C1,0.25
cosmo/zodiac,C1,0.5
cosmo/zodiac,C1,1.0
cosmo/zodiac,C1,1.25
cosmo/zodiac,C0,1.75
cosmo/zodiac,C3,1.0
cosmo/zodiac,C1,1.5
cosmo/zodiac,C1,2.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C2,1.0
cosmo/zodiac,C3,2.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C0,0.5
cosmo/zodiac,C1,3.0
cosmo/zodiac,C2,0.0
cosmo/zodiac,C1,0.5
cosmo/zodiac,C2,1.0
cosmo/zodiac,C2,1.75
cosmo/zodiac,C2,2.25
cosmo/zodiac,C1,0.67
cosmo/zodiac,C2,1.67
cosmo/zodiac,C2,2.0
cosmo/zodiac,C1,2.33
cosmo/zodiac,C1,0.25
cosmo/zodiac,C3,0.5
cosmo/zodiac,C3,1.0
cosmo/zodiac,C2,1.25
cosmo/zodiac,C2,2.25
cosmo/zodiac,C1,0.33
cosmo/zodiac,C1,1.33
cosmo/zodiac,C2,1.67
cosmo/zodiac,C2,2.0
cosmo/zodiac,C1,0.2
cosmo/zodiac,C1,0.4
cosmo/zodiac,C1,0.6
cosmo/zodiac,C1,0.8
cosmo/zodiac,C3,1.0
cosmo/zodiac,C2,1.4
cosmo/zodiac,C1,0.6
cosmo/zodiac,C3,0.8
cosmo/zodiac,C3,1.0
cosmo/zodiac,C2,1.4
cosmo/zodiac,C0,1.6
cosmo/zodiac,C3,1.8
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.5
cosmo/zodiac,C3,0.75
cosmo/zodiac,C2,1.25
cosmo/zodiac,C3,2.25
cosmo/zodiac,C1,0.0
cosmo/zodiac,C1,0.33
cosmo/zodiac,C1,0.67
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.14
cosmo/zodiac,C1,0.29
cosmo/zodiac,C0,0.43
cosmo/zodiac,C0,0.57
cosmo/zodiac,C0,0.71
cosmo/zodiac,C3,1.0
cosmo/zodiac,C0,1.14
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.2
cosmo/zodiac,C3,0.4
cosmo/zodiac,C0,0.6
cosmo/zodiac,C2,1.0
cosmo/zodiac,C2,1.2
cosmo/zodiac,C3,0.0
cosmo/zodiac,C0,0.2
cosmo/zodiac,C2,0.4
cosmo/zodiac,C0,0.6
cosmo/zodiac,C3,1.0
cosmo/zodiac,C3,1.2
cosmo/zodiac,C0,0.25
cosmo/zodiac,C2,0.5
cosmo/zodiac,C1,0.75
cosmo/zodiac,C0,1.25
cosmo/zodiac,C0,1.5
cosmo/zodiac,C1,1.0
cosmo/zodiac,C1,5.0
cosmo/zodiac,C1,1.0
cosmo/zodiac,C3,5.0
cosmo/zodiac,C0,2.0
cosmo/zodiac,C3,3.0
cosmo/zodiac,C1,4.5
cosmo/zodiac,C0,0.0
cosmo/zodiac,C3,0.5
cosmo/zodiac,C4,4.0
cosmo/zodiac,C1,0.07
cosmo/zodiac,C0,0.14
cosmo/zodiac,C3,0.36
cosmo/zodiac,C2,0.43
cosmo/zodiac,C2,0.5
cosmo/zodiac,C0,0.57
cosmo/zodiac,C0,0.64
cosmo/zodiac,C2,0.79
cosmo/zodiac,C1,0.93
cosmo/zodiac,C0,1.5
cosmo/zodiac,C0,1.57
cosmo/zodiac,C3,1.64
cosmo/zodiac,C2,2.0
cosmo/zodiac,C2,2.14
cosmo/zodiac,C2,2.43
cosmo/zodiac,C0,0.12
cosmo/zodiac,C0,0.69
cosmo/zodiac,C2,0.75
cosmo/zodiac,C3,0.81
cosmo/zodiac,C2,0.88
cosmo/zodiac,C3,1.06
cosmo/zodiac,C1,1.12
cosmo/zodiac,C3,1.19
cosmo/zodiac,C3,1.31
cosmo/zodiac,C2,1.38
cosmo/zodiac,C0,1.56
cosmo/zodiac,C3,1.62
cosmo/zodiac,C3,1.81
cosmo/zodiac,C3,1.94
cosmo/zodiac,C4,2.12
cosmo/zodiac,C0,2.19
cosmo/zodiac,C0,2.38
cosmo/zodiac,C3,0.2
cosmo/zodiac,C0,0.27
cosmo/zodiac,C3,0.33
cosmo/zodiac,C3,0.4
cosmo/zodiac,C3,0.53
cosmo/zodiac,C3,0.8
cosmo/zodiac,C3,0.93
cosmo/zodiac,C3,1.0
cosmo/zodiac,C3,1.07
cosmo/zodiac,C0,1.13
cosmo/zodiac,C3,1.2
cosmo/zodiac,C0,1.27
cosmo/zodiac,C4,1.53
cosmo/zodiac,C1,1.73
cosmo/zodiac,C3,1.87
cosmo/zodiac,C2,2.0
cosmo/zodiac,C0,1.0
cosmo/zodiac,C2,2.0
cosmo/zodiac,C2,0.0
cosmo/zodiac,C2,0.5
cosmo/zodiac,C0,1.0
cosmo/zodiac,C1,0.0
cosmo/zodiac,C2,1.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,2.0
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,3.0
cosmo/zodiac,C0,4.0
cosmo/zodiac,C1,0.25
cosmo/zodiac,C0,0.5
cosmo/zodiac,C0,1.25
cosmo/zodiac,C1,1.75
cosmo/zodiac,C1,2.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C0,0.5
cosmo/zodiac,C3,1.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,1.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C1,1.0
cosmo/zodiac,C3,1.0
cosmo/zodiac,C2,4.0
cosmo/zodiac,C2,0.5
cosmo/zodiac,C4,1.0
cosmo/zodiac,C3,1.5
cosmo/zodiac,C2,0.0
cosmo/zodiac,C1,0.5
cosmo/zodiac,C0,1.0
cosmo/zodiac,C3,1.0
cosmo/zodiac,C0,2.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C2,2.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C2,0.17
cosmo/zodiac,C0,0.33
cosmo/zodiac,C0,0.67
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,1.17
cosmo/zodiac,C0,1.33
cosmo/zodiac,C2,0.17
cosmo/zodiac,C1,0.33
cosmo/zodiac,C4,0.5
cosmo/zodiac,C3,0.67
cosmo/zodiac,C2,1.0
cosmo/zodiac,C0,1.17
cosmo/zodiac,C0,1.33
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,3.0
cosmo/zodiac,C2,0.0
cosmo/zodiac,C2,0.5
cosmo/zodiac,C2,1.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C2,1.0
cosmo/zodiac,C1,0.0
cosmo/zodiac,C0,0.25
cosmo/zodiac,C1,0.5
cosmo/zodiac,C0,1.5
cosmo/zodiac,C0,2.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C2,0.5
cosmo/zodiac,C1,0.75
cosmo/zodiac,C0,1.25
cosmo/zodiac,C0,1.5
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.17
cosmo/zodiac,C0,0.33
cosmo/zodiac,C0,0.5
cosmo/zodiac,C1,0.67
cosmo/zodiac,C0,0.83
cosmo/zodiac,C2,1.0
cosmo/zodiac,C1,0.0
cosmo/zodiac,C0,0.2
cosmo/zodiac,C0,0.4
cosmo/zodiac,C1,1.4
cosmo/zodiac,C3,1.6
cosmo/zodiac,C3,1.8
cosmo/zodiac,C0,0.0
cosmo/zodiac,C3,0.25
cosmo/zodiac,C0,1.25
cosmo/zodiac,C0,1.5
cosmo/zodiac,C0,1.75
cosmo/zodiac,C3,0.0
cosmo/zodiac,C0,0.5
cosmo/zodiac,C2,1.5
cosmo/zodiac,C3,0.0
cosmo/zodiac,C2,0.17
cosmo/zodiac,C2,0.33
cosmo/zodiac,C0,0.5
cosmo/zodiac,C2,0.67
cosmo/zodiac,C0,0.83
cosmo/zodiac,C2,1.0
cosmo/zodiac,C1,0.04
cosmo/zodiac,C0,0.09
cosmo/zodiac,C0,0.17
cosmo/zodiac,C0,0.22
cosmo/zodiac,C1,0.26
cosmo/zodiac,C3,0.3
cosmo/zodiac,C0,0.35
cosmo/zodiac,C0,0.43
cosmo/zodiac,C3,0.48
cosmo/zodiac,C0,0.52
cosmo/zodiac,C1,0.65
cosmo/zodiac,C1,0.74
cosmo/zodiac,C1,0.83
cosmo/zodiac,C3,0.87
cosmo/zodiac,C3,0.91
cosmo/zodiac,C0,1.09
cosmo/zodiac,C0,1.13
cosmo/zodiac,C0,1.17
cosmo/zodiac,C0,1.22
cosmo/zodiac,C3,1.3
cosmo/zodiac,C1,1.35
cosmo/zodiac,C1,1.39
cosmo/zodiac,C0,1.43
cosmo/zodiac,C3,1.57
cosmo/zodiac,C2,0.0
cosmo/zodiac,C2,1.0
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,1.5
cosmo/zodiac,C2,2.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.2
cosmo/zodiac,C0,0.4
cosmo/zodiac,C0,0.6
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,1.6
cosmo/zodiac,C0,0.5
cosmo/zodiac,C2,1.0
cosmo/zodiac,C2,2.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.5
cosmo/zodiac,C0,1.5
cosmo/zodiac,C0,0.0
cosmo/zodiac,C2,0.25
cosmo/zodiac,C1,0.5
cosmo/zodiac,C4,0.75
cosmo/zodiac,C2,1.25
cosmo/zodiac,C0,0.0
cosmo/zodiac,C1,0.33
cosmo/zodiac,C3,0.67
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,2.0
cosmo/zodiac,C3,0.5
cosmo/zodiac,C1,1.5
cosmo/zodiac,C3,2.0
cosmo/zodiac,C4,0.0
cosmo/zodiac,C1,0.33
cosmo/zodiac,C4,0.67
cosmo/zodiac,C2,1.33
cosmo/zodiac,C1,0.0
cosmo/zodiac,C1,0.15
cosmo/zodiac,C2,0.2
cosmo/zodiac,C1,0.25
cosmo/zodiac,C1,0.3
cosmo/zodiac,C0,0.4
cosmo/zodiac,C0,0.6
cosmo/zodiac,C3,0.75
cosmo/zodiac,C0,0.8
cosmo/zodiac,C1,0.95
cosmo/zodiac,C3,1.05
cosmo/zodiac,C3,1.15
cosmo/zodiac,C0,1.25
cosmo/zodiac,C0,1.3
cosmo/zodiac,C1,1.35
cosmo/zodiac,C0,1.4
cosmo/zodiac,C2,1.45
cosmo/zodiac,C1,1.6
cosmo/zodiac,C3,1.65
cosmo/zodiac,C0,1.75
cosmo/zodiac,C4,1.8
cosmo/zodiac,C2,0.0
cosmo/zodiac,C3,0.1
cosmo/zodiac,C3,0.24
cosmo/zodiac,C3,0.29
cosmo/zodiac,C0,0.33
cosmo/zodiac,C1,0.38
cosmo/zodiac,C0,0.43
cosmo/zodiac,C3,0.52
cosmo/zodiac,C3,0.57
cosmo/zodiac,C0,0.67
cosmo/zodiac,C0,0.81
cosmo/zodiac,C0,0.9
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,1.05
cosmo/zodiac,C3,1.1
cosmo/zodiac,C2,1.14
cosmo/zodiac,C0,1.19
cosmo/zodiac,C0,1.29
cosmo/zodiac,C3,1.33
cosmo/zodiac,C1,1.43
cosmo/zodiac,C3,1.57
cosmo/zodiac,C3,1.62
cosmo/zodiac,C0,0.0
cosmo/zodiac,C3,0.5
cosmo/zodiac,C2,1.0
cosmo/zodiac,C1,0.0
cosmo/zodiac,C3,0.5
cosmo/zodiac,C3,1.0
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,2.0
cosmo/zodiac,C1,0.33
cosmo/zodiac,C0,1.0
cosmo/zodiac,C1,1.67
cosmo/zodiac,C0,2.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C1,0.2
cosmo/zodiac,C1,0.4
cosmo/zodiac,C1,0.6
cosmo/zodiac,C1,0.8
cosmo/zodiac,C1,1.4
cosmo/zodiac,C1,0.33
cosmo/zodiac,C1,0.67
cosmo/zodiac,C1,2.0
cosmo/zodiac,C1,2.33
cosmo/zodiac,C1,0.0
cosmo/zodiac,C0,0.17
cosmo/zodiac,C1,0.67
cosmo/zodiac,C1,0.83
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,1.17
cosmo/zodiac,C3,1.33
cosmo/zodiac,C1,1.0
cosmo/zodiac,C0,1.5
cosmo/zodiac,C3,2.0
cosmo/zodiac,C3,0.0
cosmo/zodiac,C1,0.1
cosmo/zodiac,C1,0.15
cosmo/zodiac,C0,0.25
cosmo/zodiac,C3,0.3
cosmo/zodiac,C3,0.35
cosmo/zodiac,C3,0.4
cosmo/zodiac,C3,0.45
cosmo/zodiac,C3,0.55
cosmo/zodiac,C3,0.6
cosmo/zodiac,C2,0.65
cosmo/zodiac,C3,0.7
cosmo/zodiac,C3,0.85
cosmo/zodiac,C2,0.9
cosmo/zodiac,C4,1.0
cosmo/zodiac,C3,1.1
cosmo/zodiac,C0,1.3
cosmo/zodiac,C0,1.35
cosmo/zodiac,C1,1.4
cosmo/zodiac,C0,1.5
cosmo/zodiac,C0,1.55
cosmo/zodiac,C1,0.0
cosmo/zodiac,C3,0.11
cosmo/zodiac,C0,0.33
cosmo/zodiac,C0,0.44
cosmo/zodiac,C0,0.56
cosmo/zodiac,C0,0.67
cosmo/zodiac,C4,0.89
cosmo/zodiac,C0,1.0
cosmo/zodiac,C3,1.11
cosmo/zodiac,C0,1.22
cosmo/zodiac,C0,0.0
cosmo/zodiac,C1,0.2
cosmo/zodiac,C3,0.4
cosmo/zodiac,C2,0.6
cosmo/zodiac,C2,0.8
cosmo/zodiac,C1,1.2
cosmo/zodiac,C1,2.0
cosmo/zodiac,C3,3.0
cosmo/zodiac,C3,1.0
cosmo/zodiac,C3,3.0
cosmo/zodiac,C3,2.0
cosmo/zodiac,C2,3.0
cosmo/zodiac,C0,0.0
cosmo/zodiac,C0,0.2
cosmo/zodiac,C0,0.4
cosmo/zodiac,C0,0.6
cosmo/zodiac,C3,0.8
cosmo/zodiac,C2,1.2
cosmo/zodiac,C0,0.1
cosmo/zodiac,C1,0.2
cosmo/zodiac,C1,0.4
cosmo/zodiac,C0,0.5
cosmo/zodiac,C2,0.6
cosmo/zodiac,C1,0.7
cosmo/zodiac,C0,0.9
cosmo/zodiac,C0,1.0
cosmo/zodiac,C0,1.2
cosmo/zodiac,C0,1.3
cosmo/zodiac,C2,1.4
