section,community,relative_pos,count,probability
herbal-A,C3,0.75,10,0.059880239520958084
herbal-A,C3,0.8,12,0.11764705882352941
herbal-A,C3,0.83,3,0.07894736842105263
herbal-A,C3,0.89,1,0.5
herbal-A,C3,1.0,79,0.06661045531197302
herbal-A,C4,0.0,50,0.04215851602023609
herbal-A,C4,0.17,3,0.07894736842105263
herbal-A,C4,0.2,1,0.00980392156862745
herbal-A,C4,0.25,5,0.029940119760479042
herbal-A,C4,0.33,14,0.04560260586319218
herbal-A,C4,0.4,2,0.0196078431372549
herbal-A,C4,0.5,26,0.049429657794676805
herbal-A,C4,0.57,1,0.05555555555555555
herbal-A,C4,0.6,3,0.029411764705882353
herbal-A,C4,0.67,12,0.03908794788273615
herbal-A,C4,0.75,10,0.059880239520958084
herbal-A,C4,0.8,3,0.029411764705882353
herbal-A,C4,0.86,1,0.05555555555555555
herbal-A,C4,1.0,36,0.03035413153456998
pharm-herbal,C0,0.0,231,0.6111111111111112
pharm-herbal,C0,0.07,1,1.0
pharm-herbal,C0,0.08,2,0.6666666666666666
pharm-herbal,C0,0.09,1,1.0
pharm-herbal,C0,0.1,2,1.0
pharm-herbal,C0,0.11,1,0.2
pharm-herbal,C0,0.12,2,0.4
pharm-herbal,C0,0.14,10,0.625
pharm-herbal,C0,0.15,1,1.0
pharm-herbal,C0,0.17,10,0.4
pharm-herbal,C0,0.2,21,0.4883720930232558
pharm-herbal,C0,0.21,1,1.0
pharm-herbal,C0,0.22,3,0.6
pharm-herbal,C0,0.25,38,0.5846153846153846
pharm-herbal,C0,0.27,1,1.0
pharm-herbal,C0,0.29,10,0.625
pharm-herbal,C0,0.33,53,0.53
pharm-herbal,C0,0.36,2,1.0
pharm-herbal,C0,0.38,2,0.3333333333333333
pharm-herbal,C0,0.4,20,0.46511627906976744
pharm-herbal,C0,0.42,1,0.5
pharm-herbal,C0,0.43,9,0.5625
pharm-herbal,C0,0.44,3,0.6
pharm-herbal,C0,0.45,1,1.0
pharm-herbal,C0,0.46,1,1.0
pharm-herbal,C0,0.5,82,0.4823529411764706
pharm-herbal,C0,0.54,1,1.0
pharm-herbal,C0,0.55,1,1.0
pharm-herbal,C0,0.56,1,0.2
pharm-herbal,C0,0.57,8,0.5
pharm-herbal,C0,0.58,1,0.5
pharm-herbal,C0,0.6,19,0.4418604651162791
pharm-herbal,C0,0.62,2,0.3333333333333333
pharm-herbal,C0,0.67,52,0.52
pharm-herbal,C0,0.69,1,1.0
pharm-herbal,C0,0.7,2,1.0
pharm-herbal,C0,0.71,5,0.3125
pharm-herbal,C0,0.75,37,0.5692307692307692
pharm-herbal,C0,0.77,1,1.0
pharm-herbal,C0,0.78,3,0.6
pharm-herbal,C0,0.79,1,1.0
pharm-herbal,C0,0.8,23,0.5348837209302325
pharm-herbal,C0,0.83,11,0.44
pharm-herbal,C0,0.86,6,0.375
pharm-herbal,C0,0.88,2,0.4
pharm-herbal,C0,0.9,2,1.0
pharm-herbal,C0,0.91,1,1.0
pharm-herbal,C0,0.92,1,0.3333333333333333
pharm-herbal,C0,0.93,1,1.0
pharm-herbal,C0,1.0,175,0.46296296296296297
pharm-herbal,C1,0.0,73,0.1931216931216931
pharm-herbal,C1,0.11,3,0.6
pharm-herbal,C1,0.12,1,0.2
pharm-herbal,C1,0.14,2,0.125
pharm-herbal,C1,0.17,6,0.24
pharm-herbal,C1,0.2,9,0.20930232558139536
pharm-herbal,C1,0.22,1,0.2
pharm-herbal,C1,0.23,1,1.0
pharm-herbal,C1,0.25,13,0.2
pharm-herbal,C1,0.29,1,0.0625
pharm-herbal,C1,0.31,1,1.0
pharm-herbal,C1,0.33,20,0.2
pharm-herbal,C1,0.38,3,0.5
pharm-herbal,C1,0.4,11,0.2558139534883721
pharm-herbal,C1,0.43,5,0.3125
pharm-herbal,C1,0.44,1,0.2
pharm-herbal,C1,0.5,42,0.24705882352941178
pharm-herbal,C1,0.56,1,0.2
pharm-herbal,C1,0.57,1,0.0625
pharm-herbal,C1,0.6,10,0.23255813953488372
pharm-herbal,C1,0.62,1,0.16666666666666666
pharm-herbal,C1,0.64,1,0.5
pharm-herbal,C1,0.67,21,0.21
pharm-herbal,C1,0.71,3,0.1875
pharm-herbal,C1,0.73,1,1.0
pharm-herbal,C1,0.75,12,0.18461538461538463
pharm-herbal,C1,0.8,5,0.11627906976744186
pharm-herbal,C1,0.82,1,1.0
pharm-herbal,C1,0.83,8,0.32
pharm-herbal,C1,0.85,1,1.0
pharm-herbal,C1,0.86,3,0.1875
pharm-herbal,C1,0.88,1,0.2
pharm-herbal,C1,0.89,4,0.8
pharm-herbal,C1,0.92,1,0.3333333333333333
pharm-herbal,C1,1.0,69,0.18253968253968253
pharm-herbal,C2,0.0,28,0.07407407407407407
pharm-herbal,C2,0.11,1,0.2
pharm-herbal,C2,0.12,1,0.2
pharm-herbal,C2,0.14,3,0.1875
pharm-herbal,C2,0.17,6,0.24
pharm-herbal,C2,0.2,5,0.11627906976744186
pharm-herbal,C2,0.22,1,0.2
pharm-herbal,C2,0.25,6,0.09230769230769231
pharm-herbal,C2,0.29,3,0.1875
pharm-herbal,C2,0.3,1,0.5
pharm-herbal,C2,0.33,10,0.1
pharm-herbal,C2,0.4,5,0.11627906976744186
pharm-herbal,C2,0.43,2,0.125
pharm-herbal,C2,0.44,1,0.2
pharm-herbal,C2,0.5,22,0.12941176470588237
pharm-herbal,C2,0.56,2,0.4
pharm-herbal,C2,0.57,4,0.25
pharm-herbal,C2,0.6,8,0.18604651162790697
pharm-herbal,C2,0.62,2,0.3333333333333333
pharm-herbal,C2,0.67,16,0.16
pharm-herbal,C2,0.71,2,0.125
pharm-herbal,C2,0.75,7,0.1076923076923077
pharm-herbal,C2,0.8,9,0.20930232558139536
pharm-herbal,C2,0.83,5,0.2
pharm-herbal,C2,0.86,4,0.25
pharm-herbal,C2,0.88,2,0.4
pharm-herbal,C2,1.0,68,0.17989417989417988
pharm-herbal,C3,0.0,32,0.08465608465608465
pharm-herbal,C3,0.08,1,0.3333333333333333
pharm-herbal,C3,0.14,1,0.0625
pharm-herbal,C3,0.17,1,0.04
pharm-herbal,C3,0.18,1,1.0
pharm-herbal,C3,0.2,6,0.13953488372093023
pharm-herbal,C3,0.25,7,0.1076923076923077
pharm-herbal,C3,0.29,2,0.125
pharm-herbal,C3,0.3,1,0.5
pharm-herbal,C3,0.33,13,0.13
pharm-herbal,C3,0.38,1,0.16666666666666666
pharm-herbal,C3,0.4,5,0.11627906976744186
pharm-herbal,C3,0.42,1,0.5
pharm-herbal,C3,0.5,21,0.12352941176470589
pharm-herbal,C3,0.56,1,0.2
pharm-herbal,C3,0.57,2,0.125
pharm-herbal,C3,0.6,5,0.11627906976744186
pharm-herbal,C3,0.67,9,0.09
pharm-herbal,C3,0.71,3,0.1875
pharm-herbal,C3,0.75,6,0.09230769230769231
pharm-herbal,C3,0.8,4,0.09302325581395349
pharm-herbal,C3,0.83,1,0.04
pharm-herbal,C3,0.86,1,0.0625
pharm-herbal,C3,0.89,1,0.2
pharm-herbal,C3,0.92,1,0.3333333333333333
pharm-herbal,C3,1.0,57,0.15079365079365079
pharm-herbal,C4,0.0,14,0.037037037037037035
pharm-herbal,C4,0.12,1,0.2
pharm-herbal,C4,0.17,2,0.08
pharm-herbal,C4,0.2,2,0.046511627906976744
pharm-herbal,C4,0.25,1,0.015384615384615385
pharm-herbal,C4,0.33,4,0.04
pharm-herbal,C4,0.4,2,0.046511627906976744
pharm-herbal,C4,0.5,3,0.01764705882352941
pharm-herbal,C4,0.57,1,0.0625
pharm-herbal,C4,0.58,1,0.5
pharm-herbal,C4,0.6,1,0.023255813953488372
pharm-herbal,C4,0.62,1,0.16666666666666666
pharm-herbal,C4,0.64,1,0.5
pharm-herbal,C4,0.67,2,0.02
pharm-herbal,C4,0.71,3,0.1875
pharm-herbal,C4,0.75,3,0.046153846153846156
pharm-herbal,C4,0.78,2,0.4
pharm-herbal,C4,0.8,2,0.046511627906976744
pharm-herbal,C4,0.86,2,0.125
pharm-herbal,C4,1.0,9,0.023809523809523808
rosettes,C0,0.0,41,0.2469879518072289
rosettes,C0,0.17,4,0.2857142857142857
rosettes,C0,0.2,2,0.1111111111111111
rosettes,C0,0.21,1,1.0
rosettes,C0,0.25,9,0.2647058823529412
rosettes,C0,0.29,1,0.14285714285714285
rosettes,C0,0.32,1,1.0
rosettes,C0,0.33,8,0.21621621621621623
rosettes,C0,0.4,5,0.2777777777777778
rosettes,C0,0.42,1,0.5
rosettes,C0,0.5,21,0.22826086956521738
rosettes,C0,0.58,1,0.5
rosettes,C0,0.6,3,0.16666666666666666
rosettes,C0,0.62,1,1.0
rosettes,C0,0.67,6,0.16216216216216217
rosettes,C0,0.71,1,0.14285714285714285
rosettes,C0,0.73,1,0.3333333333333333
rosettes,C0,0.75,7,0.20588235294117646
rosettes,C0,0.8,4,0.2222222222222222
rosettes,C0,0.83,7,0.5
rosettes,C0,0.87,1,0.3333333333333333
rosettes,C0,0.92,1,1.0
rosettes,C0,1.0,35,0.21084337349397592
rosettes,C1,0.0,68,0.40963855421686746
rosettes,C1,0.05,1,1.0
rosettes,C1,0.07,1,0.3333333333333333
rosettes,C1,0.08,1,1.0
rosettes,C1,0.13,1,0.3333333333333333
rosettes,C1,0.14,3,0.42857142857142855
rosettes,C1,0.17,6,0.42857142857142855
rosettes,C1,0.2,10,0.5555555555555556
rosettes,C1,0.25,15,0.4411764705882353
rosettes,C1,0.26,1,1.0
rosettes,C1,0.29,1,0.14285714285714285
rosettes,C1,0.33,17,0.4594594594594595
rosettes,C1,0.38,1,1.0
rosettes,C1,0.4,6,0.3333333333333333
rosettes,C1,0.42,1,0.5
rosettes,C1,0.43,1,0.14285714285714285
rosettes,C1,0.47,2,0.5
rosettes,C1,0.5,38,0.41304347826086957
rosettes,C1,0.53,3,0.75
rosettes,C1,0.57,1,0.14285714285714285
rosettes,C1,0.58,1,0.5
rosettes,C1,0.6,10,0.5555555555555556
rosettes,C1,0.63,1,1.0
rosettes,C1,0.67,14,0.3783783783783784
rosettes,C1,0.71,3,0.42857142857142855
rosettes,C1,0.73,2,0.6666666666666666
rosettes,C1,0.75,14,0.4117647058823529
rosettes,C1,0.79,1,1.0
rosettes,C1,0.8,6,0.3333333333333333
rosettes,C1,0.83,3,0.21428571428571427
rosettes,C1,0.86,5,0.7142857142857143
rosettes,C1,0.87,1,0.3333333333333333
rosettes,C1,0.89,1,1.0
rosettes,C1,1.0,53,0.3192771084337349
rosettes,C2,0.0,28,0.1686746987951807
rosettes,C2,0.07,1,0.3333333333333333
rosettes,C2,0.12,1,1.0
rosettes,C2,0.13,2,0.6666666666666666
rosettes,C2,0.14,2,0.2857142857142857
rosettes,C2,0.17,3,0.21428571428571427
rosettes,C2,0.2,3,0.16666666666666666
rosettes,C2,0.25,5,0.14705882352941177
rosettes,C2,0.27,1,0.3333333333333333
rosettes,C2,0.29,5,0.7142857142857143
rosettes,C2,0.33,9,0.24324324324324326
rosettes,C2,0.4,5,0.2777777777777778
rosettes,C2,0.43,4,0.5714285714285714
rosettes,C2,0.47,2,0.5
rosettes,C2,0.5,24,0.2608695652173913
rosettes,C2,0.53,1,0.25
rosettes,C2,0.57,5,0.7142857142857143
rosettes,C2,0.6,5,0.2777777777777778
rosettes,C2,0.67,12,0.32432432432432434
rosettes,C2,0.68,1,1.0
rosettes,C2,0.71,3,0.42857142857142855
rosettes,C2,0.75,10,0.29411764705882354
rosettes,C2,0.8,5,0.2777777777777778
rosettes,C2,0.83,4,0.2857142857142857
rosettes,C2,0.84,1,1.0
rosettes,C2,0.86,2,0.2857142857142857
rosettes,C2,0.87,1,0.3333333333333333
rosettes,C2,0.88,1,1.0
rosettes,C2,0.93,2,0.6666666666666666
rosettes,C2,0.95,1,1.0
rosettes,C2,1.0,57,0.3433734939759036
rosettes,C3,0.0,19,0.1144578313253012
rosettes,C3,0.07,1,0.3333333333333333
rosettes,C3,0.11,1,1.0
rosettes,C3,0.14,1,0.14285714285714285
rosettes,C3,0.16,1,1.0
rosettes,C3,0.2,2,0.1111111111111111
rosettes,C3,0.25,3,0.08823529411764706
rosettes,C3,0.27,2,0.6666666666666666
rosettes,C3,0.33,3,0.08108108108108109
rosettes,C3,0.37,1,1.0
rosettes,C3,0.4,1,0.05555555555555555
rosettes,C3,0.43,1,0.14285714285714285
rosettes,C3,0.5,6,0.06521739130434782
rosettes,C3,0.67,5,0.13513513513513514
rosettes,C3,0.74,1,1.0
rosettes,C3,0.75,3,0.08823529411764706
rosettes,C3,0.8,2,0.1111111111111111
rosettes,C3,0.93,1,0.3333333333333333
rosettes,C3,1.0,11,0.06626506024096386
rosettes,C4,0.0,10,0.060240963855421686
rosettes,C4,0.14,1,0.14285714285714285
rosettes,C4,0.17,1,0.07142857142857142
rosettes,C4,0.2,1,0.05555555555555555
rosettes,C4,0.25,2,0.058823529411764705
rosettes,C4,0.4,1,0.05555555555555555
rosettes,C4,0.43,1,0.14285714285714285
rosettes,C4,0.5,3,0.03260869565217391
rosettes,C4,0.57,1,0.14285714285714285
rosettes,C4,0.8,1,0.05555555555555555
rosettes,C4,1.0,10,0.060240963855421686
stars,C0,0.0,252,0.24068767908309455
stars,C0,0.1,1,0.3333333333333333
stars,C0,0.11,2,0.1111111111111111
stars,C0,0.12,16,0.26229508196721313
stars,C0,0.14,16,0.16666666666666666
stars,C0,0.17,27,0.17197452229299362
stars,C0,0.2,34,0.17894736842105263
stars,C0,0.22,3,0.16666666666666666
stars,C0,0.25,45,0.189873417721519
stars,C0,0.29,15,0.15625
stars,C0,0.33,64,0.19393939393939394
stars,C0,0.38,15,0.2459016393442623
stars,C0,0.4,33,0.1736842105263158
stars,C0,0.43,20,0.20833333333333334
stars,C0,0.44,2,0.1111111111111111
stars,C0,0.5,90,0.1727447216890595
stars,C0,0.56,3,0.16666666666666666
stars,C0,0.57,10,0.10416666666666667
stars,C0,0.6,27,0.14210526315789473
stars,C0,0.62,9,0.14754098360655737
stars,C0,0.67,48,0.14545454545454545
stars,C0,0.7,2,0.6666666666666666
stars,C0,0.71,13,0.13541666666666666
stars,C0,0.75,36,0.1518987341772152
stars,C0,0.78,2,0.1111111111111111
stars,C0,0.8,32,0.16842105263157894
stars,C0,0.83,24,0.15286624203821655
stars,C0,0.86,10,0.10416666666666667
stars,C0,0.88,11,0.18032786885245902
stars,C0,0.89,3,0.16666666666666666
stars,C0,0.9,1,0.3333333333333333
stars,C0,1.0,173,0.16523400191021967
stars,C1,0.0,398,0.38013371537726837
stars,C1,0.1,1,0.3333333333333333
stars,C1,0.11,11,0.6111111111111112
stars,C1,0.12,34,0.5573770491803278
stars,C1,0.14,48,0.5
stars,C1,0.17,78,0.4968152866242038
stars,C1,0.2,89,0.46842105263157896
stars,C1,0.22,11,0.6111111111111112
stars,C1,0.25,114,0.4810126582278481
stars,C1,0.29,53,0.5520833333333334
stars,C1,0.3,3,1.0
stars,C1,0.33,155,0.4696969696969697
stars,C1,0.38,28,0.45901639344262296
stars,C1,0.4,92,0.4842105263157895
stars,C1,0.43,47,0.4895833333333333
stars,C1,0.44,8,0.4444444444444444
stars,C1,0.5,217,0.4165067178502879
stars,C1,0.56,10,0.5555555555555556
stars,C1,0.57,48,0.5
stars,C1,0.6,87,0.45789473684210524
stars,C1,0.62,32,0.5245901639344263
stars,C1,0.67,142,0.4303030303030303
stars,C1,0.71,46,0.4791666666666667
stars,C1,0.75,105,0.4430379746835443
stars,C1,0.78,8,0.4444444444444444
stars,C1,0.8,78,0.4105263157894737
stars,C1,0.83,64,0.40764331210191085
stars,C1,0.86,48,0.5
stars,C1,0.88,24,0.39344262295081966
stars,C1,0.89,12,0.6666666666666666
stars,C1,1.0,355,0.3390639923591213
stars,C2,0.0,154,0.14708691499522444
stars,C2,0.1,1,0.3333333333333333
stars,C2,0.11,2,0.1111111111111111
stars,C2,0.12,8,0.13114754098360656
stars,C2,0.14,19,0.19791666666666666
stars,C2,0.17,25,0.1592356687898089
stars,C2,0.2,36,0.18947368421052632
stars,C2,0.22,3,0.16666666666666666
stars,C2,0.25,37,0.15611814345991562
stars,C2,0.29,16,0.16666666666666666
stars,C2,0.33,71,0.21515151515151515
stars,C2,0.38,8,0.13114754098360656
stars,C2,0.4,44,0.23157894736842105
stars,C2,0.43,11,0.11458333333333333
stars,C2,0.44,5,0.2777777777777778
stars,C2,0.5,135,0.2591170825335892
stars,C2,0.56,4,0.2222222222222222
stars,C2,0.57,26,0.2708333333333333
stars,C2,0.6,53,0.2789473684210526
stars,C2,0.62,10,0.16393442622950818
stars,C2,0.67,74,0.22424242424242424
stars,C2,0.7,1,0.3333333333333333
stars,C2,0.71,28,0.2916666666666667
stars,C2,0.75,53,0.22362869198312235
stars,C2,0.78,5,0.2777777777777778
stars,C2,0.8,51,0.26842105263157895
stars,C2,0.83,47,0.29936305732484075
stars,C2,0.86,20,0.20833333333333334
stars,C2,0.88,12,0.19672131147540983
stars,C2,0.89,1,0.05555555555555555
stars,C2,0.9,1,0.3333333333333333
stars,C2,1.0,329,0.3142311365807068
stars,C3,0.0,168,0.16045845272206305
stars,C3,0.11,3,0.16666666666666666
stars,C3,0.12,2,0.03278688524590164
stars,C3,0.14,5,0.052083333333333336
stars,C3,0.17,16,0.10191082802547771
stars,C3,0.2,19,0.1
stars,C3,0.22,1,0.05555555555555555
stars,C3,0.25,28,0.11814345991561181
stars,C3,0.29,10,0.10416666666666667
stars,C3,0.33,32,0.09696969696969697
stars,C3,0.38,5,0.08196721311475409
stars,C3,0.4,15,0.07894736842105263
stars,C3,0.43,15,0.15625
stars,C3,0.44,2,0.1111111111111111
stars,C3,0.5,54,0.1036468330134357
stars,C3,0.56,1,0.05555555555555555
stars,C3,0.57,12,0.125
stars,C3,0.6,19,0.1
stars,C3,0.62,8,0.13114754098360656
stars,C3,0.67,51,0.15454545454545454
stars,C3,0.71,6,0.0625
stars,C3,0.75,32,0.1350210970464135
stars,C3,0.78,3,0.16666666666666666
stars,C3,0.8,23,0.12105263157894737
stars,C3,0.83,16,0.10191082802547771
stars,C3,0.86,12,0.125
stars,C3,0.88,11,0.18032786885245902
stars,C3,0.89,1,0.05555555555555555
stars,C3,0.9,1,0.3333333333333333
stars,C3,1.0,144,0.13753581661891118
stars,C4,0.0,75,0.07163323782234957
stars,C4,0.12,1,0.01639344262295082
stars,C4,0.14,8,0.08333333333333333
stars,C4,0.17,11,0.07006369426751592
stars,C4,0.2,12,0.06315789473684211
stars,C4,0.25,13,0.05485232067510549
stars,C4,0.29,2,0.020833333333333332
stars,C4,0.33,8,0.024242424242424242
stars,C4,0.38,5,0.08196721311475409
stars,C4,0.4,6,0.031578947368421054
stars,C4,0.43,3,0.03125
stars,C4,0.44,1,0.05555555555555555
stars,C4,0.5,25,0.04798464491362764
stars,C4,0.6,4,0.021052631578947368
stars,C4,0.62,2,0.03278688524590164
stars,C4,0.67,15,0.045454545454545456
stars,C4,0.71,3,0.03125
stars,C4,0.75,11,0.046413502109704644
stars,C4,0.8,6,0.031578947368421054
stars,C4,0.83,6,0.03821656050955414
stars,C4,0.86,6,0.0625
stars,C4,0.88,3,0.04918032786885246
stars,C4,0.89,1,0.05555555555555555
stars,C4,1.0,46,0.04393505253104107
