x,y,section,trajectory
23.898624,-11.067194,herbal-A,C0 -> C0 -> C0
-18.018885,9.8613405,herbal-A,C0 -> C2 -> C0
7.2776914,4.610885,herbal-A,C2 -> C0 -> C0
8.818759,13.572966,herbal-A,C0 -> C0 -> C1
-2.244234,-21.451075,herbal-A,C0 -> C2
5.362227,5.7479997,herbal-A,C2 -> C1 -> C2
4.3001556,5.4180136,herbal-A,C2 -> C2 -> C2 -> C0
-14.169,2.3921468,herbal-A,C2 -> C0
5.051689,5.848434,herbal-A,C0 -> C1 -> C0 -> C1 -> C0 -> C0
7.2738514,4.619739,herbal-A,C2 -> C0 -> C0
4.133694,5.972909,herbal-A,C0 -> C4 -> C0 -> C0
4.670059,5.9325647,herbal-A,C2 -> C2 -> C0 -> C2
-2.2709556,-21.424324,herbal-A,C0 -> C2
1.4904915,28.01009,herbal-A,C0 -> C0
4.598575,5.86302,herbal-A,C2 -> C4 -> C0
6.070845,5.80229,herbal-A,C0 -> C0 -> C2 -> C0
1.4150215,28.065954,herbal-A,C0 -> C0
9.058879,-22.432442,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
9.077633,-22.413763,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
1.3983327,28.042328,herbal-A,C0 -> C0
6.476838,6.515432,herbal-A,C0 -> C0 -> C2 -> C2
7.2931504,4.635422,herbal-A,C2 -> C0 -> C0
1.2919775,27.977001,herbal-A,C0 -> C0
4.635195,5.7491465,herbal-A,C1 -> C3 -> C3 -> C1 -> C3 -> C1
5.1326528,6.079746,herbal-A,C4 -> C0 -> C2 -> C2 -> C1 -> C1 -> C0
30.271687,-0.35470948,herbal-A,C1 -> C1 -> C1 -> C1
4.96304,6.181594,herbal-A,C0 -> C0 -> C3 -> C1 -> C1 -> C2 -> C2
1.5647151,-14.696964,herbal-A,C0 -> C1 -> C0
5.09241,5.9765563,herbal-A,C3 -> C0 -> C1 -> C0 -> C2 -> C2 -> C1
-20.131395,1.6638696,herbal-A,C1 -> C0
4.8260155,6.035732,herbal-A,C1 -> C0 -> C2 -> C1 -> C1 -> C1
4.5359616,6.1742344,herbal-A,C0 -> C1 -> C0 -> C1
4.7286153,5.8813787,herbal-A,C1 -> C0 -> C2 -> C1 -> C3 -> C2 -> C1 -> C1
4.8795934,6.057816,herbal-A,C1 -> C1 -> C1 -> C2 -> C1 -> C0 -> C0
4.6714597,6.377629,herbal-A,C1 -> C2 -> C1 -> C2
5.093052,6.0637307,herbal-A,C0 -> C1 -> C2 -> C2 -> C1 -> C1 -> C1 -> C2
4.806194,6.1124496,herbal-A,C0 -> C0 -> C2 -> C0 -> C1 -> C2 -> C0 -> C0 -> C4
4.9841914,6.084232,herbal-A,C1 -> C1 -> C0 -> C1
-13.426958,9.43339,herbal-A,C1 -> C2
4.6648116,5.8515635,herbal-A,C0 -> C4 -> C2 -> C2
5.3131423,2.5147853,herbal-A,C1 -> C0 -> C2
6.8278155,5.435811,herbal-A,C2 -> C2 -> C2
5.0853252,6.056462,herbal-A,C2 -> C2 -> C1 -> C2 -> C1 -> C1
4.98483,6.092128,herbal-A,C0 -> C0 -> C2 -> C1 -> C2 -> C0 -> C1 -> C1
4.67586,5.890648,herbal-A,C2 -> C2 -> C2 -> C2 -> C2 -> C1
4.858026,6.068659,herbal-A,C1 -> C1 -> C2 -> C1 -> C1 -> C1
4.9478736,6.01504,herbal-A,C1 -> C1 -> C1 -> C1 -> C1 -> C0
4.7949095,6.103795,herbal-A,C1 -> C3 -> C3 -> C1
4.6500044,5.512543,herbal-A,C3 -> C1 -> C3
-13.412732,9.448645,herbal-A,C1 -> C2
6.781615,4.857327,herbal-A,C2 -> C0 -> C2
5.0184984,6.183802,herbal-A,C0 -> C0 -> C4 -> C0 -> C0
-10.682043,9.777375,herbal-A,C0 -> C0 -> C0 -> C2
5.9421015,3.0558019,herbal-A,C0 -> C0 -> C0 -> C0 -> C2
4.944205,6.056878,herbal-A,C3 -> C0 -> C0 -> C2
4.907749,6.09229,herbal-A,C4 -> C0 -> C0 -> C0 -> C0 -> C2 -> C0
9.094855,-22.396606,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
4.863099,6.3970942,herbal-A,C0 -> C0 -> C0 -> C0 -> C0 -> C2
4.863969,5.974076,herbal-A,C2 -> C0 -> C2 -> C0 -> C0 -> C0
23.891766,-11.058701,herbal-A,C0 -> C0 -> C0
14.848822,-18.782122,herbal-A,C0 -> C0 -> C0 -> C0
5.081421,6.067979,herbal-A,C3 -> C0 -> C2 -> C0 -> C2 -> C0
4.746316,6.2491493,herbal-A,C0 -> C0 -> C0 -> C0 -> C3
3.898373,6.0898623,herbal-A,C0 -> C2 -> C2 -> C2
4.8014855,5.9988704,herbal-A,C1 -> C0 -> C4 -> C0
4.7860904,6.112212,herbal-A,C0 -> C2 -> C3 -> C0 -> C2
4.537664,6.2443933,herbal-A,C0 -> C1 -> C0 -> C1
5.599832,4.998325,herbal-A,C0 -> C1 -> C0 -> C0
1.3079435,28.11202,herbal-A,C0 -> C0
1.5141351,27.968582,herbal-A,C0 -> C0
4.7810173,6.129331,herbal-A,C4 -> C3 -> C0 -> C0
1.4597967,27.993414,herbal-A,C0 -> C0
4.55069,6.637274,herbal-A,C0 -> C1 -> C2 -> C2 -> C2
4.8969574,6.1162105,herbal-A,C0 -> C1 -> C3 -> C3 -> C2
4.65187,6.242012,herbal-A,C2 -> C3 -> C1 -> C1 -> C3
-12.618556,-5.1226764,herbal-A,C1 -> C0 -> C0
4.901031,6.114873,herbal-A,C1 -> C0 -> C2 -> C3
4.5159783,5.8946137,herbal-A,C0 -> C2 -> C1 -> C2
4.971517,6.130523,herbal-A,C2 -> C0 -> C3 -> C3
4.8326435,6.163945,herbal-A,C1 -> C1 -> C2 -> C3
4.7458267,6.2650666,herbal-A,C1 -> C2 -> C2 -> C2 -> C2 -> C2
4.441356,4.9465594,herbal-A,C2 -> C3
4.874922,6.1126194,herbal-A,C4 -> C0 -> C2 -> C3 -> C0
4.980016,6.9991307,herbal-A,C0 -> C1 -> C2
4.7197638,6.1629615,herbal-A,C1 -> C2 -> C0 -> C1 -> C2 -> C3
5.1644754,4.9947453,herbal-A,C1 -> C1 -> C1 -> C2
4.820874,6.1883636,herbal-A,C1 -> C1 -> C2 -> C2 -> C3 -> C2 -> C1
4.861017,6.199131,herbal-A,C3 -> C1 -> C1 -> C1
4.7945547,6.178902,herbal-A,C3 -> C2 -> C2 -> C4 -> C2
4.7541947,6.080288,herbal-A,C0 -> C2 -> C3 -> C2 -> C1
4.721604,5.9892235,herbal-A,C0 -> C0 -> C1 -> C0 -> C0 -> C0
9.122061,-22.369253,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
1.43191,28.092916,herbal-A,C0 -> C0
4.345031,6.0808725,herbal-A,C3 -> C0 -> C2
1.4124063,28.116383,herbal-A,C0 -> C0
14.874421,-18.80409,herbal-A,C0 -> C0 -> C0 -> C0
23.81582,-11.01793,herbal-A,C0 -> C0 -> C0
5.0099397,6.0949516,herbal-A,C4 -> C4 -> C0
4.680695,6.214517,herbal-A,C4 -> C4 -> C0 -> C0 -> C0
4.566029,6.2226744,herbal-A,C0 -> C0 -> C0 -> C1 -> C0 -> C0
4.7706885,6.237083,herbal-A,C3 -> C4 -> C0 -> C0
14.853217,-18.81302,herbal-A,C0 -> C0 -> C0 -> C0
5.9165554,3.0750613,herbal-A,C0 -> C0 -> C0 -> C0 -> C2
1.4155303,28.011267,herbal-A,C0 -> C0
24.009314,-11.196878,herbal-A,C0 -> C0 -> C0
1.4180965,28.02913,herbal-A,C0 -> C0
4.5510583,6.3899384,herbal-A,C0 -> C0 -> C4 -> C2
1.3788174,27.975153,herbal-A,C0 -> C0
4.248134,6.0571384,herbal-A,C0 -> C4 -> C0 -> C0
4.641389,6.4066334,herbal-A,C0 -> C0 -> C0 -> C3
4.564469,6.170779,herbal-A,C4 -> C1 -> C0
4.5457354,-19.720564,herbal-A,C0 -> C0 -> C2
23.879894,-11.097347,herbal-A,C0 -> C0 -> C0
1.4232666,28.053776,herbal-A,C0 -> C0
-13.845612,14.0392475,herbal-A,C1 -> C3
-20.133188,1.6656867,herbal-A,C1 -> C0
1.2799475,27.977526,herbal-A,C0 -> C0
1.3424379,27.919369,herbal-A,C0 -> C0
9.129071,-22.363546,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
4.535067,-19.70971,herbal-A,C0 -> C0 -> C2
9.079908,-22.411707,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
14.851459,-18.778482,herbal-A,C0 -> C0 -> C0 -> C0
23.845474,-11.062547,herbal-A,C0 -> C0 -> C0
4.87057,6.139258,herbal-A,C0 -> C0 -> C0 -> C0 -> C2 -> C0
4.5017653,6.0702133,herbal-A,C0 -> C0 -> C0 -> C0 -> C0 -> C1
23.786804,-11.1171255,herbal-A,C0 -> C0 -> C0
4.635507,6.2466617,herbal-A,C0 -> C0 -> C0 -> C1
4.4784102,6.283713,herbal-A,C3 -> C3 -> C0 -> C0 -> C0
6.0647593,5.814581,herbal-A,C0 -> C0 -> C2 -> C0
4.62537,6.428928,herbal-A,C3 -> C0 -> C0
4.675312,6.2276692,herbal-A,C0 -> C4 -> C0 -> C0 -> C0
4.7202764,6.374113,herbal-A,C0 -> C0 -> C3 -> C2 -> C0
-2.2681758,-21.42713,herbal-A,C0 -> C2
-22.491236,7.1033006,herbal-A,C3 -> C0
4.7154427,6.3738756,herbal-A,C2 -> C0 -> C1 -> C1 -> C0
-18.418123,-4.985268,herbal-A,C0 -> C1
23.826475,-11.026279,herbal-A,C0 -> C0 -> C0
1.3407809,28.06895,herbal-A,C0 -> C0
4.6173005,6.089364,herbal-A,C0 -> C0 -> C0 -> C1 -> C0 -> C0
4.814792,6.4547687,herbal-A,C0 -> C0 -> C0 -> C0 -> C1 -> C0
4.5137715,-19.710869,herbal-A,C0 -> C0 -> C2
-18.52475,-4.9532957,herbal-A,C0 -> C1
23.812279,-11.029458,herbal-A,C0 -> C0 -> C0
23.899689,-11.002047,herbal-A,C0 -> C0 -> C0
4.600374,6.336971,herbal-A,C2 -> C0 -> C1 -> C0 -> C0
3.816256,5.55177,herbal-A,C0 -> C0 -> C0 -> C1 -> C0
4.298754,6.4572067,herbal-A,C1 -> C0 -> C0 -> C2 -> C2
9.103406,-22.388165,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
-2.327551,-21.367928,herbal-A,C0 -> C2
4.4856105,6.2841973,herbal-A,C4 -> C0 -> C1 -> C0 -> C0
14.871073,-18.814358,herbal-A,C0 -> C0 -> C0 -> C0
1.3988101,28.055223,herbal-A,C0 -> C0
4.700911,6.311267,herbal-A,C0 -> C1 -> C2 -> C1 -> C0
-12.618384,-5.1225314,herbal-A,C1 -> C0 -> C0
23.835579,-11.019406,herbal-A,C0 -> C0 -> C0
-18.008865,9.851277,herbal-A,C0 -> C2 -> C0
-16.88982,-18.001371,herbal-A,C2 -> C2
3.9478102,6.131172,herbal-A,C0 -> C2 -> C2 -> C2
4.6217,6.2433,herbal-A,C0 -> C1 -> C1 -> C1 -> C0 -> C2 -> C2
4.587244,6.1633906,herbal-A,C2 -> C1 -> C1 -> C2 -> C1
4.687474,6.3440976,herbal-A,C2 -> C2 -> C2 -> C2 -> C2 -> C2
4.633265,6.3033237,herbal-A,C1 -> C1 -> C2 -> C0 -> C3 -> C1
4.5171666,6.333407,herbal-A,C2 -> C2 -> C2 -> C1 -> C1
-26.437725,-0.908931,herbal-A,C1 -> C2 -> C1
4.494006,3.6371672,herbal-A,C3 -> C1
4.412492,5.9843507,herbal-A,C0 -> C0 -> C2 -> C0 -> C0
-13.426159,9.449235,herbal-A,C1 -> C2
4.571681,6.306302,herbal-A,C0 -> C2 -> C1 -> C1 -> C2 -> C2 -> C4 -> C2
4.5703053,6.280547,herbal-A,C1 -> C3 -> C1 -> C1 -> C2 -> C2
4.056421,6.2684736,herbal-A,C1 -> C2 -> C2 -> C2
4.632489,6.4950914,herbal-A,C0 -> C2 -> C1 -> C2 -> C3
4.736133,6.200666,herbal-A,C2 -> C0 -> C1 -> C2 -> C4 -> C1 -> C2 -> C2
6.7750707,4.868975,herbal-A,C2 -> C0 -> C2
4.6241717,6.328174,herbal-A,C2 -> C0 -> C1 -> C2 -> C2
4.0410852,6.3245473,herbal-A,C1 -> C2 -> C2 -> C2
1.3186542,27.972172,herbal-A,C0 -> C0
4.419233,6.3863816,herbal-A,C1 -> C0 -> C4 -> C0 -> C2
4.454661,6.3117104,herbal-A,C0 -> C0 -> C3 -> C2
-22.506351,7.0886326,herbal-A,C3 -> C0
1.4541498,28.029602,herbal-A,C0 -> C0
1.3909631,28.119928,herbal-A,C0 -> C0
6.9724054,22.395395,herbal-A,C2 -> C1
8.814212,13.568354,herbal-A,C0 -> C0 -> C1
-18.416931,-4.9790564,herbal-A,C0 -> C1
4.538222,-19.684805,herbal-A,C0 -> C0 -> C2
-13.420125,9.430446,herbal-A,C1 -> C2
8.821425,13.575842,herbal-A,C0 -> C0 -> C1
-18.453276,-5.0084734,herbal-A,C0 -> C1
4.3325505,6.2288504,herbal-A,C1 -> C4
1.3155845,28.07328,herbal-A,C0 -> C0
4.5200315,-19.676115,herbal-A,C0 -> C0 -> C2
-2.2997043,-21.396004,herbal-A,C0 -> C2
7.297632,4.638616,herbal-A,C2 -> C0 -> C0
4.465782,-19.638817,herbal-A,C0 -> C0 -> C2
4.3395796,6.513237,herbal-A,C0 -> C1 -> C1 -> C0
9.046287,-22.445375,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
1.4913846,28.053295,herbal-A,C0 -> C0
-14.134111,2.4266315,herbal-A,C2 -> C0
4.522288,6.4233937,herbal-A,C2 -> C0 -> C1 -> C3
4.4707975,6.282715,herbal-A,C0 -> C0 -> C0 -> C0 -> C2 -> C2
4.5696692,6.3582664,herbal-A,C0 -> C1 -> C0 -> C2 -> C2
4.440767,6.352441,herbal-A,C2 -> C0 -> C2 -> C2 -> C0
-12.618353,-5.1225014,herbal-A,C1 -> C0 -> C0
-2.2616904,-21.434128,herbal-A,C0 -> C2
4.4044557,6.2559156,herbal-A,C4 -> C1 -> C4 -> C0
7.2929187,4.649737,herbal-A,C2 -> C0 -> C0
-20.140207,1.6726648,herbal-A,C1 -> C0
14.825385,-18.755653,herbal-A,C0 -> C0 -> C0 -> C0
4.140494,6.347193,herbal-A,C0 -> C0 -> C2 -> C0 -> C2
4.265266,6.3191347,herbal-A,C0 -> C3 -> C0 -> C2
-18.001688,9.843989,herbal-A,C0 -> C2 -> C0
-18.462746,-5.015598,herbal-A,C0 -> C1
-2.255795,-21.439823,herbal-A,C0 -> C2
4.9465313,7.001054,herbal-A,C0 -> C1 -> C2
1.2646998,28.14088,herbal-A,C0 -> C0
4.4322844,6.519456,herbal-A,C4 -> C2
5.92568,3.0683827,herbal-A,C0 -> C0 -> C0 -> C0 -> C2
4.6228685,6.8503613,herbal-A,C0 -> C0 -> C3
4.1740313,6.350947,herbal-A,C2 -> C0 -> C3 -> C0 -> C0 -> C0
4.497436,-19.72708,herbal-A,C0 -> C0 -> C2
14.857056,-18.804996,herbal-A,C0 -> C0 -> C0 -> C0
-18.434423,-5.0107293,herbal-A,C0 -> C1
4.352772,6.4643683,herbal-A,C0 -> C2 -> C0 -> C2
-2.3317606,-21.363684,herbal-A,C0 -> C2
4.412185,6.4937367,herbal-A,C1 -> C1 -> C0 -> C0 -> C0
-2.315872,-21.37964,herbal-A,C0 -> C2
1.3084619,28.02688,herbal-A,C0 -> C0
-12.614675,-5.120366,herbal-A,C1 -> C0 -> C0
5.547864,5.0360856,herbal-A,C0 -> C1 -> C0 -> C0
4.4154572,6.5481935,herbal-A,C1 -> C0 -> C0 -> C0 -> C1
23.818558,-11.140577,herbal-A,C0 -> C0 -> C0
1.2474436,28.128492,herbal-A,C0 -> C0
-10.683316,9.778871,herbal-A,C0 -> C0 -> C0 -> C2
14.81938,-18.792515,herbal-A,C0 -> C0 -> C0 -> C0
1.3192533,27.939598,herbal-A,C0 -> C0
4.3223443,6.4863777,herbal-A,C4 -> C4
1.4675617,27.97833,herbal-A,C0 -> C0
6.026685,7.21977,herbal-A,C0 -> C3 -> C0
14.865685,-18.795584,herbal-A,C0 -> C0 -> C0 -> C0
4.499463,6.3958726,herbal-A,C1 -> C0 -> C0 -> C4 -> C3
14.833389,-18.769133,herbal-A,C0 -> C0 -> C0 -> C0
6.9722047,22.395521,herbal-A,C2 -> C1
6.972687,22.395039,herbal-A,C2 -> C1
-2.2961783,-21.399393,herbal-A,C0 -> C2
1.3591415,28.035208,herbal-A,C0 -> C0
4.4486814,6.431213,herbal-A,C2 -> C2 -> C0 -> C0
4.5797606,6.399567,herbal-A,C0 -> C3 -> C0 -> C2 -> C0 -> C0
-20.090473,1.623423,herbal-A,C1 -> C0
1.4076645,27.941343,herbal-A,C0 -> C0
1.3517796,28.03561,herbal-A,C0 -> C0
-13.4394045,9.451466,herbal-A,C1 -> C2
5.6371427,4.0717716,herbal-A,C1 -> C2 -> C2
4.97029,4.6251564,herbal-A,C2 -> C1 -> C1
4.426474,6.3181043,herbal-A,C4 -> C1 -> C2 -> C1 -> C2 -> C2
4.4813647,6.390073,herbal-A,C2 -> C3 -> C1 -> C2
10.904335,-11.198673,herbal-A,C0 -> C2 -> C2
4.4990444,6.294879,herbal-A,C2 -> C0 -> C1 -> C2
4.3849,6.4006786,herbal-A,C0 -> C2 -> C2 -> C2 -> C2 -> C1 -> C2 -> C2
6.8338146,5.4690757,herbal-A,C2 -> C2 -> C2
4.486336,6.2968764,herbal-A,C2 -> C0 -> C0 -> C2
-10.684052,9.779429,herbal-A,C0 -> C0 -> C0 -> C2
4.2026243,6.2606144,herbal-A,C3 -> C0 -> C0 -> C1 -> C2 -> C2
4.077386,6.48311,herbal-A,C2 -> C2 -> C3 -> C1
3.9262788,6.5135646,herbal-A,C3 -> C2 -> C2
-2.229445,-14.079445,herbal-A,C3 -> C2
6.8526707,5.452444,herbal-A,C2 -> C2 -> C2
4.1706257,6.2628503,herbal-A,C0 -> C3 -> C2
-2.2294655,-14.079429,herbal-A,C3 -> C2
-13.850436,14.044087,herbal-A,C1 -> C3
4.308173,6.5079403,herbal-A,C2 -> C2 -> C0 -> C1
5.4756026,3.6741023,herbal-A,C1 -> C0 -> C1
6.8007083,4.8696733,herbal-A,C2 -> C0 -> C2
6.919516,5.1866755,herbal-A,C1 -> C1 -> C2 -> C2
4.306097,6.3678155,herbal-A,C0 -> C2 -> C4 -> C2 -> C2
5.0666285,5.307471,herbal-A,C2 -> C0 -> C0 -> C0
4.24307,6.328503,herbal-A,C0 -> C0 -> C0 -> C4 -> C2
3.9939053,6.198522,herbal-A,C0 -> C4 -> C0 -> C0
4.178815,6.1916823,herbal-A,C0 -> C0 -> C4 -> C0
4.519494,-19.705355,herbal-A,C0 -> C0 -> C2
23.881182,-11.111027,herbal-A,C0 -> C0 -> C0
23.89547,-11.052391,herbal-A,C0 -> C0 -> C0
4.2415533,6.5712776,herbal-A,C0 -> C0 -> C4 -> C2
5.2649736,6.3357625,herbal-A,C0 -> C4
23.785088,-10.994684,herbal-A,C0 -> C0 -> C0
4.2391443,6.3535857,herbal-A,C0 -> C0 -> C0 -> C2 -> C0 -> C0
4.2277384,6.3230443,herbal-A,C0 -> C4 -> C1 -> C0 -> C0
4.2284527,6.4794717,herbal-A,C0 -> C0 -> C0 -> C0 -> C2 -> C2 -> C2
23.863943,-11.118985,herbal-A,C0 -> C0 -> C0
14.818894,-18.758614,herbal-A,C0 -> C0 -> C0 -> C0
4.655478,6.8714294,herbal-A,C0 -> C0 -> C3
9.084174,-22.407488,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
4.2913833,6.468796,herbal-A,C3 -> C0 -> C4 -> C0 -> C0 -> C0 -> C0
14.823769,-18.755877,herbal-A,C0 -> C0 -> C0 -> C0
4.013133,6.1012616,herbal-A,C0 -> C4 -> C0 -> C0
4.273794,6.448028,herbal-A,C4 -> C3
23.768387,-10.967897,herbal-A,C0 -> C0 -> C0
4.106432,6.534111,herbal-A,C0 -> C3 -> C0 -> C0 -> C0 -> C0
14.870689,-18.735989,herbal-A,C0 -> C0 -> C0 -> C0
23.811674,-11.030671,herbal-A,C0 -> C0 -> C0
3.9233072,6.495025,herbal-A,C0 -> C1 -> C1 -> C1
4.002433,6.3060923,herbal-A,C0 -> C0 -> C4 -> C0
4.0286593,6.419385,herbal-A,C1 -> C0 -> C4
1.4335057,28.042961,herbal-A,C0 -> C0
-10.694687,9.790231,herbal-A,C0 -> C0 -> C0 -> C2
3.8107102,5.7739396,herbal-A,C0 -> C0 -> C4
-10.661744,9.75752,herbal-A,C0 -> C0 -> C0 -> C2
3.8842733,5.980786,cosmo/zodiac,C0 -> C0 -> C0 -> C1 -> C0
-20.124062,1.6569914,cosmo/zodiac,C1 -> C0
4.03518,6.4932637,cosmo/zodiac,C3 -> C3 -> C0 -> C0 -> C0 -> C4 -> C1
4.0401874,6.3023677,cosmo/zodiac,C1 -> C0 -> C0 -> C1 -> C1 -> C0 -> C1 -> C3
4.209113,6.44673,cosmo/zodiac,C0 -> C0 -> C0 -> C1 -> C1 -> C2 -> C0
-5.2406864,25.583055,cosmo/zodiac,C0 -> C3
3.5667443,6.24626,cosmo/zodiac,C0 -> C2 -> C2 -> C2
4.1636276,6.396347,cosmo/zodiac,C1 -> C1 -> C3 -> C1 -> C2
-10.567374,-14.933259,cosmo/zodiac,C1 -> C1 -> C1
11.820641,23.496807,cosmo/zodiac,C1 -> C1
3.9895725,6.413639,cosmo/zodiac,C3 -> C1 -> C0 -> C3 -> C1 -> C2 -> C1 -> C1 -> C2 -> C2 -> C1 -> C1
4.0564303,6.4186954,cosmo/zodiac,C3 -> C1 -> C3 -> C3 -> C0 -> C2
4.938376,4.564126,cosmo/zodiac,C2 -> C1 -> C1
4.26414,6.3999443,cosmo/zodiac,C0 -> C0 -> C2 -> C0 -> C0 -> C2
4.103834,6.2763314,cosmo/zodiac,C2 -> C3 -> C2 -> C2 -> C2 -> C1 -> C3
5.629515,4.0815554,cosmo/zodiac,C1 -> C2 -> C2
4.204965,6.3222375,cosmo/zodiac,C0 -> C0 -> C2 -> C0 -> C2 -> C2
4.079924,6.2941976,cosmo/zodiac,C1 -> C0 -> C2 -> C0 -> C2 -> C0
4.0160446,6.4427056,cosmo/zodiac,C1 -> C2 -> C3 -> C2 -> C2
3.7107573,6.5032105,cosmo/zodiac,C2 -> C0 -> C1
-14.012011,19.293411,cosmo/zodiac,C1 -> C1 -> C0
-18.435143,-4.998672,cosmo/zodiac,C0 -> C1
3.9695168,6.2923355,cosmo/zodiac,C0 -> C0 -> C0 -> C2 -> C2 -> C2
4.018621,6.2598042,cosmo/zodiac,C1 -> C2 -> C1 -> C2 -> C2 -> C2
-2.2573073,-21.438343,cosmo/zodiac,C0 -> C2
3.920322,6.375433,cosmo/zodiac,C0 -> C2 -> C1 -> C1 -> C0 -> C0 -> C2
3.72951,6.5746536,cosmo/zodiac,C0 -> C0 -> C2 -> C0 -> C2
4.087947,6.5467057,cosmo/zodiac,C0 -> C0 -> C3 -> C0 -> C1 -> C2 -> C0
4.0037937,6.49808,cosmo/zodiac,C3 -> C3 -> C2 -> C0 -> C3 -> C2
4.0141196,6.5126414,cosmo/zodiac,C3 -> C3 -> C2
-14.097024,2.4640887,cosmo/zodiac,C2 -> C0
3.9456036,6.379069,cosmo/zodiac,C2 -> C2 -> C1 -> C2 -> C2 -> C0
4.5170345,-19.690788,cosmo/zodiac,C0 -> C0 -> C2
3.9880347,6.3851686,cosmo/zodiac,C0 -> C0 -> C0 -> C2 -> C2
6.104083,5.7925253,cosmo/zodiac,C0 -> C0 -> C2 -> C0
4.0376096,6.444336,cosmo/zodiac,C1 -> C2 -> C0 -> C0 -> C0 -> C2
3.9711406,6.5288467,cosmo/zodiac,C2 -> C0 -> C2 -> C0 -> C1
3.83534,6.4411097,cosmo/zodiac,C1 -> C2 -> C1 -> C0 -> C1
-1.5061365,1.9482639,cosmo/zodiac,C1 -> C0 -> C1 -> C1
8.839394,13.594561,cosmo/zodiac,C0 -> C0 -> C1
3.4017339,5.77079,cosmo/zodiac,C0 -> C0 -> C1 -> C0 -> C0
3.9963105,6.4713564,cosmo/zodiac,C0 -> C0 -> C1 -> C2 -> C0
6.7623234,4.857138,cosmo/zodiac,C2 -> C0 -> C2
3.8761053,6.3880525,cosmo/zodiac,C2 -> C0 -> C3 -> C2
3.5584466,6.467198,cosmo/zodiac,C2 -> C0 -> C1
3.9078302,6.483281,cosmo/zodiac,C0 -> C0 -> C1 -> C1 -> C3
4.5238533,-19.701254,cosmo/zodiac,C0 -> C0 -> C2
3.8084087,6.3749857,cosmo/zodiac,C0 -> C2 -> C2 -> C2 -> C2 -> C2
3.6559792,6.3707666,cosmo/zodiac,C2 -> C2 -> C3 -> C2 -> C0
3.6849387,6.330056,cosmo/zodiac,C0 -> C0 -> C0 -> C3 -> C0 -> C0
3.6148121,6.0950003,cosmo/zodiac,C0 -> C3 -> C3
3.843997,6.235745,cosmo/zodiac,C0 -> C4 -> C1
1.3633562,27.939928,cosmo/zodiac,C0 -> C0
3.7324748,6.4036283,cosmo/zodiac,C1 -> C1 -> C1 -> C1 -> C2 -> C2
3.7610877,6.4409842,cosmo/zodiac,C0 -> C0 -> C1 -> C2 -> C0 -> C2
3.7645178,6.3909464,cosmo/zodiac,C3 -> C2 -> C1 -> C3
10.915845,-11.187249,cosmo/zodiac,C0 -> C2 -> C2
3.5196319,6.3607497,cosmo/zodiac,C2 -> C0 -> C0 -> C2 -> C0
3.9009688,6.4199057,cosmo/zodiac,C0 -> C2 -> C2 -> C0
3.8679676,6.4379163,cosmo/zodiac,C1 -> C2 -> C1 -> C2 -> C0
3.7555716,6.3945336,cosmo/zodiac,C1 -> C2 -> C0 -> C1 -> C0 -> C0 -> C3
4.924526,4.5634274,cosmo/zodiac,C2 -> C1 -> C1
3.6703825,6.438636,cosmo/zodiac,C2 -> C0 -> C0 -> C0 -> C0 -> C0 -> C2
-10.611714,-14.977872,cosmo/zodiac,C1 -> C1 -> C1
3.7651167,6.446916,cosmo/zodiac,C1 -> C2 -> C0 -> C2 -> C2
5.161242,5.730436,cosmo/zodiac,C2 -> C1 -> C2
4.919335,4.5491667,cosmo/zodiac,C2 -> C1 -> C1
3.628316,6.263555,cosmo/zodiac,C0 -> C0 -> C0 -> C1 -> C1
3.8068593,6.352546,cosmo/zodiac,C1 -> C1 -> C2 -> C1 -> C0 -> C2
3.689905,6.41326,cosmo/zodiac,C1 -> C0 -> C1 -> C0 -> C3 -> C1 -> C1
3.803359,6.37042,cosmo/zodiac,C1 -> C0 -> C2 -> C0 -> C1 -> C1
5.1663785,5.0057855,cosmo/zodiac,C1 -> C1 -> C1 -> C2
3.6481128,6.219328,cosmo/zodiac,C1 -> C2 -> C2 -> C2 -> C0 -> C1
-1.5177754,1.9344153,cosmo/zodiac,C1 -> C0 -> C1 -> C1
4.1558723,6.141104,cosmo/zodiac,C1 -> C1 -> C1 -> C2 -> C2
3.6372998,6.376621,cosmo/zodiac,C0 -> C0 -> C2 -> C1 -> C1 -> C0 -> C1
3.6929255,6.2921796,cosmo/zodiac,C0 -> C1 -> C1 -> C2 -> C2
5.3602943,6.3094525,cosmo/zodiac,C0 -> C4
4.467243,-19.641012,cosmo/zodiac,C0 -> C0 -> C2
3.5342357,6.1109757,cosmo/zodiac,C2 -> C2 -> C4 -> C1 -> C1 -> C0
3.4834912,6.2588086,cosmo/zodiac,C0 -> C0 -> C1 -> C2 -> C0 -> C1
3.793491,6.301825,cosmo/zodiac,C2 -> C0 -> C2 -> C0 -> C0 -> C3
