x,y,section,trajectory
5.858625,-0.78114223,stars,C0 -> C1 -> C1 -> C0 -> C1 -> C2 -> C2
6.0135665,-0.8090546,stars,C0 -> C3 -> C1 -> C0 -> C2 -> C0 -> C0 -> C0
5.985762,-1.0608089,stars,C4 -> C2 -> C2 -> C1 -> C4 -> C2 -> C2
5.831128,-0.9302222,stars,C3 -> C3 -> C1 -> C4 -> C0
5.724695,-0.7408048,stars,C3 -> C4 -> C2 -> C0 -> C2 -> C2 -> C2 -> C0
5.700794,-0.8770705,stars,C2 -> C0 -> C1 -> C1 -> C2 -> C0 -> C1
5.6275105,-1.0707108,stars,C1 -> C1 -> C0 -> C3 -> C1 -> C2
5.6576257,-1.1527119,stars,C1 -> C3 -> C2 -> C0 -> C4 -> C1
5.783433,-1.0574349,stars,C2 -> C2 -> C1 -> C2 -> C1
-13.42723,9.433459,stars,C1 -> C2
5.4543457,-0.7131603,stars,C2 -> C1 -> C3 -> C1
5.7118893,-1.1478657,stars,C1 -> C1 -> C2 -> C1 -> C2 -> C3 -> C2 -> C3
5.4798136,-0.78817433,stars,C2 -> C2 -> C2 -> C0 -> C3 -> C2 -> C3
10.909802,-11.177719,stars,C0 -> C2 -> C2
5.230741,-0.9505136,stars,C2 -> C1 -> C2 -> C0 -> C2 -> C0 -> C2
5.5944886,-1.0299354,stars,C2 -> C2 -> C3 -> C2 -> C0 -> C2 -> C2 -> C2
5.6242013,-1.0299687,stars,C2 -> C1 -> C2 -> C2 -> C0 -> C0 -> C2
-2.229292,-14.07951,stars,C3 -> C2
5.6158447,-0.88021797,stars,C2 -> C1 -> C2 -> C4 -> C2 -> C2 -> C0 -> C0
4.6573195,5.121174,stars,C3 -> C3
4.976385,-1.1888745,stars,C3 -> C2 -> C0 -> C2
6.9664645,5.199808,stars,C1 -> C1 -> C2 -> C2
5.2367163,3.834453,stars,C0 -> C3 -> C1
5.413617,-1.0440383,stars,C3 -> C2 -> C2 -> C0 -> C2
5.1917095,-0.8527419,stars,C0 -> C1 -> C2 -> C2 -> C2 -> C2
6.596428,5.2974977,stars,C0 -> C1 -> C2 -> C2
5.5870256,-1.5555313,stars,C3 -> C1 -> C1 -> C2 -> C1
5.5220923,-1.1564078,stars,C0 -> C4 -> C3 -> C1 -> C3 -> C1 -> C2 -> C3
-8.860406,-10.60164,stars,C1 -> C1 -> C2
5.116961,-0.6918696,stars,C2 -> C1 -> C1 -> C1 -> C4 -> C1 -> C0
11.808772,23.50843,stars,C1 -> C1
5.4727335,-1.1580521,stars,C2 -> C1 -> C0 -> C1 -> C3 -> C2 -> C2
5.557007,-0.740829,stars,C0 -> C1 -> C2 -> C3 -> C1 -> C2 -> C2
5.7960663,-1.139554,stars,C1 -> C1 -> C0 -> C3 -> C2 -> C2
5.4537497,-1.1979958,stars,C0 -> C3 -> C2 -> C1
-14.13092,2.4300234,stars,C2 -> C0
5.7127147,-1.3839567,stars,C3 -> C4 -> C2
5.5423775,-1.6293801,stars,C2 -> C2 -> C1
3.287892,5.619657,stars,C2 -> C2 -> C2 -> C2
5.6841497,-1.5715746,stars,C1 -> C3 -> C2 -> C2
5.307229,-1.3072122,stars,C4 -> C4
30.27675,-0.35954988,stars,C1 -> C1 -> C1 -> C1
5.171396,-0.9484149,stars,C0 -> C4 -> C1 -> C1 -> C1 -> C2
5.167272,4.9157434,stars,C1 -> C1 -> C2 -> C0
5.3209033,-1.3712695,stars,C0 -> C2 -> C1 -> C2 -> C1 -> C1 -> C1 -> C3 -> C2 -> C3
1.3515255,27.959429,stars,C0 -> C0
5.095781,-1.3480533,stars,C1 -> C0 -> C1 -> C2 -> C1
5.3211746,-1.3851949,stars,C1 -> C0 -> C0 -> C1 -> C1 -> C0 -> C2
5.355393,-1.2734677,stars,C2 -> C0 -> C3 -> C0
4.960972,-1.280302,stars,C3 -> C2 -> C3 -> C2
5.3286953,-1.0423546,stars,C1 -> C2 -> C2 -> C3
5.0610085,4.1616364,stars,C1 -> C2 -> C0
4.9766135,-1.1895354,stars,C2 -> C1 -> C0 -> C0 -> C3 -> C2
5.113452,-1.2215128,stars,C2 -> C2 -> C0 -> C0 -> C0 -> C1 -> C3
4.9884267,-0.8561262,stars,C0 -> C1 -> C2 -> C0 -> C2 -> C3 -> C3 -> C0 -> C1
5.1647553,-0.9564827,stars,C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C2
-14.120413,2.440561,stars,C2 -> C0
4.847678,-1.3823816,stars,C1 -> C1 -> C0 -> C2
5.0420666,-1.0055143,stars,C1 -> C3 -> C3
4.819191,-1.4407761,stars,C3 -> C3 -> C1 -> C1 -> C2 -> C1
5.028136,-1.3060216,stars,C3 -> C0 -> C1 -> C2 -> C1
5.080907,4.6567583,stars,C3 -> C1 -> C3
5.055026,-1.495967,stars,C3 -> C0 -> C2 -> C2 -> C0 -> C2 -> C0
5.1723986,-1.2657905,stars,C4 -> C1 -> C1 -> C0 -> C4 -> C0 -> C2
5.2166395,-1.4273473,stars,C1 -> C0 -> C2 -> C2 -> C0
4.9614296,-1.6454647,stars,C3 -> C1 -> C0
6.6172504,5.235468,stars,C0 -> C1 -> C2 -> C2
5.1280475,-1.3084636,stars,C0 -> C0 -> C0 -> C1 -> C1 -> C0
5.0182185,-1.1487144,stars,C3 -> C1 -> C2 -> C1
5.235634,-1.6065547,stars,C3 -> C2 -> C1 -> C1
4.748339,-0.8110203,stars,C0 -> C0 -> C1 -> C2 -> C2 -> C3 -> C0 -> C2 -> C2
4.8043175,-1.9077356,stars,C3 -> C3 -> C3 -> C1
6.5977163,5.2616134,stars,C0 -> C1 -> C2 -> C2
4.6683435,-1.5732332,stars,C2 -> C1 -> C1 -> C1
4.896601,-1.3755335,stars,C1 -> C2 -> C3 -> C1 -> C3
4.7964134,-1.5817924,stars,C1 -> C4
-2.2799375,-21.416649,stars,C0 -> C2
5.5012527,3.6982293,stars,C1 -> C0 -> C1
4.8604145,-1.6017736,stars,C1 -> C1 -> C1 -> C2 -> C3 -> C0 -> C2
4.6575522,-1.1415532,stars,C0 -> C0 -> C4 -> C1 -> C1
4.992446,-1.2356383,stars,C0 -> C2 -> C2 -> C4 -> C1 -> C0 -> C0
4.8474045,-1.7626333,stars,C3 -> C0 -> C2 -> C2 -> C3
4.7636814,-0.8912138,stars,C1 -> C4 -> C1 -> C1 -> C0 -> C0 -> C2
4.767502,-1.4323246,stars,C3 -> C0 -> C2 -> C2 -> C1 -> C0
5.031247,-1.0185145,stars,C1 -> C1 -> C2 -> C2 -> C1 -> C0 -> C2
4.6000648,-1.5521213,stars,C1 -> C1 -> C1 -> C3 -> C2
4.827827,-1.0831797,stars,C0 -> C1 -> C2 -> C3 -> C0
4.814386,-1.0919687,stars,C3 -> C1 -> C2 -> C1 -> C2
4.5381722,-1.1678464,stars,C0 -> C4 -> C2 -> C2 -> C0
4.9929714,-1.3431478,stars,C3 -> C0 -> C1 -> C2 -> C1
4.5241013,-1.4773352,stars,C3 -> C1 -> C3 -> C2
4.67145,-1.6253779,stars,C1 -> C1 -> C2 -> C1 -> C3 -> C0 -> C1 -> C2
4.447429,-1.1656595,stars,C3 -> C3 -> C1 -> C1
-8.866328,-10.607731,stars,C1 -> C1 -> C2
4.6351075,-1.5424315,stars,C0 -> C3 -> C1 -> C0 -> C1
4.2756596,-1.7788297,stars,C1 -> C2 -> C0 -> C0 -> C0 -> C1 -> C0 -> C0 -> C1
4.5543194,-1.5321304,stars,C4 -> C3 -> C2 -> C2 -> C1 -> C0 -> C0
6.5212445,6.4967165,stars,C0 -> C0 -> C2 -> C2
4.3916454,-1.4543747,stars,C3 -> C1 -> C2 -> C1 -> C0 -> C0
5.315467,2.5045302,stars,C1 -> C0 -> C2
4.6058507,-1.1967809,stars,C1 -> C0 -> C0 -> C0 -> C3 -> C2 -> C3 -> C3 -> C1 -> C3
4.588831,-1.533543,stars,C1 -> C0 -> C0 -> C1 -> C1 -> C2 -> C2
4.4359026,-1.4923729,stars,C3 -> C0 -> C2 -> C1 -> C0 -> C2 -> C3
4.435343,-1.1557806,stars,C0 -> C1 -> C4 -> C0 -> C3
4.721422,-1.2134999,stars,C2 -> C1 -> C2 -> C3 -> C2
14.861872,-18.78802,stars,C0 -> C0 -> C0 -> C0
-26.437712,-0.90891945,stars,C1 -> C2 -> C1
4.5293574,-0.8986328,stars,C0 -> C0 -> C1 -> C3 -> C2
4.291483,-1.4992923,stars,C1 -> C3 -> C1 -> C3 -> C0 -> C2 -> C1 -> C0
4.0930533,-1.3373768,stars,C1 -> C1 -> C3 -> C3 -> C3
4.024537,3.6373172,stars,C0 -> C3 -> C1
4.704467,-0.84621394,stars,C3 -> C1 -> C2 -> C2 -> C1 -> C0
4.0832486,-1.7189971,stars,C4 -> C1 -> C1 -> C2 -> C2 -> C3
4.5217633,-1.2990357,stars,C3 -> C0 -> C0 -> C2 -> C2 -> C2 -> C2
4.4016137,-1.8636842,stars,C0 -> C3 -> C3 -> C1
4.312195,-1.7921538,stars,C1 -> C0 -> C1 -> C1 -> C3 -> C1
1.5378915,-14.72392,stars,C0 -> C1 -> C0
5.068094,4.142527,stars,C1 -> C2 -> C0
4.202635,-1.4080492,stars,C1 -> C0 -> C4 -> C2
4.26955,-1.0379812,stars,C4 -> C0 -> C1 -> C2 -> C2 -> C4
4.3752995,-1.6566982,stars,C3 -> C3 -> C2 -> C4 -> C1 -> C2 -> C2
4.8035846,-1.4124103,stars,C3 -> C2 -> C0 -> C2
3.9810033,-1.4581854,stars,C1 -> C0 -> C1 -> C1 -> C3 -> C1 -> C1 -> C3 -> C2
4.0031304,-1.6105851,stars,C3 -> C3 -> C1 -> C3 -> C1 -> C3
4.0016665,-1.7525995,stars,C1 -> C0 -> C1 -> C2 -> C0
4.2067304,-1.5269473,stars,C1 -> C1 -> C2 -> C3 -> C1
4.1010375,-1.3339868,stars,C3 -> C1 -> C1 -> C1 -> C3
4.4005857,-0.83352816,stars,C2 -> C3 -> C4 -> C3 -> C3 -> C0 -> C0
4.227745,-1.2902645,stars,C1 -> C1 -> C2 -> C1 -> C3 -> C1 -> C1
5.3600554,6.195756,stars,C1 -> C1 -> C2 -> C1
-1.5347679,1.9170827,stars,C1 -> C0 -> C1 -> C1
3.971646,-1.2921594,stars,C1 -> C4 -> C0 -> C3 -> C1 -> C1
4.230829,-0.93139774,stars,C1 -> C0 -> C1 -> C0 -> C1 -> C0 -> C3 -> C2 -> C0
3.7426226,-1.3039911,stars,C0 -> C1 -> C1 -> C0 -> C4
5.135192,4.86236,stars,C1 -> C1 -> C2 -> C0
4.155816,-0.8149409,stars,C4 -> C1 -> C3 -> C2
4.012733,-1.2550281,stars,C3 -> C2 -> C1 -> C1 -> C1 -> C0 -> C1 -> C0
4.024757,-0.99889404,stars,C1 -> C1 -> C2 -> C0 -> C0 -> C2 -> C0 -> C2 -> C0
4.1855707,-1.6175956,stars,C4 -> C0 -> C0 -> C1 -> C0 -> C3 -> C3
4.5065045,-19.678347,stars,C0 -> C0 -> C2
4.017242,-1.4660712,stars,C4 -> C1 -> C0 -> C1
3.90359,-1.3734072,stars,C3 -> C1 -> C1 -> C1 -> C1 -> C0 -> C1 -> C0 -> C0 -> C0
3.850527,-1.2781153,stars,C0 -> C1 -> C1 -> C1 -> C0 -> C4 -> C1
23.829683,-11.0695505,stars,C0 -> C0 -> C0
3.5145633,-1.4692,stars,C2 -> C2 -> C1 -> C2 -> C2 -> C1 -> C1
3.7859972,-1.4152317,stars,C4 -> C0 -> C0 -> C0 -> C3 -> C1 -> C1 -> C1
3.8636944,-1.7336117,stars,C0 -> C0 -> C4 -> C3 -> C2 -> C2 -> C3
3.8095555,-1.0352539,stars,C0 -> C4 -> C1 -> C1 -> C0 -> C4
3.6046264,-1.3683527,stars,C0 -> C4 -> C1 -> C0 -> C0
3.6990924,-1.2745249,stars,C4 -> C1 -> C0 -> C3 -> C1 -> C1 -> C0 -> C1
4.496179,6.8058233,stars,C3 -> C0 -> C0
3.5208719,0.16645665,stars,C1 -> C3 -> C3
6.0110674,2.0133326,stars,C0 -> C0 -> C1 -> C0
3.9974477,-1.0608634,stars,C0 -> C0 -> C1 -> C0 -> C2 -> C2 -> C2
3.586626,-1.2900826,stars,C0 -> C2 -> C1 -> C0 -> C1
3.9029071,-1.0564797,stars,C4 -> C2 -> C1 -> C1 -> C1 -> C1 -> C3 -> C1
3.3721976,-1.1217457,stars,C4 -> C1 -> C0 -> C2 -> C1 -> C4 -> C0
5.181797,4.6792793,stars,C3 -> C1 -> C3
4.293071,-1.3218259,stars,C0 -> C1 -> C2 -> C2 -> C2 -> C2
3.4298382,1.0068829,stars,C4 -> C0 -> C1
3.6305015,-1.1289806,stars,C0 -> C0 -> C2 -> C4
3.485117,-1.045275,stars,C0 -> C0 -> C0 -> C0 -> C1 -> C1 -> C1 -> C0
5.896126,6.381044,stars,C4 -> C0 -> C0
3.6972637,-1.3847741,stars,C3 -> C1 -> C0 -> C4 -> C0 -> C2 -> C0 -> C1
30.289783,-0.3725844,stars,C1 -> C1 -> C1 -> C1
3.9152858,-0.96493244,stars,C0 -> C2 -> C0 -> C1 -> C1 -> C3 -> C0
3.4804845,-0.9180505,stars,C3 -> C0 -> C1 -> C1 -> C1 -> C0
3.0619602,-1.2621862,stars,C0 -> C1 -> C0 -> C0 -> C1 -> C2 -> C2
-14.004098,19.285406,stars,C1 -> C1 -> C0
3.9417982,-0.75944877,stars,C3 -> C1 -> C1 -> C1 -> C1 -> C1
3.7939208,-1.4466672,stars,C3 -> C2 -> C1 -> C1 -> C3 -> C2 -> C3 -> C0 -> C2 -> C3 -> C2
3.1969376,-0.72322667,stars,C1 -> C0 -> C1 -> C3 -> C1 -> C2 -> C0
3.2991767,-0.6308538,stars,C0 -> C0 -> C2 -> C3 -> C1 -> C1
3.8858287,-0.6365408,stars,C3 -> C1 -> C1 -> C3 -> C3 -> C0 -> C0
3.5187182,-1.0404997,stars,C3 -> C1 -> C1 -> C0 -> C2 -> C1
3.5592313,-0.84998536,stars,C0 -> C0 -> C2 -> C3 -> C1
3.4732757,-1.176285,stars,C2 -> C0 -> C0 -> C2 -> C2 -> C3 -> C4
3.6571584,-1.2460426,stars,C3 -> C1 -> C0 -> C1
3.2729385,-0.6547573,stars,C0 -> C1 -> C1 -> C2 -> C2 -> C1
3.347348,-0.7691856,stars,C3 -> C3 -> C0 -> C1 -> C1
23.832537,-11.057482,stars,C0 -> C0 -> C0
3.6654642,-1.0508486,stars,C1 -> C0 -> C0 -> C1
3.4180362,-0.8900466,stars,C1 -> C1 -> C0 -> C2 -> C2 -> C2 -> C1
3.277588,-1.0733967,stars,C1 -> C3 -> C2 -> C1
3.6329467,-0.56632495,stars,C1 -> C0 -> C3 -> C1
3.5221798,-0.845564,stars,C1 -> C1 -> C0 -> C3 -> C1 -> C1 -> C1
6.952687,5.5207586,stars,C1 -> C2 -> C1 -> C1
3.8340309,3.489937,stars,C1 -> C1 -> C2 -> C0
4.8695445,5.1967854,stars,C0 -> C2 -> C1 -> C1
3.4004226,-1.2271608,stars,C1 -> C1 -> C0 -> C1 -> C1
3.326144,-0.4540177,stars,C3 -> C4 -> C0 -> C0 -> C3 -> C2 -> C3
3.2369182,-1.0892197,stars,C4 -> C1 -> C0 -> C1 -> C2
3.4673564,-0.824936,stars,C1 -> C1 -> C1 -> C1 -> C0 -> C1 -> C2
3.4769626,-0.45548162,stars,C0 -> C1 -> C1 -> C4 -> C2 -> C1 -> C3
4.463495,4.888172,stars,C2 -> C3
3.4521832,-0.8225027,stars,C1 -> C1 -> C3 -> C0
3.5438836,-0.68042916,stars,C2 -> C3 -> C2 -> C2 -> C4
10.910835,-11.177554,stars,C0 -> C2 -> C2
3.814352,-0.4541082,stars,C1 -> C2 -> C1 -> C1 -> C1 -> C2
3.5114114,-0.8393621,stars,C0 -> C1 -> C2 -> C3 -> C3 -> C3 -> C3 -> C3
6.7976665,4.8756967,stars,C2 -> C0 -> C2
3.2515206,-0.3563934,stars,C3 -> C2 -> C3 -> C2 -> C2
-2.5439937,3.3119998,stars,C0 -> C1 -> C1
3.443151,-0.5126267,stars,C3 -> C2 -> C2 -> C0
2.9895816,-0.6025551,stars,C1 -> C0 -> C2 -> C0 -> C0
3.3334756,5.46172,stars,C0 -> C0 -> C1 -> C0 -> C0
3.3061855,-0.34286535,stars,C1 -> C3 -> C4
3.7601664,-0.20313361,stars,C2 -> C1 -> C0 -> C1
3.492801,-0.15560526,stars,C2 -> C1 -> C1 -> C4 -> C4 -> C2
3.5486867,-0.28177047,stars,C3 -> C0 -> C1 -> C0
3.157205,-0.20411503,stars,C3 -> C1 -> C2 -> C2
3.052999,-0.47847936,stars,C2 -> C2 -> C1 -> C0 -> C1 -> C3
3.2887847,-0.54622453,stars,C1 -> C1 -> C1 -> C0 -> C0 -> C0
3.1487887,-0.3720341,stars,C0 -> C0 -> C2 -> C2 -> C0 -> C2
3.2981715,-0.8084833,stars,C2 -> C0 -> C0 -> C0 -> C0 -> C1
6.569756,5.90933,stars,C2 -> C1 -> C1 -> C1 -> C1
3.7209282,-0.15529625,stars,C3 -> C1 -> C1 -> C1 -> C1 -> C2
3.3545976,-0.26626608,stars,C1 -> C1 -> C3 -> C1 -> C1 -> C1
3.026265,-0.2689774,stars,C0 -> C2 -> C4 -> C1 -> C2 -> C2
3.1931713,-0.18515126,stars,C3 -> C1 -> C1 -> C1 -> C1 -> C1 -> C3
-2.2353797,-14.073478,stars,C3 -> C2
3.3895924,-0.1812396,stars,C3 -> C2 -> C1 -> C1 -> C1 -> C1
2.9359086,-0.5384879,stars,C1 -> C1 -> C2 -> C1 -> C1 -> C2 -> C2
6.57173,6.6206,stars,C4 -> C1 -> C1 -> C1 -> C1
3.3566823,-0.5093699,stars,C1 -> C1 -> C2 -> C2 -> C1 -> C3
3.024402,-0.59915763,stars,C1 -> C1 -> C3 -> C2 -> C2 -> C3 -> C2
3.2234719,-0.36395353,stars,C0 -> C0 -> C1 -> C1 -> C0 -> C2 -> C2 -> C2
2.990202,-0.39262122,stars,C0 -> C4 -> C1 -> C2 -> C2 -> C1 -> C0
3.1605225,-0.10065775,stars,C1 -> C1 -> C2 -> C2 -> C2 -> C1
2.7455003,-0.27937704,stars,C1 -> C1 -> C1 -> C1 -> C2 -> C2 -> C1 -> C3 -> C1
2.761894,-0.4499453,stars,C3 -> C1 -> C1 -> C1 -> C1 -> C3
3.2796762,0.2734113,stars,C1 -> C2 -> C2 -> C2 -> C1 -> C1 -> C2 -> C1 -> C4
2.5293348,1.4569435,stars,C0 -> C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C2 -> C3
2.7315617,-0.22246253,stars,C1 -> C2 -> C1 -> C1 -> C1 -> C2 -> C1 -> C2
2.97498,-0.60738134,stars,C4 -> C1 -> C2 -> C0 -> C1
3.9787426,3.7736344,stars,C0 -> C1 -> C1 -> C1 -> C1
3.183306,-0.3847175,stars,C4 -> C2 -> C2 -> C2
2.6404617,-0.004589121,stars,C2 -> C3 -> C1
3.0763967,2.9509816,stars,C1 -> C1 -> C2 -> C2 -> C2
-13.837662,14.031548,stars,C1 -> C3
5.1899276,4.9990287,stars,C1 -> C1 -> C1 -> C2
4.155195,4.3439126,stars,C1 -> C1 -> C1 -> C3
3.0954614,0.078716464,stars,C1 -> C1 -> C2 -> C1 -> C2 -> C1 -> C1
-21.169878,-9.76195,stars,C1 -> C1 -> C1 -> C1 -> C1
2.936021,0.07360902,stars,C1 -> C1 -> C1 -> C4 -> C1 -> C1
2.8501508,-0.27536228,stars,C1 -> C4 -> C1 -> C2 -> C2
2.7772057,0.31829968,stars,C1 -> C1 -> C2 -> C1 -> C2 -> C1 -> C1 -> C0
6.308682,4.948774,stars,C1 -> C4 -> C1 -> C1
3.00739,0.11251678,stars,C1 -> C2 -> C2 -> C1 -> C1 -> C2
2.8946683,0.19638418,stars,C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C3 -> C1 -> C4
2.8665247,0.016365383,stars,C2 -> C2 -> C2 -> C2 -> C1 -> C0 -> C2
2.8212192,-0.037063885,stars,C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C2
2.6181912,-0.1173072,stars,C1 -> C2 -> C2 -> C1 -> C1
2.9111826,0.07634709,stars,C1 -> C1 -> C1 -> C2 -> C4 -> C2
-20.170977,1.7032979,stars,C1 -> C0
2.8468094,0.16221435,stars,C1 -> C1 -> C2 -> C3 -> C2
2.5949821,0.27436844,stars,C1 -> C2 -> C1 -> C1 -> C2 -> C3
2.6340296,0.40558118,stars,C1 -> C4 -> C2 -> C2
2.7350285,0.17707029,stars,C1 -> C1 -> C3 -> C4 -> C4
2.8148272,0.071390405,stars,C1 -> C2 -> C2 -> C1 -> C1 -> C0 -> C2
10.916793,-11.18513,stars,C0 -> C2 -> C2
2.8536327,3.5237515,stars,C1 -> C3 -> C1 -> C1 -> C3
6.7794085,6.181256,stars,C3 -> C1 -> C1 -> C1
2.7284536,0.4615636,stars,C1 -> C1 -> C1 -> C0 -> C3 -> C1
4.260763,4.434906,stars,C1 -> C1 -> C1 -> C3
2.6396108,0.7160795,herbal-A,C0 -> C1 -> C1 -> C0 -> C0
1.3811216,27.968569,herbal-A,C0 -> C0
14.839597,-18.779474,herbal-A,C0 -> C0 -> C0 -> C0
23.837536,-11.072711,herbal-A,C0 -> C0 -> C0
14.839423,-18.78367,herbal-A,C0 -> C0 -> C0 -> C0
23.860567,-11.073014,herbal-A,C0 -> C0 -> C0
1.3296536,27.974777,herbal-A,C0 -> C0
5.5072722,3.6701002,herbal-A,C1 -> C0 -> C1
3.2817426,3.6783633,herbal-A,C0 -> C2 -> C1 -> C0
2.7785132,0.33783215,herbal-A,C0 -> C0 -> C0 -> C2 -> C0
2.528987,0.5065829,herbal-A,C0 -> C2 -> C0 -> C1 -> C4
4.9997935,3.143371,herbal-A,C1 -> C0 -> C0 -> C0
1.3766127,27.923998,herbal-A,C0 -> C0
4.5178785,-19.717531,herbal-A,C0 -> C0 -> C2
1.3203872,27.899881,herbal-A,C0 -> C0
6.028004,2.0014727,herbal-A,C0 -> C0 -> C1 -> C0
14.843162,-18.770296,herbal-A,C0 -> C0 -> C0 -> C0
9.091103,-22.400331,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
5.925005,3.079046,herbal-A,C0 -> C0 -> C0 -> C0 -> C2
1.5523702,-14.708937,herbal-A,C0 -> C1 -> C0
3.758665,5.44524,herbal-A,C0 -> C0 -> C4
-20.127596,1.660058,herbal-A,C1 -> C0
2.957139,0.24973445,herbal-A,C2 -> C0 -> C0 -> C0 -> C0
4.180989,5.2915087,herbal-A,C0 -> C4 -> C0
9.095786,-22.395672,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
14.839843,-18.768877,herbal-A,C0 -> C0 -> C0 -> C0
5.9470563,6.38847,herbal-A,C4 -> C0 -> C0
8.81815,13.572005,herbal-A,C0 -> C0 -> C1
7.2912116,4.6370897,herbal-A,C2 -> C0 -> C0
6.911611,4.400762,herbal-A,C2 -> C2 -> C0
1.3484987,27.855658,herbal-A,C0 -> C0
14.820581,-18.770723,herbal-A,C0 -> C0 -> C0 -> C0
-2.533792,3.3119388,herbal-A,C0 -> C1 -> C1
2.6307766,0.44243756,herbal-A,C4 -> C4 -> C2
23.860497,-11.048397,herbal-A,C0 -> C0 -> C0
23.834045,-11.058352,herbal-A,C0 -> C0 -> C0
1.427177,27.93031,herbal-A,C0 -> C0
1.296081,27.89118,herbal-A,C0 -> C0
-2.2640557,-21.433275,herbal-A,C0 -> C2
1.493584,27.912128,herbal-A,C0 -> C0
23.794737,-11.005139,herbal-A,C0 -> C0 -> C0
2.6350367,0.9535551,herbal-A,C0 -> C2 -> C2 -> C0 -> C0 -> C0
1.3100301,27.879614,herbal-A,C0 -> C0
4.7312126,6.7946296,herbal-A,C0 -> C0 -> C2 -> C0 -> C2
4.576547,6.510632,herbal-A,C0 -> C0 -> C0 -> C2 -> C2
9.127813,-22.363684,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
6.6240892,6.0321646,herbal-A,C0 -> C1 -> C2 -> C2 -> C1
4.2857976,4.758222,herbal-A,C2 -> C2 -> C2 -> C0
-10.681672,9.7771015,herbal-A,C0 -> C0 -> C0 -> C2
-20.139862,1.6724813,herbal-A,C1 -> C0
23.982,-11.185364,herbal-A,C0 -> C0 -> C0
23.868547,-11.066659,herbal-A,C0 -> C0 -> C0
23.826078,-11.063983,herbal-A,C0 -> C0 -> C0
-12.619744,-5.123806,herbal-A,C1 -> C0 -> C0
-2.2821567,-21.405682,herbal-A,C0 -> C2
1.4616781,27.836784,herbal-A,C0 -> C0
5.356203,7.4700866,herbal-A,C0 -> C2 -> C3
-20.144169,1.6775259,herbal-A,C1 -> C0
-18.427277,-4.9959345,herbal-A,C0 -> C1
1.2632926,27.812956,herbal-A,C0 -> C0
1.4780445,27.905153,herbal-A,C0 -> C0
4.512028,-19.682678,herbal-A,C0 -> C0 -> C2
6.0382686,2.0274322,herbal-A,C0 -> C0 -> C1 -> C0
23.83528,-11.073987,herbal-A,C0 -> C0 -> C0
5.9191933,6.3923006,herbal-A,C4 -> C0 -> C0
14.865463,-18.797941,herbal-A,C0 -> C0 -> C0 -> C0
-18.01545,9.857863,herbal-A,C0 -> C2 -> C0
14.863353,-18.762989,herbal-A,C0 -> C0 -> C0 -> C0
9.1003685,-22.391115,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
2.7363176,0.5275223,herbal-A,C0 -> C0 -> C1 -> C1 -> C0 -> C0
4.9305143,6.4116397,herbal-A,C3 -> C0 -> C2
-12.618433,-5.122596,herbal-A,C1 -> C0 -> C0
5.858906,5.8692136,herbal-A,C0 -> C0 -> C2 -> C0 -> C0
23.846275,-11.051282,herbal-A,C0 -> C0 -> C0
10.916896,-11.185207,herbal-A,C0 -> C2 -> C2
6.5026593,6.50382,herbal-A,C0 -> C0 -> C2 -> C2
-16.86753,-18.023643,herbal-A,C2 -> C2
1.4049125,27.822613,herbal-A,C0 -> C0
23.82588,-11.016552,herbal-A,C0 -> C0 -> C0
14.864268,-18.791714,herbal-A,C0 -> C0 -> C0 -> C0
-18.02582,9.868267,herbal-A,C0 -> C2 -> C0
7.288376,4.645399,herbal-A,C2 -> C0 -> C0
5.614026,6.466421,herbal-A,C0 -> C2 -> C2 -> C0
-14.108818,2.4521458,herbal-A,C2 -> C0
2.7365854,0.7523048,herbal-A,C0 -> C2 -> C0 -> C2 -> C0 -> C0
2.6539066,0.8368281,herbal-A,C0 -> C2 -> C2 -> C0 -> C0 -> C0
23.811975,-11.032374,herbal-A,C0 -> C0 -> C0
-14.111612,2.4483688,herbal-A,C2 -> C0
-18.01785,9.860196,herbal-A,C0 -> C2 -> C0
23.849201,-11.061786,herbal-A,C0 -> C0 -> C0
9.099619,-22.391857,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
1.3094153,27.872272,herbal-A,C0 -> C0
1.360189,27.778908,herbal-A,C0 -> C0
3.4843707,5.3092074,herbal-A,C0 -> C0 -> C0 -> C3
23.90323,-10.997315,herbal-A,C0 -> C0 -> C0
-16.884148,-18.00704,herbal-A,C2 -> C2
-17.998772,9.841143,herbal-A,C0 -> C2 -> C0
4.599937,6.813277,herbal-A,C3 -> C0 -> C0
-18.025557,9.868339,herbal-A,C0 -> C2 -> C0
6.2194347,5.817279,herbal-A,C0 -> C0 -> C2 -> C0
2.851543,0.54011464,herbal-A,C3 -> C0 -> C0 -> C0
2.724663,0.8977218,herbal-A,C3 -> C0 -> C3
14.852753,-18.764648,herbal-A,C0 -> C0 -> C0 -> C0
3.442505,3.6854384,herbal-A,C0 -> C3 -> C0 -> C2
3.6274009,5.1863217,herbal-A,C4 -> C0
