num,arabic_name,english_name,latin_binomial,header_full,is_hot,is_cold,is_wet,is_dry,degree,temperament_text,nature_text,actions_text,sections_present
14,,Karsannah Peas,Pisum sativum Linn.,Karsannah Peas Pisum sativum Linn.,True,False,False,True,second degree,It is hot from the first to the second degree and dry in the third degree.,"According to some experts peas are a kind of seeds. They are smaller thanmulk (anotherkind of peas) in size,lenticularun­ flattened, multifaceted, greyish yellow in colour. Theirtasteis similar to thatof black gram and the lentil which is used as fodder for cows. According to Khiizi its seeds resemble the seeds of quincebut in my opinion these seeds, particularly the wild ones, aremulk. The latter","Peas are detergent,deobstruent and possessinferior type of humour. Their potency may be improved by a process similar 385 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ  to that used for improving lupin. The whitish variety, as a drug, is weaker than the red variety. When it is decocted twice, its deter­ gence is reduced but the earthin",Chest|Cosmetics|Excretion|Nature|Poisons|Properties|Swellings|Temperament|Ulcers
15,Kirsh Stomach of aruminantanimal,Rumen,,Kirsh Stomach of aruminantanimal Rumen,False,False,False,False,,,,"Rumen is lessnutritiveand produces inferior type of chyme. Other parts of viscera, which resemble it inappearance, possess similar properties..Ifdigested properly, it becomes nutritive. Itsnutritivevalue is more thanthatof lungs. The viscera from birds e.g. chicken and goose when digested, becomesnutritious.",Food|Properties
16,,Karats Celery,Apium graveolens Linn.,Karats Celery Apium graveolens Linn.,True,False,True,True,,Initially it ishot butlaterbecomes dry. Accord­ ing toRhupos the garden variety is basically moist but thereisa general agreement about the dryness ofitsroots.,,"It removes flatulence. Itisdeobstruent,diaphoretic and sedative. The wild varietyisulcerating and painful. Its preserve issuitable to be used in patientsof hot temperament.",Chest|Choice|Cosmetics|Excretion|Eye|Fevers|Food|Head|Joints|Properties|Swellings|Temperament
17,Karkohan Pellitory Anacyluspyrethrum D.C.,,,Karkohan Pellitory Anacyluspyrethrum D.C.,True,False,False,True,second degree,Karkohan is hot and dry in the second degree.,,,Temperament
18,,Karm Grapevine,Vitis vinifera Linn.,Karm Grapevine Vitis vinifera Linn.,False,False,False,False,,,Dioscoridesstatesthat allvaneties of vine including wild and hilly grape-vines havelong stems. Its leavesresemblethose of garden-night-shadebut are comparatively wider. Its flowers are hairyand fruits areglomerulous. The ripe fruitsacquirea redcolour. Its seeds areround and tender leaves are edible.,"Ash obtained from itsbranches is incorporatedin causticmedicines. Grape-vine oil is like the rose oilbut it does not relax the bowels. Its oil isflatulent,warming and sedative. The flowersof grape-vineare highlyastringent.",Chest|Cosmetics|Excretion|Eye|Food|Head|Joints|Nature|Poisons|Properties|Ulcers
19,Karam ddnah,Kermes,Coccus cacti,Karam ddnah Kermes Coccus cacti,False,False,False,False,,,Itis a kind of seed valued by the physicians for its medicinalactions.,,Excretion|Nature
20,,Kurunb Cabbage,Brassica oleraceacapitola Linn.,Kurunb Cabbage Brassica oleraceacapitola Linn.,True,False,False,True,second degree,"Cabbage rootsare whiter andmoisterthan its leaves. Wild cabbage iscomparativelymore warm and dry than the garden variety. As a whole, it is hot in the firstand dry in the second degree. There are several varieties ofcabbage: (a) garden cabbage, (b) sea­ cabbage, (c) wild cabbage and (d) water cabbage, The wild cabbage is bitter,pungent and not suitableto be used as food. The decoction of its roots is a good food if taken with pomegranate juice. Cauliflower isstructurallythick andproduces viscidblood and fluids, When it becomes larger in size, its digestibility is reduced and it causes l1atulen",Cabbage is a well known leguminousplant.,"It is coctive, laxative and desiccant specially when cooked and used after discarding the first water in which it was boiled. Ash of its branches is highly desiccant and analgesic. Itsnutrient content is small and it is comparatively moister than lentil. Its guttae are inferior in quality. On cooking it with fat, meat and chicken, its quality is slightly improved.",Excretion|Eye|Food|Head|Joints|Nature|Poisons|Properties|Swellings|Temperament|Wounds
21,,Kuzbara Coriander,Coriandrum sativum Linn.,Kuzbara Coriander Coriandrum sativum Linn.,True,True,False,True,first degree,"Coriander is cold from the last phase of the first degree upto the second degree.Itis dry in the second degreebut according to Ibne Juraih, it isso in the third degree. In my opinion the dryness slightly inclinestowards warmth. Galen also statedthat all kindsofcoriandertend to be warm. It isprobablydue to the pre- 391 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ 392 D1SCOURSE: "" senceof some tenous substance which gets dissolvedafter oral inges­ tion. Itcannot however, be inferredthatthe excessive useofits extract may be fatal due","Coriander isof two kinds (a) moistcorianderand (b) dry coriander. According to Galen its potencyis compound and mostly theearthinessisdominant in it. Sometimes tepid moistness also becomes dominant. Itis mildlypungent alongwithsome astringency. In my opinion, its moistness is not tepidbut it is cold. This may be due to the presence of sometenuous and hot substances which can be readily separated. ","It is an astringent and anestheticsubstance. Its extract, if used with milk, provides relief from all kinds of severe injuries.",Chest|Excretion|Eye|Food|Head|Nature|Poisons|Properties|Swellings|Temperament
22,Kazmdzak Tamarix Tamarix articulataYah],,,Kazmdzak Tamarix Tamarix articulataYah],False,True,False,True,second degree,Itis cold in the first and dry in the second degree.,"Kazmiizak is the fruit oftarfd. Ithas already been described under[arfd,",,Nature|Temperament
23,Kasiki A kind of cinnamon,,,Kasiki A kind of cinnamon,True,False,True,False,first degree,Itis hot and moist approximately in the first degree.,Kasila is a kind of wood resemblingmaddar and it is predominantly black in colour.,Itis agglutinantand reduces the potency of hot drugs such as gum.,Cosmetics|Nature|Properties|Temperament
24,Kasht bar Kasht Screw tree Helicteresisora Linn.,,,Kasht bar Kasht Screw tree Helicteresisora Linn.,False,False,False,True,second degree,Itishot and dry in the second degree.,Itresembles a bunch of threads twisted with oneanother. Generally these are five innumber found wrapped around a single root. They are blackish-yellow incolour and are almost tasteless. According to some people it is the same thing which is calledbadiishkiin i.e.spartiumand this (in myopinion)is true. Besides it is also consi­ dered to be a well known herb having a shape bendingtowards left or rig,Itisattenuant.,Nature|Properties|Temperament
25,Kashnaj A kind of mushroom,,,Kashnaj A kind of mushroom,False,True,False,True,,"Itis cold but to a lesser degree whencompared to other mushrooms and fungi. Inspite of being a dry substance, itis not free from foreign humours.","Kashnaj isa kindofmushroom. Itiscompact,colourful and as large as a kidney in size.Itbears very deep notches.Itgrows in sandy places in amanner similar tothatof fungi and mushrooms. Kashnajis very delicious.Itis foundabundantlyin our countryand also in transoxiana andKhurasan, I have never come across a case in which kashnai might have been more harmful than theother mush- 393 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘ",It is a thick and thirst-quenching drug.,Nature|Properties|Temperament
26,"Kashinh Dodder Cuscuta reflexa Roxb,",,,"Kashinh Dodder Cuscuta reflexa Roxb,",True,False,False,True,first degree,"Itis slightly hot in the beginning of the first degree and dry in the last phase of the third degree. It is, however, composed of constituents withcontradictorypotencies.",Dodder isseen encircling thethornsand trees and it resembles the plantlifal-makki. It has no leaves. Its flowersare small and white. It is bitter and pungent in taste but the bitterness is dominant.,"Dodder is a purifier and it removes tenuously super­ fluous matters from thevessels.It causes heaviness in the stomach because of its astringency.Itcleanses the vessels.Itremoves super­ fluous matters from thestomach. Itis lubricant,softeningand attenu­ ant.",Excretion|Fevers|Food|Nature|Properties|Temperament
27,,Kalb Dog,Canis familiaris,Kalb Dog Canis familiaris,False,False,False,False,,,,,Cosmetics|Excretion|Poisons
28,,Kaln,,Kaln,False,False,False,False,,,It is an Indian woodthatisbroughtin largequantity to our country.Itis most likely to be identified asmughiitb al-hindi.,,Joints|Nature
29,,Kuliali Kidney Ren,,Kuliali Kidney Ren,False,False,False,True,,Itis moderately dry.,Kidney is a well known organ.,It produces inferiorhumour but the kidneyof a kid is most nutritive.,Choice|Food|Nature|Properties|Temperament
30,,Kamiit Truffle,Tuber cibarium,Kamiit Truffle Tuber cibarium,False,False,True,False,,,"According to DioscoridesKamdt is a kindof round root having no stem and shoots. It is grey:ncolourlikecottonand found underground in the spring season. Truffle,thatis taken as a food by the people in cooked or uncooked form, hascomparatively more earthy substancethan the moist substance. It has also some airiness and a mild rarefying quality but it is tasteless.","Its substance is thick and it produces thick and melanoticnutrition.Nothing is equal to it in this respect.Pure wine and condiments are itsantidotes.The nutritionproduced by boiledand cooked truffle,though thick, is not harmful. It is tasteless.",Choice|Excretion|Eye|Food|Head|Joints|Nature|Properties
31,,Kamiidrtiis Germander,Teucrium chamaedrys Linn.,Kamiidrtiis Germander Teucrium chamaedrys Linn.,False,False,False,True,third degree,"According to Galen it ishot and dry in thethird degree. Itswarming potency isstrongerthan itsdesiccatingpotency. Properties.'Germander is deobstruent. erosive, attenuant and warming.","Germander consistsfragilestalksand leaves. These are greenish likethickand sweet basil. Theplantis known amongst Greeks as bullu;al-arddue to the resemblance of its small leaves to those of bulliu, Its root is somewhat reddish in colour.",It is dissolventand attenuant.,Chest|Choice|Excretion|Eye|Food|Joints|Nature|Poisons|Properties|Swellings|Temperament|Ulcers
34,Kamiiliyun Pine thistle,Atractylisgummifera,,Kamiiliyun Pine thistle Atractylisgummifera,False,False,False,False,,,Pine thistle is a kind of laurels purge which is fatal and known as khamaliyim.We have dealt itunder the letter'KM'.,,Nature
35,,Kummatharii Pear,Pyrus communis Linn.,Kummatharii Pear Pyrus communis Linn.,False,True,True,True,second degree,The variety known as chinese pear. is cold in the firstand dry in the second degree while theshah amriid variety is moderateand moist.,"Pear contains earthiness and wateriness, Another variety of it found in ourcountryis calledshiih'amriid. This variety is very fleshy and round.Itisthin-skinnedand has abeautifulcolour which is almosttransparentand resemblescoagulatedand thickened juice. Itscompact form owes its shape to its coagulativeproperty rather than to the thicknessof its substance.Itis veryfragranthut 397 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ","All the varieties of pearare astringent.It is incorporatedas an ingredient in plasters thatstop the flowof matters. Itismildly cleansing. According toRhupos itshumour issuperior to that of apple. The variety known as shah arnrud in Khurasan is contrary to the pear in properties.Itsoftensthe bowel"" and produces very goodchyme.",Excretion|Food|Nature|Poisons|Properties|Temperament|Ulcers
36,,Kammiin Cumin,Cuminum cyminum Linn.,Kammiin Cumin Cuminum cyminum Linn.,True,False,False,True,third degree,Cumin is hot in the second and dry in thethird degree.,"Cumin is of various kinds: (a)Kirmani cumin, (b) Persian cumin (c) Syrian cumin and (d)Nabatian cumin. Cumin of Kinnan is black incolourand Persian variety is yellow. The Persian variety isstrongerthan Syrian one. Nabatian cumin is found every­ where. The above varieties have been dividedintotwo sub varieties: (i)garden cumin and (ii)wild cumin. The latteris more pungent. Another typeof this varie","Itis warming inpropertyand dissolves and re­ moves the gases. Itis also erosive, desiccant andastringent.",Chest|Choice|Cosmetics|Excretion|Eye|Head|Nature|Poisons|Properties|Swellings|Temperament|Ulcers
37,,Kundur Frankincense,Boswellia glabra,Kundur Frankincense Boswellia glabra,True,False,False,False,second degree,The scrappings of frankincense are desiccantin the second degreebut are slightly colderincomparison to frankincense itself. Frankincenseis hot in the second and desiccantin the first degree. Its peel is desiccantapproximatelyin the thirddegree.,"Frankincenseisa well known drug.Itisadulterated with different kinds of gums and pine resin. Frankincense is inflam­ mable oncontactwith firewhile the pine resin gives only smoke. Hence all theadulteratedvarieties of frankincense do not catch fire. The Indian frankincense is greenish in colour. Another variety of frankincense is cut into square pieces, kept in ajarand rolled till the piecesbecomer",It is not strongly desiccant butit isweakly astringent. Its desiccantpropertyis due to itsscrappings.Frankincenseis a coctive drug. Its scrappings are not coctive and do not irritate the flesh. It stops bleeding. Its excessive use'burns'the blood. Its smoke is highly desiccantand astringent. According to some ex­ perts the red variety of frankincenseismore detergent than the white one. The potency,Chest|Choice|Cosmetics|Excretion|Eye|Fevers|Food|Head|Nature|Poisons|Properties|Swellings|Temperament|Ulcers
38,"Kundus Struthion SoponariaSps,",,,"Kundus Struthion SoponariaSps,",True,False,False,True,fourth degree,Itis hot and dry between the third and fourth degrees.,Mostly the root ofstruthionis used which is a well known drug.,"Struthion is detergent, cleansing,ulcerating, pungent, irritant,emetic and diluent for the phlegm and black bile.",Cosmetics|Excretion|Eye|Food|Head|Nature|Properties|Swellings|Temperament
39,Kankarzad Artichoke gum,,Cynara scolymus Linn.,Kankarzad Artichoke gum Cynara scolymus Linn.,False,False,False,False,,,Artichoke gum is the gum ofhurshufwhich has already been discussed. 401 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ 402,,Nature
40,,,Kur kundum,Kur kundum,False,True,True,False,first degree,"Itis hotand moist in the first degree.Though it is said to be mildly cooling, but it cannot be proved.","Kur kundum is a lightsubstancelikeushnan tini(a kind of rockmoss), In Riqqa (a town ofTurkey) the people call it Khur"" al-[tamam (pigeon's excrement) and in Baghdad it is called jauzjundum.","Itis desiccant andthirstquenching. Itis claimed about it to stop bleeding. Oneofitscharacteristicfeature is as follows. When 10 rat!(4500gm) of honey, 20rat!(9000gm) water and 1800gm lichenea are mixed, whipped up stronglyand stored in a covered vessel, the process will yield a kind of wineafterthe lapse of some time.",Choice|Cosmetics|Excretion|Eye|Food|Head|Nature|Properties|Swellings|Temperament
42,Kaildaru Male fern Dryopterisfelixmas Linn.,,,Kaildaru Male fern Dryopterisfelixmas Linn.,True,True,False,True,first degree,"Ladanum is hot in the last phaseof the first degree and dry in the second degree. The variety, found insouthern towns, is hotter.Khiizidescribed it to be cold andastringentbut (inmy opinion) it isnot correct.","Itis thesarkhasthat has already been dealt with under the letter'Sin', Letter Lam I.Lddhan Ladanum Cistus creticus","Itis veryattenuantand contains some astringency. Itmatures thick and viscous fluids and dissolves them moderately. Ithas absorbing, extracting and warming properties. Besides it removes obstructions from the lumen of thevessels.Itis used for sedative purposes.",Chest|Choice|Cosmetics|Excretion|Head|Nature|Properties|Temperament|Ulcers
2,,Ldzward Lazuli,Lapis lazuli,Ldzward Lazuli Lapis lazuli,True,False,False,True,,Itis hot in the second and dry in thethirddegree.,"The potency of lazuli is similar tothat of chryso­ colla, but it is slightly weaker in action.","It possesses potent, extractive, putrefactiveand detergent properties. Besides it is pungent and a mildastringent. It also elicitsburning and ulcerating actions.",Chest|Cosmetics|Excretion|Eye|Nature|Properties|Temperament
3,Ld'iyali,Euphorbium,Euphorbia officinarum,Ld'iyali Euphorbium Euphorbia officinarum,True,False,False,True,second degree,It is hot and dry in the second degree. It is also saidthatit may be hot and dry upto the fourth degree.,Ld'iyah.is a plant which grows at the foot of mountains. Its flowers are mildly fragrant. Bees feed upon it.That is why it appears like the plants calledfardwah and biisan}al-tiryiiqbut I am not quite sureabout it. Its potency is similar tothatof black hore­ hound but it is comparatively weaker. It comes under the category of latex-bearing plants.,"If certain amount of its latex is dropped into a tank of fish, the whole lot will come up to the surface of the water.",Excretion|Food|Nature|Properties|Temperament
5,,Labliib,,Labliib,True,True,True,True,,Lablab ismoderate but somewhat hot. dry and softeningdrug. According to Khiizi it is cold.,,"It is dissolvent,deobstruentand its well known variety. calledhab/ al-masdkin,possessesastringent.earthy.laxative. moist, and hot fiery properties. Its desiccating action removes its moistness. Itis also a purifying drug.",Chest|Cosmetics|Excretion|Food|Head|Properties|Temperament|Ulcers
6,,Laban Milk Galacto,,Laban Milk Galacto,True,True,False,True,,The whey is hot while the milk fat ismoderate in temperament inclining towards hotness. Sour milk is cold and dry.,The milk contains threesubstances(a) water (b) cheese and (c) fat. Cow milk is very rich in fat while the camel milkcontains less fat and cheese.Itiscomparativelyvery dilute. Ass milk is also less fatty and dilute but goat milk is ofmoderate consistency. Milk of an ewe is thick and fatty but the cow milk iscomparativelythicker and rich in fatcontent. Milk of breeding mares is similar tothatof she-,"The whey isattenuant,abluent and purgative without causing any irritation.Milk makes the chyme moderate. When taken with honey, it strengthens and fattens the body, cleanses thick humours from internal ulcers and also matures and 'washes' them. The milk produces good chyme. Itis agglutinant and gives extra nourishment to the brain. Specially so is the human milk. The milk is easy to digest beeuse ",Chest|Choice|Cosmetics|Excretion|Eye|Fevers|Food|Head|Joints|Nature|Poisons|Properties|Swellings|Temperament|Ulcers
7,Lubna Liquid storax,,Styrax officinalis Linn.,Lubna Liquid storax Styrax officinalis Linn.,True,False,False,True,second degree,It is hot in the first and dry in the second degree.,"Liquidstorax is the same drug which is calledmai'ah, Its exudate is called'asl-al-lubnaastarak and it comes from a tree resembling the quince tree. We have discussed it earlierunder the title'anarak'but we are discussing it here againthough it is a mere repetition.Lubna is said to be the oilof a Roman plant.","It has maturing, softening warming and dissolving properties. Its smoke resembles the smokeoffrankincense.Itpossesses benumbing properties. The oil of liquid storax, which is found in Syria, is highly softening.",Chest|Choice|Excretion|Food|Head|Joints|Nature|Properties|Swellings|Temperament|Ulcers
8,,Lahm Meat,,Lahm Meat,True,False,True,True,,"The meat of the birds, in general, isdrierthan thatof quadrupeds. Meat of a cow iscomparativelydry than that of a goat. Similarly goat-meat is described as drybut more difficult to digest when compared to that of sheep. Meat of slaughtered (camelsor sheeps) animals is heavy innutritionand highly warming. Meat of rabbitis hot and dry. Similarly the meatof big birds, goosesand male bustardsis heavy. Meat of duck andotheraquatic birds, due to their intense moistness, is considered equal to the meat of sheep. According to some experts the meatof hedgehog is mois­ tening. Meat of fatty animals and ",,Meat is a nutritive andstrengtheningdiet. Itis more likely to betransformedintoblood than other kinds of food. Roasted and fried dishesof meat are more dry. Boiled meat pre- 412 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ SECTION If 4IJ parationsare more moist. The meat cooked with condiments and murry (a kind of dish) acquires the p,Chest|Choice|Cosmetics|Excretion|Eye|Fevers|Food|Head|Joints|Poisons|Properties|Swellings|Temperament|Ulcers
9,Lahya al-tais,Salsify,Tragopogon porrifolius Linn.,Lahya al-tais Salsify Tragopogon porrifolius Linn.,True,True,False,False,first degree,"Salsify is mildly hot. Because of its tepid nature, it does notappear to be very cold. It is cold upto the last phase of the first degree. Its dryness isstrongeri.e. upto the third degree.",,It is somewhat astringent. Itsrootis very astringent. It is used as a component ofantidotalmedicines as it strengthens the organs. Its extract equals the seeds of rose in astringency.,Chest|Excretion|Food|Head|Properties|Temperament|Ulcers
10,Lizdq al-dhahab Chrysocolla Hydrous copper silicate,,,Lizdq al-dhahab Chrysocolla Hydrous copper silicate,True,False,False,True,,It is bitterand hot.,"The name i.e,liziiq al-dhahabis given to gumammoniae which we have alreadydiscussed. This name is alsoapplied to a substanceobtainedfrom a child'surineaftertrituratingit in acopper mortar and keeping in the sun till it is dry. Itsmineral varietyis produced in mines fromcondensationofgases dissolved inhot water. The last mentionedvarietyis being described here.","Chrysocolla is detergent,astringent,warming, putrefying,diluent,somewhat irritant,dissolving and highly desiccant. Its dissolvingpropertyis morethan itsirritantand desiccating effects. It is dissolvingwithoutcausing muchirritation.The artificial variety is more desiccantbut is lessirritantdue to itsextraordinaryproperty of rarefaction.When the mineral variety isburnt,its tenuity is in­ creased and",Choice|Food|Nature|Properties|Temperament
11,,Lisdn Tongue,,Lisdn Tongue,False,False,True,False,,,Tongue is composedof soft muscular tissuesthrough which veins and nerves pass. Itshumour is moist.,,Nature
12,Lisan al-thaur,Borage,Borago officinalis Linn.,Lisan al-thaur Borage Borago officinalis Linn.,False,True,True,False,first degree,"It ismoderate in temperament slightly inclining towards hotness. Its moistness is in the last phaseof the first degree. The dried formcontainslessmoisture.According toKhuzi, it is cold and moist in the last phaseof the second degreebut (in my opinion) it is far from thetruth.",Borage is aplanthaving wide leaves which are rough in touch and resembleEgyptian origan. The wood of itsbranches is likerijl al-jariid(yew) and itscolouris yellowish green.,,Chest|Choice|Excretion|Head|Nature|Temperament
13,Lisdn at-hamal Great plantain,,Plantago major Linn.,Lisdn at-hamal Great plantain Plantago major Linn.,False,True,False,True,second degree,Its rootis quite dry andcontainsless moisture. Its cold effects are not sufficient toproduce a benumbing action. Its dryness is not so intense as to causeirritation.This makes it an ideal drug for ulcers. It becomes rarefying specially when it is dried. According toGalen it is cold and dry in the second degree.,"Great plantainis of two kinds (a) largeand (b) small. According to Dioscorides, it is sometimes described as'multiangled' or 'seven angled'. The leaves of the large variety are larger in size ascompared to those of the small variety. It is composed of'watery' and 'earthy'contents. The 'watery'contentscools it and'earthy' contents makes it astringent.",Its leaves areastringentand repellent. Its cool water contentsfacilitatehomostaticaction. Itis drywithoutbeingirritant. Because of thispropertyit is usefulboth in fresh andchronicfuruncles. It isdeobstruentdue to itsdetergentproperty. Itsrootis suspended around the neck of scrofulapatients.,Chest|Choice|Excretion|Eye|Fevers|Food|Head|Joints|Nature|Poisons|Properties|Swellings|Temperament|Ulcers
14,Lisiinal'aiiifirConessebark,,Holarrhena antidysenterica Wall.,Lisiinal'aiiifirConessebark Holarrhena antidysenterica Wall.,True,False,True,False,first degree,Conesse bark is hot in the second and moist in the first degree.,,Its leaves areastringentand 'purifying'for the immature humours.,Chest|Excretion|Joints|Properties|Substitute|Temperament|Ulcers
15,Lu'ab Saliva Ptysma (G),,,Lu'ab Saliva Ptysma (G),False,False,False,False,,,,"Human saliva differs according to individualnature and temperament. In short, it hasmaturativeand dissolving proper­ ties.",Cosmetics|Head|Poisons|Properties|Ulcers
16,Lu'batbarbariah A drug similar tohermodactyle,,,Lu'batbarbariah A drug similar tohermodactyle,True,False,False,False,third degree,Itis hot in the third degree.,Itis a substance resemblinghermodactyle.Itis pro­ cured from African countries.Itis commonly adultrated with silranjiin(hermodactyle).,,Excretion|Nature|Temperament
17,Luffii/:l fruit ofbelladona,,Atropa belladonna Linn.,Luffii/:l fruit ofbelladona Atropa belladonna Linn.,False,True,True,False,,In my opinionit is cold upto thethirddegree and also moist in temperament.,Fruitof Belladona is a well known drug which we have dealt withunder the headingyabruj.,,Nature|Temperament
18,,Luk Lac Coccus Laeca,,Luk Lac Coccus Laeca,False,False,False,False,,,"According to some experts speciallyPaulos, it is a fragrant gum of a herb resembling myrrh.Itmust be used with caution. Some people have mistakenly described it as yellow amber. Some others statethatyellow amber is nothing but lac. As a matter of fact lac is similar in properties to yellow amber in many respects.",,Cosmetics|Food|Nature
19,Liibiii Kidney beans,,Vigna sineusis Linn.,Liibiii Kidney beans Vigna sineusis Linn.,True,True,True,True,,"The red variety of kidney beans is very hot. Both Ibn i-Maswaih and Archigenis statethatit is cold and dry but in my opininn, it is dry, superfluously moist and inclines towards hotness. The red variety is more warming.","Almond is a well known drug. Though its oil content is less thanthatof walnut, it is rich in oils which make it rapidly rancid. Walnut is quicker than almonds in digestionand also is readilyconverted into bile. Some people believethatthe gum of sweet almonds is similar to the gum arabic.",Its digestion is quicker in relation to the black gram but its nutritive value is not less.Itis said to be less flatulent but this statement is doubtful. It would beappropriateto describe it as more flatulent than black gram and less flatulent thanbroad bean. Kidney bean contains moist and phlegmatic humours and induces bad dreams. Respiration:It is good drug for chest and lung diseases.,Chest|Cosmetics|Excretion|Eye|Food|Head|Nature|Poisons|Properties|Swellings|Temperament|Ulcers
21,Lf{/ Dragon wort A rum daracunculus Linn.,,,Lf{/ Dragon wort A rum daracunculus Linn.,True,False,False,False,first degree,"Long variety of dragon wort is hot and desiccant in last phase of the first degree whilecuckoo-pintis hot in the last phase of the second degree. The seeds ofdragon wort are stronger than itsotherparts. Its root is considered more usefulthan theother parts. Properties.'It is deobstruent,moderate diluent of thick and viscous humours and also detergent. In all these respects cuckoo­ pint is more potent. The potency inboth the varieties, particularly in the long dragon wort, isattributedto its earthy contents specially when the root is taken with honey. Cosmetics.'The root of cuckoo-pintis taken ","There are two varieties of dragon wort: (a) Longdragon wort (Arum gratum Schott.) (b)Cuckoo-pint(Arum maculatum Linn.). The latter variety is comparatively more warming. Longdragon wort is rich in earthy contents. Hence its powerof detergence is less than that of cuckoo-pint, According to Dioscorides its leaf resembles the leaf ofdariiqitimbut it isapparentlysmallerthan latter. Its stem measures o",,Excretion|Eye|Food|Head|Joints|Nature|Poisons|Temperament|Ulcers
22,Lisqfardis Egyptian stone,,Lapis aegyptiaca,Lisqfardis Egyptian stone Lapis aegyptiaca,False,False,False,False,,,Itis an Egyptian stone used by washermen for whitening the clothes. It is soft and readily soluble in water.,"Egyptian stone is agglutinent, desiccant without causingirrittaionand astringent. It prevents the infiltration of (harmful) matters to other organs.",Chest|Excretion|Eye|Nature|Properties|Ulcers
23,"Limiiniiin,",Lemon,Citrus limonum,"Limiiniiin, Lemon Citrus limonum",False,False,False,False,,,,Lemon is astringent and desiccant.,Excretion|Properties
1,Ma',Water Aqua,,Ma' Water Aqua,False,True,False,False,,Sea-water is pungent and bitter in taste. Alkaline water is warming and desiccant.Copper and iron containing water is useful for the viscera.,,Cold water is harmful for the patientshaving calculibut is useful for the people suffering from the flaccidity of organs and also invarious types of exudativeconditions.People having some ailmentsdue to the above mentioned causes are also benefitted with its use.Moderately cold water strengthensthe 423 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰ,Chest|Choice|Cosmetics|Excretion|Eye|Fevers|Food|Head|Joints|Poisons|Properties|Swellings|Temperament|Ulcers
2,,Miidhrium Mazerion,Cliboria ternatea Linn.,Miidhrium Mazerion Cliboria ternatea Linn.,False,False,False,True,,Mazerion is hotand dry in thefourthdegree.,Mazerion is aplantrich in poisonous latexcontent. Itisof two varieties:(i) having large and thin leaves and (ii)bearing small and thick leaves. The second variety is considered inferior. The variety which is black incolour may be fatal.,"Itis detergent, purifyingand exfoliating.Itis very pungent.",Choice|Cosmetics|Excretion|Food|Head|Nature|Poisons|Properties|Temperament|Ulcers
