num,arabic_name,english_name,latin_binomial,header_full,is_hot,is_cold,is_wet,is_dry,degree,temperament_text,nature_text,actions_text,sections_present
23,al-Shaukah al-baidd',,,al-Shaukah al-baidd',False,True,False,True,first degree,It is cold and dry in the first degree.,White acanthusis the same drug which is calledbddhiiward.,Hanging the drug is said to drive away the insects.,Food|Joints|Nature|Poisons|Properties|Swellings|Temperament
24,Shaukah misriah Gum arabictree Acacia arabicaWilld.,,,Shaukah misriah Gum arabictree Acacia arabicaWilld.,False,True,False,True,second degree,Gum arabictree is cold in the first and dry in the second degree.,,It is a desiccant and ananticatarrhaldrug.,Food|Properties|Temperament|Ulcers
25,Shaukah al-yahiid,Eryngium,Eryngium planum,Shaukah al-yahiid Eryngium Eryngium planum,True,False,False,False,,Shaukah al-yahiidis hot.,,It isattenuantand dissolvent.,Chest|Head|Joints|Properties|Temperament
26,Shuniz Black cumin Nigellasativa Linn.,,,Shuniz Black cumin Nigellasativa Linn.,True,False,False,True,third degree,Black cumin is hot and dry in the third degree. 292 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ SECT/ON II 293,,"Itis apungent, antiphlegmatic,detergent,carminative, anti-flatulentand strongly purifying drug.",Cosmetics|Excretion|Eye|Fevers|Head|Poisons|Properties|Swellings|Temperament|Ulcers
27,Shahddnaj Hemp seed,,Cannabis sativa Linn.,Shahddnaj Hemp seed Cannabis sativa Linn.,False,False,False,True,second degree,,"Shahdiinajis the seed ofIndian hemp-tree which was discussed earlier under the title""qinnab"", The reader is advised to go through both the chaptersfor fullinformationon this drug. Hemp is of two kinds: (a) garden hemp which is well known and (b) the wild hemp. According toHunain wild hemp grows in wasteland and equals the size of ""forearm"", Its leaves are predominantly white; the fruits resemblepe","Itis dissolvent of gases and is alsostronglydesiccant. The humour, produced by it. is inferior in quality. 293 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ",Excretion|Eye|Food|Head|Nature|Properties|Swellings
28,,Shahmdnaj,,Shahmdnaj,True,False,False,True,second degree,Shahmiinaj is hot and dry in the second degree.,Wormwood is of two varieties: A thorny variety having leaves similar to those of cypress. Its wood is hollow and used for the purpose of fumigation. The second variety has leaves resembling those of tamarisk. A third variety has also been described. It is called yellow arminiansabarniyim or sea-absinth.,"It is dissolvent and veryattenuantand, when placed under the pillow of children, it stops sialosis.",Choice|Cosmetics|Excretion|Eye|Fevers|Food|Head|Joints|Nature|Poisons|Properties|Swellings|Temperament|Ulcers
30,Shirkhushk (Khisht) Manna Fraxinusornus Linn.,,,Shirkhushk (Khisht) Manna Fraxinusornus Linn.,False,False,False,False,,It is moderate in temperament. Excretoryorgans: It is similar toturanjibinin purgativeproperty but isratherstrongerin potency.,Manna is found as dew drops falling on the treeof Kkiliifi.e. willow and onthatofgum tragacanthin Hirat.,It is a detergent drug.,Nature|Properties|Temperament
31,,Shitaraj Lepidium,Lepidium latifolium Linn.,Shitaraj Lepidium Lepidium latifolium Linn.,True,False,False,True,second degree,It is hot and dry in the last phaseof the second degree.,The Indian varietyof lepidium consists of small and thin piecesofwood with rinds similar to thoseof cloves. Itsbroken parts are somewhat red and black in colour. It grows on old walls specially in regions having no snowfall. Its leaves are like thoseof garden cress. In summer it has plentyof leaves.Later the leaves begin to reduce and gradually vanish. It is odourless and resembles garden cress. I,It is bitterand ulcerative. Its taste and smell as well as potency are like those of caraway.,Cosmetics|Excretion|Food|Joints|Nature|Properties|Substitute|Temperament|Ulcers
32,Shailam Tars darnel,,Latium temulentum Linn.,Shailam Tars darnel Latium temulentum Linn.,True,False,False,False,first degree,According to Galen it should prohably be classi­ fied as hot in the first degree.,Tars darnel is a herb which grows alongwith wheat.,"Tars darnel isattenuant,detergent and dissolvent.",Cosmetics|Excretion|Head|Joints|Nature|Properties|Swellings|Temperament|Ulcers
1,,Sabiin Soap Saponis,,Sabiin Soap Saponis,False,False,False,False,,,,"Soap is an ulcerativeand ""putrefactive""drug.",Excretion|Properties
2,Sibr Small aloe Aloe littoralisKoening,,,Sibr Small aloe Aloe littoralisKoening,True,False,False,True,second degree,Sibr is hot upto the second degree and is some­ what dry. Sometimes it is said to be hot and dry in thethirddegree hut this is not true. 296 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ SECTION II 297,The concentratedextractof aloe is somewhat reddish yellow in colour. It is of three varieties: (a)Saqotrialoe; (b)Arabian­ aloe and (c)sanjdbialoe. According to some people it is similar to the plant rdsini.e. elecampane but this is not true.,"Aloe has the astringent,desiccant,fatteningand soporific properties. The Indian aloe is very useful. It is desiccant withoutcausingirritationand is mildly astringent. Its use does not cause irritationto the dirty ulcers because of its lessirritantnature.",Choice|Cosmetics|Excretion|Eye|Food|Head|Joints|Nature|Poisons|Properties|Substitute|Swellings|Temperament|Ulcers
3,Sibnii Salted fish food,Atherinahejalosma,,Sibnii Salted fish food Atherinahejalosma,False,False,False,False,,,,Salted fish is detergent and producesunhealthy humours.,Cosmetics|Food|Joints|Properties|Ulcers
4,Sadd' al-hadid,,Iron oxide,Sadd' al-hadid Iron oxide,False,False,False,False,,,,Iron oxide possesses coolingand astringentproperties.,Excretion|Properties
5,Sadaf Oyster shell,,Ostrea edulis,Sadaf Oyster shell Ostrea edulis,False,False,False,False,,,,"The applicationof pulverized""pulp"" of wild oyster shellthoroughlydries the body. Burnt purple murex iscarminative, detergent and its potency is equivalent to the shells found innitus (name of a place). All kinds of oyster shell, when used as such, exhibit thepropertyofextractingspinesand scrapes of bone.",Cosmetics|Excretion|Eye|Food|Head|Joints|Poisons|Properties|Swellings|Ulcers
6,,Sursur Cocroaches,Polyphaga aegyptica,Sursur Cocroaches Polyphaga aegyptica,False,False,False,False,,,Cocroaches are similar to insects called 'cricket'.,,Head|Nature
7,$afriighiin,Wagtail Motacillaflava,,$afriighiin Wagtail Motacillaflava,False,False,False,False,,,Itis a bird which is called$a(riighiilleven inEuropean language.,Sipping of the soup prepared from itstrunk issaid to dissolve the calculi (stones). A kind ofwillow Salixsofsaf Forsk,Nature|Properties
9,$amagh,Gum,,$amagh Gum,True,False,False,False,,All kinds of gum are hot.,,"The gum possesses astringent,agglutinant,de­ siccant andstrengtheningproperties. The gum from acacia tree is very strong hence it is nsed in antidote.",Chest|Choice|Food|Properties|Temperament
10,Sandal Sandal wood,,Santalum album Linn.,Sandal Sandal wood Santalum album Linn.,False,True,False,True,second degree,It is cold from the last phase of the second degree to thethirddegree. It is dry in the second degree.,Sandal is a kind of thick woodprocuredfrom China. Itisof three kinds: (a) yellow (b) red and (c) whitish yellow. Some people call the last variety asmaqdsiri. Itis morefragrantthan the other two varieties.,Red sandal does not attract(absorb) matters.,Chest|Choice|Excretion|Eye|Food|Head|Nature|Poisons|Properties|Swellings|Temperament|Ulcers
12,!iii!,,,!iii!,False,False,False,False,,,,The potency of the gall-bladders of domestic sheep is similar to that of cow.,Properties|Ulcers
2,l)ab A kind of monitor lizard,,Varanus bengalensis,l)ab A kind of monitor lizard Varanus bengalensis,False,False,False,False,,,It differs fromvaral which is found inour country (Avicenna's) but it has some resemblance with the latter inappearance and potency. It is rarely found elsewhere except in Arab lands.,,Cosmetics|Eye|Nature
3,l)ab· Hyena Hyaena hayana hyaena,,,l)ab· Hyena Hyaena hayana hyaena,False,False,False,False,,,,We have already discussed their usefulness in gout and arthralgia in BookIII.,Properties
4,par·,Uddar,Mammary glands,par· Uddar Mammary glands,False,False,False,True,,"Udder is coldand dry due to its""polyneuric"" structure.",,,Choice|Temperament
5,"Dirw Terebinth Pistacia terebinthus Linn,",,,"Dirw Terebinth Pistacia terebinthus Linn,",True,False,True,False,first degree,Itis hot in thethirdand moist in the first degree.,Dirw is a well known drug. The rob of dirw tree is used as gum.Itisprocuredfrom Meeca and caned there by the same name.,"Terebinth is detergent, dissolvent and desiccant. Itabsorbs matters from deeperpartsof the body. The propertyof 302 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ SECTION II JOJ its gum is similar tothatgum which is extracted fromkamkdm and resembles ladanum(liidhan)in potency. It isincorporatedin the per­ fumes used by women.",Excretion|Head|Nature|Properties|Temperament
6,l)ijda<,Frog,Rana tlgrina,l)ijda< Frog Rana tlgrina,False,False,False,False,,,,Application of frog ash stops bleeding in organs.,Cosmetics|Head|Poisons|Properties|Swellings
7,Daimariin Sweet basil,,Ocimum basilicum Linn.,Daimariin Sweet basil Ocimum basilicum Linn.,True,True,False,True,second degree,According to Ibne Maswaih it is mildly hot but dry in the second degree. Mostly people consider it to be cold because it does not harm any hot tempered person andhamahim is also cold in the first degree. It would be moreappropriateto statethatit combines hot and cold temperaments but coldness isdominant over hotness.,Daimardn is believed to be similar to sweet basil or Amaranthus paniculatus Linn (lfamiibim)in nature.,"It is beneficial for hot tempered persons, specially when used after it is rinsed with rose-water.",Excretion|Head|Nature|Properties|Temperament|Ulcers
2,,Tiiliiiyun Purslane,Portulaca oleracea Linn.,Tiiliiiyun Purslane Portulaca oleracea Linn.,False,True,True,False,,Itis cold and moist.,Some people call it wild purslane and alsorijlabarriya because of resemblance in stalks and leaves. At the base of every leaf there grows a branch which is divided further into six or seven small and leafy branches containing a volatile viscous fluid.Ithas white flowers and growsaround the grape vines.,,Cosmetics|Nature|Temperament
3,Tdlisfar Macer Abies webbiana,Lindle,,Tdlisfar Macer Abies webbiana Lindle,True,False,False,True,second degree,According to Galen there is hotness and coldness in macer but some others consider it to be hot and dry in the second degree.,"Macer is an Indianbarkhaving astringency, pungency and some fragrance.Itis rich inearthysubstance but has little tenuity.","Itis highlyastringent,desiccant and dissolvent. Itis composed of several substancesdominant in earthy matters.",Excretion|Nature|Properties|Temperament
4,Tabdshir Bamboo secretion Bambosa arundinaceaWilld,,,Tabdshir Bamboo secretion Bambosa arundinaceaWilld,False,False,False,True,third degree,Itiscold in thesecond and dry in the third degree. 304 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ SECTION If 305,"Tabdshiris the""burnt""root of bamboos. According to some people the burning is caused by friction of its parts (leaves and branches) against bamboos due to strong winds.Tabiishiris found in India.","Itis astringent, ripenningand somewhat dissolvent. Its coolingpropertyis more than its dissolving property.Itpossesses some bitterness also. The desiccant action isattributedto its astrin­ gent and dissolving properties.Ithas compound propertieslikethat ofrose.",Chest|Excretion|Eye|Fevers|Food|Head|Nature|Properties|Temperament
5,,TiMi Spleen,,TiMi Spleen,False,False,False,False,,,,Itis somewhat astringent and produces melanotic blood.,Choice|Food|Properties
6,Tu/llub Duck weed,,Lemna minor Linn.,Tu/llub Duck weed Lemna minor Linn.,False,True,False,False,,Itis cold.,"Duck weed is of three kinds (a) river-water variety isearthy,(b)marine variety is very astringentand (c) the rock-moss variety which is also called/.lazQzal-sukhiir,The latterhas already been discussed.","As a paint it proves to be a styptic drug for bleeding in anypartof the body. The variety, which is found in the sea, is most potent in this respect.",Excretion|Joints|Nature|Properties|Swellings|Temperament
7,Tariithith Maltesa mushroom,,Cynomovium coccineum Linn.,Tariithith Maltesa mushroom Cynomovium coccineum Linn.,False,False,False,False,,,Tariithith.consists of pieces of twisted wood which are as thick as a finger but are smaller in length. It is somewhat astrin­ gent in taste and dusty in colour. Its potency is similar tothatof pome­ granateflowers. It is mostly found in rural areas.,These mushrooms are astringent and prevent the circulation of blood towards the organs.,Excretion|Food|Joints|Nature|Properties
8,Tariighiun Tragos Pimpinellatragium ViiI.,,,Tariighiun Tragos Pimpinellatragium ViiI.,False,False,False,False,,,"Tragos is a plant which grows inQaritush. Its leaves, branches and fruits are similar to those of ekinos but are smaller in size. Itsgum is similar togum arabic. The leaves, fruit and gum are absorbent. There is another kind of tragos with leaves resembling those of spleen wort. Its roots are similar to those of wild radish.","According to Dioscorides,ifa wild she-goat is inflicted with an arrow while grazing on this grass it facilitates the removal of the arrow-tip from the wound. Its alcoholic plaster is applied to extract thorns and spines and other such things from deep fleshy parts of the body.",Excretion|Nature|Properties
9,Tariighiimdkhar Another kind of tragos,,,Tariighiimdkhar Another kind of tragos,False,False,False,False,,,Some people call the{ariighiUniikharas saqidiiqandariun (spleen wort).Itis a small plant measuring ahand-span in length and found spreading on the ground. Generally it grows at sea-shores and has no leaves. Its branches bear small grape like red structures of the size of a wheat grain with sharp ends. These are numerous in number and astringent in taste. Some people make tablets from its powder an,,Excretion|Nature
10,Tarakhshaqiiq Wild endive,,Cichorium intybus Linn.,Tarakhshaqiiq Wild endive Cichorium intybus Linn.,False,True,True,False,,,Wild endive is a well-known drug. It is a kindof endive. Temperament.' Itissomewhat moist but its coldness is higher than its moistness.,It is cooling and deobstruent.,Eye|Food|Nature|Poisons|Properties
11,,Tarkhiin Tarragon,Artemisia dracunculus Linn.,Tarkhiin Tarragon Artemisia dracunculus Linn.,True,True,False,True,second degree,"Apparently it is hot and dry in the second degree though it contains some narcoticpropertyalso. According to some sources, not quite reliable, it is cold and dry.",Tarragon is a well-known drug. Some believe pelli­ tory to be the name given to the roots of themountain tarragon.,It is desiccant.absorbentoffluids and somewhat cold.,Chest|Excretion|Food|Head|Nature|Properties|Temperament
12,Taraghiiqanthii Tragacanth Astragulasgummifer Lab.,,,Taraghiiqanthii Tragacanth Astragulasgummifer Lab.,False,False,False,False,,,According to Dioscordies itsroot is wide and rough Spikes oftragacanthtree grow at higher level from the ground. Its branches are strong and small and have many thin leaves.In the midst of the leaves there are some hidden hard andstraightthorns. Gum-tragacanth is the secretionof the root of this plant when some cuts and scratches are made on it. the fluid thus exuding out is called gum.,,Chest|Excretion|Nature
13,,Tarfii Tamarisk,Tamarix gallica Linn.,Tarfii Tamarisk Tamarix gallica Linn.,False,False,False,False,,,According to Dioscorides it is a wellknownplantgrowing near stagnant waters. Its fruits are similar to the flowers which structurally resemble toflowersof rock moss. It is found in Egypt and Syria. Garden tamarisk resembles the wild variety in every respect except the fruit. Thelatteris similar to gallnut and causes molar pain and tongue constriction. Hence it is used as a substitute for gallnut i,"It is an astringent and detergent drug. It is purifying without causing any strong desiccation. Its water is alsoattributed to detergent and desiccant properties but its deterging power is relatively higher and associated with some astringence. Its fruit is highly constipative. Unlike the green gallnut,tamarisk contains mild tenuity. Except for thisproperty,it is used as a substitute for allother ",Chest|Cosmetics|Excretion|Eye|Food|Head|Nature|Poisons|Properties|Swellings|Ulcers
14,,Tariiiimdnus,,Tariiiimdnus,False,False,False,False,,,"According to Dioscorides some people call it as adbiir.It grows at a place where the drug maiden hair grows. It resemhlesfar/isplant. Its leaves are very long and lentillike in ap­ pearancegrowing parallel to eachother,on both sides of a thin, hard, smooth and blackish stem. Its actions are said to be identical with thoseofthe maiden hair.",,Nature
15,,Tarfiilis Teukrion,Teucrium fiavum Linn.,Tarfiilis Teukrion Teucrium fiavum Linn.,False,False,False,False,,,The piecesof teukrion are attenuant in nature and are taken orally in case ofinduration(hardness)of the spleen.,,Nature
16,Tarighiin Wild carthum Carthamus oxyacantha,Bieb,,Tarighiin Wild carthum Carthamus oxyacantha Bieb,False,False,False,False,,,Wild carthum is aplantthatgrows in spring and its seeds are similar tothat of safflower.,,Nature|Poisons
17,Tarifulilin Trifolium Psora/eobituminosa Linn.,,,Tarifulilin Trifolium Psora/eobituminosa Linn.,True,False,False,False,,It is somewhat hot.,"According to Dioscorides it is aplantwhich grows at sea-shores. When the sea-water recedes, growth oftrifoliumspreads over this place. It is found neither in the midst nor far away from the water. Its leaves are similar to those ofa/ii/is(Isatistinetoria Linn.) but they arethickerthan thelatter.Its stem measures a hand­ span in length and is split on theupper side.Itis saidthatthe flowers of thisp",,Excretion|Nature|Poisons|Temperament
18,,Talaq Talc Mica,,Talaq Talc Mica,False,True,False,True,second degree,Itis cold in the first and dry in the second degree.,"According to some people the oralintakeof talc may be dangerous because it adheres to the fibres and shaggyhair (villi) of the stomach,throatand gullet.Ifone desires to render it soluble 309 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ  (in a liquid), itshould be put into a pieceof cloth with some pebbles and stones and then pounded t","Itis anastringentand styptic drug.Itis used with lime. According to Paulos and some others, it is highly desiccant and cannot be burntby firewithoutusing some other (inflammatory devices).",Chest|Choice|Excretion|Nature|Properties|Swellings|Temperament
19,"T,iqrirls Teukrion Teucriumflavum Linn.",,,"T,iqrirls Teukrion Teucriumflavum Linn.",False,False,False,False,,,"According to Dioscorides it is a plant having many branches on its stick-like stem.Itresembles the plant called germander. Its thin leaves resemble those of chickpea. It growsabundantly in Faliqia region. Theintakeof freshteukrionwith vinegar and water elicits itspotentaction. The dryteukrion should be taken in the form of decoction. ExcretionsWhen the decoction of teukrionis taken orally, it comp",,Nature|Poisons
21,Tin al-ardatmazrir-a Earth ofcultivated lands,,Terra eretria,Tin al-ardatmazrir-a Earth ofcultivated lands Terra eretria,False,True,False,False,,,,"It is said to beastringent,cooling and mildly laxative.",Properties|Ulcers
22,Tin armani Red armenian bole Bolus armenia rubra,,,Tin armani Red armenian bole Bolus armenia rubra,False,True,False,True,second degree,It is cold in the first and dry in the second degree.,It is a well known bole which issomewhat dusty red in colour. It is used by the jewellers toimpart colour to gold. The earth of linos also resembles thearmenian bole in actions.,It is a styptic drug and by thispropertyit is highly desiccant.,Chest|Excretion|Fevers|Head|Nature|Properties|Swellings|Temperament|Ulcers
23,Tin aqritush.,,Earth creta,Tin aqritush. Earth creta,False,False,False,False,,,,"Earthcreta is rich in""gaseousness""and resemblesall the above mentioned claysbut it iscomparativelyweaker in action. Itisdetergentwithoutcausing anyirritation.Itweakens the senses.",Excretion|Eye|Properties
24,Tin balad almastaki Chian earth,,Terra chia,Tin balad almastaki Chian earth Terra chia,False,False,False,False,,,,"Chian earthis detergent,abluentand a flesh growing drug.",Properties
25,Tinsama'i Samian earth,,Terra samia,Tinsama'i Samian earth Terra samia,False,True,False,False,,,"According to Dioscoridesthisearth is stone like in natureand it is used forsmoothening and polishingpurposes. Itis of differentkinds:(a) a whitish grey variety which is thin, found in layers and its particles are ofvariousshapes and (b) an extremely white variety which isbright,brittleand readily soluble in liquids. People use thisearthfor massaging their bodies and thus it servesas a substitutefo","Itpossessesastringent,cooling and desiccant pro­ perties.",Choice|Cosmetics|Excretion|Eye|Food|Head|Nature|Properties
26,,,Tin shdmus,Tin shdmus,False,True,False,False,,"It is adhesive, viscid, agglutinant and it need not be treated with water before use. Its cooling property is weak but its soothingpropertyis appreciable.","Galen described the use ofearthcalledkaukab shamus, but I believethatit is nothing but talc as claimed by people who bring it from the islands of Cyprus in Greek territory.","Earth of samos, according to Galen, resembles the sealing clay in respect of its hemostaticpropertybut it is comparatively richer in gaseousness. It is useful in mastitis. It is lighter, more adhesive and viscidthan sealing clay but the latter is stonger in action.",Excretion|Eye|Head|Joints|Nature|Properties|Swellings|Temperament|Ulcers
27,Tin qaimulid Camolian earth,,Terra cimolia,Tin qaimulid Camolian earth Terra cimolia,True,True,False,False,first degree,Camolian earthis cold in the second and hot in the first degree.,According toHunain it is calledal-tin al-dairiand is of two kinds: (a) white and (b) purple. Carnolian earth isimmoderate in nature and is cold to touch.Itisprocuredfrom the seashores specially the place calledal-siraf,"Pure camolianearthpossesses cooling and dissolvent properties and has various uses; when it is washed, its dissolvingproperty is reduced.",Excretion|Head|Joints|Nature|Properties|Swellings|Temperament|Ulcers
28,,,Tin al-kara,Tin al-kara,False,True,False,False,,,According to Dioscorides this kind of earth is found in Syria. Itis black in colour and similar to arectangularpiece of coal of cedar wood.Italso resembles small broken pieces of wood having equal brightness. The powdered earth is not difficult to be dissolved in water or oil. However the white and dusty coloured variety is not easily soluble in water and so it is considered inferior in quality.,Itis desiccant but may causeirritation.Nevertheless it is somewhat dissolvent and it is said to have some cooling property.,Choice|Cosmetics|Excretion|Food|Nature|Properties
30,Tin makhtiim Sealing clay,,Terra sigillata,Tin makhtiim Sealing clay Terra sigillata,True,True,False,False,,,Sealing clay isbrought from tall-ahmar(red hill). The latteris calledbuhaira because it has asmooth surface and is devoid of grass and rocks. This wasnarratedto me by a person who had seen it personally. This earth is also calledtin kiihinibecause in ancient daysitwas discoveredby a lady sooth-sayer. It is also called al-maghra al-Kahiinia(red ochre) because it is a red clay which was used byArmit,"According to Paulos it is a veryeffectivehemostatic agent. In this respect it is strongerthan theearthofsamos. Itis so potentthat the organs, particularly the soft organs affected with hot swellings cannot withstand the severityof itsaction. Mild roughness is seen in organs after its use. In fact it possesses cooling and agglu­ tinant properties.",Chest|Choice|Excretion|Head|Nature|Poisons|Properties|Swellings|Ulcers
31,Tin muttaq,,Common earth,Tin muttaq Common earth,True,True,False,False,,All kinds ofearth are cooling.,Common earthis found every where.,Common earth is desiccant and detergent but the potter'sclayofsunny land is desiccant for flabby bodies.Itdoes not cause anyirritationbecause of itsagglutinantnature. Thisproperty is exhibited only when theearthis free fromburntsubstances such as 315 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ  pieces of earthenware and chipsof hot w,Cosmetics|Food|Nature|Properties|Swellings|Temperament
32,Tin al-maghra Red ochre,,Bolus armeniarubra,Tin al-maghra Red ochre Bolus armeniarubra,False,False,False,False,,,Red ochre is a well known earth.,According to Paulos it has more astringentand' desiccantpropertiesthan those in the sealing clay.,Choice|Excretion|Nature|Properties|Ulcers
1,~ilf,,,~ilf,False,False,False,False,,,Hoof is a thing commonly known to all.,,Cosmetics|Nature
2,?alim Male ostrich,Struthiocamelus,,?alim Male ostrich Struthiocamelus,False,False,False,False,,,"This has already been dealt with under thechapteron ni""am (Ostrich.) Letter'Ain",,Nature
1,•AqarqarM Pellitory Anacycluspyrethrum D.C.,,,•AqarqarM Pellitory Anacycluspyrethrum D.C.,True,True,False,True,,"Laymen generally consider it to be cold and attenuantbut in fact, it is hot and dry in thethirddegree.",Mostly the root of pellitoryplant is used.,"On chewing, it expels the phlegm. When mixed with some oil and massaged, it causesexcessiveperspirationwhich is attributedto its burning property. 316 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ SECTION II 317",Choice|Cosmetics|Fevers|Head|Joints|Nature|Properties|Temperament
2,eAliisis,Galiopris Scrophulariaperegrina,,eAliisis Galiopris Scrophulariaperegrina,False,False,False,False,,,"It is believedthatthe people ofTabaristanhave named it after their god. ThisplantresemblesRoman nettle in all respects except thatits leaves are comparatively smoother. On rubbing a very bad smell comes from the leaves. Its flowers are thin and fruits are small and purple. Theplant grows in marshy lands, ruins and waysides.",It possesses the potency of dissolvinginduration (hardness).,Head|Nature|Properties|Swellings|Ulcers
3,"""Aliyun",,,"""Aliyun",False,False,False,False,,,"Some people call it""dliyunwhile others call""dtdriyun. The etymology of these two names indicate milk coagulatingproperty in this drug similar tothatin rennet. The plantealiyiinhas leaves and branches resembling those ofal-harniiin.It bears numerous, yellow­ ish white, thin, dense, andfragrantflowers.It grows in marshy lands.",Itsflowersare used as a plaster fortreatingexcessive bleeding.,Nature|Properties|Ulcers
4,"""Ubaithran Southern wood Artimisiaabrotanum Linn.",,,"""Ubaithran Southern wood Artimisiaabrotanum Linn.",False,False,False,False,,,,This is a dissolvent drug.,Eye|Head|Properties
